answer,predicted_answer,bleu_score
on a silver metal rack,metal,0.01831563888873418
brown,darker,0.0
beige,white,0.0
croquettes,golden brown,0.0
golden brown,golden brown,0.2213885886251307
resting on the plate,resting on the plate,1.0
yes,No,0.0
pie,pie,1.0
green,green,1.0
off-white,light-colored,0.0
on a white plate,on a white plate,1.0
red,red,1.0
bowl,bowl,1.0
orange,orange,1.0
mixed,on the side,0.0
on top of,on top of,0.5757197301274735
red,red,1.0
bowl,white dish,0.0
yes,yes,1.0
golden-brown,golden,0.0
at the bottom,dark,0.0
pie,pie,1.0
red,red,1.0
beneath,beneath,1.0
brown,brown,1.0
green,green,1.0
scattered,distributed,0.0
brown,brown,1.0
berries,dried cranberries,0.0
atop,"green, ceramic",0.0
golden-brown,golden brown,0.0
pie,pie,1.0
lattice,lattice,1.0
across the entire top,on top of,0.05194672862155564
leaves,leaf-shaped,0.0
yellow,golden,0.0
pie,pie,1.0
crust,crust,1.0
crimped,crimped,1.0
in the center,in the center,0.5757197301274735
golden,golden,1.0
pie,pie,1.0
red,red,1.0
tan,golden brown,0.0
dripping,oozing,0.0
tan,golden brown,0.0
premium,good,0.0
cheese,cheese,1.0
in the lower portion,bottom,0.0
green,green,1.0
cucumbers,cucumbers,1.0
white,white,1.0
creamy,creamy,1.0
throughout the image,throughout the image,0.5757197301274735
white,white,1.0
salad,salad,1.0
red,red,1.0
on a plate,on a plate,0.5757197301274735
green,green,1.0
green,green,1.0
salad,salad,1.0
visible,visible,1.0
white,white,1.0
inside a transparent bowl,clear glass bowl,0.05194672862155564
green,green,1.0
cucumbers,cucumbers,1.0
sliced,sliced,1.0
on their surfaces,on the surface,0.07249749990681824
fresh,fresh,1.0
cucumbers,cucumbers,1.0
green,green,1.0
overlapping,overlapping,1.0
yellow,yellow,1.0
margaritas,margaritas,1.0
white,white,1.0
cucumber,cucumber,1.0
on the rim,on the rim,0.5757197301274735
green,green,1.0
cucumber,cucumber,1.0
wooden,wooden,1.0
cucumbers,cucumbers,1.0
fill,side dish,0.0
white,white,1.0
in a shallow bowl,in a bowl,0.16793545727180179
white,white,1.0
golden-brown,golden-brown,1.0
on a white surface,on a white,0.41252121275142684
pink,pink,1.0
reddish-brown,brown,0.0
cupcake,cupcakes,0.0
on the plate,on the plate,0.5757197301274735
yellow,yellow-orange,0.0
curd,"yellow, smooth, creamy",0.0
glass,glass,1.0
submerged inside,above,0.0
smooth,smooth,1.0
curry,curry,1.0
white,white,1.0
golden-brown,"rich, deep orange",0.0
on top of,on top of,0.5757197301274735
covering,decorative,0.0
cake,cake,1.0
roses,roses,1.0
swirling,circular,0.0
over the entire surface,entire surface,0.08144431026514741
yellow,yellow,1.0
custard,vanilla ice cream,0.0
into the custard,into the,0.13427896671164932
orange-brown,light orange,0.0
custard,common,0.0
fills,filling,0.0
white,white,1.0
on the plate,on the plate,0.5757197301274735
pale,light brown,0.0
chicken,chicken,1.0
brown,greenish-black,0.0
on top,other,0.0
red,red,1.0
white,white,1.0
immersing,soaking,0.0
dark,light brown,0.0
spices,spices,1.0
across the bowl,bowl,0.1353352832366127
raspberry,raspberry,1.0
golden-brown,golden brown,0.0
plate,plate,1.0
red,red,1.0
on a plate,on a plate,0.5757197301274735
Turkish Delight,Turkish Delight,0.2213885886251307
coated,powdered,0.0
white,white,1.0
scattered,scattered,1.0
across the frame,across a surface,0.07249749990681824
dessert,dessert,1.0
taking,being used to,0.0
white,white,1.0
on top,on top,0.2213885886251307
glossy,glossy,1.0
baking,baked,0.0
yellow,yellow,1.0
melted,melted,1.0
in a clear glass,in a glass,0.16793545727180179
filling,"thick, smooth",0.0
bean,bean,1.0
brown-black,"dark brown, black",0.0
in the center-left,in the center,0.21177974141341938
white,white,1.0
pizza,pizza,1.0
red,red,1.0
across the surface,on top of,0.0
green,green,1.0
golden-brown,golden brown,0.0
corn dogs,fried food items,0.0
reddish-brown,light brown,0.0
on a white plate,on a white plate,1.0
chocolate,chocolate,1.0
donuts,donuts,1.0
brown,brown,1.0
in the bottom left,top right,0.0
white,white,1.0
pierogi,pierogies,0.0
beige,light golden-brown,0.0
on plate,on plate,0.2213885886251307
fried,fried,1.0
brown,brown,1.0
doughnuts,donuts,0.0
yellow,light brown,0.0
stacked,stacked,1.0
on top of,top of,0.13427896671164932
doughnuts,dark chocolate-like substance,0.0
white,white,1.0
in the center,in the center,0.5757197301274735
orange-brown,golden-brown,0.0
doughnuts,donuts,0.0
maple,light-colored,0.0
green,green,1.0
vanilla,"white, powdery",0.0
tan,light brown,0.0
in the front,in the front,0.5757197301274735
salad,salad,1.0
Best,quality,0.0
brownish,light yellow,0.0
black,black,1.0
in the lower-left corner,left side,0.0
orange,orange,1.0
salad,salad,1.0
drizzled,"creamy, thick",0.0
top of the salad,of the salad,0.41252121275142684
lettuce,lettuce,1.0
white,white,1.0
bowl,bowl,1.0
brown,green color,0.0
wasabi,red sauce,0.0
towards the upper-right,right side,0.0
orange-red,orange,0.0
fills,image,0.0
pitcher,pitcher,1.0
white,white,1.0
to the bottom left,to the left,0.16793545727180179
yellow,yellow,1.0
jar,jar,1.0
creamy,"thicker, more viscous",0.0
greenish,light yellow,0.0
on a red surface,on a red surface,1.0
crispy,crispy,1.0
drumsticks,drumstick,0.0
white,white,1.0
blue,blue,1.0
on a plate,on a plate,0.5757197301274735
decorative,visual appeal,0.0
drumsticks,fresh,0.0
pinkish-tan,light brown,0.0
on the left,on the left,0.5757197301274735
green,green,1.0
pink,pinkish-red,0.0
duck,roast beef,0.0
sliced,golden-brown,0.0
yellow,"light brown, golden",0.0
to the left,left,0.1353352832366127
Duck Adobo,type of dish,0.0
covering,coating,0.0
white,white,1.0
glossy,glossy,1.0
in the center,in the center,0.5757197301274735
brown,brown,1.0
duck,fresh touch,0.0
crispy,crispy,1.0
green,green,1.0
on an oval platter,on oval platter,0.16793545727180179
golden-brown,golden brown,0.0
dumplings,sweet,0.0
metal,metal,1.0
in a metal baking pan,baking dish,0.015071184180845467
amber,golden-brown,0.0
yellow,yellow,1.0
egg,egg,1.0
sprinkled on,"small, brown, red",0.0
white,white,1.0
translucent,white,0.0
golden-brown,golden brown,0.0
eggnog,soft,0.0
white,white,1.0
on top,on top,0.2213885886251307
syrup,syrup,1.0
round,round,1.0
eggplant,no visible,0.0
white,light green,0.0
in the top-center,"top, right",0.0
eggplant,"vegetables, meat",0.0
red,red,1.0
on top of,on the,0.04096772609215166
golden-brown,golden brown,0.0
empanada,empanadas,0.0
white,white,1.0
on a patterned napkin,patterned,0.049787068367863944
creamy,creamy,1.0
yellow,yellow,1.0
scattered across,over the surface,0.0
red,red,1.0
peeks,reddish,0.0
white,white,1.0
popcorn,popcorn,1.0
spilling out,spilling out,0.2213885886251307
brown,brown,1.0
tilted,tilted,1.0
red,red,1.0
popcorn,popcorn,1.0
peppermint,sweet,0.0
glass,glass,1.0
in a bowl,in a bowl,0.5757197301274735
blue,blue,1.0
bowl,bowl,1.0
white,white,1.0
keto,low-carb diet,0.0
poppers,poppers,1.0
green,green,1.0
white,light brown,0.0
on a black metal rack,black metal,0.04939847123496026
gray,black,0.0
poppers,round,0.0
wrapped,wrapped,1.0
green,green,1.0
green,green,1.0
jalapeño,jalapeño,1.0
bacon,bacon,1.0
on a white plate,on a white plate,1.0
crisp,crispy,0.0
green,green,1.0
poppers,peppers,0.0
cream cheese,cream cheese,0.2213885886251307
orange,orange,1.0
white,light orange,0.0
chicken,chicken,1.0
orange,orange,1.0
on top,on top,0.2213885886251307
brown,brown,1.0
light,white,0.0
potatoes,potatoes,1.0
black,black,1.0
at the center,on top of,0.0
potatoes,"sweet, savory",0.0
brown,brown,1.0
reddish-brown,reddish-brown,1.0
coated,"glossy, chunky",0.0
on the plate,on the plate,0.5757197301274735
yellow,golden brown,0.0
potatoes,potatoes,1.0
crispy,crispy,1.0
fork,fork,1.0
on the left,on the left,0.5757197301274735
spiced,"seasoned, spices",0.0
potatoes,potatoes,1.0
yellowish-tan,golden brown,0.0
across the entire image,entire,0.049787068367863944
brown,"darker, brownish",0.0
potato,potatoes,0.0
yellow,golden brown,0.0
scattered,scattered,1.0
roasting,roasted,0.0
in the dish,wooden surface,0.0
brown,brown,1.0
potatoes,potatoes,1.0
green,green,1.0
on top,on top,0.2213885886251307
checkered,checkered,1.0
light brown,light brown,0.2213885886251307
pralines,pral,0.0
reddish-brown,dark brown,0.0
on a plate,on a plate,0.5757197301274735
visible,visible,1.0
white,white,1.0
prawns,shrimp,0.0
orange-brown,"orange, pink",0.0
on a plate,on a plate,0.5757197301274735
beige,pale yellow,0.0
pudding,similar,0.0
cinnamon,cinnamon,1.0
brown,brown,1.0
golden-yellow,yellow,0.0
pudding,pudding,1.0
creamy,creamy,1.0
on a white plate,on a plate,0.16793545727180179
corn,corn,1.0
white,white,1.0
tan,golden brown,0.0
filling,filling,1.0
cracked,crisp,0.0
to the left,to the left,0.5757197301274735
yellow,yellow,1.0
loaves,typical,0.0
brown,brown,1.0
on top,on top,0.2213885886251307
mottled,darker,0.0
orange,orange,1.0
bowl,bowl,1.0
fills,fills,1.0
thick,thick,1.0
in the center,white,0.0
white,white,1.0
bowl,dish,0.0
beige,beige,1.0
at the bottom,bottom,0.1353352832366127
glasses,glasses,1.0
wooden,wooden,1.0
green,green,1.0
on a wooden board,on a wooden board,1.0
mug,mug,1.0
red,reddish-brown,0.0
brown,brown,1.0
quesadillas,savory,0.0
golden,golden,1.0
on top,top,0.36787944117144233
brown,brown,1.0
quesadillas,quesadillas,1.0
red-orange,specific specific,0.0
on top,on top,0.2213885886251307
yellow,yellow,1.0
queso,queso,1.0
melted,melted,1.0
creamy,creamy,1.0
over a pile,over a pile,0.5757197301274735
chips,chips,1.0
golden-brown,golden brown,0.0
green,green,1.0
on a white plate,on a white plate,1.0
colorful,bright orange color,0.0
soup,soup,1.0
orange,orange,1.0
on the right,the other vegetables,0.07249749990681824
sprinkled,fresh,0.0
reddish-brown,brown,0.0
quinoa,rice-based dish,0.0
fills,"nutritious, filling",0.0
green,green,1.0
in the center,in the white,0.21177974141341938
cheesy,"creamy, yellow",0.0
quinoa,quinoa,1.0
yellow,"white, red",0.0
green,green,1.0
fills,good source,0.0
quinoa,quinoa,1.0
beige,beige,1.0
green,green,1.0
within the quinoa,the dish,0.04096772609215166
quinoa,quinoa,1.0
red,red,1.0
in,in,1.0
pink,"red, white",0.0
radishes,root vegetables,0.0
bowl,white bowl,0.06754436142034707
silver,silver,1.0
in the bottom center,bottom,0.049787068367863944
dark green,vibrant green color,0.07249749990681824
radish,purple,0.0
purple,purple,1.0
distributed throughout,distributed,0.36787944117144233
cheese,cheese,1.0
white,white,1.0
radish,radish,1.0
dispersed,scattered,0.0
orange,orange,1.0
at the bottom,left side,0.0
golden-brown,golden brown,0.0
pie,pie,1.0
silver,"shiny, reflective",0.0
raisins,dark fruit-based,0.0
golden brown,golden brown,0.2213885886251307
pie,pie,1.0
white,white,1.0
on top,on top,0.2213885886251307
meringue,decorative top layer,0.0
green,green,1.0
bowl,bowl,1.0
ramen,ramen,1.0
on top,on top,0.2213885886251307
cheesy,savory,0.0
noodles,noodles,1.0
yellow,yellow,1.0
on top,small,0.0
scallions,scallions,1.0
white,white,1.0
bowl,bowl,1.0
yellow,yellow,1.0
on top,on top,0.2213885886251307
red,red,1.0
yellow,yellow,1.0
bowl,bowl,1.0
scallions,scallions,1.0
green,green,1.0
on top of,on top of,0.5757197301274735
fresh,freshly baked,0.0
turnovers,turnovers,1.0
white,white,1.0
red,red,1.0
on a plate,on a plate,0.5757197301274735
red,red,1.0
pitcher,pitcher,1.0
wooden,wooden,1.0
on the wooden surface,wooden surface,0.08144431026514741
hot,hot,1.0
on top of,on top of,0.5757197301274735
onions,yellowish,0.0
red,red,1.0
orange,orange,1.0
white,white,1.0
relish,relish,1.0
red,red,1.0
on,on,1.0
vegetables,ingredients,0.0
red,red,1.0
cranberries,cranberries,1.0
walnuts,walnuts,1.0
in the center,in a,0.04096772609215166
yellow,green,0.0
zucchini,yellow vegetable,0.0
mixed,mixed,1.0
red,red,1.0
in the mix,throughout the,0.04096772609215166
white,white,1.0
cake,banana bread,0.0
golden-brown,golden brown,0.0
on a plate,on a plate,0.5757197301274735
rhubarb,no specific fruit,0.0
golden-brown,golden brown,0.0
cake,cake,1.0
red,red,1.0
on a plate,on a plate,0.5757197301274735
pink,pink,1.0
rough,rough,1.0
cookies,cookies,1.0
pinkish-red,bright red,0.0
on a plate,on a plate,0.5757197301274735
purple,purple,1.0
red,red,1.0
salad,gelatin salad,0.06754436142034707
white,white,1.0
atop the salad,sweet dish,0.0
applesauce,"smooth, rich",0.0
bowl,bowl,1.0
red,red,1.0
red,red,1.0
silver,silver,1.0
reddish-brown,dark rich red,0.0
ribs,ribs,1.0
foreground,foreground,1.0
green,green,1.0
white,white,1.0
on top,on top,0.2213885886251307
reddish-orange,reddish-orange,1.0
rice,rice,1.0
green,red,0.0
sausage,sausage,1.0
easy,easy,1.0
rice,rice,1.0
orange-red,red,0.0
on the right side,on the right side,1.0
green,green,1.0
rice,rice,1.0
fills,filling,0.0
silver,metallic material,0.0
wooden,wooden,1.0
throughout,"green, yellow",0.0
white,white,1.0
rigatoni,rigatoni,1.0
golden-yellow,yellowish,0.0
on a white plate,on a white plate,1.0
green,green,1.0
green,green,1.0
scattered,scattered,1.0
red,red,1.0
on the egg,on the egg,0.5757197301274735
risotto,dish,0.0
brown,brown,1.0
scattered,"distributed, interspersed, spread",0.0
on the left,on the,0.13427896671164932
white,white,1.0
roast,rich,0.0
brown,brown,1.0
within,throughout the,0.0
green,green,1.0
pink,dark brown color,0.0
roast,roast,1.0
on a wooden cutting board,on a wooden cutting board,1.0
golden,golden,1.0
rolls,rolls,1.0
brown,brown,1.0
on top,on top,0.2213885886251307
adjacent,evenly spaced,0.0
golden-brown,golden brown,0.0
rolls,rolls,1.0
stacked,stacked,1.0
lighter,golden brown,0.0
towards the top-left area,top-left area,0.08144431026514741
light pink,pinkish,0.0
salami,salami,1.0
white,yellow,0.0
yellow-orange,yellowish-orange,0.0
in the center,inside the,0.04096772609215166
BBQ,dry spice mix,0.0
jar,jar,1.0
submerged,top,0.0
silver,silver,1.0
in the center,center,0.1353352832366127
brownish,brownish,1.0
fish,fish,1.0
green,green,1.0
on top of,on top of,0.5757197301274735
salad,salad,1.0
jar,jar,1.0
brown,brown,1.0
on the wooden surface,on the wooden surface,1.0
spilled,spilled,1.0
scattered,dry,0.0
reddish-brown,"brown, orange",0.0
spoon,spoon,1.0
silver,silver,1.0
on top of,above,0.0
bread,bread,1.0
halved,large,0.0
sits on,sits on,0.2213885886251307
yellow,light golden-brown,0.0
loaf,loaf,1.0
chicken salad,chicken salad,0.2213885886251307
green,green,1.0
in the center,wooden surface,0.0
cracker,cracker,1.0
dark green,green,0.36787944117144233
salad,colorful,0.0
located throughout,located throughout,0.2213885886251307
peach,orange,0.0
halloumi,cheese,0.0
creamy,creamy,1.0
bowl,bowl,1.0
red,red,1.0
adding,sweet,0.0
on top,on top,0.2213885886251307
white,white,1.0
green,green,1.0
bowl,bowl,1.0
throughout,throughout,1.0
green,green,1.0
salad,fruit salad,0.06754436142034707
large,large,1.0
interspersed,scattered,0.0
against the base,around the,0.04096772609215166
white,white,1.0
scattered,evenly distributed,0.0
green onions,green onions,0.2213885886251307
brown,brown,1.0
on a white plate,white,0.049787068367863944
red,red,1.0
salad,salad,1.0
spread,fresh,0.0
purple,red,0.0
among the leaves,among the,0.13427896671164932
red,red,1.0
halved,halved,1.0
cucumbers,cucumber,0.0
dill,dill,1.0
on top,on top,0.2213885886251307
red,red,1.0
bowl,bowl,1.0
silver,stainless steel,0.0
green,green,1.0
inside a silver bowl,silver bowl,0.08144431026514741
light,green,0.0
cucumbers,cucumber,0.0
red,red,1.0
throughout the blue bowl,blue,0.049787068367863944
green,green,1.0
salad,salad,1.0
yellow,yellow,1.0
across the top,on top of,0.07249749990681824
white,white,1.0
black,black,1.0
salad,salad,1.0
white,white,1.0
yellow,yellow,1.0
white,white,1.0
rice,rice,1.0
green,green,1.0
with,with,1.0
orange,dark brown,0.0
salsa,popular dip,0.0
white,blue,0.0
tomatoes,tomatoes,1.0
in a bowl,in the center,0.07249749990681824
colorful,colorful,1.0
bowl,bowl,1.0
apricot,fruit,0.0
green,green,1.0
within the mixture,other ingredients,0.0
murky,green,0.0
white,multicolored,0.0
atop,surface,0.0
yellow,yellow,1.0
distributed,distributed,1.0
green,green,1.0
white,white,1.0
on top of,on top of,0.5757197301274735
black,black,1.0
bowl,bowl,1.0
reddish-orange,"rich, deep red",0.0
herbs,"green, spicy, fruity",0.0
in the center,centrally in,0.04096772609215166
black,black,1.0
salsa,salsa,1.0
yellow,yellow,1.0
green,green,1.0
red,red,1.0
salsa,salsa,1.0
spoon,spoon,1.0
white,white,1.0
in the lower left,on the left,0.06177541927786947
reddish-orange,reddish-orange,1.0
cup,small white bowl,0.0
fills,flavorful,0.0
on the right,to the right,0.21177974141341938
brownish-red,reddish-orange,0.0
red,red,1.0
salsa,salsa,1.0
fills,fills,1.0
clear,visible,0.0
homemade,natural,0.0
salt,light brown,0.0
red,"brown, darker",0.0
scattered,"coarse, granular",0.0
on the upper left,on the left,0.16793545727180179
reddish-brown,light brown,0.0
salt,salt,1.0
fills,filling,0.0
light,light,1.0
above a white bowl,above a bowl,0.16793545727180179
brown,brown,1.0
sandwiches,sandwiches,1.0
white,white,1.0
green,green,1.0
on a white surface,white,0.049787068367863944
blue,blue,1.0
brown,brown,1.0
scattered,evenly distributed,0.0
in the top left corner,top,0.01831563888873418
blue,blue,1.0
scattered,blue,0.0
peanut butter,orange-brown,0.0
golden-brown,white,0.0
on a blue plate,on a blue plate,1.0
pasta,pasta,1.0
Italian,Italian,1.0
dripping,thick,0.0
herbs,herbs,1.0
reddish-brown,deep red,0.0
food,rich,0.0
down the sides,down the sides,0.5757197301274735
brown,brown,1.0
sugar,sugar,1.0
amber,"rich, golden-brown",0.0
in a clear glass,in a clear glass,1.0
bottom,top,0.0
yellow,white,0.0
pasta,pasta,1.0
red,red,1.0
on top of,on top of,0.5757197301274735
white,small,0.0
orange-red,yellowish-orange color,0.0
spaghetti,spaghetti,1.0
white,white,1.0
from center to edges,to be,0.02484818193359921
reddish-brown,red,0.0
bowl,bowl,1.0
pink,red,0.0
in the center,in the center,0.5757197301274735
reddish-orange,deep red,0.0
sauce,red sauce,0.06754436142034707
fills,most of the surface,0.0
green,dark,0.0
to the left,to the left,0.5757197301274735
red,red,1.0
wooden surface,wooden surface,0.2213885886251307
white,white,1.0
next to,"bottom, left, right",0.0
fills,flavorful,0.0
brown,brown,1.0
bowl,"small, black ceramic",0.0
on the rim,on the edge,0.21177974141341938
orange,orange,1.0
coated,coated,1.0
carrots,orange vegetable,0.0
green,green,1.0
on a plate,on a plate,0.5757197301274735
reddish-brown,deep red,0.0
orange,orange,1.0
bowl,bowl,1.0
red,red,1.0
on top,on top,0.2213885886251307
brownish-red,brown,0.0
beef,beef,1.0
cooked,cooked,1.0
orange,orange,1.0
in the top center,top,0.049787068367863944
dark brown,dark brown,0.2213885886251307
stew,dark brown liquid,0.0
light brown,brown,0.36787944117144233
golden,light brown,0.0
from the surface,from the surface,0.5757197301274735
yellowish-white,light,0.0
forming,tangy,0.0
bowl,bowl,1.0
brownish-red,reddish-brown,0.0
in the bottom-left,in the,0.13427896671164932
golden-brown,golden-brown,1.0
sausage flowers,savory,0.0
brownish-orange,light brown,0.0
sprinkled over,green,0.0
silver tray,silver,0.36787944117144233
sausage,sweet,0.0
reddish-brown,light brown,0.0
in a leaf-shaped bowl,leaf-shaped bowl,0.08144431026514741
grilled,"sweet, sour",0.0
pineapple,pineapple,1.0
creamy,white,0.0
pasta,spaghetti,0.0
white,white,1.0
on the side,on the side,0.5757197301274735
triangular,round in shape,0.0
scone,scones,0.0
yellow,yellow,1.0
on a plate,on a plate,0.5757197301274735
white,white,1.0
white,white,1.0
scones,scones,1.0
golden brown,golden brown,0.2213885886251307
in the foreground,in the,0.13427896671164932
yellow,yellow,1.0
tomato,cherry tomatoes,0.0
green,green,1.0
towards the center,in the center,0.21177974141341938
reddish-brown,brown,0.0
brown,brown,1.0
pumpkin seeds,candied appearance,0.0
sugar,sugar,1.0
orange,"yellow, beige",0.0
semifreddo,dessert,0.0
silver,silver,1.0
off-white,white,0.0
on a tray,on a tray,0.5757197301274735
white,white,1.0
pinkish-orange,pinkish-orange,1.0
in the center,in the center,0.5757197301274735
green,green,1.0
white,white,1.0
shrimp,shrimp,1.0
reddish-orange,reddish-orange,1.0
in the center,in a circular,0.07249749990681824
blue,blue,1.0
shrimp,shrimp,1.0
garlic,garlic,1.0
pink-orange,pinkish-orange,0.0
on a blue plate,on a blue plate,1.0
hash brown,,0.0
red,light brown color,0.0
scallions,green,0.0
white,white,1.0
pineapple,pineapple,1.0
yellow,yellowish-orange,0.0
green,green,1.0
on a white plate,on a white plate,1.0
corn,corn,1.0
yellow,yellow,1.0
scattered,evenly distributed,0.0
red,red,1.0
on the left side,on the left side,1.0
green,green,1.0
cabbage,cabbage,1.0
mixed,mixed,1.0
orange,orange,1.0
scattered,distinct,0.0
coleslaw,coleslaw,1.0
orange,orange,1.0
in the bowl,in the bowl,0.5757197301274735
orange,orange,1.0
glass,glass,1.0
bright,vibrant,0.0
on the rim,on the rim,0.5757197301274735
metal,metal,1.0
slushies,smoothies,0.0
red,red,1.0
in a metal tray,in a,0.08144431026514741
chocolate,chocolate,1.0
cup,clear glass,0.0
brown,brown,1.0
pink,pink color,0.06754436142034707
smoothie,smoothie,1.0
green,green,1.0
on top of,on top of,0.5757197301274735
chocolate,chocolate,1.0
smoothie,smoothie,1.0
brown,brown,1.0
green,green,1.0
pineapple,pineapple,1.0
clear,clear,1.0
smoothie,smoothie,1.0
to the right,to the right,0.5757197301274735
green,green,1.0
smoothie,smoothie,1.0
strawberry,strawberry,1.0
on top of,on top of,0.5757197301274735
solid,creamy,0.0
sorbet,whipped,0.0
pale,white,0.0
off-white,off whitish,0.0
rich,rich,1.0
sorbet,beetroot sorbet,0.06754436142034707
purple,purple,1.0
in the bowl,in the bowl,0.5757197301274735
blueberry,red color,0.0
resting,sitting on top,0.0
pale green,green,0.36787944117144233
golden-brown,golden brown,0.0
crispy,crispy,1.0
in the upper-left corner,to the left,0.05194672862155564
blue,black,0.0
mushrooms,mushrooms,1.0
scattered on the surface,scattered on the surface,1.0
spinach,spinach,1.0
white,white,1.0
soup,hearty,0.0
brown,"dark, brownish",0.0
green,green,1.0
white,white,1.0
reddish-brown,reddish-brown,1.0
in the right half,blue and white,0.0
vegetables,vegetables,1.0
orange,creamy,0.0
soup,soup,1.0
bread,bread,1.0
on top of,on a,0.04096772609215166
spaghetti,spaghetti,1.0
red,red,1.0
cheese,cheese,1.0
around the perimeter,around the edges,0.21177974141341938
reddish-brown,dark red,0.0
spaghetti,spaghetti,1.0
chunky,chunky,1.0
light,"white, red",0.0
cheese,cheese,1.0
red,red,1.0
in a casserole dish,in a casserole dish,1.0
spaghetti,spaghetti,1.0
scattered,scattered,1.0
meatballs,meatballs,1.0
placed on top,placed on top,0.5757197301274735
blue,blue,1.0
musubi,sushi roll,0.0
orange-red,red,0.0
around,around,1.0
white rice,white rice,0.2213885886251307
reddish-brown,reddish-brown,1.0
sandwich,sandwich,1.0
glazed,"glossy, smooth, thick",0.0
blue,blue,1.0
light-brown,reddish-brown,0.0
burger,burger,1.0
reddish-brown,reddish-brown,1.0
on top,on top,0.2213885886251307
spam,"fish, fried",0.0
green,green,1.0
spinach,spinach,1.0
white,white,1.0
with a patterned rim,"decorative, patterned",0.02484818193359921
onions,"garlic, ginger",0.0
fresh,fresh,1.0
salad,salad,1.0
green,green,1.0
white,white,1.0
in a bowl,in a bowl,0.5757197301274735
green,green,1.0
spinach,leafy green vegetable,0.0
haphazard,darker green color,0.0
oily texture,slippery texture,0.06754436142034707
spinach,spinach,1.0
green,green,1.0
bowl,white,0.0
with shallots,garlic,0.0
green,green,1.0
sprouts,sprouts,1.0
blue,blue,1.0
bacon,bacon,1.0
on a white surface,on a marble,0.15174681566793558
green,green,1.0
sprouts,sprouts,1.0
creamy,light,0.0
overlapping,mixed together,0.0
green,green,1.0
sprouts,sprouts,1.0
brown,brown,1.0
scattered across,scattered across,0.2213885886251307
yellow,yellow,1.0
green,green,1.0
sprouts,green vegetables,0.0
brown,brown,1.0
around the sprouts,around the,0.13427896671164932
green,green,1.0
brussels sprouts,brussels sprouts,0.2213885886251307
white,white,1.0
brownish,dark brown,0.0
in a bowl,in the,0.04096772609215166
dispersed,distributed evenly,0.0
green,green,1.0
bowl,bowl,1.0
yellowish-white,light yellow,0.0
covering,gooey,0.0
on top,on top,0.2213885886251307
black,black,1.0
green,green,1.0
squash,vegetable,0.0
orange,orange,1.0
on a white plate,on a white plate,1.0
yellow,yellow,1.0
squash,squash,1.0
on the concave part,on the,0.08144431026514741
green,green,1.0
green,green,1.0
yellow,deep orange,0.0
overlapping,side by side,0.0
on the plate,on the plate,0.5757197301274735
orange-yellow,orange,0.0
squash,squash,1.0
green,green,1.0
charred,tough,0.0
in the center,on the left,0.07249749990681824
orange,orange,1.0
squash,sweet,0.0
blue,blue,1.0
in the center-left,left side,0.0
surrounding,creamy,0.0
steak,savory dish,0.0
tan,light brown,0.0
brown,not visible,0.0
golden-brown,golden brown,0.0
crispy,crispy,1.0
arranged,arranged,1.0
bowl,small bowl,0.06754436142034707
white,white,1.0
golden-brown,golden-brown,1.0
fish,fish,1.0
white,white,1.0
on the plate,on the plate,0.5757197301274735
blue,blue,1.0
golden-brown,brown,0.0
green,green,1.0
beneath the steaks,beneath the,0.13427896671164932
reddish-brown,reddish-orange,0.0
hamburger,ground meat,0.0
potatoes,the dish,0.0
throughout the stew,visible portion of the,0.061033220311973134
brown,brown,1.0
scattered,evenly distributed,0.0
orange,orange,1.0
white,white,1.0
brown,dark brown,0.06754436142034707
chicken,chicken,1.0
orange,orange,1.0
on the left side,left,0.049787068367863944
brown,dark red,0.0
tomatoes,tomatoes,1.0
meat,small,0.0
on top,on top,0.2213885886251307
yellow,yellow,1.0
yellow,yellow,1.0
atop the center,atop the center,0.5757197301274735
orange-brown,orange,0.0
white,white,1.0
on the surface,the,0.1353352832366127
translucent,translucent,1.0
savory,savory,1.0
vegetables,vegetables,1.0
green,green,1.0
around the top,the top,0.13427896671164932
yellow,yellow,1.0
pink,white,0.0
strawberries,strawberries,1.0
displaying,visually appealing,0.0
red,red,1.0
on top,on top,0.2213885886251307
red,red,1.0
strawberries,strawberry,0.0
bright,vibrant red color,0.0
on a white paper liner,white,0.01831563888873418
red,red,1.0
strawberries,strawberries,1.0
brown,brown,1.0
on the bottom,on the,0.13427896671164932
red,red,1.0
strawberries,strawberries,1.0
sliced,sliced,1.0
on the upper side,on top of,0.05194672862155564
white,white,1.0
red,red,1.0
strawberries,red,0.0
clustered,compact,0.0
juicy,"glossy, red",0.0
red,red,1.0
strawberry,fresh strawberries,0.0
glass,glass,1.0
bright,vibrant,0.0
on the plate,on the plate,0.5757197301274735
chestnut,distinctive,0.0
brown,golden brown,0.06754436142034707
toasted,toasted,1.0
yellow,"light brown, golden",0.0
brown,dark brown,0.06754436142034707
scattered,scattered,1.0
dish,dish,1.0
white,white,1.0
throughout the dish,the dish,0.13427896671164932
brown,brown,1.0
herbs,herbs,1.0
baking,standalone dish,0.0
white,white,1.0
scattered,evenly distributed,0.0
brown,brown,1.0
in the center,in a white,0.07249749990681824
powdered,"fine, granular",0.0
glass,glass,1.0
vegetarian,vegetarian,1.0
sushi,sushi,1.0
black,black,1.0
on the plate,on the plate,0.5757197301274735
green,green,1.0
swordfish,fish,0.0
atop,on top of,0.0
red,red,1.0
