reference,hypothesis,gpt_score
blue,blue,1.0
on a plate,on a plate,1.0
decorative,plate,0.2
drumsticks,chicken,0.5
pinkish-tan,brown,0.6
on the left,on the plate,0.2
green,green,1.0
pink,pink,1.0
duck,ham,0.0
sliced,sliced,1.0
yellow,pink,0.2
to the left,on the plate,0.1
Duck Adobo,curry,0.1
covering,covering,1.0
white,white,1.0
glossy,glossy,1.0
in the center,on the left,0.1
brown,golden-brown,0.8
duck,chicken,0.5
crispy,crispy,1.0
green,green,1.0
on an oval platter,on a plate,0.7
golden-brown,golden-brown,1.0
dumplings,crackers,0.2
metal,metal,1.0
in a metal baking pan,on a baking sheet,0.5
amber,reddish-brown,0.5
yellow,yellow,1.0
egg,bread,0.1
sprinkled on,on top,0.6
white,white,1.0
translucent,translucent,1.0
golden-brown,white,0.0
eggs,filling,0.1
white,white,1.0
on a plate,on a plate,1.0
yellow,yellow,1.0
golden-brown,golden-brown,1.0
eggnog,toast,0.0
white,white,1.0
on top,on top,1.0
syrup,sauce,0.4
round,diced,0.2
eggplant,spinach,0.2
white,white,1.0
in the top-center,in the center,0.7
eggplant,eggplant,1.0
red,red,1.0
on top of,on top of,1.0
golden-brown,golden-brown,1.0
empanada,wontons,0.3
white,white,1.0
on a patterned napkin,on top of,0.2
creamy,creamy,1.0
yellow,yellow,1.0
scattered across,on top of,0.2
red,red,1.0
peeks,on top,0.1
white,white,1.0
popcorn,popcorn,1.0
spilling out,filling,0.2
brown,brown,1.0
tilted,overlapping,0.2
red,red,1.0
popcorn,popcorn,1.0
peppermint,chocolate,0.1
glass,glass,1.0
in a bowl,in a bowl,1.0
blue,blue,1.0
bowl,bowl,1.0
white,beige,0.6
keto,vegan,0.1
poppers,poppers,1.0
green,green,1.0
white,white,1.0
on a black metal rack,on top of,0.2
gray,gray,1.0
poppers,cookies,0.1
wrapped,arranged,0.2
green,green,1.0
green,green,1.0
jalapeño,jalapeno,1.0
bacon,bacon,1.0
on a white plate,on a plate,0.8
crisp,glossy,0.2
green,green,1.0
poppers,vegetables,0.0
cream cheese,cheese,0.7
orange,orange,1.0
white,orange,0.1
chicken,chicken,1.0
orange,orange,1.0
on top,on top of,0.9
brown,tan,0.7
light,beige,0.2
potatoes,rice,0.2
black,black,1.0
at the center,on top,0.2
potatoes,potatoes,1.0
brown,orange,0.2
reddish-brown,reddish-brown,1.0
coated,creamy,0.2
on the plate,on a plate,0.9
yellow,golden-brown,0.6
potatoes,fries,0.7
crispy,browned,0.6
fork,spoon,0.7
on the left,to the left,0.9
spiced,pepper,0.8
potatoes,potatoes,1.0
yellowish-tan,golden-brown,0.7
across the entire image,in the center,0.2
brown,brown,1.0
potato,potatoes,1.0
yellow,golden-brown,0.6
scattered,scattered,1.0
roasting,baking,0.5
in the dish,on top of,0.2
brown,golden-brown,0.8
potatoes,potatoes,1.0
green,green,1.0
on top,on top,1.0
checkered,checkered,1.0
light brown,brown,0.8
pralines,cookies,0.2
reddish-brown,reddish-brown,1.0
on a plate,on a plate,1.0
visible,visible,1.0
white,white,1.0
prawns,shrimp,0.9
orange-brown,orange,0.7
on a plate,on a plate,1.0
beige,light,0.3
pudding,cake,0.2
cinnamon,cinnamon,1.0
brown,brown,1.0
golden-yellow,yellow,0.8
pudding,casserole,0.1
creamy,creamy,1.0
on a white plate,on a plate,0.8
corn,corn,1.0
white,white,1.0
tan,golden-brown,0.2
filling,cheese,0.1
cracked,browned,0.2
to the left,on the plate,0.1
yellow,yellow,1.0
loaves,cookies,0.2
brown,brown,1.0
on top,in the center,0.2
mottled,browned,0.4
orange,orange,1.0
bowl,bowl,1.0
fills,fills,1.0
thick,filling,0.2
in the center,in the center,1.0
white,white,1.0
bowl,jar,0.4
beige,beige,1.0
at the bottom,in the center,0.1
glasses,glass,0.8
wooden,wooden,1.0
green,green,1.0
on a wooden board,on a wooden surface,0.9
mug,mug,1.0
red,pink,0.7
brown,golden-brown,0.8
quesadillas,cake,0.0
golden,golden-brown,0.8
on top,located,0.2
brown,tan,0.7
quesadillas,quesadillas,1.0
red-orange,reddish-brown,0.5
on top,on top,1.0
yellow,orange,0.7
queso,cheese,0.8
melted,glossy,0.1
creamy,creamy,1.0
over a pile,on top of,0.8
chips,cheese,0.2
golden-brown,golden-brown,1.0
green,green,1.0
on a white plate,on a plate,0.8
colorful,mixed,0.6
soup,chowder,0.8
orange,orange,1.0
on the right,in the center,0.2
sprinkled,sprinkled,1.0
reddish-brown,green,0.0
quinoa,meat,0.0
fills,fills,1.0
green,green,1.0
in the center,on top,0.2
cheesy,cheese,0.9
quinoa,rice,0.3
yellow,green,0.3
green,green,1.0
fills,fills,1.0
quinoa,rice,0.3
beige,brown,0.7
green,green,1.0
within the quinoa,on top of,0.1
quinoa,rice,0.3
red,red,1.0
in,in a bowl,0.8
pink,pink,1.0
radishes,potatoes,0.3
bowl,bowl,1.0
silver,silver,1.0
in the bottom center,in the center,0.6
dark green,green,0.8
radish,beets,0.4
purple,purple,1.0
distributed throughout,throughout,0.8
cheese,garlic,0.1
white,white,1.0
radish,cabbage,0.3
dispersed,scattered,1.0
orange,orange,1.0
at the bottom,on the left,0.1
golden-brown,golden-brown,1.0
pie,pie,1.0
silver,metal,0.7
raisins,chocolate,0.1
golden brown,brown,0.7
pie,pie,1.0
white,white,1.0
on top,on top,1.0
meringue,pie,0.2
green,green,1.0
bowl,bowl,1.0
ramen,noodles,0.7
on top,in the center,0.2
cheesy,spicy,0.2
noodles,noodles,1.0
yellow,yellow,1.0
on top,on top of,0.9
scallions,with,0.0
white,white,1.0
bowl,bowl,1.0
yellow,yellow,1.0
on top,on the left,0.2
red,red,1.0
yellow,yellow,1.0
bowl,bowl,1.0
scallions,herbs,0.4
green,green,1.0
on top of,on top of,1.0
fresh,fresh,1.0
turnovers,tarts,0.0
white,white,1.0
red,red,1.0
on a plate,on a plate,1.0
red,red,1.0
pitcher,mug,0.1
wooden,wooden,1.0
on the wooden surface,on a wooden surface,0.9
yellow,yellow,1.0
browning,melted,0.1
chicken,chicken,1.0
creamy,creamy,1.0
at the bottom,in the center,0.2
hot,hot,1.0
on top of,on top of,1.0
onions,with,0.0
red,red,1.0
orange,yellow,0.3
white,white,1.0
relish,sauce,0.6
red,reddish-brown,0.7
on,on top,0.7
vegetables,sauce,0.1
red,red,1.0
cranberries,apples,0.2
walnuts,almond,0.5
in the center,in the center,1.0
yellow,green,0.2
zucchini,potatoes,0.1
mixed,mixed,1.0
red,purple,0.4
in the mix,on top,0.2
white,white,1.0
cake,cake,1.0
golden-brown,golden-brown,1.0
on a plate,on a plate,1.0
rhubarb,apple,0.1
golden-brown,golden-brown,1.0
cake,cake,1.0
red,red,1.0
on a plate,on a plate,1.0
pink,red,0.5
rough,crispy,0.2
cookies,cookies,1.0
pinkish-red,red,0.8
on a plate,on a plate,1.0
purple,purple,1.0
red,red,1.0
salad,dessert,0.1
white,white,1.0
atop the salad,on top of,0.7
applesauce,sauce,0.7
bowl,white,0.1
red,red,1.0
red,red,1.0
silver,silver,1.0
reddish-brown,reddish-brown,1.0
ribs,beef,0.2
foreground,in the center,0.3
green,green,1.0
white,white,1.0
on top,on a plate,0.3
reddish-orange,orange,0.7
rice,rice,1.0
green,green,1.0
sausage,with,0.0
easy,vegan,0.0
rice,rice,1.0
orange-red,orange,0.7
on the right side,in the center,0.2
green,green,1.0
rice,rice,1.0
fills,fills,1.0
silver,pot,0.1
wooden,wooden,1.0
throughout,on top,0.2
white,white,1.0
rigatoni,pasta,0.7
golden-yellow,yellow,0.8
on a white plate,on a plate,0.8
green,green,1.0
green,green,1.0
scattered,scattered,1.0
red,red,1.0
on the egg,on top of,0.5
risotto,rice,0.5
brown,red,0.2
scattered,scattered,1.0
on the left,on top of,0.1
white,white,1.0
roast,meat,0.6
brown,brown,1.0
within,on the left,0.1
green,green,1.0
pink,brown,0.2
roast,roast,1.0
on a wooden cutting board,on a plate,0.2
golden,golden-brown,0.8
rolls,buns,0.3
brown,golden-brown,0.8
on top,on top,1.0
adjacent,overlapping,0.6
golden-brown,golden-brown,1.0
rolls,buns,0.3
stacked,stacked,1.0
lighter,golden-brown,0.3
towards the top-left area,on the plate,0.1
light pink,pink,0.8
salami,ham,0.2
white,white,1.0
yellow-orange,yellow,0.7
in the center,on top of,0.1
BBQ,cinnamon,0.0
jar,jar,1.0
submerged,submerged,1.0
silver,silver,1.0
in the center,in the center,1.0
brownish,brown,0.9
fish,fish,1.0
green,green,1.0
on top of,on top of,1.0
salad,bowl,0.2
jar,jar,1.0
brown,reddish-brown,0.8
on the wooden surface,on a wooden surface,0.9
spilled,dripped,0.6
scattered,appears,0.1
reddish-brown,brown,0.7
spoon,spoon,1.0
silver,silver,1.0
on top of,to the left,0.1
bread,bread,1.0
halved,arranged,0.0
sits on,sits,0.8
yellow,yellow,1.0
loaf,loaf,1.0
chicken salad,salad,0.7
green,green,1.0
in the center,in the center,1.0
cracker,crackers,1.0
dark green,green,0.8
salad,salad,1.0
located throughout,in the center,0.2
peach,orange,0.3
halloumi,cheese,0.7
creamy,creamy,1.0
bowl,bowl,1.0
red,red,1.0
adding,adding,1.0
on top,on top of,0.9
white,white,1.0
green,green,1.0
bowl,bowl,1.0
throughout,throughout,1.0
green,green,1.0
salad,dessert,0.1
large,large,1.0
interspersed,scattered,0.8
against the base,on top of,0.1
white,white,1.0
scattered,scattered,1.0
green onions,cabbage,0.1
brown,beige,0.6
on a white plate,on a plate,0.8
red,red,1.0
salad,with,0.0
spread,scattered,0.8
purple,white,0.1
among the leaves,on top of,0.2
red,red,1.0
halved,sliced,0.5
cucumbers,potatoes,0.1
dill,rosemary,0.1
on top,on top,1.0
red,red,1.0
bowl,bowl,1.0
silver,metal,0.7
green,green,1.0
inside a silver bowl,located in,0.1
light,green,0.2
cucumbers,zucchini,0.7
red,red,1.0
throughout the blue bowl,in a bowl,0.5
green,green,1.0
salad,salad,1.0
yellow,yellow,1.0
across the top,on top of,0.8
white,white,1.0
black,black,1.0
salad,salad,1.0
white,white,1.0
yellow,yellow,1.0
white,white,1.0
rice,rice,1.0
green,green,1.0
with,rice,0.0
orange,brown,0.2
salsa,salsa,1.0
white,blue,0.2
tomatoes,tomatoes,1.0
in a bowl,on top of,0.2
colorful,colorful,1.0
bowl,bowl,1.0
apricot,mango,0.3
green,green,1.0
within the mixture,scattered,0.1
murky,reddish-brown,0.2
white,blue,0.2
atop,in the center,0.1
yellow,yellow,1.0
distributed,scattered,0.8
green,green,1.0
white,white,1.0
on top of,on top of,1.0
black,black,1.0
bowl,on top of,0.0
reddish-orange,reddish-orange,1.0
herbs,herbs,1.0
in the center,in the center,1.0
black,black,1.0
salsa,salsa,1.0
yellow,yellow,1.0
green,green,1.0
red,red,1.0
salsa,salsa,1.0
spoon,spoon,1.0
white,white,1.0
in the lower left,in the center,0.1
reddish-orange,red,0.7
cup,bowl,0.6
fills,fills,1.0
on the right,on the left,0.0
brownish-red,reddish-orange,0.5
red,red,1.0
salsa,tomatoes,0.2
fills,fills,1.0
clear,jar,0.1
homemade,sugar,0.1
salt,seasoning,0.7
red,white,0.2
scattered,fresh,0.1
on the upper left,in the center,0.2
reddish-brown,brown,0.7
salt,garlic,0.1
fills,fills,1.0
light,light,1.0
above a white bowl,on the left,0.0
brown,brown,1.0
sandwiches,sandwich,0.9
white,white,1.0
green,green,1.0
on a white surface,on a plate,0.5
blue,blue,1.0
brown,brown,1.0
scattered,scattered,1.0
in the top left corner,located,0.2
blue,blue,1.0
scattered,scattered,1.0
peanut butter,cheese,0.2
golden-brown,golden-brown,1.0
on a blue plate,on a plate,0.7
pasta,pasta,1.0
Italian,Italian,1.0
dripping,covering,0.1
herbs,sprinkled,0.1
reddish-brown,reddish-brown,1.0
food,meat,0.7
down the sides,on top,0.1
brown,yellow,0.2
sugar,cheese,0.1
amber,yellow,0.7
in a clear glass,clear,0.5
bottom,on top,0.0
yellow,yellow,1.0
pasta,pasta,1.0
red,red,1.0
on top of,on top of,1.0
white,white,1.0
orange-red,orange,0.7
spaghetti,noodles,0.8
white,white,1.0
from center to edges,throughout,0.3
reddish-brown,red,0.6
bowl,bowl,1.0
pink,red,0.5
in the center,in the center,1.0
reddish-orange,reddish-brown,0.7
sauce,soup,0.4
fills,fills,1.0
green,green,1.0
to the left,in the center,0.1
red,red,1.0
wooden surface,wooden,0.8
white,yellow,0.2
next to,on top,0.3
fills,fills,1.0
brown,dark,0.3
bowl,bowl,1.0
on the rim,contained,0.1
orange,reddish-brown,0.2
coated,sliced,0.1
carrots,carrots,1.0
green,green,1.0
on a plate,on a plate,1.0
reddish-brown,reddish-brown,1.0
orange,orange,1.0
bowl,bowl,1.0
red,red,1.0
on top,on top of,0.9
brownish-red,brown,0.7
beef,beef,1.0
cooked,sliced,0.2
orange,orange,1.0
in the top center,located,0.2
dark brown,brown,0.8
stew,soup,0.5
light brown,silver,0.1
golden,yellow,0.7
from the surface,skillet,0.0
yellowish-white,yellow,0.7
forming,filling,0.3
bowl,bowl,1.0
brownish-red,brown,0.7
in the bottom-left,in the center,0.1
golden-brown,golden-brown,1.0
sausage flowers,pinwheels,0.2
brownish-orange,brown,0.7
sprinkled over,on top of,0.7
silver tray,silver,0.5
sausage,sausage,1.0
reddish-brown,reddish-brown,1.0
in a leaf-shaped bowl,bowl,0.5
grilled,grilled,1.0
pineapple,mango,0.3
creamy,white,0.2
pasta,pasta,1.0
white,yellow,0.2
on the side,in the center,0.1
triangular,rectangular,0.3
scone,cake,0.4
yellow,yellow,1.0
on a plate,on a plate,1.0
white,white,1.0
white,white,1.0
scones,cookies,0.3
golden brown,golden-brown,1.0
in the foreground,on the left,0.2
yellow,yellow,1.0
tomato,strawberries,0.2
green,green,1.0
towards the center,on top of,0.1
reddish-brown,reddish-brown,1.0
brown,brown,1.0
pumpkin seeds,pumpkin seeds,1.0
sugar,sugar,1.0
orange,yellow,0.3
semifreddo,pie,0.2
silver,silver,1.0
off-white,yellow,0.1
on a tray,on a plate,0.8
white,white,1.0
pinkish-orange,pinkish-orange,1.0
in the center,on the plate,0.2
green,green,1.0
white,white,1.0
shrimp,shrimp,1.0
reddish-orange,red,0.7
in the center,in the center,1.0
blue,blue,1.0
shrimp,shrimp,1.0
garlic,garlic,1.0
pink-orange,pinkish-orange,0.9
on a blue plate,in a bowl,0.2
hash brown,dish,0.3
red,reddish-brown,0.7
scallions,herbs,0.5
white,white,1.0
pineapple,pineapple,1.0
yellow,yellow,1.0
green,green,1.0
on a white plate,on a plate,0.8
corn,corn,1.0
yellow,yellow,1.0
scattered,scattered,1.0
red,red,1.0
on the left side,located in,0.2
green,green,1.0
cabbage,cabbage,1.0
mixed,mixed,1.0
orange,orange,1.0
scattered,mixed,0.5
coleslaw,coleslaw,1.0
orange,orange,1.0
in the bowl,in the center,0.2
orange,orange,1.0
glass,glass,1.0
bright,vibrant,0.8
on the rim,on the rim,1.0
metal,metal,1.0
slushies,cocktail,0.2
red,yellow,0.2
in a metal tray,on a plate,0.4
chocolate,chocolate,1.0
cup,glass,0.6
brown,brown,1.0
pink,red,0.5
smoothie,smoothie,1.0
green,green,1.0
on top of,on top of,1.0
chocolate,chocolate,1.0
smoothie,smoothie,1.0
brown,brown,1.0
green,green,1.0
pineapple,pineapple,1.0
clear,clear,1.0
smoothie,smoothie,1.0
to the right,at the top,0.0
green,green,1.0
smoothie,smoothie,1.0
strawberry,strawberries,1.0
on top of,on the rim,0.5
solid,creamy,0.2
sorbet,ice cream,0.6
pale,white,0.5
off-white,light,0.2
rich,red,0.1
sorbet,cake,0.1
purple,red,0.2
in the bowl,contained,0.1
blueberry,strawberries,0.2
resting,filling,0.0
pale green,white,0.1
golden-brown,golden-brown,1.0
crispy,crispy,1.0
in the upper-left corner,in the center,0.2
blue,blue,1.0
mushrooms,mushrooms,1.0
scattered on the surface,in the center,0.0
spinach,spinach,1.0
white,white,1.0
soup,soup,1.0
brown,brown,1.0
green,green,1.0
white,white,1.0
reddish-brown,reddish-brown,1.0
in the right half,in the center,0.3
vegetables,potatoes,0.8
orange,orange,1.0
soup,soup,1.0
bread,bread,1.0
on top of,on a white plate,0.3
spaghetti,spaghetti,1.0
red,red,1.0
cheese,cheese,1.0
around the perimeter,on top of,0.2
reddish-brown,orange,0.4
spaghetti,sauce,0.3
chunky,creamy,0.3
light,yellow,0.3
cheese,cheese,1.0
red,red,1.0
in a casserole dish,in a bowl,0.5
spaghetti,spaghetti,1.0
scattered,scattered,1.0
meatballs,meatballs,1.0
placed on top,on top of,0.9
blue,blue,1.0
musubi,sushi,0.7
orange-red,brown,0.3
around,sushi,0.0
white rice,white,0.5
reddish-brown,red,0.7
sandwich,sandwich,1.0
glazed,glossy,0.8
blue,blue,1.0
light-brown,red,0.1
burger,burger,1.0
reddish-brown,red,0.6
on top,on the plate,0.4
spam,meat,0.0
green,green,1.0
spinach,spinach,1.0
white,green,0.1
with a patterned rim,plate,0.1
onions,mushrooms,0.2
fresh,fresh,1.0
salad,salad,1.0
green,green,1.0
white,white,1.0
in a bowl,on a plate,0.2
green,green,1.0
spinach,kale,0.7
haphazard,scattered,0.8
oily texture,smooth,0.3
spinach,spinach,1.0
green,green,1.0
bowl,bowl,1.0
with shallots,eggs,0.0
green,green,1.0
sprouts,sprouts,1.0
blue,blue,1.0
bacon,bacon,1.0
on a white surface,on a wooden surface,0.2
green,green,1.0
sprouts,sprouts,1.0
creamy,creamy,1.0
overlapping,scattered,0.0
green,green,1.0
sprouts,sprouts,1.0
brown,browned,0.8
scattered across,scattered,0.8
yellow,yellow,1.0
green,green,1.0
sprouts,broccoli,0.7
brown,golden-brown,0.8
around the sprouts,on top,0.1
green,green,1.0
brussels sprouts,sprouts,0.7
white,white,1.0
brownish,brown,0.9
in a bowl,located in,0.3
dispersed,scattered,1.0
green,green,1.0
bowl,in a bowl,0.8
yellowish-white,yellow,0.7
covering,covering,1.0
on top,on top,1.0
black,black,1.0
green,green,1.0
squash,zucchini,0.7
orange,orange,1.0
on a white plate,on a plate,0.8
yellow,yellow,1.0
squash,squash,1.0
on the concave part,in a bowl,0.6
green,green,1.0
green,black,0.0
yellow,yellow,1.0
overlapping,arranged,0.1
on the plate,on a plate,0.9
orange-yellow,orange,0.8
squash,squash,1.0
green,green,1.0
charred,browned,0.7
in the center,in the center,1.0
orange,orange,1.0
squash,squash,1.0
blue,blue,1.0
in the center-left,in the center,0.7
surrounding,filling,0.2
steak,chicken,0.2
tan,yellow,0.1
brown,brown,1.0
golden-brown,golden-brown,1.0
crispy,textured,0.5
arranged,arranged,1.0
bowl,on top,0.1
white,creamy,0.4
golden-brown,golden-brown,1.0
fish,banana,0.0
white,white,1.0
on the plate,on the plate,1.0
blue,blue,1.0
golden-brown,brown,0.7
green,green,1.0
beneath the steaks,located,0.1
reddish-brown,reddish-brown,1.0
hamburger,beef,0.5
potatoes,potatoes,1.0
throughout the stew,on top of,0.1
red,red,1.0
stew,salad,0.2
ham,ham,1.0
green,green,1.0
on the left,on top of,0.1
brown,brown,1.0
scattered,scattered,1.0
orange,orange,1.0
white,white,1.0
brown,brown,1.0
chicken,chicken,1.0
orange,orange,1.0
on the left side,on the left,0.9
brown,brown,1.0
tomatoes,tomatoes,1.0
meat,meat,1.0
on top,on top of,0.9
yellow,yellow,1.0
yellow,yellow,1.0
atop the center,on top of,0.8
orange-brown,brown,0.7
white,brown,0.2
on the surface,on top,0.8
translucent,translucent,1.0
savory,sweet,0.1
vegetables,vegetables,1.0
green,green,1.0
around the top,on top,0.8
yellow,red,0.2
pink,white,0.2
strawberries,strawberries,1.0
displaying,scattered,0.1
red,red,1.0
on top,on top of,0.9
red,red,1.0
strawberries,strawberries,1.0
bright,glistening,0.8
on a white paper liner,on top of,0.2
red,red,1.0
strawberries,strawberries,1.0
brown,brown,1.0
on the bottom,on top,0.0
red,red,1.0
strawberries,strawberries,1.0
sliced,sliced,1.0
on the upper side,on the right,0.2
white,white,1.0
red,red,1.0
strawberries,strawberries,1.0
clustered,scattered,0.0
juicy,glistening,0.3
red,red,1.0
strawberry,strawberries,1.0
glass,glass,1.0
bright,vibrant,0.8
on the plate,on top of,0.7
chestnut,almond,0.1
brown,brown,1.0
toasted,browned,0.8
yellow,golden-brown,0.6
brown,brown,1.0
scattered,scattered,1.0
dish,bowl,0.7
white,white,1.0
throughout the dish,in the center,0.2
brown,brown,1.0
herbs,herbs,1.0
baking,baking,1.0
white,white,1.0
scattered,scattered,1.0
brown,golden-brown,0.8
in the center,in the center,1.0
powdered,creamy,0.1
glass,glass,1.0
vegetarian,vegan,0.8
sushi,sushi,1.0
black,black,1.0
on the plate,on a plate,0.9
green,green,1.0
swordfish,halibut,0.1
atop,in the center,0.1
red,red,1.0
pitcher,bowl,0.5
on a tablecloth,on a wooden surface,0.4
orange,orange,1.0
cabbage,cabbage,1.0
green,green,1.0
carrot,carrots,1.0
on top,on top of,0.9
red,red,1.0
tacos,quesadillas,0.7
golden-brown,golden-brown,1.0
spilling,spilling,1.0
on a red plate,on a plate,0.7
brown,brown,1.0
plate,plate,1.0
on top,on top of,0.9
topping,with,0.0
tacos,tacos,1.0
red,red,1.0
on plate,on a plate,1.0
green,green,1.0
tacos,sandwich,0.2
golden-brown,golden-brown,1.0
red,red,1.0
behind,on the plate,0.0
brown,brown,1.0
taffy,chocolate,0.1
white,white,1.0
orange,brown,0.2
across a white surface,on a white surface,0.9
tamale,hummus,0.1
yellow,yellow,1.0
on a white plate,on a plate,0.8
golden-brown,yellow,0.5
taquitos,bread,0.1
brown,brown,1.0
tan,golden-brown,0.2
taquitos,pizza,0.1
orange,orange,1.0
scattered over,on top of,0.2
wooden,wooden,1.0
yellow,yellow,1.0
plate,on top of,0.1
white,white,1.0
toasted,creamy,0.0
on a plate,on a plate,1.0
golden brown,white,0.0
tater tots,potatoes,0.6
white,white,1.0
over the tater tots,on top,0.3
orange,beige,0.1
glass,glass,1.0
scattered,scattered,1.0
brown,brown,1.0
on top,on top of,0.9
amber,amber,1.0
tea,coffee,0.2
lemon,ice,0.1
green,green,1.0
on the surface,on top,0.8
mug,mug,1.0
beige,beige,1.0
on a white tiled surface,on a wooden surface,0.2
tea,coffee,0.2
glass,glass,1.0
tan,tan,1.0
in the center,in the center,1.0
Hot,hot,1.0
Tea,coffee,0.2
Amber,brown,0.3
Resting on a saucer,on a white plate,0.4
Ginger,chocolate,0.1
clear,clear,1.0
green,green,1.0
reddish-pink,amber,0.1
to the left,on top of,0.0
brown,brown,1.0
chicken,chicken,1.0
white,white,1.0
white,white,1.0
tenderloins,beef,0.5
reddish-brown,brown,0.7
drizzled,drizzled,1.0
on top,on top of,0.9
pink,pink,1.0
pork,chicken,0.2
dark brown,brown,0.8
seared,sliced,0.1
from the bottom left,located,0.2
golden,golden-brown,0.8
chicken,chicken,1.0
brown,brown,1.0
piled on top,on top of,0.8
green,green,1.0
white,golden-brown,0.3
tilapia,halibut,0.2
golden-brown,golden-brown,1.0
to the left,to the left,1.0
textured,textured,1.0
white,white,1.0
red,red,1.0
on top,on top of,0.9
ice cream,ice cream,1.0
located inside,on top of,0.0
tofu,avocado,0.1
creamy,appears,0.0
scooped,served,0.3
tofu,tofu,1.0
red,red,1.0
golden-brown,orange,0.3
eggplant,zucchini,0.5
Agedashi,fish,0.2
brown,brown,1.0
scattered,scattered,1.0
tan,beige,0.1
shifted to the left,in the center,0.0
green,green,1.0
scattered,scattered,1.0
orange,golden-brown,0.5
tofu,fish,0.0
resting between,on top of,0.1
rice,rice,1.0
scattered,scattered,1.0
brown,brown,1.0
scattered,piled,0.2
broccoli,broccoli,1.0
green,green,1.0
tofu,tofu,1.0
blue,blue,1.0
on the left side,on the left,0.9
golden-brown,golden-brown,1.0
decorative,bowl,0.2
tofu,tofu,1.0
blue,white,0.1
on the upper left,to the left,0.5
mushrooms,scattered,0.1
red,red,1.0
tomatoes,tomatoes,1.0
white,white,1.0
closer to,to the left,0.2
green,green,1.0
red,red,1.0
tomatoes,tomatoes,1.0
yellow,red,0.2
tomato,cheese,0.1
transparent,casserole,0.0
orange,yellow,0.3
gluten-free,gluten-free,1.0
yellow,golden-brown,0.6
on the plate,on top of,0.6
brown,brown,1.0
white,white,1.0
meringue,cake,0.3
browned,browned,1.0
amber-colored,golden-brown,0.7
on a dark surface,on a plate,0.3
white,white,1.0
tortes,cake,0.5
copper-colored,silver,0.2
on a plate,on a plate,1.0
green,white,0.0
mousse,avocado,0.1
white,white,1.0
brown,brown,1.0
on top of,on top of,1.0
plum,apples,0.2
round,rectangular,0.1
yellow,golden-brown,0.6
white,white,1.0
over the surface,on top,0.7
yellow,yellow,1.0
tortellini,pasta,0.7
orange,orange,1.0
tortellini,pasta,0.7
yellow,red,0.2
red,red,1.0
on an orange plate,in a bowl,0.2
blue,blue,1.0
tortellini,ravioli,0.7
green,green,1.0
powdered,textured,0.2
yellow,yellow,1.0
brown,brown,1.0
in the center,in the center,1.0
yellow-tan,yellow,0.8
tortillas,cookies,0.1
stacked,stacked,1.0
round,round,1.0
tan,beige,0.1
tortillas,tortillas,1.0
blue,blue,1.0
on top of,on top of,1.0
tortilla,tortilla,1.0
brown,brown,1.0
green,green,1.0
on top,on top of,0.9
white,white,1.0
golden-brown,golden-brown,1.0
meat,tofu,0.2
on top of,on a plate,0.3
scattered,arranged,0.1
marshmallows,popcorn,0.2
congealed,creamy,0.2
on wrinkled sheet,on a,0.0
creamy,creamy,1.0
trifle,pie,0.2
yellow,yellow,1.0
on top,on top of,0.9
brown,brown,1.0
golden-brown,yellow,0.5
cake,polenta,0.2
red,red,1.0
with whipped topping,with,0.2
dessert,dessert,1.0
reddish-brown,brown,0.7
Tri-Tip,beef,0.6
white,white,1.0
on a plate,located in,0.3
yellow-brown,brown,0.8
large,large,1.0
fish,fish,1.0
orange,orange,1.0
on the right,on the left,0.0
fish,fish,1.0
yellow,yellow,1.0
on the platter,on a plate,0.9
fillets,tofu,0.1
dark,chocolate,0.5
brown,brown,1.0
in a box,on a baking sheet,0.2
white,white,1.0
white,white,1.0
chocolate,chocolate,1.0
brown,brown,1.0
on a plate,on a plate,1.0
truffles,cupcakes,0.1
brown,brown,1.0
studded,glossy,0.2
at the top,on top,0.9
strawberry-filled,chocolate,0.0
truffles,cupcakes,0.1
brown,brown,1.0
with a darker brown,brown,0.8
circular,heart-shaped,0.2
yellow,yellow,1.0
tuna,halibut,0.3
creamy,creamy,1.0
on the top of casserole,on the plate,0.2
white,white,1.0
white,white,1.0
green,green,1.0
melted,melted,1.0
in a white baking dish,in the center,0.1
creamy,creamy,1.0
Turkey,sausage,0.1
yellow,white,0.2
mushrooms,mushrooms,1.0
in a dish,in the center,0.2
brownish-orange,reddish-brown,0.7
turkey,chicken,0.5
scattered,scattered,1.0
green,green,1.0
on the surface,on top,0.8
white,white,1.0
blueberry,blueberries,1.0
golden-brown,golden-brown,1.0
scattered,scattered,1.0
red,red,1.0
square,rectangular,0.5
carrots,carrots,1.0
on top,on top of,0.9
golden-brown,golden-brown,1.0
veal,chicken,0.1
white,white,1.0
on the plate,on a plate,0.9
drizzled,drizzled,1.0
white,white,1.0
vegetables,vegetables,1.0
red,red,1.0
on a plate,on the plate,0.9
brown,green,0.1
Wellington,casserole,0.0
dark blue,blue,0.7
green,green,1.0
vegetables,vegetables,1.0
scattered,scattered,1.0
on a black grill pan,on a baking sheet,0.3
glazed,glossy,0.8
reddish-brown,red,0.6
around the base,to the left,0.0
blackberries,blueberries,0.5
brown,brown,1.0
venison,beef,0.2
gravy,sauce,0.7
green,green,1.0
on the plate,on a plate,0.9
golden-brown,golden-brown,1.0
venison,chicken,0.1
on a plate,on top of,0.6
overlapping,scattered,0.0
salad,salad,1.0
green,green,1.0
in the salad,on top of,0.2
blueberries,blueberries,1.0
brown,dark,0.3
