Answer,Predict,EM,Precision,Recall,F1
on the left,on a wooden surface,0.0,0.25,0.3333333333333333,0.28571428571428575
dark,brown,0.0,0.0,0.0,0.0
peanut butter,garlic,0.0,0.0,0.0,0.0
golden brown,brown,0.0,1.0,0.5,0.6666666666666666
on the lower right,on the left,0.0,0.6666666666666666,0.5,0.5714285714285715
cookie,cake,0.0,0.0,0.0,0.0
light brown,brown,0.0,1.0,0.5,0.6666666666666666
ice cream,fruit,0.0,0.0,0.0,0.0
smooth,thick,0.0,0.0,0.0,0.0
near the top,at the bottom,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
yellow,white,0.0,0.0,0.0,0.0
muffins,chips,0.0,0.0,0.0,0.0
perfect,amazing,0.0,0.0,0.0,0.0
white,white,1.0,1.0,1.0,1.0
on the plate,on top of,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
red,yellow,0.0,0.0,0.0,0.0
in the left side,in the center,0.0,0.6666666666666666,0.5,0.5714285714285715
brown,brown,1.0,1.0,1.0,1.0
pecan,pecans,0.0,0.0,0.0,0.0
white,white,1.0,1.0,1.0,1.0
on top,on top of,0.0,0.6666666666666666,1.0,0.8
reddish-brown,brown,0.0,0.0,0.0,0.0
tan,brown,0.0,0.0,0.0,0.0
overlapping,angled,0.0,0.0,0.0,0.0
brown,green,0.0,0.0,0.0,0.0
on the cracker,located in,0.0,0.0,0.0,0.0
appetizer,salad,0.0,0.0,0.0,0.0
penne,ravioli,0.0,0.0,0.0,0.0
distributed,distributed,1.0,1.0,1.0,1.0
red,yellow,0.0,0.0,0.0,0.0
cilantro,parsley,0.0,0.0,0.0,0.0
on top of,on top,0.0,1.0,0.6666666666666666,0.8
penne,ravioli,0.0,0.0,0.0,0.0
red-orange,red,0.0,0.0,0.0,0.0
sauteed,diced,0.0,0.0,0.0,0.0
peppers,mushrooms,0.0,0.0,0.0,0.0
green,red,0.0,0.0,0.0,0.0
peppers,tomatoes,0.0,0.0,0.0,0.0
scattered across,scattered across,1.0,1.0,1.0,1.0
glistening,glistening,1.0,1.0,1.0,1.0
white,white,1.0,1.0,1.0,1.0
pesto,barbeque,0.0,0.0,0.0,0.0
container,jar,0.0,0.0,0.0,0.0
vibrant,vibrant,1.0,1.0,1.0,1.0
textured,creamy,0.0,0.0,0.0,0.0
pesto,pesto,1.0,1.0,1.0,1.0
fills,fills,1.0,1.0,1.0,1.0
white,white,1.0,1.0,1.0,1.0
on top of,on top,0.0,1.0,0.6666666666666666,0.8
chicken,chicken,1.0,1.0,1.0,1.0
falling onto,spilled,0.0,0.0,0.0,0.0
green,green,1.0,1.0,1.0,1.0
scattered,scattered,1.0,1.0,1.0,1.0
pickles,oats,0.0,0.0,0.0,0.0
glass,glass,1.0,1.0,1.0,1.0
full,filled,0.0,0.0,0.0,0.0
yellow,green,0.0,0.0,0.0,0.0
sliced,cut,0.0,0.0,0.0,0.0
yellowish-green,green,0.0,0.0,0.0,0.0
pickles,pickles,1.0,1.0,1.0,1.0
on the left side,on the left,0.0,1.0,0.75,0.8571428571428571
white,white,1.0,1.0,1.0,1.0
clear,clear,1.0,1.0,1.0,1.0
pickles,pickles,1.0,1.0,1.0,1.0
green,green,1.0,1.0,1.0,1.0
in a jar,jars,0.0,0.0,0.0,0.0
melted,melted,1.0,1.0,1.0,1.0
pie,potatoes,0.0,0.0,0.0,0.0
tan,golden-brown,0.0,0.0,0.0,0.0
silver,silver,1.0,1.0,1.0,1.0
apricot,blueberry,0.0,0.0,0.0,0.0
golden-brown,golden-brown,1.0,1.0,1.0,1.0
pies,cake,0.0,0.0,0.0,0.0
uneven,creamy,0.0,0.0,0.0,0.0
pie,cake,0.0,0.0,0.0,0.0
white,white,1.0,1.0,1.0,1.0
green plate,white,0.0,0.0,0.0,0.0
yellow,golden-brown,0.0,0.0,0.0,0.0
pierogi,chips,0.0,0.0,0.0,0.0
on the plate,on a plate,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
center,in the center,0.0,0.3333333333333333,1.0,0.5
white,white,1.0,1.0,1.0,1.0
pinkish-red,red,0.0,0.0,0.0,0.0
on a plate,on a plate,1.0,1.0,1.0,1.0
rice,rhubarb,0.0,0.0,0.0,0.0
inside the bowl,on a plate,0.0,0.0,0.0,0.0
yellow,white,0.0,0.0,0.0,0.0
scattered,scattered,1.0,1.0,1.0,1.0
rice,oatmeal,0.0,0.0,0.0,0.0
red,red,1.0,1.0,1.0,1.0
on the left,in the center,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
large,large,1.0,1.0,1.0,1.0
to the lower left,located,0.0,0.0,0.0,0.0
chocolate,chocolate,1.0,1.0,1.0,1.0
brown,brown,1.0,1.0,1.0,1.0
on the left,located,0.0,0.0,0.0,0.0
hot,warm,0.0,0.0,0.0,0.0
brown,white,0.0,0.0,0.0,0.0
on top,on top,1.0,1.0,1.0,1.0
bread,pita bread,0.0,0.5,1.0,0.6666666666666666
brown,beige,0.0,0.0,0.0,0.0
on the plate,on the left side,0.0,0.5,0.6666666666666666,0.5714285714285715
crumbs,scattered,0.0,0.0,0.0,0.0
white,white,1.0,1.0,1.0,1.0
bread,pita bread,0.0,0.5,1.0,0.6666666666666666
red,white,0.0,0.0,0.0,0.0
tan,yellow,0.0,0.0,0.0,0.0
on a white plate,on top of,0.0,0.3333333333333333,0.25,0.28571428571428575
arranged,scattered,0.0,0.0,0.0,0.0
pear,rhubarb,0.0,0.0,0.0,0.0
on top of,on top,0.0,1.0,0.6666666666666666,0.8
silver,silver,1.0,1.0,1.0,1.0
pizza,chips,0.0,0.0,0.0,0.0
red,red,1.0,1.0,1.0,1.0
beige,brown,0.0,0.0,0.0,0.0
on a round,pan,0.0,0.0,0.0,0.0
golden-brown,golden-brown,1.0,1.0,1.0,1.0
on the left,located,0.0,0.0,0.0,0.0
plum bread,pita bread,0.0,0.5,0.5,0.5
white,white,1.0,1.0,1.0,1.0
tan,golden-brown,0.0,0.0,0.0,0.0
cracked,toasted,0.0,0.0,0.0,0.0
on a plate,on a white plate,0.0,0.75,1.0,0.8571428571428571
pink,red,0.0,0.0,0.0,0.0
plate,plate,1.0,1.0,1.0,1.0
red,red,1.0,1.0,1.0,1.0
parsley,cilantro,0.0,0.0,0.0,0.0
polenta,salad,0.0,0.0,0.0,0.0
yellow,yellow,1.0,1.0,1.0,1.0
green,green,1.0,1.0,1.0,1.0
polenta,meatloaf,0.0,0.0,0.0,0.0
in the lower center,in the center,0.0,1.0,0.75,0.8571428571428571
roasted,shredded,0.0,0.0,0.0,0.0
beige,golden-brown,0.0,0.0,0.0,0.0
chicken,chicken,1.0,1.0,1.0,1.0
yellow,white,0.0,0.0,0.0,0.0
cream,red,0.0,0.0,0.0,0.0
yellow,brown,0.0,0.0,0.0,0.0
rice,rice,1.0,1.0,1.0,1.0
brown,brown,1.0,1.0,1.0,1.0
in light yellow,red,0.0,0.0,0.0,0.0
interspersed,scattered,0.0,0.0,0.0,0.0
rice,potato,0.0,0.0,0.0,0.0
red,red,1.0,1.0,1.0,1.0
green,green,1.0,1.0,1.0,1.0
above the rice,next to,0.0,0.0,0.0,0.0
pink,white,0.0,0.0,0.0,0.0
cake,cake,1.0,1.0,1.0,1.0
colorful,sprinkled,0.0,0.0,0.0,0.0
on a light brown surface,on a plate,0.0,0.6666666666666666,0.4,0.5
brown,brown,1.0,1.0,1.0,1.0
ice pops,chips,0.0,0.0,0.0,0.0
white,white,1.0,1.0,1.0,1.0
on a white plate,on a plate,0.0,1.0,0.75,0.8571428571428571
blurred,melted,0.0,0.0,0.0,0.0
brown,brown,1.0,1.0,1.0,1.0
cookies,muffins,0.0,0.0,0.0,0.0
on a metal baking sheet,on a plate,0.0,0.6666666666666666,0.4,0.5
shiny,textured,0.0,0.0,0.0,0.0
rice,white,0.0,0.0,0.0,0.0
brown,golden-brown,0.0,0.0,0.0,0.0
stacked on,stacked,0.0,1.0,0.5,0.6666666666666666
pink,white,0.0,0.0,0.0,0.0
bowl,plate,0.0,0.0,0.0,0.0
brown,brown,1.0,1.0,1.0,1.0
almonds,pecans,0.0,0.0,0.0,0.0
jar,bowl,0.0,0.0,0.0,0.0
on the same surface,on top,0.0,0.5,0.25,0.3333333333333333
orange,brown,0.0,0.0,0.0,0.0
on the bottom center,wooden surface,0.0,0.0,0.0,0.0
green,white,0.0,0.0,0.0,0.0
vibrant,orange,0.0,0.0,0.0,0.0
sweet potatoes,tomato,0.0,0.0,0.0,0.0
orange,orange,1.0,1.0,1.0,1.0
within the bowl,on top of,0.0,0.0,0.0,0.0
brown,brown,1.0,1.0,1.0,1.0
apples,bananas,0.0,0.0,0.0,0.0
white,white,1.0,1.0,1.0,1.0
yellow,red,0.0,0.0,0.0,0.0
in a bowl,on a plate,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
applesauce,pot,0.0,0.0,0.0,0.0
blue,white,0.0,0.0,0.0,0.0
red,red,1.0,1.0,1.0,1.0
on a surface,on a wooden surface,0.0,0.75,1.0,0.8571428571428571
applesauce,golden-brown,0.0,0.0,0.0,0.0
golden-brown,yellow,0.0,0.0,0.0,0.0
scooped,adding,0.0,0.0,0.0,0.0
white,white,1.0,1.0,1.0,1.0
in the bowl,located,0.0,0.0,0.0,0.0
golden-amber,yellow,0.0,0.0,0.0,0.0
jar,bowl,0.0,0.0,0.0,0.0
yellow,red,0.0,0.0,0.0,0.0
on the table,on a wooden surface,0.0,0.25,0.3333333333333333,0.28571428571428575
white,white,1.0,1.0,1.0,1.0
meat,chicken,0.0,0.0,0.0,0.0
carrots,onions,0.0,0.0,0.0,0.0
fried,seasoned,0.0,0.0,0.0,0.0
on the plate,in the center,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
adjacent,on top of,0.0,0.0,0.0,0.0
green,green,1.0,1.0,1.0,1.0
artichoke,tomatoes,0.0,0.0,0.0,0.0
white,white,1.0,1.0,1.0,1.0
to the right,on top of,0.0,0.0,0.0,0.0
green,green,1.0,1.0,1.0,1.0
asparagus,carrots,0.0,0.0,0.0,0.0
arranged,arranged,1.0,1.0,1.0,1.0
green,green,1.0,1.0,1.0,1.0
asparagus,zucchini,0.0,0.0,0.0,0.0
upwards,pointing,0.0,0.0,0.0,0.0
on top of,stacked,0.0,0.0,0.0,0.0
green,green,1.0,1.0,1.0,1.0
avocado,peaches,0.0,0.0,0.0,0.0
white,yellow,0.0,0.0,0.0,0.0
on its outer skin,crispy,0.0,0.0,0.0,0.0
scattered,on top of,0.0,0.0,0.0,0.0
green,yellow,0.0,0.0,0.0,0.0
pie,cake,0.0,0.0,0.0,0.0
white,white,1.0,1.0,1.0,1.0
on top,on top,1.0,1.0,1.0,1.0
golden-brown,golden-brown,1.0,1.0,1.0,1.0
avocado,polenta,0.0,0.0,0.0,0.0
green,green,1.0,1.0,1.0,1.0
on a white square plate,on a plate,0.0,1.0,0.6,0.7499999999999999
vary,vary,1.0,1.0,1.0,1.0
raspberries,raspberries,1.0,1.0,1.0,1.0
scattered,scattered,1.0,1.0,1.0,1.0
red,red,1.0,1.0,1.0,1.0
on the white cloth,on a plate,0.0,0.3333333333333333,0.25,0.28571428571428575
glistening,glossy,0.0,0.0,0.0,0.0
bacon,chicken,0.0,0.0,0.0,0.0
dark brown,brown,0.0,1.0,0.5,0.6666666666666666
separated by,on top of,0.0,0.0,0.0,0.0
bacon,chicken,0.0,0.0,0.0,0.0
oven,baking,0.0,0.0,0.0,0.0
on a wire rack,slow,0.0,0.0,0.0,0.0
golden-brown,golden-brown,1.0,1.0,1.0,1.0
bagel bites,chips,0.0,0.0,0.0,0.0
blue,in the image,0.0,0.0,0.0,0.0
in the bottom half,fresh,0.0,0.0,0.0,0.0
broken,white,0.0,0.0,0.0,0.0
golden-brown,golden-brown,1.0,1.0,1.0,1.0
bagels,chips,0.0,0.0,0.0,0.0
spice,glaze,0.0,0.0,0.0,0.0
on a wire rack,on a plate,0.0,0.6666666666666666,0.5,0.5714285714285715
pumpernickel,pita bread,0.0,0.0,0.0,0.0
brown,golden-brown,0.0,0.0,0.0,0.0
bagels,pancakes,0.0,0.0,0.0,0.0
on a black wire rack,on a plate,0.0,0.6666666666666666,0.4,0.5
white,white,1.0,1.0,1.0,1.0
golden-brown,brown,0.0,0.0,0.0,0.0
melted,melted,1.0,1.0,1.0,1.0
plate,plate,1.0,1.0,1.0,1.0
sesame,sesame,1.0,1.0,1.0,1.0
on the left,on top,0.0,0.5,0.3333333333333333,0.4
white,white,1.0,1.0,1.0,1.0
cheese,cheese,1.0,1.0,1.0,1.0
sausage,raisins,0.0,0.0,0.0,0.0
brown,brown,1.0,1.0,1.0,1.0
within the cheese,scattered across,0.0,0.0,0.0,0.0
beige,green,0.0,0.0,0.0,0.0
bananas,watermelon,0.0,0.0,0.0,0.0
yellow,red,0.0,0.0,0.0,0.0
to the left of,to the left,0.0,1.0,0.75,0.8571428571428571
brown,brown,1.0,1.0,1.0,1.0
chocolate,pita chips,0.0,0.0,0.0,0.0
loaves,square,0.0,0.0,0.0,0.0
golden-brown,golden-brown,1.0,1.0,1.0,1.0
towards the center,on the left side,0.0,0.25,0.3333333333333333,0.28571428571428575
fries,fries,1.0,1.0,1.0,1.0
brown,golden-brown,0.0,0.0,0.0,0.0
white,white,1.0,1.0,1.0,1.0
on a plate,plate,0.0,1.0,0.3333333333333333,0.5
bananas,peaches,0.0,0.0,0.0,0.0
golden-yellow,yellow,0.0,0.0,0.0,0.0
in coconut milk,broth,0.0,0.0,0.0,0.0
bowl,dish,0.0,0.0,0.0,0.0
golden-brown,golden-brown,1.0,1.0,1.0,1.0
banana,watermelon,0.0,0.0,0.0,0.0
together,stacked,0.0,0.0,0.0,0.0
tempura,salad,0.0,0.0,0.0,0.0
irregular,loaf,0.0,0.0,0.0,0.0
yellow,yellow,1.0,1.0,1.0,1.0
banana,cranberries,0.0,0.0,0.0,0.0
white,white,1.0,1.0,1.0,1.0
on top of,on top,0.0,1.0,0.6666666666666666,0.8
dark blue,blue,0.0,1.0,0.5,0.6666666666666666
golden,brown,0.0,0.0,0.0,0.0
bars,pinwheels,0.0,0.0,0.0,0.0
white,white,1.0,1.0,1.0,1.0
reddish-brown,golden-brown,0.0,0.0,0.0,0.0
chicken,chicken,1.0,1.0,1.0,1.0
white,white,1.0,1.0,1.0,1.0
on top of,above the rim,0.0,0.0,0.0,0.0
green,green,1.0,1.0,1.0,1.0
mix,mixture,0.0,0.0,0.0,0.0
white,white,1.0,1.0,1.0,1.0
dispersed,scattered,0.0,0.0,0.0,0.0
orange,orange,1.0,1.0,1.0,1.0
of beef,sausage,0.0,0.0,0.0,0.0
white,white,1.0,1.0,1.0,1.0
chicken,bacon,0.0,0.0,0.0,0.0
brown,white,0.0,0.0,0.0,0.0
green,green,1.0,1.0,1.0,1.0
at the bottom,located in,0.0,0.0,0.0,0.0
overlapping,scattered,0.0,0.0,0.0,0.0
sea bass,halibut,0.0,0.0,0.0,0.0
white,white,1.0,1.0,1.0,1.0
on the left side,in the center,0.0,0.3333333333333333,0.25,0.28571428571428575
green,green,1.0,1.0,1.0,1.0
yellowish,orange,0.0,0.0,0.0,0.0
scattered,scattered,1.0,1.0,1.0,1.0
sea bass,walleye,0.0,0.0,0.0,0.0
on the rack,on a plate,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
green,green,1.0,1.0,1.0,1.0
smooth,creamy,0.0,0.0,0.0,0.0
batter,mixed,0.0,0.0,0.0,0.0
brown,dark,0.0,0.0,0.0,0.0
on top,topped,0.0,0.0,0.0,0.0
yes,scattered,0.0,0.0,0.0,0.0
tangy,spicy,0.0,0.0,0.0,0.0
beef,bacon,0.0,0.0,0.0,0.0
tan,golden-brown,0.0,0.0,0.0,0.0
orange,white,0.0,0.0,0.0,0.0
shredded,shredded,1.0,1.0,1.0,1.0
meat,meat,1.0,1.0,1.0,1.0
coating,glossy,0.0,0.0,0.0,0.0
yellowish,brown,0.0,0.0,0.0,0.0
chicken,chicken,1.0,1.0,1.0,1.0
reddish-brown,reddish-brown,1.0,1.0,1.0,1.0
ribs,chicken,0.0,0.0,0.0,0.0
grill,grill,1.0,1.0,1.0,1.0
unevenly,scattered,0.0,0.0,0.0,0.0
on the top,located,0.0,0.0,0.0,0.0
tasty,glistening,0.0,0.0,0.0,0.0
pan,skillet,0.0,0.0,0.0,0.0
green,green,1.0,1.0,1.0,1.0
green beans,beans,0.0,1.0,0.5,0.6666666666666666
in the center,in the center,1.0,1.0,1.0,1.0
reddish-brown,brown,0.0,0.0,0.0,0.0
orange,orange,1.0,1.0,1.0,1.0
with other ingredients,with,0.0,1.0,0.3333333333333333,0.5
plate,plate,1.0,1.0,1.0,1.0
green,green,1.0,1.0,1.0,1.0
beans,tomatoes,0.0,0.0,0.0,0.0
tangled,scattered,0.0,0.0,0.0,0.0
yes,fill,0.0,0.0,0.0,0.0
in the bottom center,in the center,0.0,1.0,0.75,0.8571428571428571
glossy,textured,0.0,0.0,0.0,0.0
beans,tomatoes,0.0,0.0,0.0,0.0
peppered,garlic,0.0,0.0,0.0,0.0
overlapping,scattered,0.0,0.0,0.0,0.0
throughout the entire image frame,in the center,0.0,0.3333333333333333,0.2,0.25
tan,green,0.0,0.0,0.0,0.0
bowl,dish,0.0,0.0,0.0,0.0
fill,fill,1.0,1.0,1.0,1.0
brown,red,0.0,0.0,0.0,0.0
in the broth,submerged,0.0,0.0,0.0,0.0
sliced,diced,0.0,0.0,0.0,0.0
beef,chicken,0.0,0.0,0.0,0.0
brown,brown,1.0,1.0,1.0,1.0
with peppers,mushrooms,0.0,0.0,0.0,0.0
slow,frying,0.0,0.0,0.0,0.0
reddish-brown,brown,0.0,0.0,0.0,0.0
meat,chips,0.0,0.0,0.0,0.0
in the upper-right portion,in the center,0.0,0.6666666666666666,0.5,0.5714285714285715
brown,red,0.0,0.0,0.0,0.0
white,white,1.0,1.0,1.0,1.0
at the top,on top of,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
glasses,glasses,1.0,1.0,1.0,1.0
amber,red,0.0,0.0,0.0,0.0
surface,on the rim,0.0,0.0,0.0,0.0
red,red,1.0,1.0,1.0,1.0
beets,oatmeal,0.0,0.0,0.0,0.0
green,green,1.0,1.0,1.0,1.0
yellow,yellow,1.0,1.0,1.0,1.0
cake,cake,1.0,1.0,1.0,1.0
on a clear glass,on a white plate,0.0,0.5,0.5,0.5
yellow,brown,0.0,0.0,0.0,0.0
biscuits,muffins,0.0,0.0,0.0,0.0
clustered,arranged,0.0,0.0,0.0,0.0
baked,baked,1.0,1.0,1.0,1.0
golden-brown,yellow,0.0,0.0,0.0,0.0
pale,yellow,0.0,0.0,0.0,0.0
cream,golden-brown,0.0,0.0,0.0,0.0
on a wire rack,located in,0.0,0.0,0.0,0.0
beige,golden-brown,0.0,0.0,0.0,0.0
biscuits,chips,0.0,0.0,0.0,0.0
orange,green,0.0,0.0,0.0,0.0
across the image,in the center,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
flaky,crispy,0.0,0.0,0.0,0.0
light-colored,white,0.0,0.0,0.0,0.0
blondies,cake,0.0,0.0,0.0,0.0
brown,golden-brown,0.0,0.0,0.0,0.0
on top,on top,1.0,1.0,1.0,1.0
drizzle,chocolate,0.0,0.0,0.0,0.0
purple,blue,0.0,0.0,0.0,0.0
blueberries,grapes,0.0,0.0,0.0,0.0
pink,yellow,0.0,0.0,0.0,0.0
bowl,bowl,1.0,1.0,1.0,1.0
under the bowl,on a plate,0.0,0.0,0.0,0.0
golden-brown,brown,0.0,0.0,0.0,0.0
reddish-brown,yellow,0.0,0.0,0.0,0.0
covering,coated,0.0,0.0,0.0,0.0
plate,plate,1.0,1.0,1.0,1.0
yellow,yellow,1.0,1.0,1.0,1.0
in the center,in the center,1.0,1.0,1.0,1.0
green,green,1.0,1.0,1.0,1.0
spinach,avocado,0.0,0.0,0.0,0.0
avocado,green,0.0,0.0,0.0,0.0
closer to,on top of,0.0,0.0,0.0,0.0
tan,white,0.0,0.0,0.0,0.0
rice,rice,1.0,1.0,1.0,1.0
on the left side,in the center,0.0,0.3333333333333333,0.25,0.28571428571428575
green,green,1.0,1.0,1.0,1.0
reddish-brown,brown,0.0,0.0,0.0,0.0
brats,brats,1.0,1.0,1.0,1.0
green,green,1.0,1.0,1.0,1.0
draped over,on top,0.0,0.0,0.0,0.0
liquid,lettuce,0.0,0.0,0.0,0.0
walnuts,garlic,0.0,0.0,0.0,0.0
speckled,amazing,0.0,0.0,0.0,0.0
on top,on top,1.0,1.0,1.0,1.0
white,yellow,0.0,0.0,0.0,0.0
loaf,sliced,0.0,0.0,0.0,0.0
tan,brown,0.0,0.0,0.0,0.0
overlapping,scattered,0.0,0.0,0.0,0.0
on the board,resting on,0.0,0.5,0.3333333333333333,0.4
white,yellow,0.0,0.0,0.0,0.0
golden-brown,brown,0.0,0.0,0.0,0.0
stacked,stacked,1.0,1.0,1.0,1.0
beige,brown,0.0,0.0,0.0,0.0
bread,chips,0.0,0.0,0.0,0.0
creamy,yellow,0.0,0.0,0.0,0.0
on a wire rack,on a plate,0.0,0.6666666666666666,0.5,0.5714285714285715
bright,golden-brown,0.0,0.0,0.0,0.0
orange,yellow,0.0,0.0,0.0,0.0
around the eggs,scattered across,0.0,0.0,0.0,0.0
brown,brown,1.0,1.0,1.0,1.0
beef brisket,chicken,0.0,0.0,0.0,0.0
green,green,1.0,1.0,1.0,1.0
gravy,coating,0.0,0.0,0.0,0.0
on the plate,located,0.0,0.0,0.0,0.0
golden-brown,brown,0.0,0.0,0.0,0.0
within,in the center,0.0,0.0,0.0,0.0
brown,brown,1.0,1.0,1.0,1.0
beef,chicken,0.0,0.0,0.0,0.0
green,green,1.0,1.0,1.0,1.0
on a plate,on the plate,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
rice,rice,1.0,1.0,1.0,1.0
broccoli,zucchini,0.0,0.0,0.0,0.0
green,green,1.0,1.0,1.0,1.0
red,white,0.0,0.0,0.0,0.0
cooked,baked,0.0,0.0,0.0,0.0
on a plate,on the plate,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
broth,milk,0.0,0.0,0.0,0.0
green,green,1.0,1.0,1.0,1.0
within the broth,on top of,0.0,0.0,0.0,0.0
square,square,1.0,1.0,1.0,1.0
brown,brown,1.0,1.0,1.0,1.0
on top,on top,1.0,1.0,1.0,1.0
green,green,1.0,1.0,1.0,1.0
brown,white,0.0,0.0,0.0,0.0
shiny,textured,0.0,0.0,0.0,0.0
pecans,pecans,1.0,1.0,1.0,1.0
brown,brown,1.0,1.0,1.0,1.0
brownies,flan,0.0,0.0,0.0,0.0
cracked,creamy,0.0,0.0,0.0,0.0
walnuts,bacon,0.0,0.0,0.0,0.0
on top of,on a plate,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
dark-brown,brown,0.0,0.0,0.0,0.0
arranged,arranged,1.0,1.0,1.0,1.0
brownies,cake,0.0,0.0,0.0,0.0
within the chocolate,on top of,0.0,0.0,0.0,0.0
white,white,1.0,1.0,1.0,1.0
bruschetta,kugel,0.0,0.0,0.0,0.0
red,red,1.0,1.0,1.0,1.0
on the center,on the plate,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
toasted,bread,0.0,0.0,0.0,0.0
melted,melted,1.0,1.0,1.0,1.0
black,on a white plate,0.0,0.0,0.0,0.0
red,red,1.0,1.0,1.0,1.0
on top,on top,1.0,1.0,1.0,1.0
reddish-brown,brown,0.0,0.0,0.0,0.0
beef,chicken,0.0,0.0,0.0,0.0
glistening,browned,0.0,0.0,0.0,0.0
on top of,in the center,0.0,0.0,0.0,0.0
orange,orange,1.0,1.0,1.0,1.0
one-third,fill,0.0,0.0,0.0,0.0
burgers,pasta,0.0,0.0,0.0,0.0
brownish-tan,red,0.0,0.0,0.0,0.0
of the burgers,plate,0.0,0.0,0.0,0.0
green,green,1.0,1.0,1.0,1.0
white,white,1.0,1.0,1.0,1.0
melted,melted,1.0,1.0,1.0,1.0
orange,white,0.0,0.0,0.0,0.0
in the dish,on the plate,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
layers,arranged,0.0,0.0,0.0,0.0
vegan,vegan,1.0,1.0,1.0,1.0
burritos,chips,0.0,0.0,0.0,0.0
tan,golden-brown,0.0,0.0,0.0,0.0
on top,on top of,0.0,0.6666666666666666,1.0,0.8
sweet,spicy,0.0,0.0,0.0,0.0
burritos,chips,0.0,0.0,0.0,0.0
black,white,0.0,0.0,0.0,0.0
on a black plate,on a plate,0.0,1.0,0.75,0.8571428571428571
orange,orange,1.0,1.0,1.0,1.0
white,white,1.0,1.0,1.0,1.0
cupcake,flan,0.0,0.0,0.0,0.0
light blue,green,0.0,0.0,0.0,0.0
on top of,on top,0.0,1.0,0.6666666666666666,0.8
rectangular,cake,0.0,0.0,0.0,0.0
cake,cake,1.0,1.0,1.0,1.0
blue,white,0.0,0.0,0.0,0.0
caramel,spicy,0.0,0.0,0.0,0.0
around the perimeter,on top,0.0,0.0,0.0,0.0
shredded,shredded,1.0,1.0,1.0,1.0
cabbage,tomatoes,0.0,0.0,0.0,0.0
on the top-right,in the center,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
white,bowl,0.0,0.0,0.0,0.0
pinkish-red,cabbage,0.0,0.0,0.0,0.0
white,white,1.0,1.0,1.0,1.0
bowl,bowl,1.0,1.0,1.0,1.0
breadcrumbs,filling,0.0,0.0,0.0,0.0
golden,brown,0.0,0.0,0.0,0.0
shredded,shredded,1.0,1.0,1.0,1.0
green-cabbage,cabbage,0.0,0.0,0.0,0.0
white,green,0.0,0.0,0.0,0.0
orange,orange,1.0,1.0,1.0,1.0
within the salad,scattered throughout,0.0,0.0,0.0,0.0
reddish-orange,white,0.0,0.0,0.0,0.0
cabbage,cabbage,1.0,1.0,1.0,1.0
yellowish-green,red,0.0,0.0,0.0,0.0
beans,beans,1.0,1.0,1.0,1.0
in the center,in the center,1.0,1.0,1.0,1.0
cabbage,cabbage,1.0,1.0,1.0,1.0
brown,white,0.0,0.0,0.0,0.0
on top of the plate,on a plate,0.0,0.6666666666666666,0.4,0.5
orange,orange,1.0,1.0,1.0,1.0
evenly-distributed ,scattered,0.0,0.0,0.0,0.0
floating in,in the center,0.0,0.3333333333333333,0.5,0.4
red,red,1.0,1.0,1.0,1.0
orange,orange,1.0,1.0,1.0,1.0
light-brown,golden-brown,0.0,0.0,0.0,0.0
chicken,chicken,1.0,1.0,1.0,1.0
red,red,1.0,1.0,1.0,1.0
on the right side,in the center,0.0,0.3333333333333333,0.25,0.28571428571428575
spaghetti,noodles,0.0,0.0,0.0,0.0
reddish-brown,red,0.0,0.0,0.0,0.0
chicken,chicken,1.0,1.0,1.0,1.0
light-yellow,yellow,0.0,0.0,0.0,0.0
in the center,in the center,1.0,1.0,1.0,1.0
light,yellow,0.0,0.0,0.0,0.0
chicken,chicken,1.0,1.0,1.0,1.0
red,red,1.0,1.0,1.0,1.0
cheese,sprinkled,0.0,0.0,0.0,0.0
golden,golden-brown,0.0,0.0,0.0,0.0
calamari,mussels,0.0,0.0,0.0,0.0
arranging,arranged,0.0,0.0,0.0,0.0
white,white,1.0,1.0,1.0,1.0
on the plate,on top,0.0,0.5,0.3333333333333333,0.4
yellow,white,0.0,0.0,0.0,0.0
bowl,soup,0.0,0.0,0.0,0.0
brown,reddish-brown,0.0,0.0,0.0,0.0
on top of,on top of,1.0,1.0,1.0,1.0
yellow,yellow,1.0,1.0,1.0,1.0
plate,plate,1.0,1.0,1.0,1.0
beef,chicken,0.0,0.0,0.0,0.0
brown,brown,1.0,1.0,1.0,1.0
in broth,submerged,0.0,0.0,0.0,0.0
yellow,red,0.0,0.0,0.0,0.0
chocolate,meat,0.0,0.0,0.0,0.0
