answer,predicted_answer,bleu_score
scattered,scattered,1.0
on a metallic surface,next to the plate,0.0
chocolate,brown,0.0
brown,golden brown,0.06754436142034707
golden-brown,white,0.0
on top of,behind the pork slices,0.0
creamy,crumbly,0.0
cake,a donut,0.0
brown,brown,1.0
on top,on top of the mocha coffee,0.09717716588732002
chocolate,chocolate,1.0
drizzled,drizzling,0.0
brown,brown,1.0
ice cream,vanilla ice cream,0.21177974141341938
white,white,1.0
at the bottom,on the plate,0.07249749990681824
yellow,yellow,1.0
bowl,a bowl,0.06754436142034707
dispersed,scattered,0.0
carrots,carrots,1.0
on the surface,in the center of the dish,0.03759340464156993
corn,corn,1.0
brown,brown,1.0
yellow,yellow,1.0
across the surface,scattered throughout the dish,0.061033220311973134
red,red,1.0
bowl,a bowl,0.06754436142034707
center of the bowl,on the plate,0.05194672862155564
fills,most of the bowl,0.0
pulpy,thick,0.0
jar,a jar,0.06754436142034707
brownish-yellow,brown,0.0
with the chutney,caramelized rhubarb,0.0
label,a label,0.06754436142034707
red,red,1.0
apple,apples and lemons,0.0
slices,water,0.0
green,green,1.0
in a clear liquid,on the plate,0.0
white,white with a black rim,0.0456496931223525
bowl,a bowl,0.06754436142034707
brown,white,0.0
in the center,under the pork,0.07249749990681824
off-white,white,0.0
chowder,clam chowder,0.06754436142034707
sits on,on a plate,0.07249749990681824
circle,crusty,0.0
herbs,a sprig of celery,0.0
white,white,1.0
clams,shrimp,0.0
brown,brown,1.0
in a bowl,on the plate,0.0
green,green,1.0
golden-brown,brown,0.0
pumpkin,fruit,0.0
white,white,1.0
on the plate,on a plate,0.08621454270909737
crumbly,crunchy,0.0
golden-brown,golden brown,0.0
cobbler,There is no dessert in the image,0.0
yellow,yellow,1.0
with variations,biscuit dough,0.0
baking,baked,0.0
homemade,"yes, it appears to be homemade",0.03759340464156993
jars,jars,1.0
yes,"No, the jars in the foreground are not overlapping.",0.0
vegetable,tomato juice,0.0
yes,"No, the jars are off-center, leaning towards the right side of the image.",0.0
Cocktail,mocha coffee,0.0
float,They float,0.06754436142034707
clear,clear,1.0
glass,martini glass,0.06754436142034707
in a slight curve,on top of the drink,0.0
clear,clear,1.0
glass,a goblet,0.0
white,white,1.0
yellow,blue,0.0
on top of,on top of the mocha,0.29950981436291046
turquoise-blue,blue,0.0
jar,a mason jar,0.07249749990681824
red,gray,0.0
on the rim,on the rim of the mason jar,0.19308506685901675
shark,a shark,0.06754436142034707
garnished,a garnish,0.0
orange,orange,1.0
yellow-orange,orange,0.0
Monkey Gland,there is no cocktail in the image,0.0
on the surface,on top of the mocha coffee,0.044706344276931285
yes,yes,1.0
cocoa,no,0.0
no,yes,0.0
yes,"Yes, the color of the cocoa is light brown.",0.0
on the upper left,"No, the cinnamon stick is positioned on the upper left side of the mug.",0.1777835117834348
spiced,sweeter,0.0
chocolate-brown,dark brown,0.0
two,two,1.0
on top of,above,0.0
golden-brown,golden brown,0.0
cod,salmon,0.0
resting,it is on top,0.0
on top of,on top of it,0.43146827293898643
glass,glass,1.0
green,green,1.0
green,green,1.0
on the rim,on the rim of the glass,0.23376641384792204
vibrant red,red,0.36787944117144233
light,brown,0.0
mug,a coffee mug,0.07249749990681824
red,red,1.0
across a light brown surface,on a wooden surface,0.056526248548690414
coffe beans,coffee beans,0.06754436142034707
clear,clear,1.0
coffee,mocha coffee,0.06754436142034707
brown,light brown,0.06754436142034707
straw,a straw,0.06754436142034707
white,white,1.0
coffee,coffee,1.0
glass,glass,1.0
whipped cream,whipped cream,0.2213885886251307
on the rim,on the rim of the mug,0.23376641384792204
at the center,it's not present,0.0
sausages,fried pork slices,0.0
brown with a slight char,red,0.0
white,white,1.0
filling,"Colcannon is not in the bowl, the bowl contains mashed potatoes, brussels sprouts, and caramel corn.",0.0
white,white,1.0
bowl,a bowl,0.06754436142034707
green,green,1.0
pink,pink,1.0
multicolored,"purple, pink, green, white, and brown",0.0
creamy,shredded,0.0
coleslaw,coleslaw,1.0
orange,orange,1.0
in the left,in the bowl,0.21177974141341938
onion,purple onion,0.06754436142034707
green,green,1.0
bowl,a bowl,0.06754436142034707
orange,orange,1.0
creamy,"The texture of the sauce is unclear, but it is likely a creamy sauce based on the image.",0.014238348381961592
in a glass bowl,on a glass plate,0.16821895003341453
red-purple,dark red,0.0
in the bowl,in a small bowl,0.07258113984652705
wooden board,a cutting board,0.07249749990681824
Cutting and serving,to hold the food,0.0
to the right of,in the center,0.05194672862155564
yes,no,0.0
cookie,a pizza,0.0
brown,brown,1.0
on the pan,on a stove,0.07249749990681824
clear,clear,1.0
jar,a jar,0.06754436142034707
brown,dark brown,0.06754436142034707
with red ribbon,a red and white ribbon,0.05428693985879238
bright,clear,0.0
on the colorful surface,there is no cooler shown in the image,0.028599617161713803
orange juice,mochas,0.0
into the cooler,in the mocha,0.07249749990681824
yellow,yellow,1.0
yes,yes,1.0
across the majority of,on top of the pasta,0.05428693985879238
melted and browned cheese,cheese,0.049787068367863944
brownish-orange,brown,0.0
light,golden-brown,0.0
golden-brown,golden brown,0.0
glass,ceramic,0.0
on the top-left,off to the left,0.061033220311973134
yellow,yellow,1.0
corn,corn,1.0
mixed,chopped,0.0
red,red,1.0
brown,black,0.0
beans,"beans, corn, peppers, tomatoes, and onions",0.0
red,red,1.0
on the right,in the bowl,0.07249749990681824
white,white,1.0
scattered,scattered,1.0
yellow,yellow,1.0
in a bowl,on top of the corn,0.0
in a bowl,at the bottom of the bowl,0.03759340464156993
golden-yellow,golden brown,0.0
cornbread,cornbread,1.0
black,black,1.0
coarse,crumbly,0.0
golden,yellow,0.0
cornbread,There is no bread in the image.,0.0
white,white,1.0
on a plate,on either side,0.07249749990681824
cornbread,green peppers,0.0
cornbread,cornbread,1.0
green,green,1.0
on the top-left,in the background,0.07249749990681824
cottage cheese,cottage cheese,0.2213885886251307
white,white,1.0
yellow,yellow,1.0
around the cottage cheese,on top,0.0
chicken,chicken,1.0
on the pan,in the background,0.07249749990681824
spinach,spinach,1.0
white,white,1.0
in the foreground,underneath the spinach and cottage cheese mixture,0.03235934848975789
yellow,white,0.0
couscous,couscous,1.0
white,white,1.0
green,green,1.0
on top of,on top of the food,0.29950981436291046
tan,white,0.0
filling,there is no couscous in the image,0.0
couscous,rice,0.0
white,white,1.0
creamy,creamy,1.0
tan,yellow,0.0
couscous,couscous,1.0
red,red,1.0
green,red,0.0
within the pot,there is no such dish in the image,0.028599617161713803
bowl,a bowl,0.06754436142034707
white,beige,0.0
beige,white,0.0
small and round,small balls,0.04096772609215166
in a white bowl,on the plate,0.0
yellowish-orange,orange,0.0
green,green,1.0
across the top,on the top of the dish,0.09717716588732002
spoon,a wooden spoon,0.07249749990681824
crab cakes,a type of fritter,0.0
golden,golden brown,0.06754436142034707
green,green,1.0
reddish-orange,orange,0.0
crab,shrimp,0.0
clustered,on top of each other,0.0
sausages,sausage,0.0
red,red,1.0
pie,pie,1.0
tan,brown,0.0
golden,golden brown,0.06754436142034707
towards the left,slightly to the right,0.061033220311973134
cranberry,a red sauce,0.0
chicken,chicken,1.0
light blue,blue with white specks,0.061033220311973134
golden brown,golden-brown,0.0
on a plate,on top of the brussels sprouts,0.03759340464156993
fills,adds color and flavor,0.0
bowl,a bowl,0.06754436142034707
thick,jelly,0.0
light brown and red,light brown,0.08144431026514741
in the center,scattered throughout the dish,0.061033220311973134
crawfish,shrimp,0.0
green,green,1.0
within a white bowl,in a bowl,0.06177541927786947
beige,white,0.0
piled,in a mound,0.0
crawfish,crab,0.0
red,red,1.0
on top of,in the rice,0.0
light,smooth,0.0
walnuts,walnuts,1.0
beige,white,0.0
on top,on top,0.2213885886251307
bowl,a glass bowl,0.07249749990681824
soft,soft,1.0
cream,whipped cream,0.06754436142034707
off-white,white,0.0
fills,it fills the dish,0.061033220311973134
on top,on top of the whipped cream,0.09717716588732002
white,white,1.0
blueberries,blueberries,1.0
brown,brown,1.0
blueberries,cream cheese and blueberries,0.061033220311973134
on the plate,on top of the food,0.05428693985879238
golden brown,light brown,0.06754436142034707
crepe,the center of the crepe,0.0456496931223525
darker,crispy,0.0
in the center,in the middle,0.21177974141341938
purple,purple,1.0
rolls,The food items are rolled up.,0.0
golden brown ,golden brown,0.2213885886251307
flaky dough,cheese and bacon,0.0
on the lower right,The whole roll is located to the left of the cut roll.,0.020044994979069072
golden-yellow,yellow,0.0
overlap,in a pile,0.0
cheese,cheese,1.0
lacy,crunchy,0.0
on the upper-left,on the right side,0.16821895003341453
white,white,1.0
brown,golden-brown,0.0
on a white plate,on the plate,0.06177541927786947
the crisp in the front,The right-most cookie is the biggest.,0.03759340464156993
green,mint green,0.06754436142034707
cones,conical,0.0
golden-brown,"They are not croissant ice cream cones, but the croissants on the plate are golden-brown.",0.0
lies,upright,0.0
brown,dark brown,0.06754436142034707
croquettes,fried meatballs and mocha coffee,0.0
dark,burnt brown,0.0
on a plate,on a plate,0.5757197301274735
arranged,scattered,0.0
yummylicious,crispy,0.0
croquettes,pasta and fried food,0.0
golden,golden-brown,0.0
on a silver metal rack,on a baking sheet,0.13100905001347277
brown,golden-brown,0.0
beige,beige,1.0
croquettes,"food, specifically a meal of mocha coffee, salad, and fried crab cakes",0.0
golden brown,golden brown,0.2213885886251307
resting on the plate,on a plate,0.06177541927786947
yes,"No, only the top portion is visible",0.0
pie,pie,1.0
green,green,1.0
off-white,white,0.0
on a white plate,on a plate,0.16793545727180179
red,red,1.0
bowl,peach cobbler,0.0
orange,yellow,0.0
mixed,on top of the crumble,0.0
on top of,on top,0.13427896671164932
red,red,1.0
bowl,crumble,0.0
yes,yes,1.0
golden-brown,brown,0.0
at the bottom,underneath the topping,0.07249749990681824
pie,a crumble,0.0
red,red,1.0
beneath,under the crumble topping,0.0
brown,golden-brown,0.0
green,yellow,0.0
scattered,scattered,1.0
brown,white,0.0
berries,dried cranberries,0.0
atop,on the salad,0.0
golden-brown,golden brown,0.0
pie,An image of a pie is shown,0.03235934848975789
lattice,lattice,1.0
across the entire top,on top,0.02484818193359921
leaves,a leaf,0.0
yellow,white,0.0
pie,a pizza,0.0
crust,the crust,0.06754436142034707
crimped,scalloped,0.0
in the center,at the bottom of the plate,0.03759340464156993
golden,golden brown,0.06754436142034707
pie,pie,1.0
red,red,1.0
tan,off-white,0.0
dripping,melting over the crust,0.0
tan,golden brown,0.0
premium,crispy,0.0
cheese,cheese,1.0
in the lower portion,at the bottom of the dish,0.03759340464156993
green,green,1.0
cucumbers,cucumber,0.0
white,white,1.0
creamy,smooth,0.0
throughout the image,scattered,0.0
white,white,1.0
salad,Caprese salad,0.06754436142034707
red,red,1.0
on a plate,on a plate,0.5757197301274735
green,green,1.0
green,green,1.0
salad,a salad,0.06754436142034707
visible,yes,0.0
white,white,1.0
inside a transparent bowl,on top of the pasta,0.0
green,green,1.0
cucumbers,cucumber,0.0
sliced,slices,0.0
on their surfaces,on the cucumber slices,0.061033220311973134
fresh,sliced,0.0
cucumbers,cucumbers,1.0
green,green,1.0
overlapping,randomly,0.0
yellow,yellow,1.0
margaritas,mocha,0.0
white,white,1.0
cucumber,cucumber,1.0
on the rim,on the edge of the drink,0.09717716588732002
green,green,1.0
cucumber,cucumber,1.0
wooden,a wooden surface,0.07249749990681824
cucumbers,cucumber,0.0
fill,add flavor and texture,0.0
white,white,1.0
in a shallow bowl,on the pizza,0.0
white,white,1.0
golden-brown,golden-brown,1.0
on a white surface,on a plate,0.15174681566793558
pink,pink,1.0
reddish-brown,chocolate,0.0
cupcake,cupcakes,0.0
on the plate,on the plate in the foreground,0.23376641384792204
yellow,yellow,1.0
curd,mango pudding,0.0
glass,dessert,0.0
submerged inside,in the curd,0.0
smooth,smooth,1.0
curry,a bowl of chicken curry,0.0456496931223525
white,white,1.0
golden-brown,red,0.0
on top of,on top of the dish,0.29950981436291046
covering,decorating the cake,0.0
cake,a cake,0.06754436142034707
roses,roses,1.0
swirling,in a circular pattern,0.0
over the entire surface,on top of the cake,0.0456496931223525
yellow,vanilla,0.0
custard,ice cream,0.0
into the custard,in the mocha coffee,0.061033220311973134
orange-brown,golden brown,0.0
custard,pumpkin pudding,0.0
fills,fill it,0.0
white,white,1.0
on the plate,on a plate,0.08621454270909737
pale,white,0.0
chicken,chicken,1.0
brown,green,0.0
on top,scattered throughout the dish,0.0
red,red,1.0
white,white,1.0
immersing,"the dal is not doing anything to the Chakolya pieces, as they are not present in the image.",0.0
dark,black,0.0
spices,cumin seeds,0.0
across the bowl,on top of the mocha,0.0456496931223525
raspberry,cherry,0.0
golden-brown,golden brown,0.0
plate,on a plate,0.07249749990681824
red,red,1.0
on a plate,on the plate,0.08621454270909737
Turkish Delight,candied fruit,0.0
coated,powdered sugar,0.0
white,white,1.0
scattered,randomly,0.0
across the frame,on a plate,0.0
dessert,dessert,1.0
taking,poking it,0.0
white,white,1.0
on top,on top,0.2213885886251307
glossy,thick,0.0
baking,baked,0.0
yellow,yellow,1.0
melted,melted,1.0
in a clear glass,a bowl,0.02484818193359921
filling,the bowl is full of black bean dip,0.0
bean,black bean dip,0.07249749990681824
brown-black,brown,0.0
in the center-left,in the center,0.21177974141341938
white,white,1.0
pizza,dip,0.0
red,red,1.0
across the surface,on the pizza,0.07249749990681824
green,green,1.0
golden-brown,golden brown,0.0
corn dogs,"A plate of food, which includes a mocha coffee, coleslaw, and bacon-wrapped mozzarella sticks.",0.0
reddish-brown,red,0.0
on a white plate,on a plate,0.16793545727180179
chocolate,chocolate,1.0
donuts,donuts,1.0
brown,chocolate,0.0
in the bottom left,in the upper-right corner,0.16821895003341453
white,white,1.0
pierogi,pierogies,0.0
beige,beige,1.0
on plate,folded into a semi-circular shape,0.0
fried,"no, the pierogi dough pieces appear to be baked",0.0
brown,dark brown,0.06754436142034707
doughnuts,donuts and a mocha coffee,0.0
yellow,white,0.0
stacked,stacked on top of each other,0.03759340464156993
on top of,in the center,0.0
doughnuts,"a red velvet mocha, with a side of coleslaw and caramel corn.",0.0
white,white,1.0
in the center,in the center of the image,0.23376641384792204
orange-brown,brown,0.0
doughnuts,donuts,0.0
maple,chocolate and vanilla,0.0
green,green,1.0
vanilla,coconut,0.0
tan,white,0.0
in the front,in the center,0.21177974141341938
salad,vinaigrette,0.0
Best,golden brown,0.0
brownish,yellow,0.0
black,black,1.0
in the lower-left corner,next to the plate,0.061033220311973134
orange,pinkish-orange,0.0
salad,a salad,0.06754436142034707
drizzled,drizzled,1.0
top of the salad,on top,0.02484818193359921
lettuce,lettuce,1.0
white,white,1.0
bowl,a white bowl,0.07249749990681824
brown,brown,1.0
wasabi,sauce,0.0
towards the upper-right,on the right,0.07249749990681824
orange-red,orange,0.0
fills,It is inside the pitcher.,0.0
pitcher,a pitcher,0.06754436142034707
white,white,1.0
to the bottom left,next to it,0.05194672862155564
yellow,beige,0.0
jar,not pictured,0.0
creamy,thick,0.0
greenish,white,0.0
on a red surface,on the table,0.05194672862155564
crispy,crispy,1.0
drumsticks,legs,0.0
white,white,1.0
blue,blue and white,0.07249749990681824
on a plate,on a plate,0.5757197301274735
decorative,The plate is used to serve the food.,0.0
drumsticks,pork,0.0
pinkish-tan,the drumstick on the left appears to be white,0.0
on the left,left,0.1353352832366127
green,green,1.0
pink,pink,1.0
duck,pork,0.0
sliced,roasted,0.0
yellow,light brown,0.0
to the left,upper left,0.04096772609215166
Duck Adobo,chicken marsala,0.0
covering,making it shiny,0.0
white,white,1.0
glossy,brown,0.0
in the center,It is not on the plate. There is no duck adobo on the plate.,0.01758542189440898
brown,golden brown,0.06754436142034707
duck,chicken,0.0
crispy,crispy,1.0
green,green,1.0
on an oval platter,on a plate,0.05194672862155564
golden-brown,brown,0.0
dumplings,food,0.0
metal,metal,1.0
in a metal baking pan,in rows,0.015071184180845467
amber,brown,0.0
yellow,yellow,1.0
egg,egg,1.0
sprinkled on,on the brussels sprouts,0.061033220311973134
white,white,1.0
translucent,It is the egg white.,0.0
golden-brown,crunchy and golden brown,0.0
eggs,boiled egg,0.0
white,brown,0.0
on a plate,on a plate,0.5757197301274735
yellow,yellow,1.0
golden-brown,golden brown,0.0
eggnog,French toast is not shown in the image. The image appears to show a plate of French toast is not shown in the image. The image appears to show a plate of French toast is not shown in the image. The image appears to show a plate of French toast is not shown in the image. The image appears to,0.0
white,white marble,0.06754436142034707
on top,on the plate,0.07249749990681824
syrup,syrup,1.0
round,round,1.0
eggplant,there is no vegetable in the image.,0.0
white,white,1.0
in the top-center,at the center of the plate,0.03759340464156993
eggplant,eggplant,1.0
red,red,1.0
on top of,under the meatballs,0.0
golden-brown,golden brown,0.0
empanada,Empanadas,0.0
white,white with a grey and pink floral pattern,0.028599617161713803
on a patterned napkin,on the plate,0.05194672862155564
creamy,fluffy,0.0
yellow,"red, yellow, green, and white",0.0
scattered across,on top of the dish,0.0
red,red,1.0
peeks,on the edges of the dish,0.0
white,white,1.0
popcorn,"popcorn, mocha, and coleslaw",0.0
spilling out,"Yes, the popcorn is spilling out of the container.",0.06321087140417253
brown,brown,1.0
tilted,Yes.,0.0
red,red and green,0.07249749990681824
popcorn,popcorn,1.0
peppermint,caramel,0.0
glass,glass,1.0
in a bowl,in a bowl,0.5757197301274735
blue,blue,1.0
bowl,a bowl,0.06754436142034707
white,white,1.0
keto,carnivore,0.0
poppers,stuffed jalapeños,0.0
green,green,1.0
white,cream cheese,0.0
on a black metal rack,on a grill,0.10873134470594509
gray,black,0.0
poppers,"a plate of food, including mocha coffee, pizza, and a side of coleslaw.",0.0
wrapped,in a bowl,0.0
green,green,1.0
green,green,1.0
jalapeño,jalapeno,0.0
bacon,bacon,1.0
on a white plate,on a plate,0.16793545727180179
crisp,crispy,0.0
green,green,1.0
poppers,jalepeno poppers,0.06754436142034707
cream cheese,cream cheese,0.2213885886251307
orange,orange,1.0
white,orange,0.0
chicken,chicken,1.0
orange,orange,1.0
on top,on top of the food,0.12121093525642128
brown,light brown,0.06754436142034707
light,white,0.0
potatoes,potatoes,1.0
black,black,1.0
at the center,on top of the dish,0.0456496931223525
potatoes,potatoes,1.0
brown,golden-brown,0.0
reddish-brown,red,0.0
coated,glossy,0.0
on the plate,on the plate,0.5757197301274735
yellow,golden-brown,0.0
potatoes,home fries,0.0
crispy,crispy,1.0
fork,fork,1.0
on the left,to the left,0.21177974141341938
spiced,garlic,0.0
potatoes,potatoes,1.0
yellowish-tan,light brown,0.0
across the entire image,on the bottom of the dish,0.03759340464156993
brown,dark brown,0.06754436142034707
potato,Brussels sprouts,0.0
yellow,golden-brown,0.0
scattered,scattered,1.0
roasting,frying,0.0
in the dish,on a plate,0.0
brown,golden-brown,0.0
potatoes,potatoes,1.0
green,green,1.0
on top,scattered around the plate,0.0
checkered,red and white checkered,0.061033220311973134
light brown,brown,0.36787944117144233
pralines,caramelized nuts,0.0
reddish-brown,brown,0.0
on a plate,on a plate,0.5757197301274735
visible,"No, the small portion of the praline is not visible in the image",0.018724372764461875
white,white,1.0
prawns,shrimp,0.0
orange-brown,orange,0.0
on a plate,on a plate,0.5757197301274735
beige,white,0.0
pudding,tiramisu,0.0
cinnamon,cinnamon,1.0
brown,brown,1.0
golden-yellow,yellow,0.0
pudding,a plate of food,0.0
creamy,smooth,0.0
on a white plate,not seen in the image,0.0
corn,corn,1.0
white,white,1.0
tan,golden brown,0.0
filling,butter,0.0
cracked,crispy,0.0
to the left,on the plate,0.07249749990681824
yellow,yellow,1.0
loaves,loaf,0.0
brown,brown,1.0
on top,on the top,0.08621454270909737
mottled,golden brown,0.0
orange,orange,1.0
bowl,a bowl,0.06754436142034707
fills,"no, the bowl is filled with a pumpkin puree and a yellow substance.",0.0
thick,Yes.,0.0
in the center,in the center of the dish,0.23376641384792204
white,white,1.0
bowl,a bowl,0.06754436142034707
beige,white,0.0
at the bottom,on the plate,0.07249749990681824
glasses,glass,0.0
wooden,wood,0.0
green,green,1.0
on a wooden board,on a wooden board,1.0
mug,coffee,0.0
red,reddish-brown,0.0
brown,"I'm unable to answer that question, as there are no Honduran Quesadillas on the plate.",0.0
quesadillas,"mocha coffee, coleslaw, and baked goods",0.0
golden,golden-brown,0.0
on top,not present,0.0
brown,brown,1.0
quesadillas,"A quesadilla, a bowl of salsa, and a bowl of salad.",0.0
red-orange,red,0.0
on top,on top of the quesadilla,0.12121093525642128
yellow,yellow,1.0
queso,melted mozzarella cheese,0.0
melted,drizzled,0.0
creamy,melted,0.0
over a pile,the chips,0.0
chips,melted,0.0
golden-brown,golden-brown,1.0
green,green,1.0
on a white plate,on a plate,0.16793545727180179
colorful,"tomatoes, zucchini, onions, and more",0.0
soup,minestrone,0.0
orange,orange,1.0
on the right,towards the right of the image,0.09717716588732002
sprinkled,pepper flakes,0.0
reddish-brown,black,0.0
quinoa,pasta,0.0
fills,holds the other ingredients,0.0
green,green,1.0
in the center,on top of the pasta,0.0456496931223525
cheesy,cheese sauce,0.0
quinoa,quinoa,1.0
yellow,"red, white, and black",0.0
green,green,1.0
fills,it is mixed with other ingredients.,0.0
quinoa,quinoa,1.0
beige,white,0.0
green,green,1.0
within the quinoa,scattered throughout the dish,0.061033220311973134
quinoa,quinoa,1.0
red,purple,0.0
in,on top of the salad,0.0
pink,red,0.0
radishes,brussels sprouts,0.0
bowl,a bowl,0.06754436142034707
silver,silver,1.0
in the bottom center,in the middle,0.15174681566793558
dark green,green,0.36787944117144233
radish,a radish,0.06754436142034707
purple,purple,1.0
distributed throughout,scattered throughout the dish,0.061033220311973134
cheese,cheese,1.0
white,white,1.0
radish,jicama,0.0
dispersed,lengthwise,0.0
orange,orange,1.0
at the bottom,in the middle of the plate,0.03759340464156993
golden-brown,golden brown,0.0
pie,pizza,0.0
silver,aluminum,0.0
raisins,chocolate chips,0.0
golden brown,brown,0.36787944117144233
pie,pie,1.0
white,white,1.0
on top,there is no meringue on the pie,0.03235934848975789
meringue,whipped cream,0.0
green,green,1.0
bowl,a bowl,0.06754436142034707
ramen,ramen noodles,0.06754436142034707
on top,on top,0.2213885886251307
cheesy,It appears to be butter.,0.0
noodles,noodles,1.0
yellow,yellow,1.0
on top,in the center of the dish,0.0
scallions,crushed red pepper,0.0
white,white,1.0
bowl,a bowl,0.06754436142034707
yellow,yellow,1.0
on top,on the left side of the dish,0.03235934848975789
red,red,1.0
yellow,white,0.0
bowl,a bowl,0.06754436142034707
scallions,scallions,1.0
green,green,1.0
on top of,scattered on top,0.21177974141341938
fresh,cut,0.0
turnovers,scones,0.0
white,white with a floral pattern,0.0456496931223525
red,red,1.0
on a plate,on a plate,0.5757197301274735
red,red,1.0
pitcher,a glass pitcher,0.07249749990681824
wooden,wood,0.0
on the wooden surface,on a table,0.05194672862155564
yellow,yellow,1.0
browning,they are slightly overcooked,0.0
chicken,chicken,1.0
creamy,creamy,1.0
at the bottom,under the cheese,0.07249749990681824
hot,"Yes, the hot dog is served hot.",0.03235934848975789
on top of,on top,0.13427896671164932
onions,"onions, cheese, and relish",0.0
red,red,1.0
orange,yellow,0.0
white,white,1.0
relish,"tomatoes, onions, and spices",0.0
red,red,1.0
on,on top,0.06754436142034707
vegetables,"peppers, onions, and tomatoes",0.0
red,red,1.0
cranberries,strawberries,0.0
walnuts,There does not appear to be any nuts mixed into the relish.,0.0
in the center,inside a tin,0.0
yellow,yellow,1.0
zucchini,zucchini,1.0
mixed,layered,0.0
red,purple,0.0
in the mix,The red bell pepper pieces are in the relish located at the top left of the dish.,0.034430441335820114
white,white,1.0
cake,there is no dessert shown,0.0
golden-brown,golden-brown,1.0
on a plate,on a plate,0.5757197301274735
rhubarb,there is no fruit in the cake,0.0
golden-brown,golden brown,0.0
cake,a slice of cake topped with ice cream,0.028599617161713803
red,red,1.0
on a plate,in the background,0.0
pink,pink,1.0
rough,crispy,0.0
cookies,homemade cookies,0.06754436142034707
pinkish-red,red,0.0
on a plate,on a plate,0.5757197301274735
purple,pink and grey,0.0
red,red,1.0
salad,jello,0.0
white,white,1.0
atop the salad,in the center of the dish,0.03759340464156993
applesauce,applesauce,1.0
bowl,white,0.0
red,red,1.0
red,red,1.0
silver,silver,1.0
reddish-brown,reddish-brown,1.0
ribs,pork ribs,0.06754436142034707
foreground,on a cutting board,0.0
green,green,1.0
white,white,1.0
on top,on top of the rice,0.12121093525642128
reddish-orange,orange,0.0
rice,rice,1.0
green,green,1.0
sausage,"peas, onions, and sausage",0.061033220311973134
easy,"The Easy Mexican Rice is easy to prepare, as indicated by its name.",0.018724372764461875
rice,rice,1.0
orange-red,orange,0.0
on the right side,in the middle,0.05194672862155564
green,green,1.0
rice,rice,1.0
fills,It is used as a base for the dish.,0.0
silver,stainless steel,0.0
wooden,wood,0.0
throughout,on the rice,0.0
white,white,1.0
rigatoni,rigatoni,1.0
golden-yellow,yellow-orange,0.0
on a white plate,on a plate,0.16793545727180179
green,green,1.0
green,green,1.0
scattered,scattered,1.0
red,red,1.0
on the egg,on top of the rice,0.05428693985879238
risotto,a chicken and sausage stir fry,0.0
brown,red,0.0
scattered,scattered,1.0
on the left,on the left side,0.43146827293898643
white,white with a yellow border,0.0456496931223525
roast,chicken parmesan,0.0
brown,brown,1.0
within,scattered around the plate,0.0
green,green,1.0
pink,medium rare,0.0
roast,grilled,0.0
on a wooden cutting board,on a plate,0.10873134470594509
golden,golden-brown,0.0
rolls,pizza rolls,0.06754436142034707
brown,golden-brown,0.0
on top,on top of the buns,0.12121093525642128
adjacent,side-by-side,0.0
golden-brown,golden-brown,1.0
rolls,buns,0.0
stacked,in a pile,0.0
lighter,light brown,0.0
towards the top-left area,on the plate,0.05194672862155564
light pink,pink,0.36787944117144233
salami,ham,0.0
white,white,1.0
yellow-orange,red,0.0
in the center,in the middle,0.21177974141341938
BBQ,paprika,0.0
jar,a jar,0.06754436142034707
submerged,the spoon is inside the jar of BBQ Spice Rub,0.0
silver,silver,1.0
in the center,on the right side of the image,0.03235934848975789
brownish,brown,0.0
fish,shrimp,0.0
green,green,1.0
on top of,on top of the salad,0.29950981436291046
salad,lettuce,0.0
jar,a mason jar,0.07249749990681824
brown,tan,0.0
on the wooden surface,on a table,0.05194672862155564
spilled,some of the seasoning has fallen onto the surface of the wooden table.,0.0
scattered,it appears to be scattered,0.0456496931223525
reddish-brown,brown,0.0
spoon,spoon,1.0
silver,silver,1.0
on top of,on top,0.13427896671164932
bread,pizza,0.0
halved,cut into two slices,0.0
sits on,on top of the smaller loaf,0.03759340464156993
yellow,light tan,0.0
loaf,oval,0.0
chicken salad,a bowl of chicken salad with crackers,0.081939171811711
green,green,1.0
in the center,on a wooden cutting board,0.0
cracker,a cracker,0.06754436142034707
dark green,green,0.36787944117144233
salad,salad,1.0
located throughout,underneath the other ingredients,0.0
peach,orange,0.0
halloumi,Mozzarella,0.0
creamy,creamy,1.0
bowl,a bowl,0.06754436142034707
red,red,1.0
adding,topped,0.0
on top,on top,0.2213885886251307
white,white,1.0
green,green,1.0
bowl,a bowl,0.06754436142034707
throughout,scattered throughout the dish,0.061033220311973134
green,green,1.0
salad,carbonara,0.0
large,large,1.0
interspersed,in a round shape,0.0
against the base,on the outside,0.07249749990681824
white,white,1.0
scattered,scattered,1.0
green onions,green onions,0.2213885886251307
brown,beige,0.0
on a white plate,on a plate,0.16793545727180179
red,red,1.0
salad,lettuce,0.0
spread,in a pile,0.0
purple,white,0.0
among the leaves,on top of the greens,0.0456496931223525
red,red,1.0
halved,halved,1.0
cucumbers,cucumber,0.0
dill,dill,1.0
on top,on top,0.2213885886251307
red,red,1.0
bowl,a bowl,0.06754436142034707
silver,stainless steel,0.0
green,greenish-yellow,0.0
inside a silver bowl,there is no cucumber watermelon salad on the plate,0.0
light,green,0.0
cucumbers,cucumber,0.0
red,red,1.0
throughout the blue bowl,on top of the salad,0.0456496931223525
green,green,1.0
salad,salad,1.0
yellow,yellow,1.0
across the top,on top,0.04096772609215166
