Image,Question,Answer,Predicted_Answer,EM,Precision,Recall,F1
dfd187cc612cd0e,How does the top of the brownie appear,shiny,peeled,0.0,0.0,0.0,0.0
dfd187cc612cd0e,What type of nuts are embedded in the brownie,pecans,pecans,1.0,1.0,1.0,1.0
8ca33970fcac581,What color are the brownies,brown,brown,1.0,1.0,1.0,1.0
8ca33970fcac581,What is the dessert shown in the image,brownies,There is no dessert shown in the image.,0.0,0.0,0.0,0.0
8ca33970fcac581,What is the texture of the top brownie,cracked,crispy,0.0,0.0,0.0,0.0
8ca33970fcac581,What ingredient is visible in the brownies,walnuts,walnuts,1.0,1.0,1.0,1.0
8ca33970fcac581,Where are the brownies placed to the plate,on top of,on top,0.0,1.0,0.6666666666666666,0.8
6e6511f7b9124cb,What color are the brownies,dark-brown,dark brown,0.0,0.0,0.0,0.0
6e6511f7b9124cb,How are the brownies placed in the image,arranged,cut into squares,0.0,0.0,0.0,0.0
6e6511f7b9124cb,What type of dessert is shown in the image,brownies,brownies,1.0,1.0,1.0,1.0
6e6511f7b9124cb,Where are the small nuts or inclusions located,within the chocolate,on the top of the brownie,0.0,0.2,0.3333333333333333,0.25
3c56ae3de51e0ba,What color is the plate,white,white,1.0,1.0,1.0,1.0
3c56ae3de51e0ba,What is the name of the dish in the center of the image,bruschetta,carbonara,0.0,0.0,0.0,0.0
3c56ae3de51e0ba,What color are the chopped tomatoes,red,red,1.0,1.0,1.0,1.0
3c56ae3de51e0ba,Where is the bruschetta located,on the center,on the plate,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
3c56ae3de51e0ba,What is the base of the bruschetta,toasted,bread,0.0,0.0,0.0,0.0
e4642d415d4395f,What has happened to the cheese on the bread,melted,it has been melted,0.0,0.25,1.0,0.4
e4642d415d4395f,What is the color of the plate,black,black,1.0,1.0,1.0,1.0
e4642d415d4395f,What color are the tomato slices,red,red,1.0,1.0,1.0,1.0
e4642d415d4395f,Where are the bright green basil leaves placed,on top,on top of the pizza,0.0,0.4,1.0,0.5714285714285715
5d026af492d6a34,What color is the beef,reddish-brown,The beef is not present in the image. There is no beef in this image.,0.0,0.0,0.0,0.0
5d026af492d6a34,What type of meat is shown in the image,beef,pork,0.0,0.0,0.0,0.0
5d026af492d6a34,How does the beef appear in the image,glistening,"There is no beef in the image, there is only a type of fish called tuna.",0.0,0.0,0.0,0.0
5d026af492d6a34,Where are the shredded carrots located in the image,on top of,there are no carrots in the image,0.0,0.0,0.0,0.0
5d026af492d6a34,What color are the shredded carrots,orange,orange,1.0,1.0,1.0,1.0
e21891b1b067fb8,What portion of the image do the burgers take up,one-third,most of the image,0.0,0.0,0.0,0.0
e21891b1b067fb8,What type of food is the main focus of the image,burgers,A plate of food.,0.0,0.0,0.0,0.0
e21891b1b067fb8,What color is the sauce covering the burgers,brownish-tan,brown,0.0,0.0,0.0,0.0
e21891b1b067fb8,What is the sauce covering,of the burgers,a brown gravy,0.0,0.0,0.0,0.0
e21891b1b067fb8,What color are the beans,green,green,1.0,1.0,1.0,1.0
31c8d45426631c6,What color is the baking dish,white,white,1.0,1.0,1.0,1.0
31c8d45426631c6,What has happened to the cheese on top of the casserole,melted,it has melted,0.0,0.3333333333333333,1.0,0.5
31c8d45426631c6,What color is the melted cheese mostly,orange,yellow,0.0,0.0,0.0,0.0
31c8d45426631c6,Where is the burrito casserole,in the dish,There is no burrito casserole on the plate.,0.0,0.1111111111111111,0.3333333333333333,0.16666666666666666
31c8d45426631c6,How is the casserole arranged,layers,layered,0.0,0.0,0.0,0.0
2d3ce990cc41e09,Are the burritos vegan,vegan,"no, the burritos contain cheese and meat",0.0,0.0,0.0,0.0
2d3ce990cc41e09,What type of food is shown in the image,burritos,"coffee, coleslaw, and a cooked lobster tail",0.0,0.0,0.0,0.0
2d3ce990cc41e09,What color are the tofu chunks,tan,white,0.0,0.0,0.0,0.0
2d3ce990cc41e09,Where is the cut burrito placed,on top,on a plate,0.0,0.3333333333333333,0.5,0.4
de95b62def287ff,What is the flavor profile of the burritos,sweet,spicy,0.0,0.0,0.0,0.0
de95b62def287ff,What type of food is shown in the image,burritos,"A burrito, burritos, or chimichangas are not pictured, but the food shown is similar to a burrito.",0.0,0.058823529411764705,1.0,0.1111111111111111
de95b62def287ff,What color is the plate,black,black and red,0.0,0.3333333333333333,1.0,0.5
de95b62def287ff,Where are the burritos placed,on a black plate,on a plate,0.0,1.0,0.75,0.8571428571428571
de95b62def287ff,What color is the sweet potato filling,orange,orange,1.0,1.0,1.0,1.0
537825d37055ad1,What is the primary color of the frosting,white,white,1.0,1.0,1.0,1.0
537825d37055ad1,What is the dessert in the image,cupcake,cupcakes,0.0,0.0,0.0,0.0
537825d37055ad1,What color streaks are incorporated into the frosting besides red,light blue,blue and white,0.0,0.3333333333333333,0.5,0.4
537825d37055ad1,Where is the frosting placed on the cupcake,on top of,swirled on top,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
d042eca485dd728,What shape is the cake,rectangular,rectangular,1.0,1.0,1.0,1.0
d042eca485dd728,What type of dessert is shown in the image,cake,cake,1.0,1.0,1.0,1.0
d042eca485dd728,What color is the lettering on the cake,blue,blue,1.0,1.0,1.0,1.0
d042eca485dd728,What is the buttercream flavor on the cake,caramel,blue,0.0,0.0,0.0,0.0
d042eca485dd728,Where are the orange flowers placed on the cake,around the perimeter,scattered across the cake,0.0,0.25,0.3333333333333333,0.28571428571428575
ac5a3aa8ca9674b,What is the texture of the cabbage in the image,shredded,shredded,1.0,1.0,1.0,1.0
ac5a3aa8ca9674b,What type of vegetable is shown in the image,cabbage,brussels sprouts,0.0,0.0,0.0,0.0
ac5a3aa8ca9674b,Where is the cabbage located in the image,on the top-right,on the plate,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
ac5a3aa8ca9674b,What is the color of the bowl in the image,white,white with blue accents.,0.0,0.2,1.0,0.33333333333333337
ac5a3aa8ca9674b,What is the color of the shredded cabbage in the image,pinkish-red,pink,0.0,0.0,0.0,0.0
64226aa9f3056f4,What color is the bowl,white,white,1.0,1.0,1.0,1.0
64226aa9f3056f4,What is the shape of the container holding the scalloped cabbage,bowl,round,0.0,0.0,0.0,0.0
64226aa9f3056f4,What is visible on top of the golden brown crust,breadcrumbs,crushed crackers,0.0,0.0,0.0,0.0
64226aa9f3056f4,What color is the crust on top of the scalloped cabbage,golden,browned,0.0,0.0,0.0,0.0
a18c5a91e434bbb,What is the texture of the cabbage in the salad,shredded,shredded,1.0,1.0,1.0,1.0
a18c5a91e434bbb,What type of cabbage is used in the salad,green-cabbage,cabbage,0.0,0.0,0.0,0.0
a18c5a91e434bbb,What color is the shredded cabbage in the salad,white,white,1.0,1.0,1.0,1.0
a18c5a91e434bbb,What color are the carrot slivers in the salad,orange,orange,1.0,1.0,1.0,1.0
a18c5a91e434bbb,Where are the carrot slivers located in the salad,within the salad,in the salad,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
ddd7b62c8f666e1,What color is the bowl,reddish-orange,orange,0.0,0.0,0.0,0.0
ddd7b62c8f666e1,What is the main vegetable in the dish,cabbage,cabbage,1.0,1.0,1.0,1.0
ddd7b62c8f666e1,What color is the cabbage,yellowish-green,yellow,0.0,0.0,0.0,0.0
ddd7b62c8f666e1,What type of beans are in the dish,beans,kidney beans,0.0,0.5,1.0,0.6666666666666666
ddd7b62c8f666e1,Where is the dish positioned in the image,in the center,centered,0.0,0.0,0.0,0.0
1f70da84dd0fa82,What is the main vegetable in the dish,cabbage,carrots,0.0,0.0,0.0,0.0
1f70da84dd0fa82,What color is the plate,brown,brown,1.0,1.0,1.0,1.0
1f70da84dd0fa82,Where is the cabbage placed,on top of the plate,on top of the carrots,0.0,0.8,0.8,0.8000000000000002
1f70da84dd0fa82,What color are the diced carrots,orange,orange,1.0,1.0,1.0,1.0
8643addc01f5c98,How are the cabbage pieces arranged in the soup,Evenly-distributed ,scattered,0.0,0.0,0.0,0.0
8643addc01f5c98,Where are the solid ingredients located in the bowl,floating in,on top of the soup,0.0,0.0,0.0,0.0
8643addc01f5c98,What color are the tomatoes in the soup,red,red,1.0,1.0,1.0,1.0
8643addc01f5c98,What color are the carrot chunks in the soup,orange,orange,1.0,1.0,1.0,1.0
c71c9651e38223e,What color is the chicken piece,light-brown,golden brown,0.0,0.0,0.0,0.0
c71c9651e38223e,What type of meat is featured in the dish,chicken,pork,0.0,0.0,0.0,0.0
c71c9651e38223e,What color are the tomato bits in the sauce,red,red,1.0,1.0,1.0,1.0
c71c9651e38223e,Where is the chicken piece positioned on the plate,on the right side,in the center,0.0,0.3333333333333333,0.25,0.28571428571428575
c71c9651e38223e,What type of noodles are under the chicken,spaghetti,linguine,0.0,0.0,0.0,0.0
3588268d71872c9,What color is the tomato-based sauce,reddish-brown,red,0.0,0.0,0.0,0.0
3588268d71872c9,What is the main protein in the dish,chicken,shrimp,0.0,0.0,0.0,0.0
3588268d71872c9,What color are the egg noodles,light-yellow,beige,0.0,0.0,0.0,0.0
3588268d71872c9,Where is the chicken positioned on the plate,in the center,above the pasta,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
d0e3d9a163d4065,What color is the spaghetti in the dish,light,white,0.0,0.0,0.0,0.0
d0e3d9a163d4065,What type of meat is used in the dish,chicken,chicken,1.0,1.0,1.0,1.0
d0e3d9a163d4065,What color is the tomato sauce in the dish,red,red,1.0,1.0,1.0,1.0
d0e3d9a163d4065,What is sprinkled on top of the dish,cheese,parmesan cheese,0.0,0.5,1.0,0.6666666666666666
a5761726130842d,What color are the calamari rings,golden,golden brown,0.0,0.5,1.0,0.6666666666666666
a5761726130842d,What type of seafood is shown in the image,calamari,calamari,1.0,1.0,1.0,1.0
a5761726130842d,How are the calamari rings placed on the plate,arranging,scattered,0.0,0.0,0.0,0.0
a5761726130842d,What color is the plate,white,white,1.0,1.0,1.0,1.0
a5761726130842d,Where is the dark red sauce placed,on the plate,in the center of the plate,0.0,0.4,0.6666666666666666,0.5
6d770809b93ee86,What color is the bowl,yellow,white with a yellow interior,0.0,0.2,1.0,0.33333333333333337
6d770809b93ee86,What is the soup served in,bowl,a bowl,0.0,0.5,1.0,0.6666666666666666
6d770809b93ee86,What color is the broth,brown,brown,1.0,1.0,1.0,1.0
6d770809b93ee86,Where are the avocado slices positioned,on top of,at the top of the dish,0.0,0.4,0.6666666666666666,0.5
f123e18d594e493,What color is the corn on the cob,yellow,yellow,1.0,1.0,1.0,1.0
f123e18d594e493,What is the dish served on,plate,a plate,0.0,0.5,1.0,0.6666666666666666
f123e18d594e493,What type of meat is in the dish,beef,pork,0.0,0.0,0.0,0.0
f123e18d594e493,What color is the beef,brown,brown,1.0,1.0,1.0,1.0
f123e18d594e493,What is the beef submerged in,in broth,oil,0.0,0.0,0.0,0.0
2334aa188b34959,What color is the interior of the candy,yellow,yellow,1.0,1.0,1.0,1.0
2334aa188b34959,What is the exterior coating of the candy made of,chocolate,chocolate,1.0,1.0,1.0,1.0
2334aa188b34959,What type of food is shown in the image,candy,"mocha coffee, coleslaw, and a chocolate-covered caramel corn treat.",0.0,0.0,0.0,0.0
2334aa188b34959,What color is the exterior of the candy,brown,chocolate brown,0.0,0.5,1.0,0.6666666666666666
2334aa188b34959,Where is the orange ribbon located in relation to the candy,right of orange ribbon,in the background,0.0,0.0,0.0,0.0
0d091be8b650e7b,What color are the candies,brown,brown,1.0,1.0,1.0,1.0
0d091be8b650e7b,What is the main ingredient of the candies,sugar,caramel,0.0,0.0,0.0,0.0
0d091be8b650e7b,What color is the plate,white,white,1.0,1.0,1.0,1.0
0d091be8b650e7b,Where is the pink flower positioned,to the left,on the left side of the plate,0.0,0.3333333333333333,0.6666666666666666,0.4444444444444444
996b61b45564b37,What color is the meat,brownish-red,red-brown,0.0,0.0,0.0,0.0
996b61b45564b37,What type of food is in the center of the image,meat,a piece of cooked meat,0.0,0.2,1.0,0.33333333333333337
996b61b45564b37,What color are the charred edges of the meat,dark brown,black,0.0,0.0,0.0,0.0
996b61b45564b37,How would you describe the edges of the meat,charred,crispy,0.0,0.0,0.0,0.0
996b61b45564b37,What is not present in the image,vegetables,a fork,0.0,0.0,0.0,0.0
b24a6f2ed6a3e36,What is the texture of the candy,hard,crispy,0.0,0.0,0.0,0.0
b24a6f2ed6a3e36,What type of food is shown in the image,candy,caramel corn,0.0,0.0,0.0,0.0
b24a6f2ed6a3e36,What is the dominant color of the candy,orange,orange,1.0,1.0,1.0,1.0
b24a6f2ed6a3e36,What is the relationship between the candy and the white powder,coated,"The white powder is likely sugar. The sugar is likely used to coat the candy, making it a sweet treat.",0.0,0.0,0.0,0.0
b24a6f2ed6a3e36,Where are the pieces of candy located in the image,throughout,on top of the caramel corn,0.0,0.0,0.0,0.0
b4d3f2a98200f70,What color is the plate,green,green,1.0,1.0,1.0,1.0
b4d3f2a98200f70,What type of food is shown in the image,candy,Food is shown in the image.,0.0,0.0,0.0,0.0
b4d3f2a98200f70,What color is the candy,reddish-brown,red,0.0,0.0,0.0,0.0
b4d3f2a98200f70,Where is the pile of candy located on the plate,center,in the center,0.0,0.3333333333333333,1.0,0.5
b4d3f2a98200f70,Where is the candy placed,on the plate,on the plate,1.0,1.0,1.0,1.0
95b9f7b9949ffcd,What color is the prickly pear candy,red,purple,0.0,0.0,0.0,0.0
95b9f7b9949ffcd,How was the candy applied to the parchment paper,poured,it was drizzled,0.0,0.0,0.0,0.0
95b9f7b9949ffcd,What type of food is shown in the image,candy,a dish of mocha coffee with a side of caramel corn and a side of coleslaw,0.0,0.0,0.0,0.0
95b9f7b9949ffcd,What is the appearance of the candy in terms of light transmission,translucent,translucent,1.0,1.0,1.0,1.0
95b9f7b9949ffcd,Where is the candy located on the parchment paper,on a piece,at the top,0.0,0.0,0.0,0.0
163f1ab33bea657,What color is the filling of the pie,yellow,yellow,1.0,1.0,1.0,1.0
163f1ab33bea657,Where is the Cantaloupe Pie located in the image,center of the image,There is no cantaloupe pie in the image.,0.0,0.2222222222222222,0.5,0.30769230769230765
163f1ab33bea657,How does the meringue topping appear,fluffy and toasted,toasted,0.0,1.0,0.3333333333333333,0.5
163f1ab33bea657,What is the topping on the pie called,meringue,meringue,1.0,1.0,1.0,1.0
163f1ab33bea657,What color is the crust of the pie,silver,brown,0.0,0.0,0.0,0.0
f2527f9cf419a07,What color is the pasta,light-green,yellow,0.0,0.0,0.0,0.0
f2527f9cf419a07,What type of dish is shown in the image,pasta,carbonara,0.0,0.0,0.0,0.0
f2527f9cf419a07,What color is the pepper sprinkled on the pasta,black,black,1.0,1.0,1.0,1.0
f2527f9cf419a07,What is the pasta coated in,in a creamy sauce,cheese sauce,0.0,0.5,0.25,0.3333333333333333
f2527f9cf419a07,What color is the fork,silver,gray,0.0,0.0,0.0,0.0
359af529a2897e9,What color is the exterior of the meat,brown,pink,0.0,0.0,0.0,0.0
359af529a2897e9,What type of food is being cooked,meat,pork,0.0,0.0,0.0,0.0
359af529a2897e9,What is happening to the liquid around the meat,bubbling,foam is forming,0.0,0.0,0.0,0.0
359af529a2897e9,What color is the liquid surrounding the meat,yellow-brown,brown,0.0,0.0,0.0,0.0
eab27a4e2f33b77,What color are the carrots,orange,orange,1.0,1.0,1.0,1.0
eab27a4e2f33b77,What vegetable is in the bowl,carrots,carrots,1.0,1.0,1.0,1.0
eab27a4e2f33b77,What color is the bowl,white,white,1.0,1.0,1.0,1.0
35190d2da66fdbc,What color are the carrots,orange,orange,1.0,1.0,1.0,1.0
35190d2da66fdbc,What vegetable is the main focus of the dish,carrots,carrots,1.0,1.0,1.0,1.0
35190d2da66fdbc,How do the carrots appear on the plate,glistening,sliced,0.0,0.0,0.0,0.0
35190d2da66fdbc,Where are the carrots mostly arranged on the plate,in the center,on the right side,0.0,0.25,0.3333333333333333,0.28571428571428575
35190d2da66fdbc,What color is the garnish next to the carrots,green,green,1.0,1.0,1.0,1.0
cddc2590663c874,What color is the rice besides white,yellowish,orange,0.0,0.0,0.0,0.0
cddc2590663c874,What is the main ingredient in the dish besides rice,rice,shrimp,0.0,0.0,0.0,0.0
cddc2590663c874,What color are the small pieces distributed throughout the rice,orange,orange,1.0,1.0,1.0,1.0
cddc2590663c874,What color is the sprig located on the left side of the rice,green,green,1.0,1.0,1.0,1.0
06aa1cd4906fc6e,What type of nuts are shown in the image,cashews,There are no nuts shown in the image.,0.0,0.0,0.0,0.0
06aa1cd4906fc6e,What color are the cashews,tan,light brown,0.0,0.0,0.0,0.0
06aa1cd4906fc6e,How are the cashews arranged in the bowl,Piled randomly,in a pile,0.0,0.0,0.0,0.0
06aa1cd4906fc6e,Where is the bowl placed,on a purple surface,on a table,0.0,0.6666666666666666,0.5,0.5714285714285715
b07024f19d54163,What shape is the casserole presented in,triangular,square,0.0,0.0,0.0,0.0
b07024f19d54163,What type of dish is the food served in,casserole,a glass plate,0.0,0.0,0.0,0.0
b07024f19d54163,What color is the spinach in the casserole,green,green,1.0,1.0,1.0,1.0
b07024f19d54163,What is the bacon mixed with on top of the casserole,with cheese,tomatoes,0.0,0.0,0.0,0.0
b07024f19d54163,What appears as a yellow or off-white layer in the casserole,egg,eggs,0.0,0.0,0.0,0.0
1c9f4259812306b,What color is the catfish fillet,beige,golden-brown,0.0,0.0,0.0,0.0
1c9f4259812306b,What type of fish is featured in the dish,catfish,"None is featured in the dish, the dish features shrimp.",0.0,0.0,0.0,0.0
1c9f4259812306b,What color is the tomato-based sauce,reddish-orange,red,0.0,0.0,0.0,0.0
1c9f4259812306b,Where is the catfish fillet situated in the image,in the upper-center,above the zucchini noodles,0.0,0.25,0.3333333333333333,0.28571428571428575
1c9f4259812306b,How is the dark brown component prepared,fried,crispy bacon,0.0,0.0,0.0,0.0
6d22247b721e6d5,What color is the catfish,golden-brown,There is no catfish in this image.,0.0,0.0,0.0,0.0
6d22247b721e6d5,What type of fish is shown in the image,catfish,"There is no fish in the image, only a piece of fried pork and shrimp.",0.0,0.0,0.0,0.0
6d22247b721e6d5,Where is the catfish located in the image,center,There is no catfish in the image.,0.0,0.0,0.0,0.0
6d22247b721e6d5,What color are the beans next to the catfish,green,green,1.0,1.0,1.0,1.0
6d22247b721e6d5,Where is the catfish positioned in the image,on the foreground,"There is no catfish in the image, however, there is a piece of cooked fish in the image.",0.0,0.06666666666666667,0.3333333333333333,0.1111111111111111
834120a1d388a55,What does the cauliflower purée do to the blue bowl,fills,It fills it up.,0.0,0.25,1.0,0.4
834120a1d388a55,What vegetable is used to make the purée,cauliflower,brussels sprouts,0.0,0.0,0.0,0.0
834120a1d388a55,What color is the bowl,blue,blue,1.0,1.0,1.0,1.0
834120a1d388a55,What color is the cauliflower purée,yellow,yellow,1.0,1.0,1.0,1.0
fd20accf5e43db6,What is the texture of the mac-n-cheese,creamy,creamy,1.0,1.0,1.0,1.0
fd20accf5e43db6,What dish is being described,mac-n-cheese,Macaroni and cheese,0.0,0.0,0.0,0.0
fd20accf5e43db6,What color is the bowl,white,white,1.0,1.0,1.0,1.0
fd20accf5e43db6,What color are the thin strips of cheddar cheese on top,orange-yellow,yellow,0.0,0.0,0.0,0.0
e2f67c2710c00c9,What is the primary color of the cauliflower florets,off-white,white,0.0,0.0,0.0,0.0
e2f67c2710c00c9,What vegetable is off-white to light tan in color,cauliflower,cauliflower,1.0,1.0,1.0,1.0
e2f67c2710c00c9,What color are the brussels sprouts,green,green,1.0,1.0,1.0,1.0
e2f67c2710c00c9,What vegetable is intermixed with the cauliflower,broccoli,broccoli,1.0,1.0,1.0,1.0
e2f67c2710c00c9,What vegetable is dark green and scattered throughout the bowl,broccoli,broccoli,1.0,1.0,1.0,1.0
5499c0eb50d5cca,What are the jars made of,glass jars,glass,0.0,1.0,0.5,0.6666666666666666
5499c0eb50d5cca,What color is the cauliflower in the jars,white,white,1.0,1.0,1.0,1.0
5499c0eb50d5cca,What color are the carrot slices in the jars,orange,orange,1.0,1.0,1.0,1.0
5499c0eb50d5cca,Where are the jars placed,on the countertop,on a counter,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
706760a64a27a1f,What color is the exterior of the Challah bread,golden-brown,golden-brown,1.0,1.0,1.0,1.0
706760a64a27a1f,What type of food is shown in the image,bread,"braided bread, cheddar cheese, mocha coffee, and coleslaw.",0.0,0.1,1.0,0.18181818181818182
706760a64a27a1f,Where is the Challah bread positioned,on the cutting board,in the right half of the image,0.0,0.16666666666666666,0.25,0.2
706760a64a27a1f,What color is revealed in the inner sections of the Challah bread,yellow,yellow,1.0,1.0,1.0,1.0
db3b1778b24456b,What color is the Swiss chard,dark green,dark green,1.0,1.0,1.0,1.0
db3b1778b24456b,What type of green vegetable is in the bowl,chard,brussels sprouts,0.0,0.0,0.0,0.0
db3b1778b24456b,What ingredient is mixed with the Swiss chard,garlic,garlic,1.0,1.0,1.0,1.0
db3b1778b24456b,What color are the garlic pieces,white,white,1.0,1.0,1.0,1.0
db3b1778b24456b,Where is the Swiss chard with garlic located,in a bowl,in the bowl,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
641396b8036abef,What colors are present in the rainbow chard,rainbow,"red, green, orange, and purple",0.0,0.0,0.0,0.0
641396b8036abef,What type of chard is shown in the image,chard,Swiss chard,0.0,0.5,1.0,0.6666666666666666
641396b8036abef,What is the primary color of the chard leaves,green,red,0.0,0.0,0.0,0.0
641396b8036abef,Where is the bowl placed in the image,in a bowl,on a tablecloth,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
641396b8036abef,What ingredient is mixed in with the chard,vegetables,orange bell pepper,0.0,0.0,0.0,0.0
c2f3350b60c42de,What type of burger is shown in the image,cheeseburger,cheeseburger,1.0,1.0,1.0,1.0
c2f3350b60c42de,What color is the cheese on the burger,yellow,yellow,1.0,1.0,1.0,1.0
c2f3350b60c42de,What color is the bottom half of the burger bun,golden-brown,brown,0.0,0.0,0.0,0.0
c2f3350b60c42de,What is the pale green item beside the burger,pickle,a pickle,0.0,0.5,1.0,0.6666666666666666
c2f3350b60c42de,Where is the cheeseburger placed,on a white plate,on a plate,0.0,1.0,0.75,0.8571428571428571
2635e661bc71dc5,What color is the top bun of the burger,tan,light brown,0.0,0.0,0.0,0.0
2635e661bc71dc5,What type of food is the main item in the image,burger,a burger,0.0,0.5,1.0,0.6666666666666666
2635e661bc71dc5,What color are the sweet potato fries next to the burger,orange,orange,1.0,1.0,1.0,1.0
2635e661bc71dc5,Where is the burger located in relation to the sweet potato fries,located to the left,next to the sweet potato fries,0.0,0.3333333333333333,0.5,0.4
ae5fb0be294fa94,What color is the cheesecake,beige,white,0.0,0.0,0.0,0.0
ae5fb0be294fa94,What is the cheesecake doing to the silver baking pan,filling,pressing down,0.0,0.0,0.0,0.0
ae5fb0be294fa94,Where is the cheesecake located in the image,right side of the image,not shown,0.0,0.0,0.0,0.0
ae5fb0be294fa94,What color is the baking pan,silver,gray,0.0,0.0,0.0,0.0
ae5fb0be294fa94,What color is the crust around the edge of the cheesecake,golden-brown,golden-brown,1.0,1.0,1.0,1.0
cbe96f00898ea30,What type of dessert is shown in the image,cheesecake,cheesecake,1.0,1.0,1.0,1.0
cbe96f00898ea30,What color is the whipped cream on the cheesecake,white,white,1.0,1.0,1.0,1.0
cbe96f00898ea30,What is sprinkled on the whipped cream,sprinkled,pepper,0.0,0.0,0.0,0.0
9d7d5e0ae2b7c49,What color is the crust of the cheesecake,white,golden-brown,0.0,0.0,0.0,0.0
9d7d5e0ae2b7c49,What type of dessert is shown in the image,cheesecake,Cheesecake,1.0,1.0,1.0,1.0
9d7d5e0ae2b7c49,What color are the blueberries on the cheesecake,blue,blue,1.0,1.0,1.0,1.0
9d7d5e0ae2b7c49,Where are the cheesecake slices placed,on the plate,on a plate,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
9d7d5e0ae2b7c49,What is drizzled over the berries and cheesecake filling,syrup,a caramel sauce,0.0,0.0,0.0,0.0
3000aab5c950cd8,What color are the strawberries,red,red,1.0,1.0,1.0,1.0
3000aab5c950cd8,What is the dessert served in,jar,jars,0.0,0.0,0.0,0.0
3000aab5c950cd8,Where are the strawberry halves placed,on top of,on top of the whipped cream,0.0,0.5,1.0,0.6666666666666666
0ac165f57de52dd,What color is the top layer of the cheesecake,dark-brown,chocolate,0.0,0.0,0.0,0.0
0ac165f57de52dd,What type of dessert is shown in the image,cheesecake,cake,0.0,0.0,0.0,0.0
0ac165f57de52dd,What is the texture of the top layer of the cheesecake,glaze,smooth,0.0,0.0,0.0,0.0
0ac165f57de52dd,What fruit is placed on top of the cheesecake,strawberries,strawberries,1.0,1.0,1.0,1.0
0ac165f57de52dd,Where are the strawberries located on the cheesecake,on top of,on top,0.0,1.0,0.6666666666666666,0.8
76a2efddff0ea38,What is the texture of the base mixed with cherries,creamy,whipped,0.0,0.0,0.0,0.0
76a2efddff0ea38,What fruit is mixed into the creamy base,cherries,black olives,0.0,0.0,0.0,0.0
76a2efddff0ea38,What does the Cherry Cloud do to the bowl,fills,it covers it,0.0,0.0,0.0,0.0
76a2efddff0ea38,What color are the cherries dispersed throughout the mixture,purple,dark purple,0.0,0.5,1.0,0.6666666666666666
76a2efddff0ea38,Where are the cherries dispersed in the mixture,throughout the bowl,throughout the dish,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
7651b58f5f3b4b0,What color is the exposed portion of the first cherry,red,orange,0.0,0.0,0.0,0.0
7651b58f5f3b4b0,What type of fruit is dipped in chocolate,cherries,cherries,1.0,1.0,1.0,1.0
7651b58f5f3b4b0,What color is the chocolate coating on the cherries,brown,brown,1.0,1.0,1.0,1.0
7651b58f5f3b4b0,Where is the first cherry located,on the left,left,0.0,1.0,0.3333333333333333,0.5
1e3f3ddd8e96695,What color are the diced carrots in the stew,orange,orange,1.0,1.0,1.0,1.0
1e3f3ddd8e96695,What is the color of the ground chicken in the stew,browned,light brown,0.0,0.0,0.0,0.0
1e3f3ddd8e96695,What type of meat is used in the stew,chicken,chicken,1.0,1.0,1.0,1.0
1e3f3ddd8e96695,Where is the stew located in the image,on top of the plate,on a plate,0.0,0.6666666666666666,0.4,0.5
1e3f3ddd8e96695,What herb is placed on top of the stew,parsley,parsley,1.0,1.0,1.0,1.0
f0bc5f6eb400aaf,What color is the chicken on top,golden,golden-brown,0.0,0.0,0.0,0.0
f0bc5f6eb400aaf,What color is the chicken on the sides,brown,brown,1.0,1.0,1.0,1.0
f0bc5f6eb400aaf,What color is the sauce surrounding the chicken,reddish-brown sauce,reddish-brown,0.0,1.0,0.5,0.6666666666666666
f0bc5f6eb400aaf,Where is the reddish-brown sauce located,on and around the chicken,on the plate,0.0,0.6666666666666666,0.4,0.5
061f9094142c1e3,What color is the scramble,yellow,yellowish orange,0.0,0.0,0.0,0.0
061f9094142c1e3,What color are the diced tomatoes in the scramble,red,red,1.0,1.0,1.0,1.0
061f9094142c1e3,Where are the white shards of cheese located,sprinkled on top,on top of the scrambled eggs,0.0,0.3333333333333333,0.6666666666666666,0.4444444444444444
061f9094142c1e3,What utensil is placed on the plate,fork,a fork,0.0,0.5,1.0,0.6666666666666666
061f9094142c1e3,What texture do the tortilla chips have,crispy,crispy,1.0,1.0,1.0,1.0
7bae9e3e598aff1,What is the size of the pot,large,large,1.0,1.0,1.0,1.0
7bae9e3e598aff1,What is the main ingredient in the dish,chili,ground beef,0.0,0.0,0.0,0.0
7bae9e3e598aff1,What color is the broth,red,orange,0.0,0.0,0.0,0.0
7bae9e3e598aff1,Where is the chili located,in a pot,in a pot,1.0,1.0,1.0,1.0
7bae9e3e598aff1,What type of meat is in the chili,sausage,ground beef,0.0,0.0,0.0,0.0
65c82ce184feb05,What color is the chimichurri,green,green,1.0,1.0,1.0,1.0
65c82ce184feb05,What is the chimichurri contained in,bowl,a bowl,0.0,0.5,1.0,0.6666666666666666
