,Image,Food Name,Summary,Ingredients,Calories,Width,Height,Questions_1,Answer_1,Question_2,Answer_2
5499,4ac0f02459bf062,Authentic Saag Paneer,"Saag paneer is a classic Indian dish of cooked spinach studded with cubes of fried paneer cheese. Thickened with cream or coconut milk, it's a hearty and filling vegetarian meal.","['spinach, roughly chopped', 'fenugreek leaves, roughly chopped', 'canola oil, divided', 'paneer, cubed', 'cumin seeds', 'onion, thinly sliced', 'garlic, minced', 'grated fresh ginger', 'tomato, diced', 'garam masala', 'ground turmeric', 'cayenne pepper', 'heavy whipping cream', 'salt to taste']",299.0,683.0,512.0,What is the main food in the picture?,paneer,Is this dish vegetarian or non-vegetarian?,non-vegan
5500,792b1a0f4cef968,Paneer Butter Masala,This is a basic paneer butter masala recipe that you get in most Indian restaurants. This dish goes well with either rice or naan.,"['vegetable oil', 'paneer, cut into 1/2-inch cubes', 'butter', 'onions, finely chopped', 'ginger paste', 'garlic paste', 'ground cashews', 'ground red chiles', 'ground cumin', 'ground coriander', 'garam masala', 'tomato sauce', 'half-and-half', 'milk', 'white sugar', 'salt']",469.0,960.0,960.0,What is the main food in the picture?,paneer,Is this dish vegetarian or non-vegetarian?,non-vegan
5501,f73b2ce5ed7953a,Paneer,This easy paneer recipe is great for vegetarians. You can add paneer to your favorite curry or dish. Homemade paneer is softer and lighter than the tofu-like consistency of paneer found in many Indian restaurants.,"['milk', 'buttermilk', 'canola oil for frying']",421.0,1772.0,1772.0,What is the main food in the picture?,paneer,Is this dish vegetarian or non-vegetarian?,non-vegan
5502,9b81f5532cbf180,Quick Indian Vegetarian Cottage Cheese Breakfast,"You are hungry, you don't have a lot of ingredients, but you have cottage cheese. If that's the case, then try this super fast recipe with as few ingredients as you can imagine. It's a quick yet delicious recipe for cheese lovers, vegetarians, or for anyone else. Serve hot with naan, tortilla, or brown bread.","['vegetable oil, or more to taste', 'whole black peppercorns', 'coriander seeds', 'onions, finely chopped', 'garlic, minced', 'chopped fresh cilantro', 'pink peppercorns', 'red pepper flakes', 'cottage cheese', 'salt', 'white sugar']",289.0,3024.0,3024.0,What is the main food in the picture?,paneer,Is this dish vegetarian or non-vegetarian?,non-vegan
5503,dd7e6d139696449,Roasted Red Pepper Panini,"A homemade creamy pesto gives this panini sandwich so much fabulous flavor. We love the combination of spinach, roasted red pepper, and mozzarella, but feel free to experiment with your favorite ingredients.","['fresh basil', '2 tablespoons Country Crock Spread', 'garlic', 'baby spinach leaves', 'sliced roasted red bell peppers in water, drained', 'sliced mozzarella cheese']",223.0,2161.0,2881.0,What is the main food in the picture?,panini,Is this dish vegetarian or non-vegetarian?,non-vegan
5504,41f1b1954a1e188,Caprese Panini,A favorite salad get its turn in a sandwich.,"['olive oil, divided', 'diced tomato', 'drained capers', 'red pepper flakes', 'balsamic vinegar', 'sourdough bread', 'prepared pesto', 'sliced mozzarella cheese', 'sea salt and coarsely ground pepper to taste']",648.0,1564.0,1324.0,What is the main food in the picture?,panini,Is this dish vegetarian or non-vegetarian?,non-vegan
5505,89b3b94ae151fb5,Panini Sandwiches,Turkey and Swiss cheese panini with sundried tomato mayonnaise made with dinner rolls are quick and delicious!,"[""Sister Schubert's Dinner Yeast Rolls, split"", 'roast turkey or ham', 'Swiss, Monterey Jack, or Gruyere cheese', 'small slices red onion', 'fresh spinach leaves or several fresh basil leaves (Optional)', 'Salt and freshly ground black pepper', 'Butter', 'mayonnaise', 'finely chopped sundried tomatoes', 'Salt and freshly ground black pepper']",464.0,2000.0,1500.0,What is the main food in the picture?,panini,Is this dish vegetarian or non-vegetarian?,non-vegan
5506,f8b50c54ed66941,Basic Grilled Panini,"Panini sandwiches get their distinct look from the grill marks. I like to serve this grilled sandwich with soup or even salad. You can use this recipe to make multiple sandwiches. Just assemble them ahead of time, grill, and place in a warm oven until serving.","['extra-light olive oil, or as needed', 'Italian bread', 'mayonnaise', 'deli ham, or more to taste', 'Cheddar cheese', 'firm-ripe tomato', 'onion', 'cooking spray']",802.0,2000.0,1500.0,What is the main food in the picture?,panini,Is this dish vegetarian or non-vegetarian?,non-vegan
5507,1f7c8f87533a2dc,Turkey Avocado Panini,"This turkey avocado panini is such an easy, light, refreshing and YUMMY sandwich!","['ripe avocado', 'mayonnaise', 'ciabatta rolls, halved lengthwise', 'olive oil, divided', 'provolone cheese, divided', 'whole fresh spinach leaves, divided', '4 ounces thinly sliced mesquite-smoked turkey breast, divided', 'roasted red peppers, sliced into strips, divided']",723.0,1920.0,1280.0,What is the main food in the picture?,panini,Is this dish vegetarian or non-vegetarian?,non-vegan
5508,c4ca41cdbf869b5,Grilled Panini Sandwich Without a Panini Maker,This quick and easy grilled panini sandwich is made without a panini press! It's got that restaurant taste but is made in a grill pan. Feel free to use any meats or cheeses you have on hand. It works great with anything!,"['mayonnaise, or to taste', 'Italian bread', 'deli ham', 'provolone cheese', 'roasted red bell pepper']",589.0,1500.0,1125.0,What is the main food in the picture?,panini,Is this dish vegetarian or non-vegetarian?,non-vegan
5509,07170f311c1498c,Turkey and Bacon Panini with Chipotle Mayonnaise,"This turkey and bacon panini is one of my favorite sandwiches to make. I came up with the recipe when I was trying to use up leftovers one day, and my family raved! It's also excellent as a vegetarian sandwich if you leave out the turkey and bacon.","['bacon', 'butter', 'red onion, thinly sliced', 'garlic, minced', 'fresh spinach leaves', 'reduced-fat mayonnaise', 'chipotle peppers in adobo sauce, minced', 'adobo sauce from chipotle peppers', 'focaccia bread', 'provolone cheese', 'sliced deli turkey meat']",699.0,1275.0,1275.0,What is the main food in the picture?,panini,Is this dish vegetarian or non-vegetarian?,non-vegan
5510,0a5acd3d618d043,Best Chicken Panini,"I have a local eatery who makes an amazing flatbread sandwich. This panini is based on their chicken pesto sandwich. I recommend pane turano, or you may use a sturdy sourdough.","['sourdough bread', 'butter', 'grilled chicken strips', 'precooked bacon', 'ball fresh mozzarella cheese, thinly sliced', 'avocado, peeled and thinly sliced', 'Roma tomato, sliced', 'fresh basil pesto']",683.0,1536.0,2730.0,What is the main food in the picture?,panini,Is this dish vegetarian or non-vegetarian?,non-vegan
5511,72baeae4b31f87f,Cranberry Parfait,"My grandmother used to make this cranberry parfait recipe, but she used saltines and straight cranberry. I've adapted it to fit our family's taste.","['whole berry cranberry sauce', 'jellied cranberry sauce', 'graham crackers', 'heavy whipping cream', 'white sugar', 'vanilla extract']",287.0,960.0,960.0,What is the main food in the picture?,parfait,Is this dish vegetarian or non-vegetarian?,non-vegan
5512,551d5370f487005,Make-Ahead Frozen Yogurt Parfaits,"""Parfait"" does mean ""perfect"" in French, which is very fitting, because these frozen yogurt parfaits are perfectly easy, and are a perfect make-ahead frozen summer treat.","['raspberries, rinsed and drained', 'white sugar', 'blueberries, rinsed and drained', 'granola', 'full-fat plain Greek yogurt', 'vanilla extract', 'lemon zest', 'white sugar']",594.0,683.0,512.0,What is the main food in the picture?,parfait,Is this dish vegetarian or non-vegetarian?,non-vegan
5513,96ad0415f4ebb9d,Pumpkin Parfait by Jo,"Because I am not too fond of pumpkin pies, I use this instead for holidays.","['graham cracker crumbs', 'brown sugar', 'melted butter', 'pure pumpkin', 'brown sugar', 'salt', 'ground nutmeg', 'ground cloves', 'ground cinnamon', 'vanilla ice cream, softened', 'whipped cream', ""confectioners' sugar"", 'ground cinnamon']",385.0,960.0,960.0,What is the main food in the picture?,parfait,Is this dish vegetarian or non-vegetarian?,non-vegan
5514,9754b1ddb854f12,Vanilla Berry Parfaits,"Delicious and easy, this is a fabulous mix of berries and yogurt! If you like, you can make a thin layer of graham crackers or granola in each vanilla/berry layer. That gives it a little more crunch.","['vanilla yogurt', 'frozen mixed berries', 'crushed graham crackers', 'ground nutmeg']",354.0,960.0,960.0,What is the main food in the picture?,parfait,Is this dish vegetarian or non-vegetarian?,non-vegan
5515,05bd2ba4e694020,Cranberry Parfaits,"I found a recipe for lime parfaits online. This recipe has gotten me a lot of praise. I was racking my brain for a Thanksgiving dessert and tried several different ways to create a variation of the lime parfait. I tried pomegranate and cranberry juice first, both 100%. They were too wet. So, I had a light in my head go off and thought I should try cranberry sauce instead. It worked so well! I even added it to the real whipped cream I whipped up and it was delicious.","['unsalted butter', 'sugar', 'graham cracker crumbs', 'low-fat sweetened condensed milk', 'cranberry sauce', 'cold whipping cream']",581.0,960.0,1441.0,What is the main food in the picture?,parfait,Is this dish vegetarian or non-vegetarian?,non-vegan
5516,c2274efa7cbe8de,Lemon Blueberry Parfait,"Juicy blueberries and bright lemon curd combine in a creamy parfait that is delicious, but simple to make.","['fresh blueberries', 'blueberry preserves', 'heavy cream, chilled', 'vanilla extract', ""confectioners' sugar"", 'lemon curd', 'fresh blueberries (Optional)', 'mint leaves (Optional)']",587.0,1500.0,1023.0,What is the main food in the picture?,parfait,Is this dish vegetarian or non-vegetarian?,non-vegan
5517,859f4b63eb91ac5,Tart Tropical Parfait,"Creamy yogurt parfaits make deliciously balanced breakfasts or snacks. Use this simple formula: 2/3 cup yogurt, 1/2 chopped fruit, 2 tablespoons crunch, 1 teaspoon drizzle, and 1 teaspoon chopped fresh herb to make your own version.","['low-fat vanilla Greek yogurt', 'chopped kiwi', 'chopped macadamia nuts', 'agave nectar', 'chopped fresh mint']",310.0,960.0,1328.0,What is the main food in the picture?,parfait,Is this dish vegetarian or non-vegetarian?,non-vegan
5518,07ff8ab8c2c0f99,Glazed Parsnips,This simple glazed parsnips recipe makes good use of the sweet flavor of parsnips.,"['parsnips, peeled', 'unsalted butter', 'white sugar', 'teriyaki sauce']",143.0,2880.0,1728.0,What is the main food in the picture?,parsnip,Is this dish vegetarian or non-vegetarian?,non-vegan
5519,124eb626839753c,Grama's Peppery Parsnips,"This one is for people who like parsnips, and even those who think they don't.","['parsnips, peeled, cut in half crosswise, and cut into narrow strips lengthwise', 'butter', 'salt', 'ground black pepper to taste']",111.0,960.0,960.0,What is the main food in the picture?,parsnip,Is this dish vegetarian or non-vegetarian?,non-vegan
5520,52fcd4430f4183a,Parsnip Vegetable Soup,"I had to use up a bunch of vegetables from my CSA box and came up with this soup. I like my soups very thick, but feel free to use more broth for a thinner soup. I only had sour cream in the fridge, but you can top with cream or crème fraiche as well.","['salted butter', 'carrot, thinly sliced', 'leek, thinly sliced', 'onion, finely chopped', 'grated fresh ginger, or more to taste', 'dried thyme', 'garlic, minced', 'parsnips, peeled and thinly sliced', 'vegetable broth, or more to taste', 'salt and freshly ground black pepper, to taste', 'ground nutmeg, or to taste', 'sour cream']",192.0,3024.0,4032.0,What is the main food in the picture?,parsnip,Is this dish vegetarian or non-vegetarian?,non-vegan
5521,07524fff49a6ce2,Sous Vide Parsnips,Parsnips are cooked sous vide and then quickly sautéed in butter and thyme—a delicious side dish recipe for holidays or special occasions.,"['parsnips', 'olive oil', 'fine salt', 'unsalted butter', 'fresh thyme', 'freshly grated nutmeg']",273.0,2246.0,2438.0,What is the main food in the picture?,parsnip,Is this dish vegetarian or non-vegetarian?,non-vegan
5522,79ced46151bbe7a,Mashed Parsnips,"Parsnip mash or mashed parsnips are full of flavor and slightly sweet with the same great texture as mashed potatoes. I was tricked into trying them, fell instantly in love, and have been making them since.","['whole milk, or as needed', 'parsnips, peeled and cubed', 'salt, or more to taste', 'butter', 'dried thyme', 'ground black pepper, or more to taste']",143.0,683.0,512.0,What is the main food in the picture?,parsnip,Is this dish vegetarian or non-vegetarian?,non-vegan
5523,90787500bd55f45,Butter Fried Parsnips,Parsnips lightly seasoned and pan fried in butter.,"['parsnips, peeled and quartered lengthwise', 'all-purpose flour for coating', 'seasoning salt', 'butter, melted']",305.0,2000.0,1500.0,What is the main food in the picture?,parsnip,Is this dish vegetarian or non-vegetarian?,non-vegan
5524,b7520e42225312e,Roasted Parsnips,Roasted parsnips make a delicious winter side dish. Roasting them brings out their natural sweetness and the caramelized edges are the best part.,"['parsnips, peeled', 'olive oil', 'onion powder', 'garlic salt', 'freshly ground black pepper', 'minced fresh parsley', 'olive oil to drizzle']",144.0,2000.0,1500.0,What is the main food in the picture?,parsnip,Is this dish vegetarian or non-vegetarian?,vegan
5525,bf01b929ca76019,Pasta with Swiss Chard,"Garden fresh Swiss chard is quickly cooked with olive oil, garlic, and capers in this quick and easy Italian-inspired pasta meal.","['whole wheat spaghetti', 'extra-virgin olive oil', 'garlic, minced', 'Swiss chard, chopped', 'capers', 'lemon juice, or to taste (Optional)', 'salt and ground black pepper to taste', 'grated Parmesan cheese, or to taste']",453.0,960.0,960.0,What is the main food in the picture?,pasta,Is this dish vegetarian or non-vegetarian?,non-vegan
5526,6092f585b9a1ca9,Chicken Cacciatore Pasta,A yummy marinara pasta packed with veggies that kids will love.,"['chicken leg quarters', 'salt, or more to taste, divided', 'vegetable oil', 'red bell pepper, cut into strips', 'sliced onion', 'garlic, thinly sliced', 'chopped fresh oregano', 'dried thyme', 'tomato puree', 'water', 'cannellini beans, drained and rinsed', 'red wine vinegar', 'dried fusilli or penne pasta']",631.0,960.0,720.0,What is the main food in the picture?,pasta,Is this dish vegetarian or non-vegetarian?,non-vegan
5527,e9184eb4f983201,Southwestern Vegetarian Pasta,Meat-y chickpeas are the protein in this vegetarian pasta dish with a southwestern flavor!,"['vegetable oil', 'onion, chopped', 'green bell pepper, diced', 'garlic, chopped', 'chili powder', 'ground cumin', 'diced tomatoes with juice', 'chickpeas', 'frozen corn kernels, thawed', 'uncooked elbow macaroni', 'shredded Monterey Jack cheese']",421.0,3024.0,3025.0,What is the main food in the picture?,pasta,Is this dish vegetarian or non-vegetarian?,non-vegan
5528,6fd53226d02f234,'Beefy' Cheesy Pasta,Similar to Hamburger Helper. Great for picky eaters! Try different cheeses to suit your tastes!,"['lean ground turkey', 'onion, diced', 'soy sauce', 'garlic, minced', 'taco seasoning mix', 'whole wheat rotini pasta', 'milk', 'butter', 'shredded Cheddar-Monterey Jack cheese blend']",953.0,960.0,960.0,What is the main food in the picture?,pasta,Is this dish vegetarian or non-vegetarian?,non-vegan
5529,7f8b5fc69d20db3,Easy Garlic-Shrimp Pasta,A quick and easy shrimp and garlic pasta recipe that always impresses my guests!,"['penne pasta', 'unsalted butter', 'olive oil, or to taste, divided', 'garlic, minced', 'raw shrimp, peeled and deveined', 'salt and ground black pepper to taste', 'cherry tomatoes, halved', 'capers', 'fresh asparagus, trimmed', 'shredded Parmesan cheese', 'lemon, quartered']",952.0,960.0,960.0,What is the main food in the picture?,pasta,Is this dish vegetarian or non-vegetarian?,non-vegan
5530,f5d9be6a69517cd,Suki's Spinach and Feta Pasta,"Spinach, tomatoes, and mushrooms mingle with tangy feta cheese in this quick and easy dish for a summer night or anytime.","['penne pasta', 'olive oil', 'chopped onion', 'garlic, minced', 'chopped tomatoes', 'sliced fresh mushrooms', 'spinach leaves, packed', 'salt and pepper to taste', 'red pepper flakes', 'feta cheese, crumbled']",451.0,960.0,960.0,What is the main food in the picture?,pasta,Is this dish vegetarian or non-vegetarian?,non-vegan
5531,c16a6bf8525f695,Cheesy Lemon-Chicken Pasta,Pecorino Romano and Parmesan give cheesy flavor to this easy lemon-chicken pasta dish that's sure to please the whole family!,"['linguine pasta', 'frozen peas', 'butter', 'olive oil', 'button mushrooms, sliced', 'diced onion', 'skinless, boneless chicken breasts, cut into 1-inch chunks', 'kosher salt and ground black pepper to taste', 'reduced-fat cream cheese, cubed and softened', 'fresh lemon juice', 'lemon zest', 'grated Parmesan cheese', 'grated Pecorino Romano cheese', 'chopped flat-leaf (Italian) parsley']",830.0,1500.0,1125.0,What is the main food in the picture?,pasta,Is this dish vegetarian or non-vegetarian?,non-vegan
5532,ff08e5a1384953e,Creamy Tomato-Chicken Pasta,"Creamy tomato sauce with some chicken and spinach. You can also serve this on a bed of rice, or by itself.","['Chicken, broilers or fryers, thigh, meat only, raw', 'chili powder, or to taste', 'salt and ground black pepper to taste', 'olive oil, or as needed', 'garlic, minced', 'tomato sauce', 'heavy cream', 'fresh spinach', 'chopped fresh basil, or to taste', 'penne pasta']",558.0,960.0,960.0,What is the main food in the picture?,pasta,Is this dish vegetarian or non-vegetarian?,non-vegan
5533,e760badddf58551,Easy Mushroom-Miso Pasta,This fast to fix pasta dish is done in under 20 minutes and can be made vegan by swapping out the Parmesan cheese for nutritional yeast flakes.,"['spaghetti', 'unsalted butter', 'portobello mushrooms, quartered', 'white miso paste', 'freshly grated Parmesan cheese']",333.0,2160.0,3840.0,What is the main food in the picture?,pasta,Is this dish vegetarian or non-vegetarian?,non-vegan
5534,652f70227348b17,Habanero Pepper Cream Pasta,"If you're looking for an entrée full of piquant flavor, try this quick and easy pasta dish topped with a spicy cream sauce made with habanero peppers, garlic, and shallots. You can add sautéed chicken or shrimp if desired.","['cavatappi pasta', 'butter', 'olive oil', 'shallot, chopped', 'garlic, diced', 'dried habanero pepper, chopped', 'heavy cream', 'tomato, diced', 'all-purpose flour', 'black pepper', 'grated Parmesan cheese']",755.0,960.0,960.0,What is the main food in the picture?,pasta,Is this dish vegetarian or non-vegetarian?,non-vegan
5535,73cc6273e0e2384,Stir Fried Pasta with Veggies,This meal is delicious and ready in minutes. Feel free to substitute any type of meat or vegetables to this dish or skip the meat all together!,"['spaghetti', 'crushed garlic', 'olive oil', 'onion, sliced into thin rings', 'skinless, boneless chicken breast halves - cut into bite-size pieces', 'broccoli florets', 'cauliflower florets', 'julienned carrots', 'salt to taste', 'ground black pepper to taste', 'soy sauce']",403.0,700.0,525.0,What is the main food in the picture?,pasta,Is this dish vegetarian or non-vegetarian?,non-vegan
5536,24efed1b3fd68b8,Baked Pasta,"This oven-baked pasta is a favorite of my children, who request this recipe often.","['cooking spray', 'lean ground beef', 'tomato sauce', 'brown gravy', 'half-and-half', 'grated Parmesan cheese', 'garlic, minced', 'dried oregano', 'dried basil', 'dry ziti pasta', 'shredded mozzarella cheese']",490.0,683.0,512.0,What is the main food in the picture?,pasta,Is this dish vegetarian or non-vegetarian?,non-vegan
5537,e903782767869d9,BLT Pasta Carbonara,"The addition of summer tomatoes and spinach to this traditional dish brings things to a whole new level. The trick to the recipe is preparation, have all the ingredients ready to go as it comes together as quickly as it takes to boil the pasta.","['olive oil', 'sliced bacon, cut into 1/2-inch pieces', 'grated Parmesan cheese', 'eggs', 'egg yolk', 'salt and freshly ground black pepper to taste', 'whole wheat elbow macaroni', 'garlic, minced', 'cherry tomatoes, halved', 'fresh spinach, stems removed and leaves torn into bite-sized pieces']",432.0,1435.0,1435.0,What is the main food in the picture?,pasta,Is this dish vegetarian or non-vegetarian?,non-vegan
5538,bb540041b5234e6,Delicious Angel Hair Pasta,"Angel hair pasta cooked and served with essentially a hot pasta salad dressing and cheese. I came up with this recipe as I could not find anything to eat, so I went through my spice cabinet and refrigerator, found these ingredients and threw them together. Serve with fresh chopped tomato.","['angel hair pasta', 'extra-virgin olive oil', 'chopped pimentos', 'lemon juice', 'white wine vinegar', 'white sugar', 'chopped fresh parsley, divided', 'chopped fresh basil', 'chopped fresh oregano', 'garlic powder', 'onion powder', 'grated Parmesan cheese', 'salt and pepper to taste']",387.0,250.0,250.0,What is the main food in the picture?,pasta,Is this dish vegetarian or non-vegetarian?,non-vegan
5539,e596bc2bec8fd8e,Easy Homemade Pasta,"This homemade pasta recipe is consistently great and easy to make with flour, eggs, salt, olive oil, and water. Roll out by hand or use a pasta machine to cut dough into desired pasta shape.","['flour', 'eggs, at room temperature', 'olive oil', 'salt', 'water, or as needed']",341.0,683.0,512.0,What is the main food in the picture?,pasta,Is this dish vegetarian or non-vegetarian?,non-vegan
5540,189e708465a6fa2,Tomutter Pasta,Kids will eat this tomato sauce and butter sauce. Serve it with your favorite pasta. Adjust the amounts of tomato sauce and butter to your liking after you make it a few times.,"['pasta', 'tomato sauce', 'butter']",584.0,960.0,960.0,What is the main food in the picture?,pasta,Is this dish vegetarian or non-vegetarian?,non-vegan
5541,736a88f3760f236,Pesto Pasta,Pesto pasta is easy to make and full of flavor. It tastes good hot or cold!,"['pasta', 'olive oil', 'chopped onion', 'pesto', 'salt to taste', 'ground black pepper to taste', 'grated Parmesan cheese']",225.0,683.0,512.0,What is the main food in the picture?,pasta,Is this dish vegetarian or non-vegetarian?,non-vegan
5542,534ed9fbb5774e2,Souper Skillet Pasta,"A quick and hearty one-pan meal! This ""souper"" skillet pasta dish combines beef, macaroni, and tomatoes in a flavorful onion sauce, all topped with gooey melted mozzarella for a comforting, crowd-pleasing dinner.","['lean ground beef', 'dry onion soup mix', 'dried oregano', 'whole peeled tomatoes, undrained and chopped', 'water', 'macaroni', 'grated Parmesan cheese', 'shredded mozzarella cheese']",366.0,5184.0,3456.0,What is the main food in the picture?,pasta,Is this dish vegetarian or non-vegetarian?,non-vegan
5543,1d305f302f4c542,Greek Chicken Pasta,"This pasta dish incorporates some of the flavors of Greece. It makes a wonderfully complete and satisfying meal. For extra flavor, toss in a few kalamata olives. Use whatever pasta you have or prefer.","['linguine pasta', 'chopped red onion', 'olive oil', 'garlic, crushed', 'skinless, boneless chicken breast meat - cut into bite-size pieces', 'marinated artichoke hearts, drained and chopped', 'tomato, chopped', 'crumbled feta cheese', 'chopped fresh parsley', 'lemon juice', 'dried oregano', 'salt and pepper to taste', 'lemons, wedged, for garnish']",488.0,960.0,960.0,What is the main food in the picture?,pasta,Is this dish vegetarian or non-vegetarian?,non-vegan
5544,c1a84c85302a29b,Creamy Asparagus Pasta,This creamy pasta with asparagus is a wonderfully satisfying meal that cooks in minutes. Delicious!,"['fresh asparagus, trimmed and cut into 2 inch pieces', 'butter', 'garlic, minced', 'light cream', 'linguine pasta', 'lemon, juiced']",247.0,2000.0,1500.0,What is the main food in the picture?,pasta,Is this dish vegetarian or non-vegetarian?,non-vegan
5545,aaa8c1f234508b9,The Perfect Picnic Pasta Salad,"Pasta salad is almost always the most disappointing side dish at the picnic or cookout, but this recipe shows you how to transform what is normally an afterthought to a dish that's good enough to enjoy on its own, or as the perfect complement to grilled meat. Top this with extra fresh chopped herbs if you like.","['Dijon mustard', 'cider vinegar', 'rice vinegar', 'kosher salt', 'white sugar', 'cayenne pepper', 'olive oil', 'chopped fresh tarragon', 'chopped fresh dill', 'chopped fresh Italian parsley', 'chopped fresh chives', 'chopped fresh thyme', 'rotini (corkscrew) pasta', 'sliced snow peas', 'thinly sliced carrots', 'shelled English peas', 'broccoli florets', 'diced bell peppers', 'sliced cherry tomatoes', 'finely diced red onion', 'sliced green onions', 'kosher salt, or to taste']",492.0,5604.0,3736.0,What is the main food in the picture?,pasta,Is this dish vegetarian or non-vegetarian?,vegan
5546,ec11d3c8742f99b,Pasta with Vegetables,You can include almost any vegetables you have in your fridge in this recipe. It is popular even with those who normally scorn vegetarian food.,"['olive oil', 'red wine vinegar', 'dried basil', 'dried oregano', 'salt and pepper to taste', 'red bell pepper, chopped', 'green bell pepper, chopped', 'garlic, minced', 'carrots', 'broccoli florets, lightly steamed or blanched', 'uncooked rotini pasta']",516.0,960.0,960.0,What is the main food in the picture?,pasta,Is this dish vegetarian or non-vegetarian?,vegan
5547,be20945d4d2f1af,"Easy Olive Oil, Tomato, and Basil Pasta","This is a great pasta that can be eaten at room temperature or as a cold salad. Instant, sophisticated meal or side dish! And colorful, too. Any type of twisty or unusually shaped pasta works well.","['farfalle pasta', 'roma (plum) tomatoes, seeded and diced', 'olive oil', 'garlic, minced', 'fresh basil leaves, cut into thin strips', 'salt and pepper to taste']",345.0,683.0,512.0,What is the main food in the picture?,pasta,Is this dish vegetarian or non-vegetarian?,vegan
5548,e7a39c46c6ad0f4,Pasta Salad,"This pasta salad is nice and colorful, easy to make, and great for summer picnics or parties. The recipe was given to me by a dear friend many years ago, and I've been making it ever since!","['tri-colored spiral pasta', 'Italian-style salad dressing', 'salad seasoning mix', 'cherry tomatoes, diced', 'green bell pepper, chopped', 'red bell pepper, diced', 'yellow bell pepper, chopped', 'black olives, chopped']",400.0,683.0,512.0,What is the main food in the picture?,pasta,Is this dish vegetarian or non-vegetarian?,vegan
5549,0b4480d89826ea5,Easy Red Pasta Sauce,"Learn how to make a plain, simple, no-frills, basic red sauce that tastes great on a variety of pasta and is not watered down with this recipe. For making a good sauce, use canned tomatoes. Except for summer months, ""fresh"" tomatoes are usually harvested when green and left a long time to ripen. Add more red pepper flakes if you like your sauce spicy!","['olive oil', 'garlic', 'chopped onion', 'dried parsley', 'dried basil', 'ground black pepper to taste', 'Italian-style stewed tomatoes, drained', 'crushed red pepper flakes', 'angel hair pasta']",284.0,250.0,250.0,What is the main food in the picture?,pasta,Is this dish vegetarian or non-vegetarian?,vegan
5550,b631df372e6546c,Reheating Pasta,How to cook pasta ahead of time.,"['dry pasta', 'olive oil']",302.0,250.0,250.0,What is the main food in the picture?,pasta,Is this dish vegetarian or non-vegetarian?,vegan
5551,d9b328bfccafe2c,Easy Pasta Sauce for One,"Chunky, fresh, easy pasta sauce.","['olive oil', 'tomato, cubed', 'garlic, minced', 'dried oregano', 'Italian seasoning', 'salt and ground black pepper to taste', 'chopped fresh basil']",286.0,683.0,512.0,What is the main food in the picture?,pasta,Is this dish vegetarian or non-vegetarian?,vegan
5552,a4263cdc656689a,Eggless Pasta,Easy eggless pasta recipe that's sure to appeal to anyone on a plant-based or low-cholesterol diet.,"['semolina flour', 'salt', 'warm water, or more as needed']",301.0,4032.0,3024.0,What is the main food in the picture?,pasta,Is this dish vegetarian or non-vegetarian?,vegan
5553,1ed0b9fbf65d89c,Fresh Tomato Pasta,"This is an extremely simple pasta recipe that I love to make when I don't really feel like cooking! I use rigatoni, but you can use whatever pasta you prefer. This is especially delicious with tomatoes fresh from your garden. Serve with garlic bread and a simple lettuce salad with Italian dressing.","['dry pasta', 'garlic', 'medium tomato', 'dried basil', 'olive oil', 'salt']",502.0,960.0,960.0,What is the main food in the picture?,pasta,Is this dish vegetarian or non-vegetarian?,vegan
5554,9c3e831bd586758,Instant Pot Easy Pasta Sauce,"While this could be cooked on the stovetop, I find using an Instant Pot allows for an approach where you're not having to watch over the sauce.","['vegetable oil', 'garlic, minced', 'whole peeled San Marzano tomatoes', 'hot water', 'dried basil', 'salt', 'white sugar']",137.0,2160.0,3840.0,What is the main food in the picture?,pasta,Is this dish vegetarian or non-vegetarian?,vegan
5555,eebadd1553d024b,Vegan Pasta with Creamy Miso Cashew Sauce,"This pasta dish sauce is so full of flavor you may not realize the sauce has no dairy in it! Go sparingly on the miso paste, and add to taste preference. If you have a regular blender, I cannot guarantee the results.","['penne pasta', 'unsalted cashews', 'Miso Paste-Mellow White MO', 'garlic, peeled', 'hot water']",386.0,2160.0,3030.0,What is the main food in the picture?,pasta,Is this dish vegetarian or non-vegetarian?,vegan
5556,ce866787defbe16,Cold Southwestern Bow Tie Pasta,"An easy pasta salad bursting with flavor. It is fantastic for your next potluck. But bring a lot, it goes fast!","['bow tie pasta', 'extra-virgin olive oil', 'fresh lime juice', 'chopped fresh cilantro', 'garlic powder', 'ground cumin', 'ground red chile pepper', 'cayenne pepper', 'salt and ground black pepper to taste', 'whole kernel corn, drained', 'black beans, drained', 'diced tomatoes and green chiles, drained', 'green onions, sliced', 'avocados - peeled, pitted, and diced']",473.0,960.0,960.0,What is the main food in the picture?,pasta,Is this dish vegetarian or non-vegetarian?,vegan
5557,926c05daadcbf4b,Quick Pasta Sauce,This easy pasta sauce is super quick to prep and cook. Serve hot with any cooked pasta shape.,"['olive oil', 'garlic, minced', 'crushed tomatoes', 'dried basil', 'salt and pepper to taste']",84.0,1500.0,1125.0,What is the main food in the picture?,pasta,Is this dish vegetarian or non-vegetarian?,vegan
5558,0828e13422d34d9,Eggplant Pasta,Easy and quick pasta dish!,"['olive oil', 'garlic, minced', 'eggplant, peeled and cut into 1/2-inch cubes', 'plum tomatoes with juice, chopped', 'rigatoni pasta']",295.0,2000.0,1500.0,What is the main food in the picture?,pasta,Is this dish vegetarian or non-vegetarian?,vegan
