Image,Image description,Keywords,Questions
8932826036afac8,"The venison schnitzel pieces are located towards the bottom center of the plate. They are golden brown in color, with a textured, crispy breading.","venison, located, golden brown, crispy, pieces, of the plate","What type of meat is shown in the image?, Where are the venison schnitzel pieces located on the plate?, What color is the breading of the venison schnitzel?, How would you describe the texture of the breading on the venison schnitzel?, What are the venison schnitzel cut into on the plate?, Where are the venison schnitzel pieces placed?"
922622f193cd819,"The sourdough scones are a light tan color. They are piled on top of one another in a white cloth-lined basket. The scones are mainly in the center of the image. Some are rectangular, while others have more irregular shapes. Several scones are partially obscured by others in the pile. The scones appear to have a slightly rough surface texture.","sourdough, light, piled on top of, white, obscures, rectangular","What type of bread are the scones made from?, What color are the sourdough scones?, Where are the scones piled?, What color is the cloth lining the basket?, What does the pile of scones do to some of them?, What shape are some of the scones?"
249fdc773d2c0aa,"The image displays a round cinnamon-apple scone, pre-cut into wedges, positioned centrally in the frame. The scone has a light brown, textured base, with scattered pieces of diced apples which are mostly pale yellow. There are also darker brown patches and spots, indicating caramelized cinnamon or sugar. The scone fills a large portion of the frame.","displays, round, scone, brown, into wedges, apple","What does the image display?, What shape is the scone?, What type of scone is shown?, What color is the base of the scone?, How is the scone pre-cut?, What fruit is scattered on the scone?"
8c8c7b5d49b353a,"The image contains two fair scones. One scone is mostly light beige with a slightly golden-brown crust, located on the left side of the image. It has a rough, layered texture. The other scone, on the right, is a triangular piece, its scone base is light beige and topped with white cream and dark red jam. The jam appears glossy and is concentrated in several areas on top of the cream.","contains, beige, scones, layered, on the left side, red","What does the image contain?, What color is the scone on the left side?, What type of baked goods are shown in the image?, How is the texture of the scone on the left side described?, Where is the scone with a golden-brown crust located?, What color is the jam on the scone on the right side?"
f88c7d29888cc01,"The image shows several orange scones with orange glaze and orange slices on a wooden surface. The scones are golden-yellow, triangular-shaped, and topped with a light beige glaze drizzled across their surfaces. The orange slices are bright orange in the center with a lighter orange peel, and are scattered between the scones. One scone is located in the bottom left corner, while another is in the top right corner. One orange slice is located between the scone at the top and the scone to the left. The glaze has an opaque, creamy appearance.","shows, orange, scones, wooden, golden-yellow, on the wooden surface","What does the image show?, What color are the scones?, What type of baked goods are shown in the image?, What material is the surface made of?, What color are the scones described as?, Where are the scones placed?"
e48398cde2e7a8f,"The ginger scones are golden-yellow in color, with a slightly darker, browned crust on top. Two scones are stacked on a white plate in the lower center of the image, and are sprinkled with coarse sugar crystals that reflect light. A couple of pieces of crystallized ginger, also light yellow and coated in sugar, rest beside the scones on the plate.  Two more scones are visible in the background, resting on a dark wire rack. These are positioned in the upper left corner of the frame, behind the scones on the plate.","stacked, ginger, golden-yellow, scones, on the plate, reflect","How are the scones arranged on the plate?, What flavor are the scones?, What color are the scones?, What type of baked goods are shown in the image?, Where are the scones placed?, What do the sugar crystals on the scones do?"
0165a5347fc3006,"The 3-Ingredient Lemon Scone is located in the bottom center of the image. It is a triangular wedge shape. The scone itself is a light, golden-tan color, with a slightly rough texture. Drizzled over the top is a generous coating of white icing that appears glossy. A thin wedge of yellow lemon sits atop the icing. The scone is sitting on a white plate with a decorative black and gold rim.","located, triangular, scone, yellow, on a plate, white","Where is the 3-Ingredient Lemon Scone located?, What shape is the scone?, What type of food is shown in the image?, What color is the lemon wedge?, Where is the scone placed?, What color is the plate?"
23b471f378f6f5f,"The image shows Ham and Gruyère Scones. The scones are various shades of golden yellow. One scone, rectangular in shape, is positioned on the left side of the image. A large, round scone is centrally located, slightly overlapping the rectangular scone. Additional scones are stacked behind and partially obscured by the central scone. They all appear to be sitting on a patterned cloth.","shows, Gruyère, golden, scone, on the left side, rectangular","What does the image show?, What type of cheese is used in the scones?, What color are the scones?, What type of baked good is shown in the image?, Where is the rectangular scone positioned?, What shape is the scone on the left side?"
06b69ab2d9fd200,"There are four cream scones on a white plate. The scone in the foreground, located in the bottom center, is golden brown and topped with clotted cream, which is white, and a dark red jam. Behind it and slightly to the left, another scone is a pale yellow-beige color. To the right and above the front scone is another light yellow-beige scone. A fourth scone is stacked above the second one, to the right, and is the same pale yellow-beige color.","cream, topped, white, scones, golden brown, in the foreground","What is the scone in the foreground topped with?, What is the color of the clotted cream on the scone?, What color is the plate the scones are on?, What type of baked goods are shown in the image?, What color is the scone in the foreground?, Where is the golden brown scone located?"
bcad13764d952f9,"The image showcases several Australian-Style Pumpkin Scones. The scones have a golden-brown hue, with variations in color suggesting different levels of baking or surface texture. The scones are arranged in a close cluster. Some scones are positioned at the edges of the frame, while others are centrally located. The texture appears somewhat rough or rustic, hinting at a homemade quality.","baking, golden-brown, scones, Australian-Style, arranged, at the edges of the frame","What process gives the scones their golden-brown color?, What is the color of the scones?, What type of baked goods are shown in the image?, What style of scones are featured in the image?, How are the scones arranged in the image?, Where are some of the scones positioned in the image?"
cb9293d64e07409,"The image shows several pumpkin scones arranged on a cooling rack. The scones are generally triangular in shape and have a golden-brown color with a slightly textured surface. Each scone is topped with a light beige or off-white glaze that appears drizzled or spread over the top, covering a significant portion of the surface. The scones are scattered across the rack, with some positioned closer to the top and others closer to the bottom of the frame. They are close to each other, nearly touching or lightly bumping into one another.","arranged, golden-brown, scones, glaze, on a cooling rack, triangular","How are the scones placed on the cooling rack?, What color are the scones?, What type of baked goods are shown in the image?, What is on top of the scones?, Where are the scones placed?, What shape are the scones?"
fc2afbc9c72f106,"There are five scones, arranged in a grey plate. The scones are golden-brown on the surface and have a slightly lighter, tan color inside. One scone is located at the top of the plate, partially obscured by other scones. A scone is on the left side, and two scones are positioned on the right side of the plate, nestled closely together. Another scone is at the bottom of the plate.","arranged, golden-brown, scones, grey, on the left, bottom","How are the scones placed on the plate?, What color are the scones on the surface?, What type of baked goods are shown in the image?, What color is the plate?, Where is the scone located relative to the others?, Where is the scone positioned at the plate?"
de812cf5d0ebb4b,There are six scones in the image. The scone at the upper-center is a golden-brown color. To its left is another scone that is lighter brown. In the top right corner is a scone that has a light brown and golden-brown color with visible dark specks. Another scone in the front-center has a similar light brown and golden brown color. A scone on the bottom left has light-yellow color with dark brown spots. A scone in the mid-right is a golden brown color with dark specks. All of the scones rest on a white surface.,"scones, golden-brown, resting, white, light-yellow, on the bottom","What are the baked goods in the image called?, What color is the scone at the upper-center?, What are the scones doing on the white surface?, What color is the surface the scones are resting on?, What color is the scone on the bottom left?, Where is the scone with light-yellow color located?"
76051d98525aa3b,"The dish features scrambled eggs, which are pale yellow, occupying the majority of the space. Slices of red tomato are interspersed throughout the eggs. A vibrant green basil leaf sits atop the scramble, towards the center of the image. Black pepper speckles the entirety of the dish.","scrambled, yellow, tomato, sits, green, towards the center","What color are the scrambled eggs?, What color are the scrambled eggs?, What fruit is interspersed throughout the eggs?, Where does the basil leaf sit?, What color is the basil leaf?, Where is the basil leaf positioned?"
1493034e9b22008,"The scrambled eggs are a bright yellow color and are piled in the lower center of the plate. The sausage pieces are a dark brown color and are scattered throughout the scrambled eggs. The sausage pieces are cylindrical in shape, and most are cut in half. The cheese is mixed with the eggs and is a lighter yellow color. The cheese is scattered throughout the scrambled eggs, but some pieces are visible on top of the eggs.","scrambled, bright, eggs, yellow, scattered, throughout","What is the texture of the eggs?, What color are the scrambled eggs?, What food item is bright yellow?, What color are the sausage pieces?, How are the sausage pieces arranged?, Where are the sausage pieces located?"
a52062d7e23a723,"The Joe's Special Scramble is a mix of brown, yellow, and green ingredients, topped with white shredded cheese. It is located in the center and to the right. Adjacent to the scramble on the left are sliced tomatoes that are bright red, with black pepper sprinkled on top.","scramble, brown, located, red, cheese, on the left","What is the Joe's Special Scramble made of?, What color are the ingredients in the scramble?, Where is the Joe's Special Scramble located?, What color are the sliced tomatoes?, What is sprinkled on top of the sliced tomatoes?, Where are the sliced tomatoes located?"
1715bd77315aa9b,"The extreme veggie scrambled eggs are primarily pale yellow. Red diced tomatoes are mixed throughout the eggs. Patches of melted orange cheese are visible on top and throughout the scrambled eggs. Green lettuce leaves are positioned in the background on the left, with two red cherry tomatoes among the lettuce. The plate is cream with decorative floral patterns.","scrambled, yellow, tomatoes, melted, green, in the background","What color are the scrambled eggs?, What color are the scrambled eggs?, What type of vegetable is mixed throughout the eggs?, What is the state of the cheese on the scrambled eggs?, What color are the lettuce leaves in the background?, Where are the green lettuce leaves positioned?"
a35d709545aba8f,"The Green Chile Tortilla Scramble is a pile of food located centrally in the image. The scramble itself is mostly light yellow with slightly browned tortilla pieces mixed in. Some melted white and orange cheese is drizzled on top towards the upper portion of the scramble. Diced green chiles are scattered on the lower center portion of the scramble, these are light green in color. A few green cilantro leaves are placed on the upper right of the scramble. Orange slices are located to the left of the scramble. There is a white bowl with reddish-orange sauce at the right of the scramble. The dish sits on a black plate.","scramble, green, melted, cheese, on top, located","What is the main cooking method used for the dish?, What color are the diced chiles in the scramble?, What is the state of the cheese on top of the scramble?, What is on top of the scramble?, Where is the pile of food located in the image?"
140c28cd5ae666d,"The Laura's Seafood Thermidor features a predominantly golden-brown, granular surface that appears to be breadcrumbs or a similar topping. The coloration varies from lighter, yellowish-golden hues to darker, reddish-brown patches, indicating uneven browning. Four prominent, circular dollops of a lighter-colored, creamy white substance are scattered across the surface, forming a roughly symmetrical pattern. One is near the top-right corner, another near the top-left. A third is near the center, and the fourth is in the bottom-center.","brown, browning, surface, white, creamy, near the top-right corner","What color is the predominant surface of the dish?, What is happening to the surface of the dish due to uneven heat?, What part of the dish has a granular texture?, What color are the dollops of creamy substance?, What is the texture of the lighter-colored substance?, Where is one of the dollops located?"
590230c555c2b7a,"Three spicy seafood shell appetizers are arranged on a white plate with blue floral patterns near the top. The appetizer at the bottom left is closest to the viewer. It is golden-brown with a light cream-colored topping speckled with dark brown spices. To the right of it, another appetizer shares a similar coloration and spice pattern. Partially behind these two, toward the top of the frame, is the third appetizer, also golden-brown with a cream topping and dark brown spices. All three appetizers appear to have a slightly crispy or toasted texture on top.","arranged, spicy, seafood, white, with blue, toasted","How are the spicy seafood shell appetizers presented on the plate?, What type of flavor do the seafood shell appetizers have?, What kind of dish are the appetizers made from?, What color is the plate the appetizers are served on?, What color are the floral patterns near the top of the plate?, What texture do the appetizers appear to have on top?"
e33b8a002b184e1,"The seafood bake features several components. Green beans, long and slender, are arranged along the left side, displaying a vibrant green color. Adjacent to the beans, two scallops with a light tan color speckled with brown seasoning, are positioned. A large, flaky piece of white fish sits beside the scallops and beans, slightly overlapping them. A green sprig of parsley adorns the fish. To the right of the fish, strands of pale yellow pasta are loosely arranged, interspersed with small flecks of green herbs. Three shrimp, featuring pink tails and bodies that transition from light tan to a slightly golden hue due to seasoning, are placed on top of and beside the pasta. The food is presented on a white plate.","bake, green, beans, arranged, white, on top of","What is the cooking method used for the seafood dish?, What color are the beans in the dish?, What vegetable is arranged along the left side of the plate?, How are the green beans presented on the plate?, What color is the plate used for the dish?, Where are the shrimp placed in relation to the pasta?"
f3f8f65390b369a,"The Seafood Creole is in a dark gray bowl. The broth is a reddish-orange color. There are several orange shrimp with white flesh: one is on the left side, one on the right side, and a few smaller ones around the edge. Several dark blue mussels are placed mostly at the bottom center and slightly to the left. There are small chunks of white fish and orange carrots throughout. Diced red tomatoes are visible overall. A silver spoon is placed on the upper right portion of the bowl.","Creole, reddish-orange, shrimp, are, dark, on the left side","What type of cuisine is the dish in the image?, What color is the broth in the bowl?, What type of seafood is visible in the dish?, Where are the shrimp located in the bowl?, What color are the mussels in the bowl?, Where is one of the shrimp located in the bowl?"
18c57888d5615d1,"The Seafood Newburg is arranged in the center of the white plate. The seafood has a creamy, light brownish-tan color. It is topped with small, bright green chopped scallions, scattered across the top. A light dusting of reddish-orange paprika is sprinkled over the entire dish. Pieces of toasted bread, golden-brown in color, are visible underneath the seafood.","arranged, creamy, seafood, white, across the top, golden-brown","How is the Seafood Newburg presented on the plate?, What is the texture of the seafood dish?, What type of dish is being described?, What color is the plate?, Where are the chopped scallions placed?, What color are the pieces of toasted bread?"
d8595fe85eaa831,"The Seafood au Gratin is in a clear glass baking dish. It is topped with a layer of melted cheese that is mostly white with some golden-brown spots scattered throughout. Fresh, green parsley is sprinkled abundantly over the entire top surface. The parsley is distributed evenly, appearing as small, dark green specks against the lighter cheese. The cheese covers the entire top, with slightly browned edges near the dish's sides.","melted, white, cheese, sprinkled, in a glass, green","What is the state of the cheese on top of the dish?, What color is the cheese on top of the dish?, What is the main topping on the dish?, What is sprinkled over the cheese?, Where is the Seafood au Gratin served?, What color is the parsley sprinkled on top?"
256dc81028a36ee,"On a silver sheet pan are four pieces of salmon, bright orange with browned surfaces. Each salmon piece is topped with slices of lemon, which are bright yellow. Surrounding the salmon is green broccoli, some pieces slightly charred. Dotted amongst the broccoli and salmon are small chunks of feta cheese, which are white. The sheet pan sits on a white marble surface. Above the sheet pan is a bowl of black pepper. To the right is a bowl of salt. To the left of the sheet pan is a folded grey cloth.","salmon, orange, browned, broccoli, on a silver sheet pan, grey","What type of fish is on the sheet pan?, What color are the lemon slices on the salmon?, How are the surfaces of the salmon pieces described?, What vegetable is surrounding the salmon?, Where is the food placed?, What color is the folded cloth?"
c9065194c36a4c0,"The image showcases a cooked turkey that's golden brown with visible specks of dark seasoning, likely the McCormick Savory Seasoning for Roast Turkey. The turkey is the dominant feature, centrally located and taking up a significant portion of the frame. Around the base of the turkey, assorted roasted vegetables are arranged on a white serving plate. The vegetables include orange carrot pieces, purple potatoes, orange slices, yellow lemon slices, and grilled onion slices. The vegetables have varied colors.","cooked, golden, turkey, seasoning, orange, on a white serving plate","Is the turkey cooked?, What color is the turkey?, What is the main dish in the image?, What is visible on the turkey's surface?, What color are the carrot pieces?, Where is the turkey placed?"
f57069fa4906535,"The Creole Seasoning Blend is a mix of orange, brown, and green hues. It fills a clear glass jar, taking up most of the image's center. A silver spoon is partially submerged in the seasoning blend, angled from the top left to the bottom right. The overall view is from directly above.","mix, orange, fills, glass jar, silver, from above","What is the Creole Seasoning Blend made of?, What color is the seasoning blend?, What does the seasoning blend fill?, What type of jar is the seasoning blend in?, What color is the spoon?, From what angle is the view of the seasoning blend?"
e5b326d435e88c8,"The Soul Food Seasoning is located in the center of the image in a clear glass bowl. The seasoning is a mix of reddish-brown and green colors, suggesting a blend of spices and herbs. The predominant color is reddish-brown, with flecks of green scattered throughout, indicating the presence of dried herbs. The bowl is positioned on a white surface, slightly in front of and to the right of the cooked chicken.","located, reddish-brown, bowl, mix, green, in the center","Where is the Soul Food Seasoning located?, What color is the predominant part of the seasoning?, What is the seasoning contained in?, What does the seasoning consist of?, What color are the flecks in the seasoning?, Where is the bowl positioned in the image?"
10c2744a9addb4a,"The blackened seasoning mix is a blend of reddish-brown and small green flecks, filling a clear glass jar almost to the top. A wooden spoon scoops the seasoning from the jar's center, holding a portion of the mix. The mix appears granular and somewhat coarse in texture.","blackened, reddish-brown, seasoning, scoops, coarse, to the top","What color is the seasoning mix?, What color are the small flecks in the seasoning mix?, What is the seasoning mix used for?, What is the wooden spoon doing with the seasoning mix?, How would you describe the texture of the seasoning mix?, Where is the seasoning mix filled in the jar?"
574f9f9bf9c4058,"The ""Everything"" Seasoning is located inside a clear glass jar, positioned in the center of the image. Its color is a mix of various shades, including off-white, light brown, dark brown, and black, creating a speckled appearance. The seasoning fills the jar, occupying a significant portion of its volume, and is visible through the transparent glass.","located, clear, jar, speckled, brown, in the center","Where is the ""Everything"" Seasoning located?, Is the jar clear?, What is the appearance of the seasoning inside the jar?, What color is the seasoning?, Where is the jar positioned in the image?"
2e5af801bddedda,"The popcorn seasoning is sprinkled atop the popcorn. It appears as small, reddish-orange particles. It is scattered throughout the popcorn, most visibly concentrated in the central and left portions of the mound of popcorn, with fewer specks toward the right.","sprinkled, reddish-orange, popcorn, atop the popcorn, particles, scattered","What is the popcorn seasoning doing to the popcorn?, What color are the particles on the popcorn?, What food item is being described?, Where are the reddish-orange particles located?, What are the small reddish-orange specks called?, How are the particles distributed on the popcorn?"
a8bb89f117649d2,"The simple Cajun seasoning is a blend of different components. In the upper center to right area, there's a pile of dark, finely ground black pepper with some green herbs. Towards the top, and transitioning to the left, is a bright red paprika powder. Further to the left, a mix of large white salt crystals, red paprika, and light brown/green herbs are visible. The Cajun seasoning seems to be a blend of salt, black pepper, paprika, and dried herbs like oregano or thyme.","seasoning, Cajun, red, blend, visible, to the left","What is used to flavor the Cajun seasoning?, What type of cuisine is the seasoning associated with?, What color is the paprika powder?, What is the Cajun seasoning made of?, Is the mix of salt, paprika, and herbs visible in the image?, Where is the mix of salt, paprika, and herbs located?"
643ccf2b30b5c7a,"The Italian Seasoning is a mix of red flakes and green herbs and is primarily located inside a small, round bowl, filling it almost to the brim. A portion is also present on the white surface surrounding the bowl. The red flakes are scattered throughout, while the green herbs form the base of the mixture.","Italian Seasoning, red, located, bowl, white surface surrounding, green","What is the seasoning in the bowl called?, What color are the flakes in the seasoning?, Where is the Italian Seasoning primarily located?, What is the shape of the container holding the seasoning?, What color is the surface surrounding the bowl?, What color are the herbs in the seasoning?"
00ca0336f9157c8,"The All-Purpose No-Salt Seasoning Mix is a blend of brown, green, and off-white colors. It fills the majority of the tan-colored bowl, appearing as a coarse, granular mixture. Some of the seasoning mix is also scooped up by a wooden spoon that sits in the bowl, partially submerged within the blend. The mix is spread throughout the bowl, indicating it is ready to be used for cooking or seasoning purposes.","blend, brown, bowl, scooped, wooden, in the bowl","What is the seasoning mix in the bowl?, What color is the seasoning mix?, What is the seasoning mix placed in?, What is done to the seasoning mix by the wooden spoon?, What material is the spoon made of?, Where is the seasoning mix located?"
690f79355dae4bd,"The image shows a bowl of Greek seasoning. There are 5 distinct piles of seasoning. Starting from the top left and moving clockwise: The first pile is a mix of light and dark green with some brown flecks. The second pile is a dark green with needle-like texture. The third pile is a light tan color. The fourth pile is a dark green with brown flecks. The fifth pile is a white, minced garlic.","shows, Greek, seasoning, green, with, garlic","What does the image show?, What type of seasoning is in the bowl?, What color is the first pile of seasoning?, What is the second pile of seasoning mixed with?, What texture does the second pile of seasoning have?, What is the fifth pile of seasoning made of?"
f68d0d7012b6377,"The poultry seasoning is located primarily in the central and upper portion of the image, cascading slightly towards the left edge. It is a mixture of colors dominated by shades of green, primarily from the herbs it contains. There are light green specks mixed with darker green components. Also interspersed are beige to light brown pieces, contributing to a multi-toned and textured appearance. The lighter colors are most likely from dried herbs and spices while the green hints at fresh or recently dried herbs. The mixture appears dense and tightly packed in the area it occupies.","located, green, herbs, beige, multi-toned, of green","Where is the poultry seasoning primarily located?, What color dominates the poultry seasoning?, What type of ingredients contribute to the green color?, What color are the lighter pieces in the mixture?, How would you describe the appearance of the poultry seasoning?, What shades are present in the green components of the mixture?"
5befd704424b15d,"The Stacey's Hamburger Seasoning is a reddish-brown color. It is primarily located inside a white bowl, filling the majority of the bowl's volume. Additionally, some of the seasoning is also present on a white spoon that is inside the bowl. The seasoning appears to have a coarse, granular texture.","Seasoning, reddish-brown, is, bowl, white, inside a white bowl","What is the color of the Stacey's Hamburger Seasoning?, What is the primary color of the seasoning?, Where is the Stacey's Hamburger Seasoning located?, What is the color of the bowl?, Where is the seasoning primarily located?, What is the color of the spoon inside the bowl?"
b7e442f00df096d,"A pile of seafood seasoning is centered within a white, fluted paper liner. The seasoning is a mix of brownish-yellow hues, appearing sandy in texture. The seasoning fills a circular area within the liner.","seasoning, seafood, brownish-yellow, pile, within the liner, sandy","What is the pile of food in the image used for?, What type of food is the seasoning made for?, What color is the seasoning in the image?, How is the seasoning arranged in the image?, Where is the seasoning placed in the image?, What texture does the seasoning appear to have?"
46e902c67e1b76e,"The salt-free seasoning fills the majority of a clear jar, with its top surface slightly below the jar's rim. The seasoning is a mixture of colors. The dominant color is a light beige or tan, resembling fine sand. Interspersed within this beige base are flecks of dark brown or black, possibly ground spices. There are also green pieces, likely dried herbs. The overall appearance is a speckled blend of these various colors.","fills, salt-free, jar, beige, of colors, green","What does the salt-free seasoning fill?, Is the seasoning in the jar salt-free?, What is the color of the majority of the seasoning in the jar?, What does the mixture of colors in the seasoning include?, What color are the green pieces in the seasoning?"
baad8390b066b80,"The Tom's Blackened Seasoning is a mix of reddish-brown and green spices. It is contained in a white and blue striped jar located in the lower center of the image, slightly to the left.","Blackened, reddish-brown, spices, contained, white, in the lower center","What color is the seasoning mix?, What color are the spices in the jar?, What is the seasoning mix made of?, Where is the seasoning mix contained?, What color is the jar?, Where is the jar located in the image?"
7c07b467f06175d,"The spicy herb seasoning is located inside a clear glass jar. It is a mixture of off-white and light brown particles. The seasoning fills the bottom portion of the jar, sloping upwards from the left side to about halfway up the right side of the jar.","located, spicy, jar, glass, brown, of the jar","Where is the spicy herb seasoning located?, Is the seasoning spicy?, What is the seasoning stored in?, Is the jar made of glass?, What color are the particles in the seasoning?, How much of the jar does the seasoning fill?"
1d268b98dacc7ed,"The Jan's Old Bay Seasoning Substitute is a mix of orange and tan-colored granular seasoning. It is located centrally within a silver, circular bowl, which is nestled inside a larger, reddish-brown ceramic bowl. The ceramic bowl sits on a dark, textured surface.","seasoning, orange, located, bowl, silver, on a surface","What is the Jan's Old Bay Seasoning Substitute made of?, What color is the seasoning in the bowl?, Where is the silver bowl located?, What is the shape of the container holding the seasoning?, What color is the bowl that holds the seasoning?, Where is the ceramic bowl placed?"
7fec37e7ac860d8,"Maryland Pumpkin Seeds are piled high inside a clear glass bowl. The seeds are mostly cream-colored or light tan, and they appear to be seasoned with reddish-brown spices. The seeds fill the bowl, creating a dense mound. Some are visible near the bottom of the bowl, closer to the viewer, while others are stacked higher up, towards the top edge of the bowl. The seeds are overlapping and positioned at various angles.","piled, cream-colored, seeds, glass, reddish-brown, at various angles","How are the Maryland Pumpkin Seeds arranged in the bowl?, What color are most of the seeds in the bowl?, What are the small edible parts inside the bowl?, What is the bowl made of?, What color are the spices on the seeds?, How are the seeds positioned in the bowl?"
89b80333bc1298a,"The image features Drunken Pumpkin Seeds, scattered throughout the frame. The seeds are generally oval-shaped and display a range of tan and light brown colors. Some seeds have a more golden hue, while others appear paler. A light sprinkling of white salt crystals is visible on the surface of the seeds, enhancing their visual texture. The seeds are arranged in a seemingly random pattern, with some overlapping each other, creating a dense and textured composition that fills the entire view.","scattered, oval-shaped, seeds, brown, on the surface, sprinkling","How are the pumpkin seeds arranged in the image?, What is the shape of the pumpkin seeds?, What are the small, hard parts visible on the pumpkin seeds?, What color are most of the pumpkin seeds?, Where are the white salt crystals located?, What is the action of the white salt crystals on the seeds?"
e71c9302f7e411a,"The roasted pumpkin seeds are located inside a dark brown bowl. Their color is a mix of light tan and brownish-gold, with some showing darker shades in the center. They are densely packed, filling the bowl to the brim and creating a textured surface with overlapping seeds. Some seeds appear lighter in color, possibly due to variations in roasting.","roasted, brown, pumpkin seeds, tan, inside a dark brown bowl, overlapping","What is the cooking method used for the pumpkin seeds?, What color are the roasted pumpkin seeds?, What type of seeds are shown in the bowl?, What color are some of the seeds inside the bowl?, Where are the roasted pumpkin seeds located?, How are the seeds arranged in the bowl?"
08e6e1e702ac5dd,"The image shows crispy, crunchy pumpkin seeds scattered across the frame. The seeds are primarily located in the foreground and extend towards the background, diminishing in focus. Their color ranges from light tan to golden brown, with some showing darker brown spots or seasonings. The distribution is fairly dense, with seeds overlapping and clustered in groups across the surface. The seeds are mainly concentrated in the center of the image.","crispy, scattered, seeds, brown, in the foreground, pumpkin","What texture do the pumpkin seeds have?, How are the pumpkin seeds arranged?, What is the main ingredient in the image?, What color are the pumpkin seeds?, Where are the pumpkin seeds primarily located?, What type of seeds are shown in the image?"
04518a14f182cf2,"The cinnamon sugar pumpkin seeds are located on a baking sheet covered with parchment paper. The seeds are light brown to tan in color and are coated with a visible layer of cinnamon and sugar, which has a slightly darker brown hue. The seeds are scattered across the parchment paper, with some being clustered together and others being more spread out. A wooden spoon is present on the right side of the baking sheet and is partially filled with the cinnamon sugar pumpkin seeds.","located, cinnamon, seeds, brown, on a baking sheet, wooden","Where are the cinnamon sugar pumpkin seeds located?, What spice is used to coat the pumpkin seeds?, What are the pumpkin seeds coated with?, What color are the pumpkin seeds?, Where are the pumpkin seeds placed?, What material is the spoon made of?"
b02f4cf21c17620,"The spiced pumpkin seeds are light tan in color with some areas appearing more golden brown due to the spices. They are piled high in a red bowl, filling the majority of the bowl's interior space. The bowl is positioned in the center of the image, with some of the seeds appearing closer to the viewer and others receding towards the back of the bowl.","spiced, pumpkin seeds, red, filling, tan, in a bowl","What are the pumpkin seeds seasoned with?, What type of seeds are shown in the image?, What color is the bowl?, What is the majority of the bowl's interior space filled with?, What color are the spiced pumpkin seeds?, Where are the spiced pumpkin seeds placed?"
ea86b8337adee6c,"The image contains a large quantity of sweet pumpkin seeds. They are located within a clear, shallow container. The pumpkin seeds are mostly light to medium brown, with a coating of what appears to be white sugar crystals. They are distributed throughout the container and cover the entire visible area.","sweet, brown, pumpkin seeds, located within, cover, sugar","What is the taste of the pumpkin seeds?, What color are the pumpkin seeds?, What type of seeds are shown in the image?, Where are the pumpkin seeds located?, What covers the pumpkin seeds?, What is the white coating on the pumpkin seeds?"
71ac4582757fecf,"The Buffalo and Ranch Pumpkin Seeds are located in a white bowl, which is placed at the center of the image. The seeds have a reddish-brown color with darker speckles and appear to be coated in a seasoning mix. They are densely packed within the bowl, filling it almost to the brim. The bowl sits atop an orange, leaf-shaped plate with visible veins.","located, white, seeds, reddish-brown, in a bowl, orange","Where are the Buffalo and Ranch Pumpkin Seeds located?, What color is the bowl?, What are the reddish-brown items in the bowl?, What color are the seeds?, Where are the seeds placed?, What color is the plate?"
2a4b2fd6049c8cf,"The roasted butternut squash seeds are located in the center of the image, piled inside a bowl. The seeds are mostly light beige or tan in color, with some having a slightly golden hue. They are speckled with darker brown or black spots, likely from roasting or seasoning. The seeds are clustered together, forming a dense mound within the bowl.","roasted, beige, seeds, located in, roasting, bowl","What is the state of the butternut squash seeds?, What color are the roasted butternut squash seeds?, What are the roasted butternut squash seeds?, Where are the roasted butternut squash seeds located?, What process gave the seeds their darker spots?, What is the roasted butternut squash seeds placed in?"
a75d5267a4bd0bc,"The caramelized spicy pumpkin seeds are mostly tan with some darker brown spots and some lighter, almost white, areas. They are piled high in a light gray bowl. The bowl is in the upper left portion of the image, slightly off-center. Some scattered seeds are on the table, outside of the bowl.","caramelized, tan, pumpkin seeds, piled, light gray, on the table","What color are the pumpkin seeds mostly?, What color are the pumpkin seeds mostly?, What type of seeds are shown in the image?, How are the pumpkin seeds arranged in the bowl?, What color is the bowl?, Where are some of the pumpkin seeds located?"
4bf8b9ad27b35d4,"The image features smoked sunflower seeds. These seeds have a dark brown to black shell with lighter stripes, and some have exposed white kernels. They are found in two main locations: First, a yellow ceramic bowl at the top center is filled to overflowing with them. Second, a white, flower-shaped dish on a wooden cutting board is divided into multiple sections, each containing a portion of the seeds. Some seeds are also scattered loosely on the blue and white checkered cloth near the yellow bowl.","smoked, brown, sunflower seeds, overflowing, yellow, on the wooden cutting board","What is the preparation method of the sunflower seeds?, What color is the ceramic bowl?, What type of seeds are shown in the image?, How full is the yellow ceramic bowl with seeds?, What color is the ceramic bowl?, What is the material of the cutting board?"
e68504091261d9a,"The air fryer pumpkin seeds are primarily tan and brown in color, indicating they have been roasted or toasted. They are arranged densely within a light blue bowl, occupying the majority of the bowl's interior.  A segment of an orange pumpkin is visible to the left of the bowl.","roasted, tan, seeds, blue, of the bowl, orange","What color are the pumpkin seeds after being cooked?, What is the dominant color of the pumpkin seeds?, What are the small edible parts inside the pumpkin called?, What color is the bowl holding the pumpkin seeds?, Where are the pumpkin seeds located?, What color is the pumpkin segment next to the bowl?"
