Image,Question,Answer,Predict,EM,Precision,Recall,F1
76a2efddff0ea38,What color are the cherries dispersed throughout the mixture,purple,black,0.0,0.0,0.0,0.0
76a2efddff0ea38,Where are the cherries dispersed in the mixture,throughout the bowl,throughout the mixture,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
7651b58f5f3b4b0,What color is the exposed portion of the first cherry,red,orange,0.0,0.0,0.0,0.0
7651b58f5f3b4b0,What type of fruit is dipped in chocolate,cherries,cherry,0.0,0.0,0.0,0.0
7651b58f5f3b4b0,What color is the chocolate coating on the cherries,brown,dark brown,0.0,0.5,1.0,0.6666666666666666
7651b58f5f3b4b0,Where is the first cherry located,on the left,lower-left corner,0.0,0.0,0.0,0.0
1e3f3ddd8e96695,What color are the diced carrots in the stew,orange,orange,1.0,1.0,1.0,1.0
1e3f3ddd8e96695,What is the color of the ground chicken in the stew,browned,orange,0.0,0.0,0.0,0.0
1e3f3ddd8e96695,What type of meat is used in the stew,chicken,ground chicken,0.0,0.5,1.0,0.6666666666666666
1e3f3ddd8e96695,Where is the stew located in the image,on top of the plate,on top of rice,0.0,0.75,0.6,0.6666666666666665
1e3f3ddd8e96695,What herb is placed on top of the stew,parsley,parsley,1.0,1.0,1.0,1.0
f0bc5f6eb400aaf,What color is the chicken on top,golden,golden brown,0.0,0.5,1.0,0.6666666666666666
f0bc5f6eb400aaf,What color is the chicken on the sides,brown,golden brown,0.0,0.5,1.0,0.6666666666666666
f0bc5f6eb400aaf,What color is the sauce surrounding the chicken,reddish-brown sauce,reddish-brown,0.0,1.0,0.5,0.6666666666666666
f0bc5f6eb400aaf,Where is the reddish-brown sauce located,on and around the chicken,bottom of the pan,0.0,0.25,0.2,0.22222222222222224
061f9094142c1e3,What color is the scramble,yellow,light yellow,0.0,0.5,1.0,0.6666666666666666
061f9094142c1e3,What color are the diced tomatoes in the scramble,red,red,1.0,1.0,1.0,1.0
061f9094142c1e3,Where are the white shards of cheese located,sprinkled on top,on the scrambled eggs,0.0,0.25,0.3333333333333333,0.28571428571428575
061f9094142c1e3,What utensil is placed on the plate,fork,a fork,0.0,0.5,1.0,0.6666666666666666
061f9094142c1e3,What texture do the tortilla chips have,crispy,rough and uneven,0.0,0.0,0.0,0.0
7bae9e3e598aff1,What is the size of the pot,large,6-8 quarts,0.0,0.0,0.0,0.0
7bae9e3e598aff1,What is the main ingredient in the dish,chili,ground beef,0.0,0.0,0.0,0.0
7bae9e3e598aff1,What color is the broth,red,reddish-brown,0.0,0.0,0.0,0.0
7bae9e3e598aff1,Where is the chili located,in a pot,in a large pot,0.0,0.75,1.0,0.8571428571428571
7bae9e3e598aff1,What type of meat is in the chili,sausage,ground beef,0.0,0.0,0.0,0.0
65c82ce184feb05,What color is the chimichurri,green,green,1.0,1.0,1.0,1.0
65c82ce184feb05,What is the chimichurri contained in,bowl,bowl,1.0,1.0,1.0,1.0
65c82ce184feb05,Where is the chimichurri located,in the bowl,argentina and uruguay,0.0,0.0,0.0,0.0
65c82ce184feb05,What color is the bowl,green,pink,0.0,0.0,0.0,0.0
65c82ce184feb05,Where is the spoon in relation to the bowl,dip in,inside the bowl,0.0,0.0,0.0,0.0
47be8f81c88ee14,How are the chips arranged in the image,scattered,loose pile,0.0,0.0,0.0,0.0
47be8f81c88ee14,What type of food is shown in the image,chips,fried vegetable,0.0,0.0,0.0,0.0
47be8f81c88ee14,What color are some of the chips,green,dark green and yellow,0.0,0.25,1.0,0.4
47be8f81c88ee14,What color do some of the chips display,golden-yellow,yellow,0.0,0.0,0.0,0.0
47be8f81c88ee14,Where are most of the chips located in the frame,towards the central region,left side,0.0,0.0,0.0,0.0
05c9906b7d13f12,What pattern is seen on the chocolates,swirled,marbled pattern,0.0,0.0,0.0,0.0
05c9906b7d13f12,What is the predominant color of the chocolates,tan,brown and white,0.0,0.0,0.0,0.0
05c9906b7d13f12,How many pieces of chocolate are shown in the image,many,approximately 30 pieces,0.0,0.0,0.0,0.0
05c9906b7d13f12,What shape are the chocolates cut into,rectangular,squares,0.0,0.0,0.0,0.0
05c9906b7d13f12,What material are the chocolates wrapped in,in clear plastic,clear plastic,0.0,1.0,0.6666666666666666,0.8
0f45ead135cb68e,What type of dish is the dessert served in,dessert,glass baking dish,0.0,0.0,0.0,0.0
0f45ead135cb68e,What is the appearance of the glass dish,clear,rectangular with rounded corners,0.0,0.0,0.0,0.0
0f45ead135cb68e,What type of fruit is on top of the dessert,raspberries,dried cranberries,0.0,0.0,0.0,0.0
0f45ead135cb68e,How are the white chocolate chips arranged around the dish,scattered,random pattern around dish,0.0,0.0,0.0,0.0
0f45ead135cb68e,Where are the white chocolate chips placed,on a metallic surface,right side,0.0,0.0,0.0,0.0
19152d394d56652,What color is the chocolate filling,chocolate,brown,0.0,0.0,0.0,0.0
19152d394d56652,What color are the pastry layers,brown,golden brown,0.0,0.5,1.0,0.6666666666666666
19152d394d56652,What color is the powdered sugar,golden-brown,white,0.0,0.0,0.0,0.0
19152d394d56652,Where are the chocolate clouds positioned,on top of,center of the pastry,0.0,0.25,0.3333333333333333,0.28571428571428575
701a877404f09ee,What is the texture of the topping on the cake,creamy,creamy and crumbly,0.0,0.3333333333333333,1.0,0.5
701a877404f09ee,What is the base layer of the food item,cake,chocolate cake,0.0,0.5,1.0,0.6666666666666666
701a877404f09ee,What color is the base cake,brown,brown,1.0,1.0,1.0,1.0
701a877404f09ee,Where are the chocolate cookie crumbles located,on top,on top of cake,0.0,0.5,1.0,0.6666666666666666
701a877404f09ee,What is the main flavor of the crumbles on top,chocolate,chocolate,1.0,1.0,1.0,1.0
a01489b3eac8ec8,What is the sauce doing to the ice cream,drizzled,melting and mixing,0.0,0.0,0.0,0.0
a01489b3eac8ec8,What is the color of the chocolate sauce,brown,brown,1.0,1.0,1.0,1.0
a01489b3eac8ec8,What is the main dessert in the bowl,ice cream,ice cream,1.0,1.0,1.0,1.0
a01489b3eac8ec8,What color is the ice cream,white,white,1.0,1.0,1.0,1.0
a01489b3eac8ec8,Where has some of the chocolate sauce pooled,at the bottom,bottom of the bowl,0.0,0.5,0.6666666666666666,0.5714285714285715
85057719a8f7290,What color is the vegetable chowder,yellow,creamy yellow,0.0,0.5,1.0,0.6666666666666666
85057719a8f7290,What is the vegetable chowder served in,bowl,ceramic bowl,0.0,0.5,1.0,0.6666666666666666
85057719a8f7290,How are the diced carrots and herbs distributed in the chowder,dispersed,distributed throughout,0.0,0.0,0.0,0.0
85057719a8f7290,What vegetable is diced and visible in the chowder,carrots,carrot,0.0,0.0,0.0,0.0
85057719a8f7290,Where is the sprig of parsley located,on the surface,center of the bowl,0.0,0.25,0.3333333333333333,0.28571428571428575
7e6905e6903434a,What is the main vegetable ingredient in the chowder,corn,corn,1.0,1.0,1.0,1.0
7e6905e6903434a,What color are the bacon pieces,brown,red,0.0,0.0,0.0,0.0
7e6905e6903434a,What color are the corn kernels in the chowder,yellow,yellow,1.0,1.0,1.0,1.0
7e6905e6903434a,Where are the thinly sliced scallions distributed,across the surface,creamy corn chowder,0.0,0.0,0.0,0.0
4f1f20526bc57a3,What color is the cranberry chutney,red,deep red,0.0,0.5,1.0,0.6666666666666666
4f1f20526bc57a3,What is the chutney served in,bowl,white bowl,0.0,0.5,1.0,0.6666666666666666
4f1f20526bc57a3,Where is the cranberry chutney located,center of the bowl,white bowl,0.0,0.5,0.25,0.3333333333333333
4f1f20526bc57a3,How much of the bowl does the chutney fill,fills,about two thirds,0.0,0.0,0.0,0.0
4f1f20526bc57a3,What is the consistency of the chutney besides whole cranberries,pulpy,thick and syrupy,0.0,0.0,0.0,0.0
44b56d634060bf5,What is the container for the chutney,jar,mason jar,0.0,0.5,1.0,0.6666666666666666
44b56d634060bf5,What color is the chutney,brownish-yellow,brownish-green,0.0,0.0,0.0,0.0
44b56d634060bf5,What is the jar filled with,with the chutney,rhubarb chutney,0.0,0.5,0.3333333333333333,0.4
44b56d634060bf5,What is on the jar,label,rhubarb chutney,0.0,0.0,0.0,0.0
ec2780b0cdb57b7,What color are the apple slices concentrated at the top and right,red,red,1.0,1.0,1.0,1.0
ec2780b0cdb57b7,What fruit is visible in the image,apple,apples,0.0,0.0,0.0,0.0
ec2780b0cdb57b7,What are the apple slices submerged in,slices,water,0.0,0.0,0.0,0.0
ec2780b0cdb57b7,What color are the apple slices at the bottom and left,green,yellow-green,0.0,0.0,0.0,0.0
ec2780b0cdb57b7,Where are the green apple slices located,in a clear liquid,bottom left,0.0,0.0,0.0,0.0
e283a9a4aac5d7e,What color is the bowl,white,white,1.0,1.0,1.0,1.0
e283a9a4aac5d7e,What is the cinnamon rice served in,bowl,white bowl,0.0,0.5,1.0,0.6666666666666666
e283a9a4aac5d7e,What color are some of the rice grains,brown,brown,1.0,1.0,1.0,1.0
e283a9a4aac5d7e,Where is the rice primarily located in the image,in the center,center of the image,0.0,0.5,0.6666666666666666,0.5714285714285715
7ff22df8804e302,What color is the chowder,off-white,white,0.0,0.0,0.0,0.0
7ff22df8804e302,What type of soup is in the bread bowl,chowder,clam chowder,0.0,0.5,1.0,0.6666666666666666
7ff22df8804e302,Where does the dish sit,sits on,on a white plate,0.0,0.25,0.5,0.3333333333333333
7ff22df8804e302,What is the bread bowl like,circle,round crusty loaf,0.0,0.0,0.0,0.0
7ff22df8804e302,What is on top of the chowder,herbs,sprig of celery,0.0,0.0,0.0,0.0
cea8aeba6870289,What color is the bowl,white,white,1.0,1.0,1.0,1.0
cea8aeba6870289,What type of seafood is in the bowl,clams,cockles,0.0,0.0,0.0,0.0
cea8aeba6870289,What color are the bands on the clam shells,brown,brown,1.0,1.0,1.0,1.0
cea8aeba6870289,Where are the clams placed,in a bowl,in a white bowl,0.0,0.75,1.0,0.8571428571428571
cea8aeba6870289,What color are the herbs scattered amongst the clams,green,green,1.0,1.0,1.0,1.0
530fe55b9b9c31b,What color is the pumpkin cobbler's top and base,golden-brown,golden brown,0.0,0.0,0.0,0.0
530fe55b9b9c31b,What is the main ingredient in the cobbler,pumpkin,pumpkin,1.0,1.0,1.0,1.0
530fe55b9b9c31b,What color is the plate,white,white,1.0,1.0,1.0,1.0
530fe55b9b9c31b,Where is the pumpkin cobbler slice placed,on the plate,on a white plate,0.0,0.5,0.6666666666666666,0.5714285714285715
530fe55b9b9c31b,What is the texture of the cobbler's top and base,crumbly,crumbly and smooth,0.0,0.3333333333333333,1.0,0.5
68bd96227109ec0,What is the color of the top crust of the cobbler,golden-brown,golden yellow,0.0,0.0,0.0,0.0
68bd96227109ec0,What type of dessert is shown in the image,cobbler,custard or cobbler,0.0,0.3333333333333333,1.0,0.5
68bd96227109ec0,What color are the lighter patches on the cobbler's surface,yellow,light golden yellow,0.0,0.3333333333333333,1.0,0.5
68bd96227109ec0,What creates the textured appearance of the cobbler's top crust,with variations,caramelizes and browns,0.0,0.0,0.0,0.0
68bd96227109ec0,What process is indicated by the golden-brown hue and crispy edges of the cobbler,baking,baked,0.0,0.0,0.0,0.0
440eb56040e7a70,Is the vegetable juice cocktail homemade,homemade,yes,0.0,0.0,0.0,0.0
440eb56040e7a70,What are the containers used for the vegetable juice cocktail,jars,mason jars,0.0,0.5,1.0,0.6666666666666666
440eb56040e7a70,Are the jars in the foreground overlapping,yes,no,0.0,0.0,0.0,0.0
440eb56040e7a70,What type of juice is in the jars,vegetable,orange juice,0.0,0.0,0.0,0.0
440eb56040e7a70,Are the jars centered in the frame,yes,yes,1.0,1.0,1.0,1.0
d55b3849c761b7e,What type of drink is in the glass,Cocktail,cosmopolitan cocktail,0.0,0.5,1.0,0.6666666666666666
d55b3849c761b7e,What do the cranberries do in the liquid,float,add color and flavor,0.0,0.0,0.0,0.0
d55b3849c761b7e,What is the clarity of the glass,clear,clear,1.0,1.0,1.0,1.0
d55b3849c761b7e,What type of glass is the cocktail served in,glass,martini glass,0.0,0.5,1.0,0.6666666666666666
d55b3849c761b7e,How are the cranberries arranged in the drink,in a slight curve,triangular pattern,0.0,0.0,0.0,0.0
eb0547ba26a8d76,What is the color of the glass,clear,clear,1.0,1.0,1.0,1.0
eb0547ba26a8d76,What type of glass is the cocktail served in,glass,margarita glass,0.0,0.5,1.0,0.6666666666666666
eb0547ba26a8d76,What color is the salt on the rim of the glass,white,white,1.0,1.0,1.0,1.0
eb0547ba26a8d76,What is the slight tint of the cocktail,yellow,yellowish color,0.0,0.0,0.0,0.0
eb0547ba26a8d76,Where is the lemon slice placed,on top of,on top of ice,0.0,0.75,1.0,0.8571428571428571
87ccb1358aa1510,What color is the liquid in the lower portion of the jar,turquoise-blue,blue,0.0,0.0,0.0,0.0
87ccb1358aa1510,What type of container is the cocktail served in,jar,mason jar,0.0,0.5,1.0,0.6666666666666666
87ccb1358aa1510,What color is the layer above the turquoise-blue liquid,red,white,0.0,0.0,0.0,0.0
87ccb1358aa1510,Where are the red candies and shark decoration placed,on the rim,on top of drink,0.0,0.25,0.3333333333333333,0.28571428571428575
87ccb1358aa1510,What type of decoration is on the rim of the jar,shark,shark decoration,0.0,0.5,1.0,0.6666666666666666
e58c798c8bc3f13,What is the orange peel used for in the image,garnished,garnish for the drinks,0.0,0.0,0.0,0.0
e58c798c8bc3f13,What color are the cocktails in the image,orange,yellow,0.0,0.0,0.0,0.0
e58c798c8bc3f13,What color is the orange peel in the image,yellow-orange,vibrant orange,0.0,0.0,0.0,0.0
e58c798c8bc3f13,What is the name of the cocktail in the image,Monkey Gland,sidecar,0.0,0.0,0.0,0.0
e58c798c8bc3f13,Where is the orange peel located in the image,on the surface,on top of each,0.0,0.25,0.3333333333333333,0.28571428571428575
14658cd22c153da,Is the hot cocoa sitting on a plate,yes,yes,1.0,1.0,1.0,1.0
14658cd22c153da,Is cocoa one of the main ingredients in the drink,cocoa,cannot determine,0.0,0.0,0.0,0.0
14658cd22c153da,Is the plate under the mug blue,no,yes,0.0,0.0,0.0,0.0
14658cd22c153da,Is the color of the cocoa light brown,yes,yes,1.0,1.0,1.0,1.0
14658cd22c153da,Is the cinnamon stick positioned on the upper left side of the mug,on the upper left,yes,0.0,0.0,0.0,0.0
f8421d48b298f2d,What is the flavor of the Panforte,spiced,sweet and spicy,0.0,0.0,0.0,0.0
f8421d48b298f2d,What color is the base of the slices,chocolate-brown,dark brown,0.0,0.0,0.0,0.0
f8421d48b298f2d,How many slices of Panforte are shown,two,two slices,0.0,0.5,1.0,0.6666666666666666
f8421d48b298f2d,Where is the top slice located in relation to the bottom slice,on top of,above the bottom slice,0.0,0.0,0.0,0.0
815579469c0316a,What color is the cod,golden-brown,golden brown,0.0,0.0,0.0,0.0
815579469c0316a,What type of fish is on the plate,cod,salmon,0.0,0.0,0.0,0.0
815579469c0316a,What is the cod doing on the rice,resting,being served,0.0,0.0,0.0,0.0
815579469c0316a,Where is the cod located in relation to the rice,on top of,on top,0.0,1.0,0.6666666666666666,0.8
76e207eb30185cc,What material is the drink contained in,glass,glass,1.0,1.0,1.0,1.0
76e207eb30185cc,What is the color of the lime wedge,green,green,1.0,1.0,1.0,1.0
76e207eb30185cc,What color is the lime wedge,green,green,1.0,1.0,1.0,1.0
76e207eb30185cc,Where is the lime wedge placed,on the rim,rim of the glass,0.0,0.5,0.6666666666666666,0.5714285714285715
76e207eb30185cc,How would you describe the color of the mocktail,vibrant red,vibrant red hue,0.0,0.6666666666666666,1.0,0.8
a76ca4ec5d52403,What is the color of the coffee in the mug,light,light brown,0.0,0.5,1.0,0.6666666666666666
a76ca4ec5d52403,What is the red and white object in the image,mug,a mug,0.0,0.5,1.0,0.6666666666666666
a76ca4ec5d52403,What color is the mug in the image,red,red,1.0,1.0,1.0,1.0
a76ca4ec5d52403,Where are the coffee beans scattered,across a light brown surface,on a wooden surface,0.0,0.5,0.4,0.4444444444444445
a76ca4ec5d52403,What is scattered across the light brown surface,coffe beans,coffee beans,0.0,0.5,0.5,0.5
ee42b0500aad9db,What is the color of the glass mug,clear,clear,1.0,1.0,1.0,1.0
ee42b0500aad9db,What type of drink is shown in the image,coffee,coffee beverage,0.0,0.5,1.0,0.6666666666666666
ee42b0500aad9db,What color is the coffee foam,brown,light brown,0.0,0.5,1.0,0.6666666666666666
ee42b0500aad9db,What is placed in the mug for drinking,straw,iced coffee,0.0,0.0,0.0,0.0
f98b1e40f10ea12,What is the color of the whipped cream,white,white,1.0,1.0,1.0,1.0
f98b1e40f10ea12,What beverage is in the glass,coffee,coffee or hot chocolate,0.0,0.25,1.0,0.4
f98b1e40f10ea12,What is the glass made of,glass,clear glass,0.0,0.5,1.0,0.6666666666666666
f98b1e40f10ea12,What is on top of the coffee,whipped cream,whipped cream,1.0,1.0,1.0,1.0
f98b1e40f10ea12,Where is the sugar coating,on the rim,around rim of glass,0.0,0.25,0.3333333333333333,0.28571428571428575
c5e136f52b70509,Where is the Colcannon located in the image,at the center,lower half,0.0,0.0,0.0,0.0
c5e136f52b70509,What is positioned on top of the Colcannon,sausages,sausage,0.0,0.0,0.0,0.0
c5e136f52b70509,What color are the sausages,brown with a slight char,reddish-pink,0.0,0.0,0.0,0.0
c5e136f52b70509,What color is the Colcannon,white,white with flecks green,0.0,0.25,1.0,0.4
c5e136f52b70509,What is the Colcannon doing in the bowl,filling,being served,0.0,0.0,0.0,0.0
52c7342c98cf6c2,What color is the bowl,white,white,1.0,1.0,1.0,1.0
52c7342c98cf6c2,What is the St. Patrick's Colcannon served in,bowl,white bowl,0.0,0.5,1.0,0.6666666666666666
52c7342c98cf6c2,What color are the chopped scallions or green onions,green,light green,0.0,0.5,1.0,0.6666666666666666
52c7342c98cf6c2,What color are the chunks of ham,pink,light pink,0.0,0.5,1.0,0.6666666666666666
52c7342c98cf6c2,What is the mixture of colors in the colcannon,multicolored,purple pink green white,0.0,0.0,0.0,0.0
f0cef0090813252,What is the texture of the coleslaw,creamy,crunchy,0.0,0.0,0.0,0.0
f0cef0090813252,What is the name of the food item in the bowl,coleslaw,coleslaw,1.0,1.0,1.0,1.0
f0cef0090813252,What color are the carrot shreds in the coleslaw,orange,orange,1.0,1.0,1.0,1.0
f0cef0090813252,Where is the silver spoon located in the bowl,in the left,upper-left corner,0.0,0.0,0.0,0.0
f0cef0090813252,What ingredient adds hints of purple to the coleslaw,onion,red onion,0.0,0.5,1.0,0.6666666666666666
8d9999b45e9ce13,What color are the zucchini strands,green,green,1.0,1.0,1.0,1.0
8d9999b45e9ce13,What type of utensil is the coleslaw in,bowl,glass bowl,0.0,0.5,1.0,0.6666666666666666
8d9999b45e9ce13,What color are the carrot strands,orange,orange,1.0,1.0,1.0,1.0
8d9999b45e9ce13,What is the texture of the sauce,creamy,smooth and creamy,0.0,0.3333333333333333,1.0,0.5
8d9999b45e9ce13,Where is the coleslaw placed,in a glass bowl,in a glass bowl,1.0,1.0,1.0,1.0
06c11acfce21e0f,What color is the blackberry compote,red-purple,deep rich purple,0.0,0.0,0.0,0.0
06c11acfce21e0f,Where is the blackberry compote contained,in the bowl,small white ceramic bowl,0.0,0.25,0.3333333333333333,0.28571428571428575
06c11acfce21e0f,What is the bowl placed on,wooden board,wooden cutting board,0.0,0.6666666666666666,1.0,0.8
06c11acfce21e0f,What is the wooden board used for,Cutting and serving,cutting blackberries,0.0,0.5,0.3333333333333333,0.4
06c11acfce21e0f,Where is the bowl located in the frame,to the right of,center of the frame,0.0,0.5,0.5,0.5
72c8bdc4ed44bc3,Is the peanut butter melted,yes,yes,1.0,1.0,1.0,1.0
72c8bdc4ed44bc3,What is the main food item in the image,cookie,meat pie,0.0,0.0,0.0,0.0
72c8bdc4ed44bc3,What color is the cookie,brown,brown,1.0,1.0,1.0,1.0
72c8bdc4ed44bc3,Where is the skillet placed,on the pan,on a gas stove,0.0,0.25,0.3333333333333333,0.28571428571428575
9607fe377ae1740,What color is the jar,clear,clear,1.0,1.0,1.0,1.0
9607fe377ae1740,What is the container for the cookie mix,jar,glass jar,0.0,0.5,1.0,0.6666666666666666
9607fe377ae1740,What color are the chocolate chips,brown,black,0.0,0.0,0.0,0.0
9607fe377ae1740,What is tied around the jar's lid,with red ribbon,red and white ribbon,0.0,0.5,0.6666666666666666,0.5714285714285715
47a6475103a994d,How would you describe the color of the cooler,bright,yellow,0.0,0.0,0.0,0.0
47a6475103a994d,Where is the cooler placed,on the colorful surface,on a tablecloth,0.0,0.3333333333333333,0.25,0.28571428571428575
47a6475103a994d,What does the cooler fill,orange juice,fruit smoothie or juice,0.0,0.25,0.5,0.3333333333333333
47a6475103a994d,Where is the straw inserted,into the cooler,in the cup,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
56070b0625b083c,What color is the majority of the corn,yellow,yellow,1.0,1.0,1.0,1.0
56070b0625b083c,Is the corn yellow,yes,yes it is,0.0,0.3333333333333333,1.0,0.5
56070b0625b083c,Where is the corn located on the plate,across the majority of,left side,0.0,0.0,0.0,0.0
56070b0625b083c,What is the corn topped with,melted and browned cheese,cheese and jalapeño peppers,0.0,0.5,0.5,0.5
56070b0625b083c,What color is the larger piece on top of the corn,brownish-orange,light brown,0.0,0.0,0.0,0.0
dc8b523f5e54193,What is the color of the caramel corn,light,golden brown,0.0,0.0,0.0,0.0
dc8b523f5e54193,What shade is the caramel corn,golden-brown,light golden brown,0.0,0.0,0.0,0.0
dc8b523f5e54193,What are the bowls made of,glass,ceramic,0.0,0.0,0.0,0.0
dc8b523f5e54193,Where is the second bowl located,on the top-left,upper-left corner,0.0,0.0,0.0,0.0
5cc4c378f4527c4,What color are the corn kernels in the salad,yellow,yellow,1.0,1.0,1.0,1.0
5cc4c378f4527c4,What is the main ingredient in the salad,corn,corn,1.0,1.0,1.0,1.0
5cc4c378f4527c4,How are the ingredients in the salad prepared,mixed,chopped into small pieces,0.0,0.0,0.0,0.0
5cc4c378f4527c4,What color are the diced bell peppers in the salad,red,red,1.0,1.0,1.0,1.0
7a46895d46f89e7,What color are the black beans,brown,dark brown,0.0,0.5,1.0,0.6666666666666666
7a46895d46f89e7,What type of food are used in the dish,beans,bean and corn,0.0,0.0,0.0,0.0
7a46895d46f89e7,What color are the pieces of bell pepper,red,red,1.0,1.0,1.0,1.0
7a46895d46f89e7,Where is the wooden spoon located,on the right,middle of the bowl,0.0,0.25,0.3333333333333333,0.28571428571428575
1e791e94ce68a17,What color is the bowl,white,white,1.0,1.0,1.0,1.0
1e791e94ce68a17,How are the corn kernels arranged in the bowl,scattered,scattered pattern,0.0,0.5,1.0,0.6666666666666666
1e791e94ce68a17,What color are the corn kernels,yellow,yellow,1.0,1.0,1.0,1.0
1e791e94ce68a17,Where are the red tomato slices,in a bowl,middle of the bowl,0.0,0.25,0.3333333333333333,0.28571428571428575
1e791e94ce68a17,Where are the purple onion pieces mostly located,in a bowl,lower left portion,0.0,0.0,0.0,0.0
a9321bba4920843,What color is the cornbread,golden-yellow,golden yellow,0.0,0.0,0.0,0.0
a9321bba4920843,What type of bread is shown in the image,cornbread,cornbread,1.0,1.0,1.0,1.0
a9321bba4920843,What color is the cast iron pan,black,black,1.0,1.0,1.0,1.0
a9321bba4920843,How does the texture of the cornbread appear,coarse,moist and tender,0.0,0.0,0.0,0.0
cc61c4260366898,What color is the cornbread,golden,yellow,0.0,0.0,0.0,0.0
cc61c4260366898,What type of bread is shown in the image,cornbread,cheese biscuit,0.0,0.0,0.0,0.0
cc61c4260366898,What color is the plate used for serving the cornbread,white,white,1.0,1.0,1.0,1.0
cc61c4260366898,Where is the parsley placed in relation to the cornbread stack,on a plate,on both sides,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
a264b1ee256e419,What are the green specks in the cornbread embedded with,cornbread,jalapeno peppers,0.0,0.0,0.0,0.0
a264b1ee256e419,What type of bread is shown in the image,cornbread,cornbread,1.0,1.0,1.0,1.0
a264b1ee256e419,What color are the scattered pieces of broccoli,green,green,1.0,1.0,1.0,1.0
a264b1ee256e419,Where is the smaller piece of cornbread positioned in the image,on the top-left,upper left corner,0.0,0.0,0.0,0.0
01c000a5e0c2720,What type of cheese is in the bowl,cottage cheese,cottage cheese,1.0,1.0,1.0,1.0
01c000a5e0c2720,What color is the bowl,white,white,1.0,1.0,1.0,1.0
01c000a5e0c2720,What color are the bananas,yellow,yellow,1.0,1.0,1.0,1.0
01c000a5e0c2720,Where are the bananas placed in relation to the cottage cheese,around the cottage cheese,on top,0.0,0.0,0.0,0.0
6ff9ae19b3eed61,What is the main protein in the dish,chicken,chicken,1.0,1.0,1.0,1.0
6ff9ae19b3eed61,Where is the chicken located in the image,on the pan,center of the image,0.0,0.25,0.3333333333333333,0.28571428571428575
6ff9ae19b3eed61,What vegetable is mixed with the cottage cheese,spinach,spinach,1.0,1.0,1.0,1.0
6ff9ae19b3eed61,What color is the cottage cheese,white,white,1.0,1.0,1.0,1.0
6ff9ae19b3eed61,Where is the chicken located in relation to the spinach and cottage cheese mixture,in the foreground,middle of the mixture,0.0,0.25,0.3333333333333333,0.28571428571428575
d980f97dbe2a1e9,What color is the couscous,yellow,white,0.0,0.0,0.0,0.0
d980f97dbe2a1e9,What type of grain is in the bowl,couscous,couscous,1.0,1.0,1.0,1.0
d980f97dbe2a1e9,What color is the bowl,white,white,1.0,1.0,1.0,1.0
d980f97dbe2a1e9,What color are the herbs in the couscous,green,green,1.0,1.0,1.0,1.0
d980f97dbe2a1e9,Where are the lemon wedges placed,on top of,on top of couscous,0.0,0.75,1.0,0.8571428571428571
191f4793a5b5caa,What color is the Israeli Couscous,tan,light orange,0.0,0.0,0.0,0.0
191f4793a5b5caa,What is the couscous filling in the image,filling,risotto-style dish,0.0,0.0,0.0,0.0
191f4793a5b5caa,What type of grain is shown in the image,couscous,risotto,0.0,0.0,0.0,0.0
191f4793a5b5caa,What color is the bowl containing the couscous,white,white,1.0,1.0,1.0,1.0
191f4793a5b5caa,What texture does the sauce coating the couscous appear to have,creamy,thick and creamy,0.0,0.3333333333333333,1.0,0.5
df3bd933b12e81f,What is the color of the couscous in the dish,tan,light yellow,0.0,0.0,0.0,0.0
df3bd933b12e81f,What is the main grain used in the dish,couscous,couscous,1.0,1.0,1.0,1.0
df3bd933b12e81f,What color are the chunks of tomatoes mixed within the couscous,red,red,1.0,1.0,1.0,1.0
df3bd933b12e81f,What color are the smaller flecks mixed within the couscous,green,red and green,0.0,0.3333333333333333,1.0,0.5
df3bd933b12e81f,Where is the Jazzed Up Couscous dish located within the image,within the pot,center of the image,0.0,0.25,0.3333333333333333,0.28571428571428575
c8be669cf4a7994,What is the couscous served in,bowl,white bowl,0.0,0.5,1.0,0.6666666666666666
c8be669cf4a7994,What color is the couscous,white,white,1.0,1.0,1.0,1.0
c8be669cf4a7994,What color are the almonds or nuts,beige,white,0.0,0.0,0.0,0.0
c8be669cf4a7994,What shape is the couscous forming,small and round,round pearls,0.0,0.5,0.3333333333333333,0.4
c8be669cf4a7994,Where is the couscous served,in a white bowl,white bowl,0.0,1.0,0.5,0.6666666666666666
22a6a503038da42,"What is the color of the cauliflower ""couscous""",yellowish-orange,orange-yellow,0.0,0.0,0.0,0.0
22a6a503038da42,"What color are the sprigs scattered across the top of the ""couscous""",green,green,1.0,1.0,1.0,1.0
22a6a503038da42,Where are the sprigs of green cilantro scattered,across the top,throughout the scrambled eggs,0.0,0.25,0.3333333333333333,0.28571428571428575
22a6a503038da42,"What is resting partially within the ""couscous""",spoon,wooden spoon,0.0,0.5,1.0,0.6666666666666666
4dc12e07d49694b,What type of food is prominently featured in the image,crab cakes,fritter,0.0,0.0,0.0,0.0
4dc12e07d49694b,What color are the edges of the crab cakes,golden,golden brown,0.0,0.5,1.0,0.6666666666666666
4dc12e07d49694b,What color are the green flecks scattered throughout the crab cakes,green,green,1.0,1.0,1.0,1.0
b1cc9100561c3f3,What color are the crab pieces,reddish-orange,orange or pinkish-orange,0.0,0.0,0.0,0.0
