Image,Question,Answer,Predict,gpt_score
815579469c0316a,What type of fish is on the plate,cod,salmon,0.2
815579469c0316a,What is the cod doing on the rice,resting,resting on rice,0.7
815579469c0316a,Where is the cod located in relation to the rice,on top of,on top of rice,0.9
76e207eb30185cc,What material is the drink contained in,glass,glass,1.0
76e207eb30185cc,What is the color of the lime wedge,green,green and yellow,0.7
76e207eb30185cc,What color is the lime wedge,green,green and yellow,0.7
76e207eb30185cc,Where is the lime wedge placed,on the rim,on the rim of glass,0.9
76e207eb30185cc,How would you describe the color of the mocktail,vibrant red,red,0.9
a76ca4ec5d52403,What is the color of the coffee in the mug,light,brown,0.1
a76ca4ec5d52403,What is the red and white object in the image,mug,coffee mug,1.0
a76ca4ec5d52403,What color is the mug in the image,red,red,1.0
a76ca4ec5d52403,Where are the coffee beans scattered,across a light brown surface,surrounding the mug,0.2
a76ca4ec5d52403,What is scattered across the light brown surface,coffe beans,coffee beans,1.0
ee42b0500aad9db,What is the color of the glass mug,clear,clear glass,0.7
ee42b0500aad9db,What type of drink is shown in the image,coffee,milk coffee in a glass,0.6
ee42b0500aad9db,What color is the coffee foam,brown,white,0.0
ee42b0500aad9db,What is placed in the mug for drinking,straw,iced coffee,0.1
f98b1e40f10ea12,What is the color of the whipped cream,white,white,1.0
f98b1e40f10ea12,What beverage is in the glass,coffee,hot chocolate,0.2
f98b1e40f10ea12,What is the glass made of,glass,glass,1.0
f98b1e40f10ea12,What is on top of the coffee,whipped cream,whipped cream,1.0
f98b1e40f10ea12,Where is the sugar coating,on the rim,on the whipped cream,0.2
c5e136f52b70509,Where is the Colcannon located in the image,at the center,in the bowl,0.2
c5e136f52b70509,What is positioned on top of the Colcannon,sausages,sausages,1.0
c5e136f52b70509,What color are the sausages,brown with a slight char,brown and red,0.4
c5e136f52b70509,What color is the Colcannon,white,white and green,0.7
c5e136f52b70509,What is the Colcannon doing in the bowl,filling,being mashed with a fork,0.3
52c7342c98cf6c2,What color is the bowl,white,the bowl is white,0.9
52c7342c98cf6c2,What is the St. Patrick's Colcannon served in,bowl,a white bowl,0.9
52c7342c98cf6c2,What color are the chopped scallions or green onions,green,green,1.0
52c7342c98cf6c2,What color are the chunks of ham,pink,pink,1.0
52c7342c98cf6c2,What is the mixture of colors in the colcannon,multicolored,yellow white green,0.4
f0cef0090813252,What is the texture of the coleslaw,creamy,shredded and creamy,0.7
f0cef0090813252,What is the name of the food item in the bowl,coleslaw,potato salad,0.3
f0cef0090813252,What color are the carrot shreds in the coleslaw,orange,orange,1.0
f0cef0090813252,Where is the silver spoon located in the bowl,in the left,top left of the bowl,0.5
f0cef0090813252,What ingredient adds hints of purple to the coleslaw,onion,purple cabbage,0.3
8d9999b45e9ce13,What color are the zucchini strands,green,green and dark green,0.7
8d9999b45e9ce13,What type of utensil is the coleslaw in,bowl,glass bowl,0.9
8d9999b45e9ce13,What color are the carrot strands,orange,orange,1.0
8d9999b45e9ce13,What is the texture of the sauce,creamy,custard-like and smooth,0.7
8d9999b45e9ce13,Where is the coleslaw placed,in a glass bowl,in a bowl on the table,0.7
06c11acfce21e0f,What color is the blackberry compote,red-purple,red and black,0.3
06c11acfce21e0f,Where is the blackberry compote contained,in the bowl,in a white bowl,0.8
06c11acfce21e0f,What is the bowl placed on,wooden board,wooden cutting board,0.9
06c11acfce21e0f,What is the wooden board used for,cutting and serving,serving blackberries and jam,0.3
06c11acfce21e0f,Where is the bowl located in the frame,to the right of,bottom right corner,0.5
72c8bdc4ed44bc3,Is the peanut butter melted,yes,yes the peanut butter is melted,0.3
72c8bdc4ed44bc3,What is the main food item in the image,cookie,brownies,0.2
72c8bdc4ed44bc3,What color is the cookie,brown,brown,1.0
72c8bdc4ed44bc3,Where is the skillet placed,on the pan,on a gas stove,0.4
9607fe377ae1740,What color is the jar,clear,clear glass jar,0.7
9607fe377ae1740,What is the container for the cookie mix,jar,glass jar with ribbon,0.7
9607fe377ae1740,What color are the chocolate chips,brown,black,0.1
9607fe377ae1740,What is tied around the jar's lid,with red ribbon,red and white ribbon,0.6
47a6475103a994d,How would you describe the color of the cooler,bright,clear plastic cooler,0.2
47a6475103a994d,Where is the cooler placed,on the colorful surface,on a table,0.3
47a6475103a994d,What does the cooler fill,orange juice,pineapple juice,0.3
47a6475103a994d,Where is the straw inserted,into the cooler,top of cup,0.1
56070b0625b083c,What color is the majority of the corn,yellow,yellow,1.0
56070b0625b083c,Is the corn yellow,yes,yes,1.0
56070b0625b083c,Where is the corn located on the plate,across the majority of,on the bottom of plate,0.1
56070b0625b083c,What is the corn topped with,melted and browned cheese,cheese and sour cream,0.3
56070b0625b083c,What color is the larger piece on top of the corn,brownish-orange,brown,0.7
dc8b523f5e54193,What is the color of the caramel corn,light,brown and yellow,0.2
dc8b523f5e54193,What shade is the caramel corn,golden-brown,light brown caramel corn,0.6
dc8b523f5e54193,What are the bowls made of,glass,ceramic or porcelain,0.2
dc8b523f5e54193,Where is the second bowl located,on the top-left,top left of image,0.9
5cc4c378f4527c4,What color are the corn kernels in the salad,yellow,yellow,1.0
5cc4c378f4527c4,What is the main ingredient in the salad,corn,corn,1.0
5cc4c378f4527c4,How are the ingredients in the salad prepared,mixed,chopped and mixed together,0.7
5cc4c378f4527c4,What color are the diced bell peppers in the salad,red,red and yellow,0.7
7a46895d46f89e7,What color are the black beans,brown,black,0.1
7a46895d46f89e7,What type of food are used in the dish,beans,corn beans and tomatoes,0.5
7a46895d46f89e7,What color are the pieces of bell pepper,red,red and green,0.5
7a46895d46f89e7,Where is the wooden spoon located,on the right,in the bowl of food,0.2
1e791e94ce68a17,What color is the bowl,white,the bowl is white,0.9
1e791e94ce68a17,How are the corn kernels arranged in the bowl,scattered,randomly in the bowl,0.3
1e791e94ce68a17,What color are the corn kernels,yellow,yellow,1.0
1e791e94ce68a17,Where are the red tomato slices,in a bowl,in the salad bowl,0.9
1e791e94ce68a17,Where are the purple onion pieces mostly located,in a bowl,bottom of bowl,0.6
a9321bba4920843,What color is the cornbread,golden-yellow,light brown,0.4
a9321bba4920843,What type of bread is shown in the image,cornbread,cornbread,1.0
a9321bba4920843,What color is the cast iron pan,black,black,1.0
a9321bba4920843,How does the texture of the cornbread appear,coarse,golden and slightly cracked,0.2
cc61c4260366898,What color is the cornbread,golden,yellow,0.6
cc61c4260366898,What type of bread is shown in the image,cornbread,cornbread,1.0
cc61c4260366898,What color is the plate used for serving the cornbread,white,white,1.0
cc61c4260366898,Where is the parsley placed in relation to the cornbread stack,on a plate,on the right side,0.2
a264b1ee256e419,What are the green specks in the cornbread embedded with,cornbread,chives or scallions,0.2
a264b1ee256e419,What type of bread is shown in the image,cornbread,cornbread,1.0
a264b1ee256e419,What color are the scattered pieces of broccoli,green,green,1.0
a264b1ee256e419,Where is the smaller piece of cornbread positioned in the image,on the top-left,upper left corner,0.9
01c000a5e0c2720,What type of cheese is in the bowl,cottage cheese,cream cheese,0.6
01c000a5e0c2720,What color is the bowl,white,white,1.0
01c000a5e0c2720,What color are the bananas,yellow,yellow,1.0
01c000a5e0c2720,Where are the bananas placed in relation to the cottage cheese,around the cottage cheese,bananas are on top,0.1
6ff9ae19b3eed61,What is the main protein in the dish,chicken,chicken,1.0
6ff9ae19b3eed61,Where is the chicken located in the image,on the pan,in a pan on the table,0.6
6ff9ae19b3eed61,What vegetable is mixed with the cottage cheese,spinach,spinach,1.0
6ff9ae19b3eed61,What color is the cottage cheese,white,white,1.0
6ff9ae19b3eed61,Where is the chicken located in relation to the spinach and cottage cheese mixture,in the foreground,on top of it,0.3
d980f97dbe2a1e9,What color is the couscous,yellow,the couscous is yellow,0.7
d980f97dbe2a1e9,What type of grain is in the bowl,couscous,millet,0.2
d980f97dbe2a1e9,What color is the bowl,white,the bowl is white,0.9
d980f97dbe2a1e9,What color are the herbs in the couscous,green,green,1.0
d980f97dbe2a1e9,Where are the lemon wedges placed,on top of,on top of the bowl,1.0
191f4793a5b5caa,What color is the Israeli Couscous,tan,light brown,0.7
191f4793a5b5caa,What is the couscous filling in the image,filling,rice or pasta,0.3
191f4793a5b5caa,What type of grain is shown in the image,couscous,rice,0.3
191f4793a5b5caa,What color is the bowl containing the couscous,white,white bowl,0.7
191f4793a5b5caa,What texture does the sauce coating the couscous appear to have,creamy,thick and creamy texture,0.9
df3bd933b12e81f,What is the color of the couscous in the dish,tan,yellowish-brown,0.7
df3bd933b12e81f,What is the main grain used in the dish,couscous,rice,0.3
df3bd933b12e81f,What color are the chunks of tomatoes mixed within the couscous,red,red,1.0
df3bd933b12e81f,What color are the smaller flecks mixed within the couscous,green,green and red,0.7
df3bd933b12e81f,Where is the Jazzed Up Couscous dish located within the image,within the pot,(10 75) (294 68),0.0
c8be669cf4a7994,What is the couscous served in,bowl,a white bowl,0.9
c8be669cf4a7994,What color is the couscous,white,the couscous is beige,0.2
c8be669cf4a7994,What color are the almonds or nuts,beige,light brown,0.7
c8be669cf4a7994,What shape is the couscous forming,small and round,circles,0.7
c8be669cf4a7994,Where is the couscous served,in a white bowl,in a bowl,0.9
22a6a503038da42,"What is the color of the cauliflower ""couscous""",yellowish-orange,yellow,0.7
22a6a503038da42,"What color are the sprigs scattered across the top of the ""couscous""",green,green,1.0
22a6a503038da42,Where are the sprigs of green cilantro scattered,across the top,on top of the rice,0.3
22a6a503038da42,"What is resting partially within the ""couscous""",spoon,wooden spoon,0.8
4dc12e07d49694b,What type of food is prominently featured in the image,crab cakes,crepes,0.1
4dc12e07d49694b,What color are the edges of the crab cakes,golden,brown and yellow,0.3
4dc12e07d49694b,What color are the green flecks scattered throughout the crab cakes,green,green,1.0
b1cc9100561c3f3,What color are the crab pieces,reddish-orange,red and white,0.3
b1cc9100561c3f3,What seafood is present in the dish,crab,crab,1.0
b1cc9100561c3f3,How are the crab pieces arranged in the dish,clustered,two in middle one on side,0.2
b1cc9100561c3f3,What type of meat is distributed around the crab,sausages,sausage,0.9
bddadd64cc7bae0,What color is the cranberry filling in the pie,red,red,1.0
bddadd64cc7bae0,What type of dessert is shown in the image,pie,pie,1.0
bddadd64cc7bae0,What color is the crumb topping on the pie,tan,brown,0.3
bddadd64cc7bae0,What color is the pie crust,golden,golden brown,0.8
bddadd64cc7bae0,In which direction is the pie slightly positioned,towards the left,top right corner,0.1
fbf680ba3d3b096,What type of sauce is on the chicken,cranberry,barbecue sauce,0.1
fbf680ba3d3b096,What type of meat is shown in the image,chicken,chicken drumsticks,0.7
fbf680ba3d3b096,What color is the plate,light blue,blue and white,0.4
fbf680ba3d3b096,What color is the chicken,golden brown,golden brown,1.0
fbf680ba3d3b096,Where are the chicken pieces placed,on a plate,on a blue plate,0.9
4581574ec92aee2,What does the pomegranate cranberry sauce/relish do to the bowl,fills,stains it red,0.2
4581574ec92aee2,What is the pomegranate cranberry sauce/relish served in,bowl,glass bowl,0.9
4581574ec92aee2,What is the consistency of the pomegranate cranberry sauce/relish,thick,thick and chunky,0.9
4581574ec92aee2,What color are the walnuts in the bowl,light brown and red,brown and red,0.9
4581574ec92aee2,Where are the walnuts located in the image,in the center,on top of the jam,0.1
9a3edf97d4725d1,What type of seafood is visible in the bisque,crawfish,shrimp,0.5
9a3edf97d4725d1,What color are the chopped chives in the bisque,green,green,1.0
9a3edf97d4725d1,Where is the Louisiana Crawfish Bisque served,within a white bowl,in a bowl,0.7
4f5150c34518129,What color is the rice described as,beige,the rice is brown,0.1
4f5150c34518129,How is the rice arranged on the plate,piled,centered in the middle,0.1
4f5150c34518129,What type of seafood is mixed within the rice,crawfish,shrimp,0.5
4f5150c34518129,What color are the crawfish tails,red,red and white,0.7
4f5150c34518129,Where are the crawfish tails placed in relation to the rice,on top of,on top of rice,0.9
d7976d426b5fc7b,What is the texture of the Honey Walnut Cream Cheese,light,thick and creamy,0.1
d7976d426b5fc7b,What type of nuts are mixed into the cream cheese,walnuts,walnuts,1.0
d7976d426b5fc7b,What color is the Honey Walnut Cream Cheese,beige,white,0.2
d7976d426b5fc7b,Where is the walnut half located in relation to the cream cheese,on top,on the left,0.2
d7976d426b5fc7b,What is the container used to hold the Honey Walnut Cream Cheese,bowl,glass bowl,0.9
70f1689e82535a7,What is the texture of the chantilly cream,soft,fluffy whipped cream,0.6
70f1689e82535a7,What is the main component of the dessert,cream,whipped cream,0.9
70f1689e82535a7,What color is the chantilly cream,off-white,white,0.7
70f1689e82535a7,What does the cream do to the glass dessert dish,fills,makes it overflow,0.3
70f1689e82535a7,Where are the dollops of cream located,on top,on top of the strawberries,0.7
feb8da6d4727a62,What color is the plate,white,white,1.0
feb8da6d4727a62,What fruit is mixed within the creamy filling of the crepes,blueberries,blueberries,1.0
feb8da6d4727a62,What color is the base of the crepes,brown,brown,1.0
feb8da6d4727a62,What is inside the rolled crepes,blueberries,cream and berries,0.5
feb8da6d4727a62,Where are the blueberries scattered,on the plate,on the plate and bowl,0.7
83d9469b7d2e536,What color is the crepe,golden brown,brown and tan,0.7
83d9469b7d2e536,What is located in the center of the image,crepe,a pancake,0.6
83d9469b7d2e536,How would you describe the edges of the crepe,darker,crispy and golden brown,0.2
83d9469b7d2e536,Where is the crepe located in the image,in the center,(10 52) (379 86),0.1
97317ea0a16f6ba,What color is the cloth the rolls are arranged on,purple,purple,1.0
97317ea0a16f6ba,What is the shape of the food items in the image,rolls,cylindrical,0.3
97317ea0a16f6ba,What color are the Nutella crescent rolls,golden brown ,brown and tan,0.7
97317ea0a16f6ba,What is visible in the cut roll,flaky dough,cinnamon and raisin,0.2
97317ea0a16f6ba,Where is one of the whole rolls located in relation to the cut roll,on the lower right,above the cut roll,0.2
5dc5bfed7295e6e,What color are the crisps,golden-yellow,yellow,0.7
5dc5bfed7295e6e,How are the crisps arranged on the plate,overlap,in a pile,0.3
5dc5bfed7295e6e,What type of food is described as golden-yellow and lacy,cheese,cheese crisps,0.9
5dc5bfed7295e6e,What texture do the crisps have,lacy,crunchy flaky and airy,0.2
5dc5bfed7295e6e,Where are the crisps located on the plate,on the upper-left,center of the plate,0.2
7207161ee7fdd3a,What color are the sesame seeds on the crisps,white,white,1.0
7207161ee7fdd3a,What color are the edges of some crisps,brown,brown,1.0
7207161ee7fdd3a,Where are the Sesame Lemon Crisps placed,on a white plate,on a white plate,1.0
7207161ee7fdd3a,Which crisp appears bigger compared to the others,the crisp in the front,top right crisp,0.5
f7e98ee1e808dcc,What color is the plate,green,light green,0.9
f7e98ee1e808dcc,What shape are the croissant ice cream cones,cones,crescent-shaped,0.2
f7e98ee1e808dcc,What color are the croissant ice cream cones,golden-brown,golden brown,1.0
f7e98ee1e808dcc,How is one of the cones positioned on the plate,lies,pointed side up,0.1
1747472deb3ca10,What color is the front center croquette,brown,brown,1.0
1747472deb3ca10,What type of food is shown in the image,croquettes,meatballs,0.2
1747472deb3ca10,What color is the back croquette,dark,brown,0.2
1747472deb3ca10,Where are the croquettes placed,on a plate,on a plate,1.0
1747472deb3ca10,How are the croquettes positioned on the plate,arranged,in a circle,0.5
873396a9d5e4f00,How would you describe the croquettes,yummylicious,small round and brown,0.2
873396a9d5e4f00,What type of food is shown in the image,croquettes,muffins,0.1
873396a9d5e4f00,What color are the croquettes,golden,golden brown,0.8
873396a9d5e4f00,Where are the croquettes placed,on a silver metal rack,on a foil-lined tray,0.5
873396a9d5e4f00,What color are the darker croquettes,brown,brown,1.0
72ee70465299f12,What color is the plate,beige,white,0.2
72ee70465299f12,What type of food is shown in the image,croquettes,hamburger patties,0.1
72ee70465299f12,What color is the crust of the croquettes,golden brown,golden brown,1.0
72ee70465299f12,Where are the croquettes resting,resting on the plate,on top of lettuce,0.2
72ee70465299f12,Is the bottom croquette fully visible,yes,no,0.0
f72b411f57d390c,What type of dessert is shown in the image,pie,pie with ice cream,0.9
f72b411f57d390c,What color are the mint leaves,green,green,1.0
f72b411f57d390c,What color is the ice cream next to the pie,off-white,white,0.7
f72b411f57d390c,Where is the slice of berry crumble pie placed,on a white plate,on a white plate,1.0
8dcec925b92152d,What color are the raspberries in the bowl,red,red,1.0
8dcec925b92152d,What is the dessert served in,bowl,bowl,1.0
8dcec925b92152d,What color are the peaches in the bowl,orange,orange,1.0
8dcec925b92152d,How are the peaches and raspberries arranged in the bowl,mixed,peaches and raspberries on left,0.2
8dcec925b92152d,Where is the crumble topping located in relation to the fruit,on top of,on top of the fruit,1.0
59b9dea4ab611ae,What color is the berry filling,red,red,1.0
59b9dea4ab611ae,What is the dessert served in,bowl,white bowl,0.9
59b9dea4ab611ae,Is the berry filling covered by the crumble topping,yes,yes it is covered,0.5
59b9dea4ab611ae,What color is the crumble topping,golden-brown,brown,0.7
59b9dea4ab611ae,Where is the berry filling located,at the bottom,under the oat topping,0.2
92211a75310aaef,What type of dessert is shown in the image,pie,blueberry crumble pie,0.7
92211a75310aaef,What color are the raspberries in the pie filling,red,purple,0.2
92211a75310aaef,Where is the pie filling located in relation to the crumble topping,beneath,underneath the crumble topping,0.6
8f3db33916b0bc0,What is the color of the crunches in the top center of the image,brown,brown,1.0
39bcc4756e74344,What color is the bowl containing the Berry Nut and Seed Crunch,green,green,1.0
39bcc4756e74344,How are the berries distributed in the bowl,scattered,scattered throughout,0.7
39bcc4756e74344,What color are the nuts in the Berry Nut and Seed Crunch,brown,brown and green,0.7
39bcc4756e74344,What type of fruit is scattered throughout the bowl,berries,cranberries,0.7
39bcc4756e74344,Where is the mixture of Berry Nut and Seed Crunch placed,atop,in a bowl,0.2
286cb0fa3aefa9b,What color is the pie crust,golden-brown,golden brown,1.0
286cb0fa3aefa9b,What type of food is shown in the image,pie,apple pie,0.7
286cb0fa3aefa9b,What pattern is formed by the pie crust across the top,lattice,lattice pattern,0.9
286cb0fa3aefa9b,Where is the lattice pattern placed on the pie,across the entire top,top of pie,0.3
286cb0fa3aefa9b,What decorative elements are placed in the lower-center of the pie,leaves,leaves in pastry dough,0.3
71b37d19149e978,What color is the pie crust,yellow,the pie crust is white,0.1
71b37d19149e978,What type of food is shown in the image,pie,uncooked pie crust,0.6
71b37d19149e978,What part of the pie is in the dish,crust,the bottom crust,0.7
71b37d19149e978,How is the edge of the pie crust described,crimped,ruffled and fluted edge,0.6
71b37d19149e978,Where is the pie crust located in the image,in the center,center of image,0.7
79863139fcf71cc,What color is the pie crust,golden,golden brown,0.8
79863139fcf71cc,What type of food is shown in the image,pie,pie,1.0
79863139fcf71cc,What color is the filling of the pie,red,red,1.0
79863139fcf71cc,What color are the lattice strips on the pie,tan,yellowish tan,0.9
54b457d0076dc63,What is the melted cheese doing on the side of the crust,dripping,running down the side,0.4
54b457d0076dc63,What color is the premium pizza crust,tan,golden brown,0.6
54b457d0076dc63,What word describes the quality of the pizza crust,premium,golden brown and crispy,0.2
54b457d0076dc63,What is the melted ingredient on the pizza,cheese,cheese,1.0
54b457d0076dc63,Where is the crust positioned in the image,in the lower portion,bottom of the image,0.7
36e9730c7ccff02,What color are the Persian cucumbers on the inside,green,light green,0.9
36e9730c7ccff02,What type of vegetable is mixed with the yogurt in the image,cucumbers,cucumber,1.0
36e9730c7ccff02,What color is the yogurt in the image,white,white,1.0
36e9730c7ccff02,What is the texture of the yogurt in the image,creamy,thick and creamy,0.9
36e9730c7ccff02,Where are the cucumber pieces distributed in the image,throughout the image,middle left and right,0.2
1750d80b96e62ce,What color is the plate used for the salad,white,white,1.0
1750d80b96e62ce,What type of dish is being described in the image,salad,caprese salad,0.7
1750d80b96e62ce,What color are the tomato slices in the salad,red,red,1.0
1750d80b96e62ce,Where is the salad placed,on a plate,on a wooden table,0.3
1750d80b96e62ce,What color are the basil leaves in the salad,green,green,1.0
0f170af0c72067e,What color are the cucumber slices,green,green,1.0
0f170af0c72067e,What type of dish is shown in the image,salad,cucumber salad,0.7
0f170af0c72067e,Are the seeds in the cucumber slices visible,visible,yes seeds visible,0.3
0f170af0c72067e,What color are the onion slices,white,white,1.0
0f170af0c72067e,Where are the salad components placed,inside a transparent bowl,in a glass bowl,0.9
b268dae475851c9,What color are the cucumbers,green,green,1.0
b268dae475851c9,What vegetable is being described,cucumbers,cucumber,1.0
b268dae475851c9,How are the cucumbers cut,sliced,sliced in half,0.9
b268dae475851c9,Where are the small brown specks located,on their surfaces,on the cucumbers,0.3
cd9183721a494fa,How would you describe the cucumbers in the bowl,fresh,sliced cucumbers in a bowl,0.2
cd9183721a494fa,What type of vegetable is shown in the image,cucumbers,cucumber,1.0
cd9183721a494fa,What color is the outer skin of the cucumber slices,green,dark green,0.9
cd9183721a494fa,How are the cucumber slices arranged in the bowl,overlapping,randomly scattered,0.2
cfcc90df3d3057d,What color is the margarita liquid,yellow,light yellow,0.9
cfcc90df3d3057d,What type of drink is shown,margaritas,margarita,1.0
cfcc90df3d3057d,What color is the placemat,white,white,1.0
cfcc90df3d3057d,What vegetable is used as a garnish,cucumber,cucumber,1.0
cfcc90df3d3057d,Where are the cucumber slices placed,on the rim,on the rims of glasses,0.6
3aa798519a72bac,What color is the whole cucumber,green,green,1.0
3aa798519a72bac,What vegetable is lying on the left side of the image,cucumber,cucumber,1.0
3aa798519a72bac,What type of surface are all the items placed on,wooden,wooden cutting board,0.9
ac0f7b09bbfb88a,What type of vegetable is used in the dish,cucumbers,cucumber,1.0
ac0f7b09bbfb88a,What do the cucumbers do in the bowl,fill,pickled in the bowl,0.2
ac0f7b09bbfb88a,What color are the sesame seeds,white,white,1.0
ac0f7b09bbfb88a,Where are the cucumbers placed,in a shallow bowl,in a bowl,0.7
bd4d9d9c7ff359f,What color is the surface the walnut cups are placed on,white,white,1.0
bd4d9d9c7ff359f,What color is the crust of the walnut cups,golden-brown,light brown,0.7
bd4d9d9c7ff359f,Where are the walnut cups placed,on a white surface,on a plate,0.7
a2269fe475bbdeb,What color is the plate in the foreground,pink,pink,1.0
a2269fe475bbdeb,What color is the base of the cupcake,reddish-brown,brown,0.7
a2269fe475bbdeb,What type of dessert is shown in the image,cupcake,cupcakes,1.0
a2269fe475bbdeb,Where is the single cupcake placed,on the plate,on a pink plate,0.7
a72579744b544da,What color is the mango-lime curd,yellow,yellow and green,0.7
a72579744b544da,What is the name of the food in the glass dessert dish,curd,mango sorbet,0.1
a72579744b544da,What type of dish is the mango-lime curd in,glass,glass bowl,0.9
a72579744b544da,Where is the spoon in relation to the curd,submerged inside,in the bowl,0.2
a72579744b544da,What is the texture of the mango-lime curd,smooth,smooth and creamy,0.9
21d55487638b1d9,What is the main dish in the image,curry,chicken curry,0.9
21d55487638b1d9,What color is the bowl,white,the bowl is white,0.9
21d55487638b1d9,What color is the curry in certain areas,golden-brown,orange,0.4
21d55487638b1d9,Where are the green onions located,on top of,on top of the stew,0.9
b0ca546137615ee,What is the buttercream doing to the cake,covering,making roses,0.2
b0ca546137615ee,What is the dessert in the image,cake,pink frosted cake,0.9
b0ca546137615ee,What do the piped patterns resemble,roses,pink roses,0.9
b0ca546137615ee,How are the piped patterns arranged,swirling,in a circular pattern,0.7
b0ca546137615ee,Where are the roses covering the cake,over the entire surface,all over the cake,0.3
3bde60851fad917,What color is the frozen custard,yellow,yellow,1.0
3bde60851fad917,What type of dessert is shown in the image,custard,vanilla ice cream,0.3
3bde60851fad917,Where is the spoon inserted,into the custard,in the ice cream,0.2
938c91ef3f2cc96,What color is the baked pumpkin custard,orange-brown,brown,0.7
938c91ef3f2cc96,What type of dessert is in the bowl,custard,pumpkin pie,0.2
938c91ef3f2cc96,What does the custard do to the bowl,fills,it fills the bowl,0.7
938c91ef3f2cc96,What color is the whipped cream,white,white,1.0
938c91ef3f2cc96,Where is the bowl placed,on the plate,on a plate,0.9
d72be19d8c5e314,What color are the chicken breast cutlets,pale,light brown,0.3
d72be19d8c5e314,What type of meat is being served,chicken,chicken,1.0
d72be19d8c5e314,What color are the capers,brown,green and black,0.1
d72be19d8c5e314,Where are the sun-dried tomatoes placed,on top,on top of the chicken,0.7
d72be19d8c5e314,What color is the plate,red,red,1.0
f9b928117774fd5,What is the color of the Daiquiri,white,white,1.0
cc2e00dd885336d,What is the dal doing to the Chakolya pieces,immersing,dal is soaking chakolya pieces,0.3
cc2e00dd885336d,What color are the spices in the dish,dark,black and red,0.3
cc2e00dd885336d,What are the small dark items scattered throughout the dish,spices,black pepper seeds,0.6
cc2e00dd885336d,Where are the Chakolya pieces scattered,across the bowl,chakolya pieces are scattered on top,0.2
7c96df80891e3e6,What fruit is used in the danish filling,raspberry,strawberry,0.5
7c96df80891e3e6,What color is the crust of the pastry,golden-brown,golden brown,1.0
7c96df80891e3e6,Where is the raspberry danish placed,plate,on a white plate,0.7
7c96df80891e3e6,What color is the raspberry filling,red,red,1.0
7c96df80891e3e6,Where are the pieces of raspberry danish located,on a plate,on a plate,1.0
f6fd1014d1b13e4,What type of dessert is shown in the image,turkish delight,tufah tatlisi,0.9
f6fd1014d1b13e4,What is covering many of the Turkish Delight pieces,coated,powdered sugar,0.2
f6fd1014d1b13e4,What color is the powder coating the Turkish Delight pieces,white,the powder is white,0.7
f6fd1014d1b13e4,How are the Turkish Delight pieces arranged in the frame,scattered,top to bottom right to left,0.2
f6fd1014d1b13e4,Where are the Turkish Delight pieces placed in the image,across the frame,center of image,0.2
00c972776282f93,What type of food is the image showing,dessert,dessert,1.0
00c972776282f93,What is the fork doing to the dessert,taking,poking a hole in it,0.2
00c972776282f93,What color is the plate under the dessert,white,white,1.0
00c972776282f93,Where are the strawberries positioned in the dessert,on top,on top of dessert,0.7
00c972776282f93,What is the texture of the red sauce on the strawberries,glossy,syrupy and smooth,0.6
e493d73bc9d382e,What cooking method was used to prepare the dip,baking,baked in oven,0.7
e493d73bc9d382e,What is the predominant color of the dip,yellow,yellow,1.0
e493d73bc9d382e,What is the texture of the cheese in the dip,melted,bubbly and browned,0.3
e493d73bc9d382e,What type of dish is the dip served in,in a clear glass,glass baking dish,0.4
543a807478f983f,What is the black bean dip doing in the bowl,filling,sitting in the bowl,0.2
543a807478f983f,What type of dip is shown in the image,bean,chocolate dip,0.1
543a807478f983f,What color is the black bean dip,brown-black,brown,0.7
543a807478f983f,Where is the bowl of black bean dip located in the image,in the center-left,center of image,0.6
adfb72af7a0bd14,What color is the base layer of the Chunky Pizza Dip,white,white,1.0
adfb72af7a0bd14,What type of dish is the Chunky Pizza Dip,pizza,pizza dip,0.9
adfb72af7a0bd14,What color are the pepperoni slices on the Chunky Pizza Dip,red,red,1.0
adfb72af7a0bd14,Where are the toppings scattered on the Chunky Pizza Dip,across the surface,on top of dip,0.2
adfb72af7a0bd14,What color are the chives used as garnish on the Chunky Pizza Dip,green,green,1.0
e4ae0db95c78dcd,What color is the top corn dog,golden-brown,yellow and brown,0.7
e4ae0db95c78dcd,What type of food is shown in the image,corn dogs,sausages on a stick,0.7
e4ae0db95c78dcd,What color is the sausage inside the second corn dog,reddish-brown,yellow and brown,0.3
e4ae0db95c78dcd,Where are the corn dogs placed,on a white plate,on a white plate,1.0
b22014db168d51d,What is the main flavor of the donuts,chocolate,chocolate,1.0
b22014db168d51d,What type of pastry is shown in the image,donuts,chocolate donuts,0.9
b22014db168d51d,What color is the glaze on the donuts,brown,brown,1.0
b22014db168d51d,Where is the partially visible donut located in the image,in the bottom left,upper right corner,0.1
411cfea46839757,What color is the plate,white,white,1.0
411cfea46839757,What type of food is shown in the image,pierogi,ravioli with cheese and bacon,0.6
411cfea46839757,What color are the pierogi dough pieces,beige,light brown,0.7
411cfea46839757,Where are the pierogi dough pieces placed,on plate,on a plate,1.0
411cfea46839757,Are the pierogi dough pieces fried,fried,no the pierogi dough pieces are not fried,0.2
69e1e4ce9be4696,What color is the doughnut at the bottom of the stack,brown,brown,1.0
69e1e4ce9be4696,What type of food is shown in the image,doughnuts,doughnuts,1.0
69e1e4ce9be4696,What color is the doughnut to the upper-left of the bottom doughnut,yellow,light brown,0.2
