Image,Question,Answer,Predict,gpt_score
f123e18d594e493,What is the beef submerged in,in broth,gravy,0.4
2334aa188b34959,What color is the interior of the candy,yellow,yellow,1.0
2334aa188b34959,What is the exterior coating of the candy made of,chocolate,chocolate,1.0
2334aa188b34959,What type of food is shown in the image,candy,chocolate covered cake,0.3
2334aa188b34959,What color is the exterior of the candy,brown,dark brown,0.9
2334aa188b34959,Where is the orange ribbon located in relation to the candy,right of orange ribbon,behind the candy,0.2
0d091be8b650e7b,What color are the candies,brown,brown,1.0
0d091be8b650e7b,What is the main ingredient of the candies,sugar,caramel,0.6
0d091be8b650e7b,What color is the plate,white,white,1.0
0d091be8b650e7b,Where is the pink flower positioned,to the left,on the plate,0.2
996b61b45564b37,What color is the meat,brownish-red,brown,0.7
996b61b45564b37,What type of food is in the center of the image,meat,roast beef,0.9
996b61b45564b37,What color are the charred edges of the meat,dark brown,black,0.2
996b61b45564b37,How would you describe the edges of the meat,charred,crispy and brown,0.6
996b61b45564b37,What is not present in the image,vegetables,lemon wedges,0.3
b24a6f2ed6a3e36,What is the texture of the candy,hard,crispy and sugary,0.2
b24a6f2ed6a3e36,What type of food is shown in the image,candy,sugar-coated candied fruit,0.7
b24a6f2ed6a3e36,What is the dominant color of the candy,orange,orange,1.0
b24a6f2ed6a3e36,What is the relationship between the candy and the white powder,coated,sugar coating,0.7
b24a6f2ed6a3e36,Where are the pieces of candy located in the image,throughout,on a white surface,0.2
b4d3f2a98200f70,What color is the plate,green,green,1.0
b4d3f2a98200f70,What type of food is shown in the image,candy,jelly,0.3
b4d3f2a98200f70,What color is the candy,reddish-brown,red,0.7
b4d3f2a98200f70,Where is the pile of candy located on the plate,center,in the center,0.9
b4d3f2a98200f70,Where is the candy placed,on the plate,on a plate,0.9
95b9f7b9949ffcd,What color is the prickly pear candy,red,red,1.0
95b9f7b9949ffcd,How was the candy applied to the parchment paper,poured,drizzled,0.6
95b9f7b9949ffcd,What type of food is shown in the image,candy,bloody meat,0.1
95b9f7b9949ffcd,What is the appearance of the candy in terms of light transmission,translucent,opaque,0.1
95b9f7b9949ffcd,Where is the candy located on the parchment paper,on a piece,on the parchment paper,0.7
163f1ab33bea657,What color is the filling of the pie,yellow,yellow,1.0
163f1ab33bea657,Where is the Cantaloupe Pie located in the image,center of the image,on a table,0.3
163f1ab33bea657,How does the meringue topping appear,fluffy and toasted,golden brown and crispy,0.7
163f1ab33bea657,What is the topping on the pie called,meringue,meringue,1.0
163f1ab33bea657,What color is the crust of the pie,silver,golden brown,0.2
f2527f9cf419a07,What color is the pasta,light-green,yellow,0.2
f2527f9cf419a07,What type of dish is shown in the image,pasta,pasta,1.0
f2527f9cf419a07,What color is the pepper sprinkled on the pasta,black,black,1.0
f2527f9cf419a07,What is the pasta coated in,in a creamy sauce,cheese sauce,0.7
f2527f9cf419a07,What color is the fork,silver,black,0.0
359af529a2897e9,What color is the exterior of the meat,brown,brown,1.0
359af529a2897e9,What type of food is being cooked,meat,beef stew,0.6
359af529a2897e9,What is happening to the liquid around the meat,bubbling,boiling,0.7
359af529a2897e9,What color is the liquid surrounding the meat,yellow-brown,brown,0.7
eab27a4e2f33b77,What color are the carrots,orange,orange,1.0
eab27a4e2f33b77,What vegetable is in the bowl,carrots,baby carrots,0.9
eab27a4e2f33b77,What color is the bowl,white,white,1.0
35190d2da66fdbc,What color are the carrots,orange,orange,1.0
35190d2da66fdbc,What vegetable is the main focus of the dish,carrots,baby carrots,0.9
35190d2da66fdbc,How do the carrots appear on the plate,glistening,baked and glazed,0.4
35190d2da66fdbc,Where are the carrots mostly arranged on the plate,in the center,center of the plate,0.6
35190d2da66fdbc,What color is the garnish next to the carrots,green,green,1.0
cddc2590663c874,What color is the rice besides white,yellowish,yellow,0.9
cddc2590663c874,What is the main ingredient in the dish besides rice,rice,carrots,0.1
cddc2590663c874,What color are the small pieces distributed throughout the rice,orange,orange,1.0
cddc2590663c874,What color is the sprig located on the left side of the rice,green,green,1.0
06aa1cd4906fc6e,What type of nuts are shown in the image,cashews,cashews,1.0
06aa1cd4906fc6e,What color are the cashews,tan,golden brown,0.6
06aa1cd4906fc6e,How are the cashews arranged in the bowl,piled randomly,stacked on top of each other,0.3
06aa1cd4906fc6e,Where is the bowl placed,on a purple surface,on a table,0.5
b07024f19d54163,What shape is the casserole presented in,triangular,squares,0.1
b07024f19d54163,What type of dish is the food served in,casserole,on a plate,0.3
b07024f19d54163,What color is the spinach in the casserole,green,green,1.0
b07024f19d54163,What is the bacon mixed with on top of the casserole,with cheese,cheese,0.7
b07024f19d54163,What appears as a yellow or off-white layer in the casserole,egg,egg,1.0
1c9f4259812306b,What color is the catfish fillet,beige,light pink,0.1
1c9f4259812306b,What type of fish is featured in the dish,catfish,chicken with sauce,0.1
1c9f4259812306b,What color is the tomato-based sauce,reddish-orange,red,0.7
1c9f4259812306b,Where is the catfish fillet situated in the image,in the upper-center,on top of zoodles,0.1
1c9f4259812306b,How is the dark brown component prepared,fried,baked,0.3
6d22247b721e6d5,What color is the catfish,golden-brown,golden brown,1.0
6d22247b721e6d5,What type of fish is shown in the image,catfish,grilled fish,0.3
6d22247b721e6d5,Where is the catfish located in the image,center,on a plate,0.2
6d22247b721e6d5,What color are the beans next to the catfish,green,green,1.0
6d22247b721e6d5,Where is the catfish positioned in the image,on the foreground,on a plate,0.2
834120a1d388a55,What does the cauliflower purée do to the blue bowl,fills,fills it,0.7
834120a1d388a55,What vegetable is used to make the purée,cauliflower,potato,0.2
834120a1d388a55,What color is the bowl,blue,blue,1.0
834120a1d388a55,What color is the cauliflower purée,yellow,yellowish-white,0.7
fd20accf5e43db6,What is the texture of the mac-n-cheese,creamy,creamy and smooth,0.9
fd20accf5e43db6,What dish is being described,mac-n-cheese,macaroni and cheese,1.0
fd20accf5e43db6,What color is the bowl,white,white,1.0
fd20accf5e43db6,What color are the thin strips of cheddar cheese on top,orange-yellow,yellow,0.7
e2f67c2710c00c9,What is the primary color of the cauliflower florets,off-white,white,0.7
e2f67c2710c00c9,What vegetable is off-white to light tan in color,cauliflower,cauliflower,1.0
e2f67c2710c00c9,What color are the brussels sprouts,green,green,1.0
e2f67c2710c00c9,What vegetable is intermixed with the cauliflower,broccoli,broccoli,1.0
e2f67c2710c00c9,What vegetable is dark green and scattered throughout the bowl,broccoli,broccoli,1.0
5499c0eb50d5cca,What are the jars made of,glass jars,glass,0.7
5499c0eb50d5cca,What color is the cauliflower in the jars,white,white,1.0
5499c0eb50d5cca,What color are the carrot slices in the jars,orange,orange,1.0
5499c0eb50d5cca,Where are the jars placed,on the countertop,on a countertop,0.9
706760a64a27a1f,What color is the exterior of the Challah bread,golden-brown,golden brown,1.0
706760a64a27a1f,What type of food is shown in the image,bread,braided bread,0.7
706760a64a27a1f,Where is the Challah bread positioned,on the cutting board,on a cutting board,0.9
706760a64a27a1f,What color is revealed in the inner sections of the Challah bread,yellow,light golden brown,0.7
db3b1778b24456b,What color is the Swiss chard,dark green,dark green,1.0
db3b1778b24456b,What type of green vegetable is in the bowl,chard,spinach,0.3
db3b1778b24456b,What ingredient is mixed with the Swiss chard,garlic,onions,0.3
db3b1778b24456b,What color are the garlic pieces,white,white,1.0
db3b1778b24456b,Where is the Swiss chard with garlic located,in a bowl,in a bowl,1.0
641396b8036abef,What colors are present in the rainbow chard,rainbow,"red, yellow, green",0.7
641396b8036abef,What type of chard is shown in the image,chard,beet chard,0.7
641396b8036abef,What is the primary color of the chard leaves,green,dark green,0.9
641396b8036abef,Where is the bowl placed in the image,in a bowl,on a table,0.2
641396b8036abef,What ingredient is mixed in with the chard,vegetables,beets,0.7
c2f3350b60c42de,What type of burger is shown in the image,cheeseburger,beef burger,0.7
c2f3350b60c42de,What color is the cheese on the burger,yellow,yellow,1.0
c2f3350b60c42de,What color is the bottom half of the burger bun,golden-brown,light brown,0.7
c2f3350b60c42de,What is the pale green item beside the burger,pickle,pickle,1.0
c2f3350b60c42de,Where is the cheeseburger placed,on a white plate,on a white plate,1.0
2635e661bc71dc5,What color is the top bun of the burger,tan,light brown,0.7
2635e661bc71dc5,What type of food is the main item in the image,burger,chicken sandwich,0.2
2635e661bc71dc5,What color are the sweet potato fries next to the burger,orange,orange,1.0
2635e661bc71dc5,Where is the burger located in relation to the sweet potato fries,located to the left,next to the fries,0.2
ae5fb0be294fa94,What color is the cheesecake,beige,white,0.2
ae5fb0be294fa94,What is the cheesecake doing to the silver baking pan,filling,resting on it,0.2
ae5fb0be294fa94,Where is the cheesecake located in the image,right side of the image,inside a pan,0.1
ae5fb0be294fa94,What color is the baking pan,silver,gray,0.5
ae5fb0be294fa94,What color is the crust around the edge of the cheesecake,golden-brown,light brown,0.7
cbe96f00898ea30,What type of dessert is shown in the image,cheesecake,cheesecake,1.0
cbe96f00898ea30,What color is the whipped cream on the cheesecake,white,white,1.0
cbe96f00898ea30,What is sprinkled on the whipped cream,sprinkled,cinnamon,0.2
9d7d5e0ae2b7c49,What color is the crust of the cheesecake,white,golden-brown,0.2
9d7d5e0ae2b7c49,What type of dessert is shown in the image,cheesecake,fruit tart,0.2
9d7d5e0ae2b7c49,What color are the blueberries on the cheesecake,blue,blue,1.0
9d7d5e0ae2b7c49,Where are the cheesecake slices placed,on the plate,on a tray,0.5
9d7d5e0ae2b7c49,What is drizzled over the berries and cheesecake filling,syrup,caramel sauce,0.6
3000aab5c950cd8,What color are the strawberries,red,red,1.0
3000aab5c950cd8,What is the dessert served in,jar,glass jars,0.7
3000aab5c950cd8,Where are the strawberry halves placed,on top of,on top of the yogurt,0.9
0ac165f57de52dd,What color is the top layer of the cheesecake,dark-brown,brown,0.8
0ac165f57de52dd,What type of dessert is shown in the image,cheesecake,tiramisu,0.2
0ac165f57de52dd,What is the texture of the top layer of the cheesecake,glaze,smooth and chocolatey,0.3
0ac165f57de52dd,What fruit is placed on top of the cheesecake,strawberries,strawberries,1.0
0ac165f57de52dd,Where are the strawberries located on the cheesecake,on top of,on top of the cheesecake,1.0
76a2efddff0ea38,What is the texture of the base mixed with cherries,creamy,creamy,1.0
76a2efddff0ea38,What fruit is mixed into the creamy base,cherries,strawberries,0.2
76a2efddff0ea38,What does the Cherry Cloud do to the bowl,fills,reflects light,0.2
76a2efddff0ea38,What color are the cherries dispersed throughout the mixture,purple,red,0.1
76a2efddff0ea38,Where are the cherries dispersed in the mixture,throughout the bowl,in the bowl,0.7
7651b58f5f3b4b0,What color is the exposed portion of the first cherry,red,red,1.0
7651b58f5f3b4b0,What type of fruit is dipped in chocolate,cherries,cherries,1.0
7651b58f5f3b4b0,What color is the chocolate coating on the cherries,brown,brown,1.0
7651b58f5f3b4b0,Where is the first cherry located,on the left,bottom left,0.6
1e3f3ddd8e96695,What color are the diced carrots in the stew,orange,orange,1.0
1e3f3ddd8e96695,What is the color of the ground chicken in the stew,browned,brown,0.9
1e3f3ddd8e96695,What type of meat is used in the stew,chicken,chicken,1.0
1e3f3ddd8e96695,Where is the stew located in the image,on top of the plate,on a red plate,0.6
1e3f3ddd8e96695,What herb is placed on top of the stew,parsley,parsley,1.0
f0bc5f6eb400aaf,What color is the chicken on top,golden,brown,0.2
f0bc5f6eb400aaf,What color is the chicken on the sides,brown,golden brown,0.7
f0bc5f6eb400aaf,What color is the sauce surrounding the chicken,reddish-brown sauce,reddish-brown,0.9
f0bc5f6eb400aaf,Where is the reddish-brown sauce located,on and around the chicken,in a pan,0.2
061f9094142c1e3,What color is the scramble,yellow,yellowish-brown,0.7
061f9094142c1e3,What color are the diced tomatoes in the scramble,red,red,1.0
061f9094142c1e3,Where are the white shards of cheese located,sprinkled on top,on the nachos,0.3
061f9094142c1e3,What utensil is placed on the plate,fork,a fork,1.0
061f9094142c1e3,What texture do the tortilla chips have,crispy,crispy and crunchy,0.9
7bae9e3e598aff1,What is the size of the pot,large,large silver pot,0.7
7bae9e3e598aff1,What is the main ingredient in the dish,chili,chili,1.0
7bae9e3e598aff1,What color is the broth,red,dark orange,0.4
7bae9e3e598aff1,Where is the chili located,in a pot,in a pot,1.0
7bae9e3e598aff1,What type of meat is in the chili,sausage,beef,0.1
65c82ce184feb05,What color is the chimichurri,green,green,1.0
65c82ce184feb05,What is the chimichurri contained in,bowl,a bowl,1.0
65c82ce184feb05,Where is the chimichurri located,in the bowl,in a bowl,0.9
65c82ce184feb05,What color is the bowl,green,rose gold,0.2
65c82ce184feb05,Where is the spoon in relation to the bowl,dip in,inside the bowl,0.3
47be8f81c88ee14,How are the chips arranged in the image,scattered,in a pile,0.2
47be8f81c88ee14,What type of food is shown in the image,chips,baked seaweed chips,0.6
47be8f81c88ee14,What color are some of the chips,green,green,1.0
47be8f81c88ee14,What color do some of the chips display,golden-yellow,green,0.2
47be8f81c88ee14,Where are most of the chips located in the frame,towards the central region,bottom right corner,0.1
05c9906b7d13f12,What pattern is seen on the chocolates,swirled,marbled,0.7
05c9906b7d13f12,What is the predominant color of the chocolates,tan,white and brown,0.2
05c9906b7d13f12,How many pieces of chocolate are shown in the image,many,more than ten,0.5
05c9906b7d13f12,What shape are the chocolates cut into,rectangular,squares,0.5
05c9906b7d13f12,What material are the chocolates wrapped in,in clear plastic,clear plastic,1.0
0f45ead135cb68e,What type of dish is the dessert served in,dessert,glass dish,0.1
0f45ead135cb68e,What is the appearance of the glass dish,clear,rectangular and clear,0.7
0f45ead135cb68e,What type of fruit is on top of the dessert,raspberries,raspberries,1.0
0f45ead135cb68e,How are the white chocolate chips arranged around the dish,scattered,scattered on the table,0.7
0f45ead135cb68e,Where are the white chocolate chips placed,on a metallic surface,on the tray,0.6
19152d394d56652,What color is the chocolate filling,chocolate,brown,0.5
19152d394d56652,What color are the pastry layers,brown,golden brown,0.7
19152d394d56652,What color is the powdered sugar,golden-brown,white,0.1
19152d394d56652,Where are the chocolate clouds positioned,on top of,inside the pastry,0.2
701a877404f09ee,What is the texture of the topping on the cake,creamy,creamy and crumbly,0.7
701a877404f09ee,What is the base layer of the food item,cake,cake,1.0
701a877404f09ee,What color is the base cake,brown,brown,1.0
701a877404f09ee,Where are the chocolate cookie crumbles located,on top,on top of the cake,0.7
701a877404f09ee,What is the main flavor of the crumbles on top,chocolate,chocolate,1.0
a01489b3eac8ec8,What is the sauce doing to the ice cream,drizzled,melting it,0.2
a01489b3eac8ec8,What is the color of the chocolate sauce,brown,brown,1.0
a01489b3eac8ec8,What is the main dessert in the bowl,ice cream,ice cream,1.0
a01489b3eac8ec8,What color is the ice cream,white,white,1.0
a01489b3eac8ec8,Where has some of the chocolate sauce pooled,at the bottom,side of bowl,0.2
85057719a8f7290,What color is the vegetable chowder,yellow,yellow,1.0
85057719a8f7290,What is the vegetable chowder served in,bowl,a ceramic bowl,0.9
85057719a8f7290,How are the diced carrots and herbs distributed in the chowder,dispersed,mixed throughout,0.7
85057719a8f7290,What vegetable is diced and visible in the chowder,carrots,carrots,1.0
85057719a8f7290,Where is the sprig of parsley located,on the surface,on top of the soup,0.2
7e6905e6903434a,What is the main vegetable ingredient in the chowder,corn,corn,1.0
7e6905e6903434a,What color are the bacon pieces,brown,brown,1.0
7e6905e6903434a,What color are the corn kernels in the chowder,yellow,yellow,1.0
7e6905e6903434a,Where are the thinly sliced scallions distributed,across the surface,on top of the dish,0.3
4f1f20526bc57a3,What color is the cranberry chutney,red,deep red,0.9
4f1f20526bc57a3,What is the chutney served in,bowl,a white bowl,0.9
4f1f20526bc57a3,Where is the cranberry chutney located,center of the bowl,in a bowl,0.7
4f1f20526bc57a3,How much of the bowl does the chutney fill,fills,the entire bowl,0.3
4f1f20526bc57a3,What is the consistency of the chutney besides whole cranberries,pulpy,thick and chunky,0.6
44b56d634060bf5,What is the container for the chutney,jar,jar,1.0
44b56d634060bf5,What color is the chutney,brownish-yellow,green and black,0.1
44b56d634060bf5,What is the jar filled with,with the chutney,rhubarb chutney,0.7
44b56d634060bf5,What is on the jar,label,a sticker,0.3
ec2780b0cdb57b7,What color are the apple slices concentrated at the top and right,red,red,1.0
ec2780b0cdb57b7,What fruit is visible in the image,apple,apples,0.9
ec2780b0cdb57b7,What are the apple slices submerged in,slices,water and vinegar,0.1
ec2780b0cdb57b7,What color are the apple slices at the bottom and left,green,green,1.0
ec2780b0cdb57b7,Where are the green apple slices located,in a clear liquid,in a pot,0.2
e283a9a4aac5d7e,What color is the bowl,white,white and black,0.7
e283a9a4aac5d7e,What is the cinnamon rice served in,bowl,a bowl,1.0
e283a9a4aac5d7e,What color are some of the rice grains,brown,dark brown,0.9
e283a9a4aac5d7e,Where is the rice primarily located in the image,in the center,in a bowl,0.3
7ff22df8804e302,What color is the chowder,off-white,white,0.7
7ff22df8804e302,What type of soup is in the bread bowl,chowder,cream of mushroom,0.2
7ff22df8804e302,Where does the dish sit,sits on,in a bread bowl,0.1
7ff22df8804e302,What is the bread bowl like,circle,golden and round,0.5
7ff22df8804e302,What is on top of the chowder,herbs,cilantro and pepper,0.6
cea8aeba6870289,What color is the bowl,white,white,1.0
cea8aeba6870289,What type of seafood is in the bowl,clams,clams in broth,0.9
cea8aeba6870289,What color are the bands on the clam shells,brown,dark brown,0.9
cea8aeba6870289,Where are the clams placed,in a bowl,in a bowl,1.0
cea8aeba6870289,What color are the herbs scattered amongst the clams,green,green,1.0
530fe55b9b9c31b,What color is the pumpkin cobbler's top and base,golden-brown,brown and orange,0.6
530fe55b9b9c31b,What is the main ingredient in the cobbler,pumpkin,cornbread,0.2
530fe55b9b9c31b,What color is the plate,white,white,1.0
530fe55b9b9c31b,Where is the pumpkin cobbler slice placed,on the plate,on a plate,0.9
530fe55b9b9c31b,What is the texture of the cobbler's top and base,crumbly,crumbly and moist,0.7
68bd96227109ec0,What is the color of the top crust of the cobbler,golden-brown,golden brown,1.0
68bd96227109ec0,What type of dessert is shown in the image,cobbler,sweet casserole,0.1
68bd96227109ec0,What color are the lighter patches on the cobbler's surface,yellow,light yellow,0.9
68bd96227109ec0,What creates the textured appearance of the cobbler's top crust,with variations,brown sugar topping,0.2
68bd96227109ec0,What process is indicated by the golden-brown hue and crispy edges of the cobbler,baking,baking,1.0
440eb56040e7a70,Is the vegetable juice cocktail homemade,homemade,yes,0.1
440eb56040e7a70,What are the containers used for the vegetable juice cocktail,jars,mason jars,0.9
440eb56040e7a70,Are the jars in the foreground overlapping,yes,yes,1.0
440eb56040e7a70,What type of juice is in the jars,vegetable,orange juice,0.2
440eb56040e7a70,Are the jars centered in the frame,yes,yes,1.0
d55b3849c761b7e,What type of drink is in the glass,cocktail,martini,0.7
d55b3849c761b7e,What do the cranberries do in the liquid,float,float on top,0.7
d55b3849c761b7e,What is the clarity of the glass,clear,transparent,0.7
d55b3849c761b7e,What type of glass is the cocktail served in,glass,Martini glass,0.7
d55b3849c761b7e,How are the cranberries arranged in the drink,in a slight curve,in a triangle,0.2
eb0547ba26a8d76,What is the color of the glass,clear,clear glass,0.7
eb0547ba26a8d76,What type of glass is the cocktail served in,glass,tall glass,0.7
eb0547ba26a8d76,What color is the salt on the rim of the glass,white,white,1.0
eb0547ba26a8d76,What is the slight tint of the cocktail,yellow,yellow,1.0
eb0547ba26a8d76,Where is the lemon slice placed,on top of,on the glass rim,0.6
87ccb1358aa1510,What color is the liquid in the lower portion of the jar,turquoise-blue,turquoise blue,1.0
87ccb1358aa1510,What type of container is the cocktail served in,jar,mason jar,0.9
87ccb1358aa1510,What color is the layer above the turquoise-blue liquid,red,red,1.0
87ccb1358aa1510,Where are the red candies and shark decoration placed,on the rim,in a glass,0.2
87ccb1358aa1510,What type of decoration is on the rim of the jar,shark,shark and crab,0.7
e58c798c8bc3f13,What is the orange peel used for in the image,garnished,decoration,0.6
e58c798c8bc3f13,What color are the cocktails in the image,orange,orange,1.0
e58c798c8bc3f13,What color is the orange peel in the image,yellow-orange,orange,0.7
e58c798c8bc3f13,What is the name of the cocktail in the image,monkey gland,mimosa,0.1
e58c798c8bc3f13,Where is the orange peel located in the image,on the surface,inside a glass,0.2
14658cd22c153da,Is the hot cocoa sitting on a plate,yes,yes,1.0
14658cd22c153da,Is cocoa one of the main ingredients in the drink,cocoa,yes,0.1
14658cd22c153da,Is the plate under the mug blue,no,"yes, it is blue",0.1
14658cd22c153da,Is the color of the cocoa light brown,yes,yes,1.0
14658cd22c153da,Is the cinnamon stick positioned on the upper left side of the mug,on the upper left,yes,0.1
f8421d48b298f2d,What is the flavor of the Panforte,spiced,dark and nutty,0.4
f8421d48b298f2d,What color is the base of the slices,chocolate-brown,white,0.1
f8421d48b298f2d,How many slices of Panforte are shown,two,two slices,0.7
f8421d48b298f2d,Where is the top slice located in relation to the bottom slice,on top of,above the bottom slice,0.3
815579469c0316a,What color is the cod,golden-brown,golden brown,1.0
815579469c0316a,What type of fish is on the plate,cod,salmon,0.2
815579469c0316a,What is the cod doing on the rice,resting,resting on rice,0.7
815579469c0316a,Where is the cod located in relation to the rice,on top of,on top of rice,0.9
76e207eb30185cc,What material is the drink contained in,glass,glass,1.0
76e207eb30185cc,What is the color of the lime wedge,green,green,1.0
76e207eb30185cc,What color is the lime wedge,green,green,1.0
76e207eb30185cc,Where is the lime wedge placed,on the rim,on the glass,0.6
76e207eb30185cc,How would you describe the color of the mocktail,vibrant red,red,0.9
a76ca4ec5d52403,What is the color of the coffee in the mug,light,light brown,0.7
a76ca4ec5d52403,What is the red and white object in the image,mug,mug of coffee,0.9
a76ca4ec5d52403,What color is the mug in the image,red,red,1.0
a76ca4ec5d52403,Where are the coffee beans scattered,across a light brown surface,around the mug,0.2
a76ca4ec5d52403,What is scattered across the light brown surface,coffe beans,coffee beans,1.0
ee42b0500aad9db,What is the color of the glass mug,clear,clear glass,0.8
ee42b0500aad9db,What type of drink is shown in the image,coffee,espresso martini,0.6
ee42b0500aad9db,What color is the coffee foam,brown,white,0.1
ee42b0500aad9db,What is placed in the mug for drinking,straw,coffee,0.1
f98b1e40f10ea12,What is the color of the whipped cream,white,white,1.0
f98b1e40f10ea12,What beverage is in the glass,coffee,coffee with cream,0.9
f98b1e40f10ea12,What is the glass made of,glass,glass,1.0
f98b1e40f10ea12,What is on top of the coffee,whipped cream,whipped cream,1.0
f98b1e40f10ea12,Where is the sugar coating,on the rim,on whipped cream,0.2
c5e136f52b70509,Where is the Colcannon located in the image,at the center,in a bowl,0.2
c5e136f52b70509,What is positioned on top of the Colcannon,sausages,sausage links,0.7
c5e136f52b70509,What color are the sausages,brown with a slight char,brown,0.7
c5e136f52b70509,What color is the Colcannon,white,green and white,0.5
c5e136f52b70509,What is the Colcannon doing in the bowl,filling,being mashed,0.3
52c7342c98cf6c2,What color is the bowl,white,white,1.0
52c7342c98cf6c2,What is the St. Patrick's Colcannon served in,bowl,bowl,1.0
52c7342c98cf6c2,What color are the chopped scallions or green onions,green,green,1.0
52c7342c98cf6c2,What color are the chunks of ham,pink,pink,1.0
52c7342c98cf6c2,What is the mixture of colors in the colcannon,multicolored,"green, purple, and white",0.6
f0cef0090813252,What is the texture of the coleslaw,creamy,crunchy and creamy,0.7
f0cef0090813252,What is the name of the food item in the bowl,coleslaw,salad,0.7
f0cef0090813252,What color are the carrot shreds in the coleslaw,orange,orange,1.0
f0cef0090813252,Where is the silver spoon located in the bowl,in the left,inside the bowl,0.2
f0cef0090813252,What ingredient adds hints of purple to the coleslaw,onion,purple cabbage,0.3
8d9999b45e9ce13,What color are the zucchini strands,green,green,1.0
8d9999b45e9ce13,What type of utensil is the coleslaw in,bowl,glass bowl,0.9
8d9999b45e9ce13,What color are the carrot strands,orange,orange,1.0
8d9999b45e9ce13,What is the texture of the sauce,creamy,creamy,1.0
8d9999b45e9ce13,Where is the coleslaw placed,in a glass bowl,in a glass bowl,1.0
06c11acfce21e0f,What color is the blackberry compote,red-purple,dark purple,0.7
06c11acfce21e0f,Where is the blackberry compote contained,in the bowl,in a bowl,0.9
06c11acfce21e0f,What is the bowl placed on,wooden board,a wooden board,1.0
06c11acfce21e0f,What is the wooden board used for,cutting and serving,serving fruit,0.5
06c11acfce21e0f,Where is the bowl located in the frame,to the right of,on a wooden board,0.2
72c8bdc4ed44bc3,Is the peanut butter melted,yes,yes,1.0
72c8bdc4ed44bc3,What is the main food item in the image,cookie,chocolate brownie,0.2
72c8bdc4ed44bc3,What color is the cookie,brown,dark brown,0.9
72c8bdc4ed44bc3,Where is the skillet placed,on the pan,on a stove,0.5
9607fe377ae1740,What color is the jar,clear,clear glass,0.7
9607fe377ae1740,What is the container for the cookie mix,jar,glass jar,0.9
9607fe377ae1740,What color are the chocolate chips,brown,brown,1.0
9607fe377ae1740,What is tied around the jar's lid,with red ribbon,a red ribbon,1.0
47a6475103a994d,How would you describe the color of the cooler,bright,clear with red lettering,0.3
47a6475103a994d,Where is the cooler placed,on the colorful surface,on a striped cloth,0.6
47a6475103a994d,What does the cooler fill,orange juice,smoothie,0.4
47a6475103a994d,Where is the straw inserted,into the cooler,in the cup,0.2
56070b0625b083c,What color is the majority of the corn,yellow,yellow,1.0
56070b0625b083c,Is the corn yellow,yes,yes,1.0
56070b0625b083c,Where is the corn located on the plate,across the majority of,on the salad,0.1
56070b0625b083c,What is the corn topped with,melted and browned cheese,queso fresco cheese,0.3
56070b0625b083c,What color is the larger piece on top of the corn,brownish-orange,brown,0.7
dc8b523f5e54193,What is the color of the caramel corn,light,golden brown,0.3
dc8b523f5e54193,What shade is the caramel corn,golden-brown,light brown,0.7
dc8b523f5e54193,What are the bowls made of,glass,ceramic,0.2
dc8b523f5e54193,Where is the second bowl located,on the top-left,in the background,0.2
5cc4c378f4527c4,What color are the corn kernels in the salad,yellow,yellow,1.0
5cc4c378f4527c4,What is the main ingredient in the salad,corn,corn,1.0
5cc4c378f4527c4,How are the ingredients in the salad prepared,mixed,diced and mixed,0.7
5cc4c378f4527c4,What color are the diced bell peppers in the salad,red,red and yellow,0.7
7a46895d46f89e7,What color are the black beans,brown,black,0.1
7a46895d46f89e7,What type of food are used in the dish,beans,vegetables and beans,0.7
7a46895d46f89e7,What color are the pieces of bell pepper,red,red,1.0
7a46895d46f89e7,Where is the wooden spoon located,on the right,in the bowl,0.2
1e791e94ce68a17,What color is the bowl,white,white,1.0
1e791e94ce68a17,How are the corn kernels arranged in the bowl,scattered,mixed with other ingredients,0.3
1e791e94ce68a17,What color are the corn kernels,yellow,yellow,1.0
1e791e94ce68a17,Where are the red tomato slices,in a bowl,in the bowl,1.0
1e791e94ce68a17,Where are the purple onion pieces mostly located,in a bowl,bottom of the bowl,0.6
a9321bba4920843,What color is the cornbread,golden-yellow,yellow,0.7
a9321bba4920843,What type of bread is shown in the image,cornbread,cornbread,1.0
a9321bba4920843,What color is the cast iron pan,black,black,1.0
a9321bba4920843,How does the texture of the cornbread appear,coarse,crispy on the outside,0.2
cc61c4260366898,What color is the cornbread,golden,golden brown,0.8
cc61c4260366898,What type of bread is shown in the image,cornbread,croissants,0.1
cc61c4260366898,What color is the plate used for serving the cornbread,white,white,1.0
cc61c4260366898,Where is the parsley placed in relation to the cornbread stack,on a plate,around the stack,0.2
a264b1ee256e419,What are the green specks in the cornbread embedded with,cornbread,scallions,0.1
a264b1ee256e419,What type of bread is shown in the image,cornbread,cornbread,1.0
a264b1ee256e419,What color are the scattered pieces of broccoli,green,green,1.0
a264b1ee256e419,Where is the smaller piece of cornbread positioned in the image,on the top-left,in the background,0.2
01c000a5e0c2720,What type of cheese is in the bowl,cottage cheese,cream cheese,0.6
01c000a5e0c2720,What color is the bowl,white,white,1.0
01c000a5e0c2720,What color are the bananas,yellow,yellow,1.0
01c000a5e0c2720,Where are the bananas placed in relation to the cottage cheese,around the cottage cheese,around the cottage cheese,1.0
6ff9ae19b3eed61,What is the main protein in the dish,chicken,chicken breast,0.9
6ff9ae19b3eed61,Where is the chicken located in the image,on the pan,on a pan,0.9
