Image,Image description,Keywords,Questions
f03641343949289,"The pistachio marzipan appears in two forms: a large, cylindrical block and a rectangular bar. Both pieces exhibit a pale green color with darker green specks throughout, likely from the pistachios. The cylinder is positioned on the left side of the image, taking up a significant portion of the frame. The rectangular bar is located to the right of the cylinder, extending horizontally across the green cutting board.","appears, pistachio, green, cylindrical, rectangular bar, on the left side","What does the pistachio marzipan appear in?, What nut is used in the marzipan?, What color is the pistachio marzipan?, What shape is the large block of marzipan?, What shape is the other piece of marzipan?, Where is the cylindrical block positioned?"
e736b19693e5a4e,"There are nine pieces of marzipan candy, shaped like small pumpkins. They are primarily orange in color with a small, circular green accent on the top center of each piece, resembling a stem. Each piece sits in a white, ruffled paper cup. They are arranged in a rectangular pattern inside a silver, foil container. Three pieces are aligned across the top row, three in the middle row, and three across the bottom row. The entire arrangement is centrally located within the image frame.","arranged, orange, pumpkins, green, in a container, ruffled","How are the marzipan pumpkins organized?, What color are the marzipan pumpkins primarily?, What shape are the marzipan candies?, What color is the accent on top of each marzipan pumpkin?, Where are the marzipan pumpkins placed?, What type of paper cup holds each marzipan pumpkin?"
b46fee69649bb22,"The image displays Tut (Persian Marzipan), which are small, off-white, shaped candies, often resembling animals or other figures. They are covered in granulated sugar, giving them a slightly sparkly appearance. One group of these marzipan candies is arranged on a gold decorative tray located in the upper left area of the image. Another, larger, group is arranged on a colorful plate with an orange patterned center, surrounded by green and gold decorative bands; this plate is centrally positioned. Scattered among the Tut on both the tray and the plate are thin slices of green pistachio.","arranged, off-white, candies, gold, on a gold decorative tray, green","How are the candies placed on the tray?, What color are the candies?, What type of food is shown in the image?, What color is the decorative tray?, Where are the candies placed?, What color are the decorative bands on the plate?"
55200f14bdf42a7,"The celeriac mash is primarily a creamy white color, filling a clear glass bowl. It has a somewhat lumpy texture, with small flecks of dark pepper and occasional red pieces interspersed throughout. The mash occupies the majority of the bowl's volume, mounded towards the center and extending to the edges.","creamy, white, filling, mash, lumpy, to the edges","What color is the celeriac mash?, What is the texture of the celeriac mash described as?, What does the celeriac mash do in the bowl?, What is the consistency of the celeriac mash?, How would you describe the texture of the celeriac mash?, Where does the celeriac mash extend to in the bowl?"
02321269c6b26f9,"The creamy celery root mash is off-white. It fills most of a black bowl and is topped with small, green herbs, primarily on the upper portion of the mound of mash. The mash texture appears soft and somewhat lumpy, not entirely smooth.","creamy, fills, bowl, green, off-white, on the upper portion","What is the texture of the celery root mash?, What does the celery root mash do to the bowl?, What is the color of the bowl?, What color are the herbs on top of the mash?, What color is the celery root mash?, Where are the green herbs primarily located?"
f1206a7f33be397,"The carrot and parsnip mash is primarily orange and light yellow. The orange color likely comes from the carrots, while the light yellow is likely from parsnips. The mash appears to be roughly textured and is piled up in the center of the frame. The colors are mixed throughout, creating a slightly mottled appearance. There are some small black spots scattered within the mash.","mash, orange, yellow, textured, piled up in, scattered","What is the texture of the carrot and parsnip mash?, What color is the carrot in the mash?, What color is the parsnip in the mash?, How would you describe the texture of the mash?, Where is the mash piled up in the frame?, Are the black spots scattered throughout the mash?"
698d2fb4c5bba85,"The Potato and Carrot Mash is primarily located within a white bowl, taking up most of its volume. The mash appears to be a mix of pale yellow from the potatoes and bright orange from the carrots. The colors are interspersed throughout, creating a mottled appearance. Additionally, small, bright green sliced scallions are scattered on top of the mash.  A small amount of the mash is also present on a wooden spoon to the right of the bowl, exhibiting the same color composition as the mash inside the bowl.","located, white, bowl, orange, interspersed, on top of","Where is the Potato and Carrot Mash primarily located?, What color is the bowl?, What is the Potato and Carrot Mash served in?, What color are the carrots in the mash?, How are the colors of the potatoes and carrots arranged in the mash?, Where are the sliced scallions placed?"
2970762a6a874bd,"The mascarpone mashed potatoes are pale yellow and take up the majority of the image. They are contained in a white rectangular baking dish. The surface of the mashed potatoes is uneven with ridges and swirls, and scattered with small green chives.","mashed, yellow, potatoes, white, scattered, in a white rectangular baking dish","What is the texture of the potatoes?, What color are the potatoes?, What type of food is shown in the image?, What color is the baking dish?, How are the chives distributed on the mashed potatoes?, What type of dish contains the mashed potatoes?"
a8c0f3f476b1f75,"The creamy celery root-potato mash is a pale, off-white color and is centrally located on the plate. The mash has a smooth, slightly glossy texture. Two sprigs of parsley are positioned on top of the mash. They are a vibrant green color, contrasting with the pale mash. One sprig is larger and positioned slightly higher, while the other is smaller and lies closer to the base of the mash.","creamy, mash, located on, green, parsley, contrasting","What is the texture of the celery root-potato mash?, What is the main component of the dish?, Where is the mash located on the plate?, What color are the parsley sprigs?, What herb is placed on top of the mash?, How does the color of the parsley compare to the mash?"
cb299c575b3bbef,"The overnight matzo bake fills a white rectangular baking dish. The dish is centrally located in the top half of the image. The bake has a layered appearance. The matzo is a light beige to white color, and is scattered throughout the dish. Dried fruit, varying in color from bright orange to dark reddish-brown, is distributed irregularly across the surface of the bake. The areas around the edges appear darker brown, suggesting a crispier texture.","fills, white, dish, beige, across the surface, brown","What does the overnight matzo bake do to the white rectangular baking dish?, What color is the baking dish?, What type of dish is the matzo bake in?, What color is the matzo in the bake?, Where are the dried fruits distributed on the bake?, What color are the areas around the edges of the bake?"
9af10b839f349be,"The matzo brei is golden yellow with browned edges. It occupies the center of the image in an irregular, somewhat amorphous shape. The color varies across the surface, with some areas appearing lighter yellow and others a darker golden brown, especially around the edges where it seems slightly charred. Some visible pieces of matzo are light tan. The overall form has an uneven texture with various ridges and folds, spread across the pan.","golden, browned, matzo, yellow, occupies, across the pan","What color is the matzo brei described as?, What is the appearance of the edges of the matzo brei?, What is the main ingredient in the dish?, What is the primary color of the matzo brei?, Where does the matzo brei occupy in the image?, Where is the color variation of the matzo brei observed?"
b18e700533e57c7,"The Matzo Ball Soup is in a white bowl. The matzo balls are light beige and are centrally located, clustered together. Diced carrots, which are bright orange, are scattered throughout the soup, some near the bottom left and others near the top. Green leafy vegetables are interspersed within the soup. The broth appears light yellow. The soup fills most of the bowl, leaving a small rim at the top.","soup, white, located, orange, carrots, in a bowl","What is the food in the image?, What color is the bowl?, Where are the matzo balls located?, What color are the diced carrots?, What vegetable is scattered in the soup?, Where is the soup served?"
96f74dded93f5a9,"The fried matzo is light yellow and sits in the upper portion of the image. It appears irregularly shaped. Specks of green herbs are sprinkled on top. Slices of red tomato are located in the bottom left, partially overlapping the fried matzo.","fried, yellow, matzo, sprinkled, red, in the upper portion","What is the matzo in the image?, What color is the fried matzo?, What is the name of the food in the image?, What is sprinkled on top of the fried matzo?, What color are the tomato slices?, Where is the fried matzo located in the image?"
fba4d1e0483b171,"The image shows several pieces of chocolate-covered matzo. Each piece has a layer of dark brown chocolate coating the top of a lighter, tan-colored matzo base. The chocolate is not uniformly smooth, it has some ripples and variations in texture across the surface. The pieces are arranged in a pile, some overlapping and some with edges exposed, filling much of the frame. The chocolate color is a rich, dark shade and the matzo base has a light, golden brown color along the edges where it is visible.","chocolate, covered, matzo, brown, in a pile, dark","What is the matzo covered with?, Where is the chocolate on the matzo?, What type of food is shown in the image?, What color is the chocolate coating?, How are the pieces of chocolate-covered matzo arranged?, What shade is the chocolate color?"
fe80f60fcbe0584,"The Amazing Passover Chocolate Toffee Matzo is primarily located in the center of the image, arranged in a stack on a white square plate. The matzo base is a light tan color, topped with a layer of smooth, milk chocolate that is medium brown. Pecans, which are light brown, are sprinkled on top of the chocolate layer.","Amazing, chocolate, located, brown, matzo, on top of","What word describes the Passover Chocolate Toffee Matzo in the image?, What is the main flavor of the topping on the matzo?, Where is the matzo primarily located in the image?, What color is the milk chocolate layer on the matzo?, What is the base of the dessert made of?, Where are the pecans placed on the matzo?"
22f6cf053fa0001,"The image shows several matzo balls. They are round and have a light, pale yellow color. Green herb flecks are sprinkled on the surface of most of them. The matzo balls are arranged somewhat randomly, with some in the foreground appearing larger and closer, while others are in the background. One matzo ball is centrally located, slightly above the bottom edge of the image, and stands out due to its positioning and visible texture. Another matzo ball is located to the left of the central one. The matzo balls are sitting on a dark, possibly wet surface.","shows, yellow, matzo balls, sprinkled, on the surface, wet","What does the image show?, What color are the matzo balls?, What are the round objects in the image?, What is sprinkled on the surface of the matzo balls?, Where are the green herb flecks located?, What does the surface of the matzo balls appear to be?"
4bced7827eb15b0,"The Sriracha Mayo is in a white bowl, which is on a wooden tray. Its color is a light orange. A white spoon is inside the bowl.","is, white, bowl, orange, on a wooden tray, spoon","What color is the bowl?, What color is the Sriracha Mayo?, What is the bowl placed on?, What is the color of the Sriracha Mayo?, Where is the white bowl placed?, What is inside the bowl?"
fc463831821156d,"The Chef John's Empty Mayo Jar Dressing is a light beige color with small green and darker brown flecks throughout. It is located inside of a white gravy boat. Some of the dressing is being poured from a white container with a blue trim, above the gravy boat. A gold spoon is present inside the gravy boat, submerged in the dressing on the right side.","poured, light, dressing, beige, in the dressing, spoon","What is being done to the dressing from the white container?, What color is the dressing?, What is the beige substance in the gravy boat?, Where is the spoon located?, What is present inside the gravy boat on the right side?"
edca1545b1ce0b1,"The mayo chicken is a golden-brown color, with darker brown speckles from seasoning. It sits towards the bottom of the plate, slightly left of center, with a salad above it and to its left. There's some shiny oil surrounding the chicken on the plate.","chicken, golden-brown, sits, salad, bottom, on the plate","What is the main protein in the dish?, What color is the chicken?, Where does the chicken sit on the plate?, What is placed above the chicken?, Where is the chicken located on the plate?, What is the chicken placed on?"
d83226144d5214e,"The chipotle mayo is a creamy, light orange color with flecks of red pepper visible throughout. It fills a clear glass jar, nearly to the top. A spoonful of the mayo is held above the jar by a silver spoon. The jar sits on a gray surface, with a folded white cloth partially visible to the left of the jar.","creamy, orange, fills, mayo, spoon, to the top","What is the texture of the chipotle mayo?, What color is the chipotle mayo?, What does the chipotle mayo do to the jar?, What is the main ingredient in the chipotle mayo?, What is held above the jar?, Where is the chipotle mayo filled to?"
5f56e9d4ef7d9cd,"The spicy sushi mayo appears in two forms: as a sauce drizzled on top of several sushi rolls and as a sauce served in a small, square, white bowl. The drizzled mayo is a light orange color and is unevenly distributed on top of the sushi rolls, with some rolls having a larger amount and others having a smaller amount. Some of the sauce has dripped down the sides of the rolls and onto the plate. The bowl of spicy sushi mayo is located in the upper right corner of the image, and it has a more uniform, light orange color. The sauce fills the bowl almost completely.","spicy, drizzled, sushi, orange, appears, on top of","What flavor is the sushi mayo?, How is the sauce applied to the sushi rolls?, What type of food is the sauce served with?, What color is the drizzled mayo?, How does the drizzled mayo appear on the sushi rolls?, Where is the sauce drizzled on the sushi rolls?"
6e5a18f2e850105,"The mayo-roasted chicken is centered on a white plate. The skin is a mix of golden brown and darker brown, with some black spots. The chicken's skin appears crispy and seasoned. Lemon slices, yellow in color, are arranged around the base of the chicken, interspersed with sprigs of green herbs. The herbs are delicate and twig-like.","roasted, crispy, chicken, white, yellow, on a plate","How was the chicken cooked?, How does the chicken skin appear?, What type of meat is shown in the image?, What color is the plate?, What color are the lemon slices?, Where is the chicken placed?"
dd93ccb50d4db8e,"The Lime Mayo is a creamy white color with red onion pieces and lime zest mixed in. It is in a small, silver bowl located on the right side of the image. Some of the lime mayo with red onions is also on the artichoke heart, which is located to the left of the bowl. There are also a few strands of lime zest and slices of red onion on the white plate, below the bowl and artichoke.","creamy, white, bowl, located on, mixed, zest","What is the texture of the lime mayo?, What color is the lime mayo?, What is the lime mayo served in?, Where is the small silver bowl located?, How are the red onion pieces and lime zest in the lime mayo?, What is mixed into the lime mayo?"
d7c036841cefce5,"The 'Thick 'n Tangy Mayo' is primarily light yellow in color, appearing smooth and glossy. It occupies the majority of the image, swirling and layering across the frame. Some of it is located in the upper left corner with a gray metallic pan being barely visible.","yellow, swirling, mayo, smooth, gray, in the upper left corner","What color is the 'Thick 'n Tangy Mayo' primarily?, How does the 'Thick 'n Tangy Mayo' appear in the image?, What is the name of the condiment in the image?, What texture does the 'Thick 'n Tangy Mayo' have?, What color is the pan in the image?, Where is some of the 'Thick 'n Tangy Mayo' located?"
7e886250c1c8bd7,"The spicy basil mayo summer condiment is a creamy, light orange color, and fills a small, white, decorative bowl.  The condiment is topped with two dark green basil leaves, placed near the upper left edge of the bowl. The bowl is positioned in the upper center of the image on a light-colored surface with an orange dot pattern.","spicy, fills, bowl, orange, basil, on a light-colored surface","What is the flavor of the condiment?, What does the condiment do to the bowl?, What is the condiment served in?, What color is the condiment?, What herb is used to top the condiment?, Where is the bowl placed?"
990751dcd84f3c6,"The vegan mayo is present in two locations. First, it fills a clear glass bowl located on the right side of the image, occupying a significant portion of the frame. The vegan mayo appears uniformly white and smooth within the bowl. Second, a smaller dollop of vegan mayo is situated on top of a brown, seed-covered cracker on the left side of the image. This dollop is also white and contrasts with the darker tones of the cracker.","fills, vegan, bowl, white, on top of, brown","What does the vegan mayo do in the clear glass bowl?, Is the mayo in the bowl vegan?, What type of container holds the vegan mayo on the right side of the image?, What color is the vegan mayo in the bowl?, Where is the smaller dollop of vegan mayo located?, What color is the cracker under the dollop of vegan mayo?"
6a1a83045798728,"Two glass jars containing homemade mayonnaise are positioned side-by-side on a green surface. The jar on the left contains mayonnaise with a light peach color, speckled with dark red or brown flecks throughout, giving it a textured appearance. The jar on the right holds mayonnaise that is a pale yellow or off-white color, appearing smooth and creamy with a slight depression in the center.","containing, homemade, jars, green, peach, speckled","What are the glass jars containing?, Is the mayonnaise in the jars homemade?, What are the two containers used to hold the mayonnaise?, What color is the surface the jars are placed on?, What color is the mayonnaise in the left jar?, What gives the mayonnaise in the left jar a textured appearance?"
45e3b15b9274a5f,"The Gochujang Mayonnaise is a light orange-tan color, and it is presented in a small, square, black bowl. The bowl is placed on a wooden tray in the foreground of the image, slightly to the left of center.","Gochujang, orange-tan, bowl, placed, wooden, to the left","What is the name of the sauce in the image?, What color is the Gochujang Mayonnaise?, What is the Gochujang Mayonnaise served in?, Where is the bowl placed?, What material is the tray made of?, Where is the bowl positioned on the tray?"
cc125bde1995688,"The homemade garlic mayonnaise is a pale yellow color and fills a clear glass bowl. The bowl is situated in the center of the image on a speckled countertop. A stainless steel knife rests on the rim of the bowl, with a dollop of the yellow mayonnaise clinging to its tip, extending towards the upper left.","homemade, fills, yellow, bowl, on the rim, clear","Is the garlic mayonnaise homemade?, What does the garlic mayonnaise fill?, What color is the garlic mayonnaise?, What type of bowl is the garlic mayonnaise in?, Where is the stainless steel knife resting?, Is the glass bowl clear?"
d6e182fc6b21510,"The homemade mayonnaise has a creamy, pale yellow color and is contained within a light brown, square bowl. The bowl is situated in the center-right of the image. A halved lemon with a bright yellow rind and pale yellow flesh is positioned to the left of the bowl.","creamy, yellow, mayonnaise, contained within, bowl, situated","What is the texture of the homemade mayonnaise?, What color is the homemade mayonnaise?, What is the condiment in the bowl?, Where is the homemade mayonnaise contained?, What is the shape of the bowl?, Where is the bowl situated in the image?"
eaa2b13d348f60e,"The wasabi mayonnaise sauce is primarily off-white. It fills most of the clear glass bowl, with some clinging to the sides near the rim. The sauce's texture appears somewhat thick and slightly bubbly. Some darker specks, likely from the wasabi, are visible within the sauce, especially near the edges of the bowl. Overall, the sauce is centrally located within the bowl, which dominates the frame.","fills, off-white, sauce, glass, with some, bubbly","What color is the wasabi mayonnaise sauce?, What does the sauce do to the glass bowl?, What is the color of the glass bowl?, What is the sauce served in?, What is visible on the sides near the rim of the bowl?, How does the texture of the sauce appear?"
5016c5c2d0688ab,"The homemade mayonnaise is in a navy blue bowl, centrally located. It is a pale yellow color and has a thick, creamy texture. Behind the bowl are two light brown eggs. To the left and right of the bowl are lemon wedges with a bright yellow peel and pale yellow pulp. The lemons frame the bowl and eggs, adding a pop of color.","homemade, blue, bowl, located, yellow, of the bowl","Is the mayonnaise homemade?, What color is the bowl?, What is the mayonnaise served in?, Where is the bowl located?, What color is the mayonnaise?, What is the color of the bowl?"
e4a5cb24b16dcbf,"The homemade ramp mayonnaise is light green and fills most of a clear glass bowl. Two dark green leaves and a cluster of small white flowers are positioned to the right of the bowl, partially overlapping its edge.","homemade, light green, fills, bowl, leaves, to the right of","What is the ramp mayonnaise described as?, What color is the ramp mayonnaise?, What does the ramp mayonnaise do to the bowl?, What type of container is the ramp mayonnaise in?, What is positioned to the right of the bowl?, Where are the leaves and flowers positioned relative to the bowl?"
342afeccf827e34,The egg white mayonnaise is located in the center of the frame. Its color is pale yellow. It fills the bowl.,"located, pale yellow, mayonnaise, egg, fills, in the center","Where is the egg white mayonnaise located?, What color is the egg white mayonnaise?, What is the main ingredient in the mayonnaise?, What is the egg white mayonnaise made of?, What does the egg white mayonnaise fill?, Where is the egg white mayonnaise in the frame?"
c78131c3e850095,"The aquafaba mayonnaise is a creamy white color, filling a clear glass jar to the brim, with some slightly overflowing on top. The jar is centered on a glass plate, which rests on a colorful autumnal-themed tablecloth. Scattered around the base of the jar are numerous chickpeas.","creamy, white, filling, jar, chickpeas, on top","What is the texture of the aquafaba mayonnaise?, What color is the aquafaba mayonnaise?, What is the aquafaba mayonnaise doing in the jar?, What is the aquafaba mayonnaise stored in?, What is scattered around the base of the jar?, Where are the chickpeas located?"
4648a0e35d13869,"The barbacoa meat is dark brown. It's located inside the tortilla, primarily in the lower-left and center of the image, and also in the top-right. It is mixed with white onions and cilantro.","barbacoa, dark, is located, tortilla, white, mixed","What is the color of the barbacoa meat?, What is the color of the barbacoa meat?, Where is the barbacoa meat located?, What is the barbacoa meat wrapped in?, What color are the onions mixed with the barbacoa?, What is the barbacoa meat mixed with?"
1a042f18c2fdd22,"The ""Asian Fire Meat"" is primarily brown, interspersed with orange carrot slices and translucent onions. It occupies the lower left to center of the plate. A smaller, detached piece of the meat is present on the upper left. A pile of white rice is located on the upper right portion of the plate, partially adjacent to the meat. The meat appears to be coated in or surrounded by a light brown sauce or gravy.","brown, orange, meat, located on, rice, coated","What color is the meat primarily?, What color are the carrot slices?, What is the main ingredient in the dish?, Where is the smaller piece of meat located?, What is located on the upper right portion of the plate?, What appears to coat the meat?"
3a11fca6073b995,"The monkey meat pieces are mostly brown, with some darker browned areas. They are distributed throughout the image, concentrated more heavily towards the lower-center and right side of the frame. The meat appears to be stewed in a brown liquid.","browned, distributed, monkey, brown, in a brown liquid, meat","What color are the darker areas of the monkey meat?, How are the monkey meat pieces arranged in the image?, What type of meat is shown in the image?, What is the overall color of the monkey meat pieces?, Where are the monkey meat pieces located in the image?, What is the appearance of the liquid surrounding the meat?"
daae7008bf66259,"The loose meat on a bun consists of a light brown bun that is cut in half. The top half of the bun is slightly shiny, with a golden-brown color. The bottom half of the bun is covered with loose meat, which is dark brown and coarsely ground. Some of the meat has fallen off the bun and onto the plate to the lower left of the bun. The bun is located in the bottom left quadrant of the plate.","loose, bun, golden-brown, fallen, meat, on the plate","Is the meat on the bun loose?, What is the color of the top half of the bun?, What is the color of the top half of the bun?, Has any of the meat fallen off the bun?, What is the main ingredient on the bun?, Where is the fallen meat located?"
3e06c1c49f7251c,"The Charley's Slow Cooker Mexican Style Meat is located inside a white tortilla. The meat is brown and appears shredded. It is primarily located towards the bottom half of the tortilla. Some shredded cheese, light orange in color, is mixed in with the meat. Slices of red tomatoes are on top of the meat and lettuce, with bright green lettuce also visible within the filling. The tortilla wraps around all of these ingredients, forming a cylindrical shape.","located, white, meat, brown, in with, red","Where is the Charley's Slow Cooker Mexican Style Meat located?, What color is the tortilla?, What type of meat is in the tortilla?, What color is the meat?, What is mixed in with the meat?, What color are the tomato slices?"
6b078ec064a0d86,"The easy meat sauce is a rich, reddish-brown color, and it's located centrally on top of the spaghetti in the plate. The sauce covers the majority of the spaghetti, cascading down its sides. The thickness varies with some areas appearing more dense and others more liquid.","sauce, rich, covers, spaghetti, reddish-brown, on top of","What is the reddish-brown liquid on top of the spaghetti called?, What word describes the texture and flavor of the meat sauce?, What does the sauce do to the majority of the spaghetti?, What type of pasta is the sauce served with?, What color is the meat sauce?, Where is the sauce located in relation to the spaghetti?"
2d05b727b574338,"The slow cooker Philly steak sandwich meat is brown, and it is primarily located in the center of the image, layered within the sandwich. It's covered with melted white cheese, which is draped generously over the meat, onions, and green and red bell peppers. The cheese's melted texture makes it blend with the meat and vegetables. The sandwich is situated on a yellowish toasted bun, visible behind and beside the meat. All of these elements are arranged in a red and white checkered basket.","slow cooker, brown, meat, melted, white, in the center","What is used to cook the Philly steak sandwich meat?, What color is the meat in the sandwich?, What is the main ingredient in the sandwich?, What is the texture of the cheese on the sandwich?, What color is the cheese on the sandwich?, Where is the meat primarily located in the image?"
0c7ca7e772bd34c,"The Uncle Terry Meat is a brownish-pink color and appears as small, roughly cube-shaped pieces. They are situated in the top-left to top-right section of the image, resting atop a bed of white rice, which is itself placed on a large, green lettuce leaf.","brownish-pink, meat, is, green, on atop, rice","What color is the Uncle Terry Meat?, What type of food is the Uncle Terry Meat?, What is the Uncle Terry Meat resting on?, What color is the lettuce leaf?, Where is the Uncle Terry Meat placed?, What is the Uncle Terry Meat served with?"
dd053255e37ce87,"The Quick Meatball Stroganoff features egg noodles, meatballs, and stroganoff sauce, presented on a white plate. The egg noodles are yellow and are arranged in a pile on the plate. The meatballs are gray and covered in a creamy, light beige stroganoff sauce. The sauce is also drizzled over the noodles. Sprinkled on top are green herbs. The meatballs are located centrally on top of the noodles, coated in the sauce. The green herbs are scattered over the meatballs and sauce. A silver fork is placed on the right side of the plate.","features, yellow, meatballs, covered, on top, green","What are the main elements of the dish?, What color are the egg noodles?, What is the main protein in the dish?, What is the meatballs covered with?, Where are the meatballs located?, What color are the herbs sprinkled on top?"
61be719816b9597,"The image shows several meatballs in a tomato sauce. The meatballs are primarily orange-brown, due to being coated in the sauce. Some meatballs appear lighter where the sauce is less dense. They are located in the bottom left, top left, and center right of the image. The tomato sauce is a vibrant orange-red color. It surrounds and covers the meatballs, filling the space within the dish. Small, bright green parsley flakes are scattered on top of the meatballs and within the sauce. These are located on the top left, center, and bottom left. The meatballs are served in a white, decorative dish.","meatballs, orange-brown, located in, tomato sauce, covers, green","What are the main food items in the image?, What color are the meatballs primarily?, Where are the meatballs located in the image?, What type of sauce is used in the dish?, What does the tomato sauce do to the meatballs?, What color are the parsley flakes on top of the dish?"
e4ddc6163dc3ed6,"The image features three Chef John's Italian Meatballs submerged in a vibrant red tomato sauce within a white bowl. Each meatball is spherical, displaying a browned exterior with hints of visible herbs. The tomato sauce has a glossy appearance and varies in shade, from a lighter orange-red to a deeper, richer red where it pools around the meatballs. The meatballs are positioned in the center of the bowl, with one located at the bottom and the other two above it. Fresh green herbs are sprinkled on top of the meatballs, adding a contrasting pop of color. The bowl itself is white with a thin black rim, and a gold fork is resting on the left side of the bowl.","submerged, red, meatballs, white, browned, on top of","Are the meatballs submerged in the sauce?, What color is the tomato sauce?, What type of food is featured in the image?, What color is the bowl?, Are the meatballs browned on the outside?, Where are the meatballs positioned in the bowl?"
b6fcb533a3914cd,"The meatballs are located in the center of the image, arranged in a pile on top of mashed potatoes. They are generally spherical and have a brownish-gray color with darker speckles. The gravy is a creamy, light brown color and is coating the meatballs and pooling around them on the mashed potatoes. The mashed potatoes are located underneath the meatballs, forming a base. They have a light yellow-white color and a fluffy texture.","located, brownish-gray, meatballs, creamy, on top of, potatoes","Where are the meatballs located?, What color are the meatballs?, What is the main dish in the image?, What is the texture of the gravy?, Where are the meatballs placed?, What is the base of the dish?"
ed35d8e91b78250,The gluten-free turkey meatballs are tan to light brown and roughly spherical. There are five meatballs arranged in a roughly circular pattern on a yellow plate. The meatballs are sitting on a bright red tomato sauce. Some chopped green parsley and white cheese sprinkles are scattered around the sauce and meatballs. One meatball is at the bottom center of the plate. Two are on the left side. Two are on the right side.,"arranged, gluten-free, meatballs, yellow, on a plate, red","How are the meatballs positioned on the plate?, Are the meatballs gluten-free?, What type of food is shown in the image?, What color is the plate?, Where are the meatballs placed?, What color is the tomato sauce?"
2d06121aeb9e8d6,"The turkey and rice meatballs, or Albondigas, are located in the center of the image, arranged in a small terra cotta bowl. The meatballs themselves are a light brown color, and are covered in a thick, vibrant orange-red sauce. Scattered on top of the meatballs are specks of dark green herbs. The rice is a bright, light yellow and forms a bed beneath the meatballs, filling the bowl.","located, brown, meatballs, orange-red, on top of, yellow","Where are the turkey and rice meatballs located?, What color are the meatballs?, What is the main ingredient in the dish?, What color is the sauce on the meatballs?, What is scattered on top of the meatballs?, What color is the rice?"
99b06fe64858e3f,"The sweet and sour meatballs are arranged in a pile in the center of the image, inside a white bowl. The meatballs are brownish-red with a glossy finish due to the sauce. The sauce itself is a dark brown and coats the meatballs generously, with some pooling at the bottom of the bowl. The meatballs are clustered together, creating a mound that fills the bowl.","arranged, sweet, meatballs, brownish-red, in the center, bowl","How are the meatballs arranged in the bowl?, What is the flavor of the meatballs?, What type of food is in the bowl?, What color are the meatballs?, Where are the meatballs placed in the image?, What is the meatballs served in?"
cd33d91d7fdb300,"The Spicy Buffalo-Style Meatballs are light brown with flecks of orange. They are piled in a silver metal bowl located on the left side of the image, towards the bottom.","Meatballs, Spicy, piled, light brown, silver, on the left side","What is the main dish in the image?, What is the flavor of the meatballs?, How are the meatballs arranged in the bowl?, What color are the meatballs?, What color is the bowl?, Where is the bowl located in the image?"
8e78eb67e347a94,"The Swedish meatballs are clustered together on the left side of the plate, with a light brown color. They are coated in a creamy, pale brown sauce. Behind the meatballs and slightly to the left are two scoops of mashed potatoes, appearing white. To the right of the meatballs is a small, square white bowl filled with a dark red jelly or jam. Steam rises from the meatballs. The plate itself is a light green color.","clustered, brown, meatballs, white, rises, on the left","How are the Swedish meatballs arranged on the plate?, What color are the Swedish meatballs?, What is the main dish in the image?, What color are the mashed potatoes?, What is rising from the meatballs?, Where are the Swedish meatballs located on the plate?"
4ea2c592a391382,"The easy meatballs are brown, round, and sit atop a bed of light-colored spaghetti. They are covered in a bright red tomato sauce and a sprinkling of white parmesan cheese. Several meatballs are positioned around the plate, with one in the lower right, another in the upper left, and one centrally located. The sauce is spread over the spaghetti and the meatballs. Green herbs are sprinkled on top, adding a pop of color.","brown, meatballs, sit, red, spaghetti, on top","What color are the meatballs?, What is the main ingredient of the round, brown food?, Where do the meatballs sit?, What color is the tomato sauce?, What type of pasta is under the meatballs?, Where are the meatballs positioned?"
e6b9c8013c28798,"The Impossible Swedish Meatballs are various shades of brown and grey, and are distributed throughout the dish. Many meatballs are in the center, while others are along the edges of the pot. Each meatball is circular and approximately 2-3 cm in diameter. Some appear darker than others, with more brown, possibly due to browning during cooking. Many are topped with green herbs. They are interspersed among the egg noodles and mushrooms.","cooking, brown, meatballs, Swedish, green, along the edges","What process was used to prepare the meatballs?, What color are the meatballs?, What type of dish is being described?, What cuisine do the meatballs belong to?, What color are the herbs on top of the meatballs?, Where are some of the meatballs located?"
59d99431b9a63ca,"The Chicken Ricotta Meatballs are light beige and are located in the center of the image, arranged in a cluster. They sit atop a vibrant orange-red sauce that covers the bottom of the plate. Scattered throughout the scene are shavings of pale yellow cheese, and small, bright green herbs, acting as a garnish, are interspersed amongst the meatballs and sauce.","beige, located in, meatballs, orange-red, scattered, garnish","What color are the Chicken Ricotta Meatballs?, Where are the Chicken Ricotta Meatballs located in the image?, What is the main ingredient of the dish?, What color is the sauce on the plate?, How are the shavings of pale yellow cheese arranged?, What is the purpose of the bright green herbs in the dish?"
070f994f78d1ce3,"The barbecued meatballs are densely packed in a glass container. Each meatball is round and coated in a dark brown sauce. The sauce appears glossy and covers most of the meatballs. The meatballs are arranged in rows and columns throughout the container, filling almost the entire space. The color of the meatballs ranges from medium brown to dark brown, depending on the amount of sauce coating them.","barbecued, packed, container, brown, glossy, in a glass","What cooking method was used for the meatballs?, How are the meatballs arranged in the container?, What type of container holds the meatballs?, What color is the sauce on the meatballs?, How does the sauce on the meatballs appear?, Where are the meatballs placed?"
