Image,Question,Answer,predicted_answer
65c82ce184feb05,What color is the bowl,green,dark brown
65c82ce184feb05,Where is the spoon in relation to the bowl,dip in,on the spoon
47be8f81c88ee14,How are the chips arranged in the image,scattered,piled
47be8f81c88ee14,What type of food is shown in the image,chips,fajitas
47be8f81c88ee14,What color are some of the chips,green,yellow
47be8f81c88ee14,What color do some of the chips display,golden-yellow,brownish
47be8f81c88ee14,Where are most of the chips located in the frame,towards the central region,yellow
05c9906b7d13f12,What pattern is seen on the chocolates,swirled,speckled
05c9906b7d13f12,What is the predominant color of the chocolates,tan,white
05c9906b7d13f12,How many pieces of chocolate are shown in the image,many,jars
05c9906b7d13f12,What shape are the chocolates cut into,rectangular,diced
05c9906b7d13f12,What material are the chocolates wrapped in,in clear plastic,foil
0f45ead135cb68e,What type of dish is the dessert served in,dessert,dessert
0f45ead135cb68e,What is the appearance of the glass dish,clear,clear
0f45ead135cb68e,What type of fruit is on top of the dessert,raspberries,plum
0f45ead135cb68e,How are the white chocolate chips arranged around the dish,scattered,on top of
0f45ead135cb68e,Where are the white chocolate chips placed,on a metallic surface,on top of
19152d394d56652,What color is the chocolate filling,chocolate,brown
19152d394d56652,What color are the pastry layers,brown,golden-brown
19152d394d56652,What color is the powdered sugar,golden-brown,white
19152d394d56652,Where are the chocolate clouds positioned,on top of,brown
701a877404f09ee,What is the texture of the topping on the cake,creamy,brown
701a877404f09ee,What is the base layer of the food item,cake,rice
701a877404f09ee,What color is the base cake,brown,golden-yellow
701a877404f09ee,Where are the chocolate cookie crumbles located,on top,in the upper left quadrant
701a877404f09ee,What is the main flavor of the crumbles on top,chocolate,white
a01489b3eac8ec8,What is the sauce doing to the ice cream,drizzled,white
a01489b3eac8ec8,What is the color of the chocolate sauce,brown,brown
a01489b3eac8ec8,What is the main dessert in the bowl,ice cream,ice cream
a01489b3eac8ec8,What color is the ice cream,white,white
a01489b3eac8ec8,Where has some of the chocolate sauce pooled,at the bottom,on the plate
85057719a8f7290,What color is the vegetable chowder,yellow,beige
85057719a8f7290,What is the vegetable chowder served in,bowl,bowl
85057719a8f7290,How are the diced carrots and herbs distributed in the chowder,dispersed,scattered
85057719a8f7290,What vegetable is diced and visible in the chowder,carrots,corn
85057719a8f7290,Where is the sprig of parsley located,on the surface,on the top
7e6905e6903434a,What is the main vegetable ingredient in the chowder,corn,leeks
7e6905e6903434a,What color are the bacon pieces,brown,brown
7e6905e6903434a,What color are the corn kernels in the chowder,yellow,yellow
7e6905e6903434a,Where are the thinly sliced scallions distributed,across the surface,on top of
4f1f20526bc57a3,What color is the cranberry chutney,red,green
4f1f20526bc57a3,What is the chutney served in,bowl,bowl
4f1f20526bc57a3,Where is the cranberry chutney located,center of the bowl,in the bowl
4f1f20526bc57a3,How much of the bowl does the chutney fill,fills,fills
4f1f20526bc57a3,What is the consistency of the chutney besides whole cranberries,pulpy,red
44b56d634060bf5,What is the container for the chutney,jar,jar
44b56d634060bf5,What color is the chutney,brownish-yellow,green
44b56d634060bf5,What is the jar filled with,with the chutney,filled
44b56d634060bf5,What is on the jar,label,clear
ec2780b0cdb57b7,What color are the apple slices concentrated at the top and right,red,yellow-green
ec2780b0cdb57b7,What fruit is visible in the image,apple,visible
ec2780b0cdb57b7,What are the apple slices submerged in,slices,yellow-green
ec2780b0cdb57b7,What color are the apple slices at the bottom and left,green,tan
ec2780b0cdb57b7,Where are the green apple slices located,in a clear liquid,in the water
e283a9a4aac5d7e,What color is the bowl,white,dark brown
e283a9a4aac5d7e,What is the cinnamon rice served in,bowl,bowl
e283a9a4aac5d7e,What color are some of the rice grains,brown,tan
e283a9a4aac5d7e,Where is the rice primarily located in the image,in the center,located
7ff22df8804e302,What color is the chowder,off-white,beige
7ff22df8804e302,What type of soup is in the bread bowl,chowder,soup
7ff22df8804e302,Where does the dish sit,sits on,sits on
7ff22df8804e302,What is the bread bowl like,circle,patterned
7ff22df8804e302,What is on top of the chowder,herbs,light
cea8aeba6870289,What color is the bowl,white,dark brown
cea8aeba6870289,What type of seafood is in the bowl,clams,mussels
cea8aeba6870289,What color are the bands on the clam shells,brown,brown
cea8aeba6870289,Where are the clams placed,in a bowl,on a plate
cea8aeba6870289,What color are the herbs scattered amongst the clams,green,green
530fe55b9b9c31b,What color is the pumpkin cobbler's top and base,golden-brown,golden
530fe55b9b9c31b,What is the main ingredient in the cobbler,pumpkin,golden
530fe55b9b9c31b,What color is the plate,white,green
530fe55b9b9c31b,Where is the pumpkin cobbler slice placed,on the plate,on the plate
530fe55b9b9c31b,What is the texture of the cobbler's top and base,crumbly,on top
68bd96227109ec0,What is the color of the top crust of the cobbler,golden-brown,brown
68bd96227109ec0,What type of dessert is shown in the image,cobbler,enchiladas
68bd96227109ec0,What color are the lighter patches on the cobbler's surface,yellow,orange-brown
68bd96227109ec0,What creates the textured appearance of the cobbler's top crust,with variations,brown
68bd96227109ec0,What process is indicated by the golden-brown hue and crispy edges of the cobbler,baking,along the outer edge
440eb56040e7a70,Is the vegetable juice cocktail homemade,homemade,vibrant
440eb56040e7a70,What are the containers used for the vegetable juice cocktail,jars,jars
440eb56040e7a70,Are the jars in the foreground overlapping,yes,overlapping
440eb56040e7a70,What type of juice is in the jars,vegetable,vibrant
440eb56040e7a70,Are the jars centered in the frame,yes,centered
d55b3849c761b7e,What type of drink is in the glass,Cocktail,juice
d55b3849c761b7e,What do the cranberries do in the liquid,float,fill
d55b3849c761b7e,What is the clarity of the glass,clear,clear
d55b3849c761b7e,What type of glass is the cocktail served in,glass,martini
d55b3849c761b7e,How are the cranberries arranged in the drink,in a slight curve,red
eb0547ba26a8d76,What is the color of the glass,clear,clear
eb0547ba26a8d76,What type of glass is the cocktail served in,glass,martini
eb0547ba26a8d76,What color is the salt on the rim of the glass,white,white
eb0547ba26a8d76,What is the slight tint of the cocktail,yellow,rice
eb0547ba26a8d76,Where is the lemon slice placed,on top of,on the rim
87ccb1358aa1510,What color is the liquid in the lower portion of the jar,turquoise-blue,yellow
87ccb1358aa1510,What type of container is the cocktail served in,jar,glass
87ccb1358aa1510,What color is the layer above the turquoise-blue liquid,red,white
87ccb1358aa1510,Where are the red candies and shark decoration placed,on the rim,on top of
87ccb1358aa1510,What type of decoration is on the rim of the jar,shark,garnish
e58c798c8bc3f13,What is the orange peel used for in the image,garnished,orange
e58c798c8bc3f13,What color are the cocktails in the image,orange,in the foreground
e58c798c8bc3f13,What color is the orange peel in the image,yellow-orange,orange
e58c798c8bc3f13,What is the name of the cocktail in the image,Monkey Gland,Super Al's
e58c798c8bc3f13,Where is the orange peel located in the image,on the surface,orange
14658cd22c153da,Is the hot cocoa sitting on a plate,yes,brown
14658cd22c153da,Is cocoa one of the main ingredients in the drink,cocoa,tofu
14658cd22c153da,Is the plate under the mug blue,no,orange
14658cd22c153da,Is the color of the cocoa light brown,yes,pâté
14658cd22c153da,Is the cinnamon stick positioned on the upper left side of the mug,on the upper left,on the left side
f8421d48b298f2d,What is the flavor of the Panforte,spiced,Ginger
f8421d48b298f2d,What color is the base of the slices,chocolate-brown,white
f8421d48b298f2d,How many slices of Panforte are shown,two,slices
f8421d48b298f2d,Where is the top slice located in relation to the bottom slice,on top of,sitting on top of
815579469c0316a,What color is the cod,golden-brown,white
815579469c0316a,What type of fish is on the plate,cod,grouper
815579469c0316a,What is the cod doing on the rice,resting,white
815579469c0316a,Where is the cod located in relation to the rice,on top of,next to
76e207eb30185cc,What material is the drink contained in,glass,glass
76e207eb30185cc,What is the color of the lime wedge,green,green
76e207eb30185cc,What color is the lime wedge,green,green
76e207eb30185cc,Where is the lime wedge placed,on the rim,on the right
76e207eb30185cc,How would you describe the color of the mocktail,vibrant red,vibrant
a76ca4ec5d52403,What is the color of the coffee in the mug,light,brown
a76ca4ec5d52403,What is the red and white object in the image,mug,chocolate
a76ca4ec5d52403,What color is the mug in the image,red,white
a76ca4ec5d52403,Where are the coffee beans scattered,across a light brown surface,on the lower left
a76ca4ec5d52403,What is scattered across the light brown surface,coffe beans,potatoes
ee42b0500aad9db,What is the color of the glass mug,clear,clear
ee42b0500aad9db,What type of drink is shown in the image,coffee,cocktail
ee42b0500aad9db,What color is the coffee foam,brown,light brown
ee42b0500aad9db,What is placed in the mug for drinking,straw,in the lower left
f98b1e40f10ea12,What is the color of the whipped cream,white,cream
f98b1e40f10ea12,What beverage is in the glass,coffee,coffee
f98b1e40f10ea12,What is the glass made of,glass,glass
f98b1e40f10ea12,What is on top of the coffee,whipped cream,foamy
f98b1e40f10ea12,Where is the sugar coating,on the rim,brown
c5e136f52b70509,Where is the Colcannon located in the image,at the center,in the center
c5e136f52b70509,What is positioned on top of the Colcannon,sausages,green
c5e136f52b70509,What color are the sausages,brown with a slight char,brownish-gray
c5e136f52b70509,What color is the Colcannon,white,yellow
c5e136f52b70509,What is the Colcannon doing in the bowl,filling,fills
52c7342c98cf6c2,What color is the bowl,white,dark brown
52c7342c98cf6c2,What is the St. Patrick's Colcannon served in,bowl,yellow
52c7342c98cf6c2,What color are the chopped scallions or green onions,green,green
52c7342c98cf6c2,What color are the chunks of ham,pink,ham
52c7342c98cf6c2,What is the mixture of colors in the colcannon,multicolored,yellow
f0cef0090813252,What is the texture of the coleslaw,creamy,creamy
f0cef0090813252,What is the name of the food item in the bowl,coleslaw,Relish
f0cef0090813252,What color are the carrot shreds in the coleslaw,orange,orange
f0cef0090813252,Where is the silver spoon located in the bowl,in the left,located to the left
f0cef0090813252,What ingredient adds hints of purple to the coleslaw,onion,adds
8d9999b45e9ce13,What color are the zucchini strands,green,throughout the dish
8d9999b45e9ce13,What type of utensil is the coleslaw in,bowl,spoon
8d9999b45e9ce13,What color are the carrot strands,orange,orange
8d9999b45e9ce13,What is the texture of the sauce,creamy,creamy
8d9999b45e9ce13,Where is the coleslaw placed,in a glass bowl,in the center
06c11acfce21e0f,What color is the blackberry compote,red-purple,red
06c11acfce21e0f,Where is the blackberry compote contained,in the bowl,bowl
06c11acfce21e0f,What is the bowl placed on,wooden board,bowl
06c11acfce21e0f,What is the wooden board used for,Cutting and serving,brown
06c11acfce21e0f,Where is the bowl located in the frame,to the right of,on the left side
72c8bdc4ed44bc3,Is the peanut butter melted,yes,brown
72c8bdc4ed44bc3,What is the main food item in the image,cookie,bread
72c8bdc4ed44bc3,What color is the cookie,brown,green
72c8bdc4ed44bc3,Where is the skillet placed,on the pan,in the upper left
9607fe377ae1740,What color is the jar,clear,clear
9607fe377ae1740,What is the container for the cookie mix,jar,jar
9607fe377ae1740,What color are the chocolate chips,brown,brown
9607fe377ae1740,What is tied around the jar's lid,with red ribbon,tied with
47a6475103a994d,How would you describe the color of the cooler,bright,vibrant
47a6475103a994d,Where is the cooler placed,on the colorful surface,on the left
47a6475103a994d,What does the cooler fill,orange juice,on the left
47a6475103a994d,Where is the straw inserted,into the cooler,into the frappuccino
56070b0625b083c,What color is the majority of the corn,yellow,brown
56070b0625b083c,Is the corn yellow,yes,scattered
56070b0625b083c,Where is the corn located on the plate,across the majority of,on the cob
56070b0625b083c,What is the corn topped with,melted and browned cheese,topped with
56070b0625b083c,What color is the larger piece on top of the corn,brownish-orange,in the background
dc8b523f5e54193,What is the color of the caramel corn,light,inside a tin
dc8b523f5e54193,What shade is the caramel corn,golden-brown,light-brown
dc8b523f5e54193,What are the bowls made of,glass,glass bowls
dc8b523f5e54193,Where is the second bowl located,on the top-left,in the upper left corner
5cc4c378f4527c4,What color are the corn kernels in the salad,yellow,yellow
5cc4c378f4527c4,What is the main ingredient in the salad,corn,lentils
5cc4c378f4527c4,How are the ingredients in the salad prepared,mixed,mixed
5cc4c378f4527c4,What color are the diced bell peppers in the salad,red,red
7a46895d46f89e7,What color are the black beans,brown,black
7a46895d46f89e7,What type of food are used in the dish,beans,vegetables
7a46895d46f89e7,What color are the pieces of bell pepper,red,red
7a46895d46f89e7,Where is the wooden spoon located,on the right,on the top
1e791e94ce68a17,What color is the bowl,white,dark brown
1e791e94ce68a17,How are the corn kernels arranged in the bowl,scattered,packed
1e791e94ce68a17,What color are the corn kernels,yellow,yellow
1e791e94ce68a17,Where are the red tomato slices,in a bowl,on the top of bacon
1e791e94ce68a17,Where are the purple onion pieces mostly located,in a bowl,in color
a9321bba4920843,What color is the cornbread,golden-yellow,golden-yellow
a9321bba4920843,What type of bread is shown in the image,cornbread,lefse
a9321bba4920843,What color is the cast iron pan,black,black
a9321bba4920843,How does the texture of the cornbread appear,coarse,crumbly
cc61c4260366898,What color is the cornbread,golden,golden-yellow
cc61c4260366898,What type of bread is shown in the image,cornbread,lefse
cc61c4260366898,What color is the plate used for serving the cornbread,white,blue
cc61c4260366898,Where is the parsley placed in relation to the cornbread stack,on a plate,on top of
a264b1ee256e419,What are the green specks in the cornbread embedded with,cornbread,within the base
a264b1ee256e419,What type of bread is shown in the image,cornbread,lefse
a264b1ee256e419,What color are the scattered pieces of broccoli,green,green
a264b1ee256e419,Where is the smaller piece of cornbread positioned in the image,on the top-left,located on
01c000a5e0c2720,What type of cheese is in the bowl,cottage cheese,cheese
01c000a5e0c2720,What color is the bowl,white,dark brown
01c000a5e0c2720,What color are the bananas,yellow,brown
01c000a5e0c2720,Where are the bananas placed in relation to the cottage cheese,around the cottage cheese,towards the center
6ff9ae19b3eed61,What is the main protein in the dish,chicken,chicken
6ff9ae19b3eed61,Where is the chicken located in the image,on the pan,on the left plate
6ff9ae19b3eed61,What vegetable is mixed with the cottage cheese,spinach,white
6ff9ae19b3eed61,What color is the cottage cheese,white,white
6ff9ae19b3eed61,Where is the chicken located in relation to the spinach and cottage cheese mixture,in the foreground,with orange
d980f97dbe2a1e9,What color is the couscous,yellow,brown
d980f97dbe2a1e9,What type of grain is in the bowl,couscous,farro
d980f97dbe2a1e9,What color is the bowl,white,dark brown
d980f97dbe2a1e9,What color are the herbs in the couscous,green,brown
d980f97dbe2a1e9,Where are the lemon wedges placed,on top of,on top of
191f4793a5b5caa,What color is the Israeli Couscous,tan,brown
191f4793a5b5caa,What is the couscous filling in the image,filling,brown
191f4793a5b5caa,What type of grain is shown in the image,couscous,quinoa
191f4793a5b5caa,What color is the bowl containing the couscous,white,brown
191f4793a5b5caa,What texture does the sauce coating the couscous appear to have,creamy,sandy
df3bd933b12e81f,What is the color of the couscous in the dish,tan,light
df3bd933b12e81f,What is the main grain used in the dish,couscous,rice
df3bd933b12e81f,What color are the chunks of tomatoes mixed within the couscous,red,couscous
df3bd933b12e81f,What color are the smaller flecks mixed within the couscous,green,couscous
df3bd933b12e81f,Where is the Jazzed Up Couscous dish located within the image,within the pot,brown
c8be669cf4a7994,What is the couscous served in,bowl,bowl
c8be669cf4a7994,What color is the couscous,white,brown
c8be669cf4a7994,What color are the almonds or nuts,beige,brown
c8be669cf4a7994,What shape is the couscous forming,small and round,brown
c8be669cf4a7994,Where is the couscous served,in a white bowl,bowl
22a6a503038da42,"What is the color of the cauliflower ""couscous""",yellowish-orange,light
22a6a503038da42,"What color are the sprigs scattered across the top of the ""couscous""",green,tomatoes
22a6a503038da42,Where are the sprigs of green cilantro scattered,across the top,across the top
22a6a503038da42,"What is resting partially within the ""couscous""",spoon,brown
4dc12e07d49694b,What type of food is prominently featured in the image,crab cakes,kabobs
4dc12e07d49694b,What color are the edges of the crab cakes,golden,golden-brown
4dc12e07d49694b,What color are the green flecks scattered throughout the crab cakes,green,golden-brown
b1cc9100561c3f3,What color are the crab pieces,reddish-orange,mixed in
b1cc9100561c3f3,What seafood is present in the dish,crab,crawfish
b1cc9100561c3f3,How are the crab pieces arranged in the dish,clustered,scattered
b1cc9100561c3f3,What type of meat is distributed around the crab,sausages,reddish
bddadd64cc7bae0,What color is the cranberry filling in the pie,red,red
bddadd64cc7bae0,What type of dessert is shown in the image,pie,enchiladas
bddadd64cc7bae0,What color is the crumb topping on the pie,tan,tan
bddadd64cc7bae0,What color is the pie crust,golden,golden-brown
bddadd64cc7bae0,In which direction is the pie slightly positioned,towards the left,upward
fbf680ba3d3b096,What type of sauce is on the chicken,cranberry,yellow
fbf680ba3d3b096,What type of meat is shown in the image,chicken,chicken
fbf680ba3d3b096,What color is the plate,light blue,green
fbf680ba3d3b096,What color is the chicken,golden brown,orange
fbf680ba3d3b096,Where are the chicken pieces placed,on a plate,on a white paper
4581574ec92aee2,What does the pomegranate cranberry sauce/relish do to the bowl,fills,fills
4581574ec92aee2,What is the pomegranate cranberry sauce/relish served in,bowl,red
4581574ec92aee2,What is the consistency of the pomegranate cranberry sauce/relish,thick,red
4581574ec92aee2,What color are the walnuts in the bowl,light brown and red,brown
4581574ec92aee2,Where are the walnuts located in the image,in the center,on top
9a3edf97d4725d1,What type of seafood is visible in the bisque,crawfish,crab
9a3edf97d4725d1,What color are the chopped chives in the bisque,green,on top
9a3edf97d4725d1,Where is the Louisiana Crawfish Bisque served,within a white bowl,orange-pink
4f5150c34518129,What color is the rice described as,beige,terracotta-colored
4f5150c34518129,How is the rice arranged on the plate,piled,piled
4f5150c34518129,What type of seafood is mixed within the rice,crawfish,chicken
4f5150c34518129,What color are the crawfish tails,red,orange-pink
4f5150c34518129,Where are the crawfish tails placed in relation to the rice,on top of,on top of
d7976d426b5fc7b,What is the texture of the Honey Walnut Cream Cheese,light,creamy
d7976d426b5fc7b,What type of nuts are mixed into the cream cheese,walnuts,feta
d7976d426b5fc7b,What color is the Honey Walnut Cream Cheese,beige,white
d7976d426b5fc7b,Where is the walnut half located in relation to the cream cheese,on top,within the crumb
d7976d426b5fc7b,What is the container used to hold the Honey Walnut Cream Cheese,bowl,bowl
70f1689e82535a7,What is the texture of the chantilly cream,soft,creamy
70f1689e82535a7,What is the main component of the dessert,cream,ice cream
70f1689e82535a7,What color is the chantilly cream,off-white,cream
70f1689e82535a7,What does the cream do to the glass dessert dish,fills,fills
70f1689e82535a7,Where are the dollops of cream located,on top,at the top
feb8da6d4727a62,What color is the plate,white,green
feb8da6d4727a62,What fruit is mixed within the creamy filling of the crepes,blueberries,white
feb8da6d4727a62,What color is the base of the crepes,brown,yellow
feb8da6d4727a62,What is inside the rolled crepes,blueberries,yellow
feb8da6d4727a62,Where are the blueberries scattered,on the plate,on the wooden surface
83d9469b7d2e536,What color is the crepe,golden brown,beige
83d9469b7d2e536,What is located in the center of the image,crepe,slice
83d9469b7d2e536,How would you describe the edges of the crepe,darker,darker
83d9469b7d2e536,Where is the crepe located in the image,in the center,beige
97317ea0a16f6ba,What color is the cloth the rolls are arranged on,purple,red
97317ea0a16f6ba,What is the shape of the food items in the image,rolls,patties
97317ea0a16f6ba,What color are the Nutella crescent rolls,golden brown ,on the white plate
97317ea0a16f6ba,What is visible in the cut roll,flaky dough,inner
97317ea0a16f6ba,Where is one of the whole rolls located in relation to the cut roll,on the lower right,yellow
5dc5bfed7295e6e,What color are the crisps,golden-yellow,tan
5dc5bfed7295e6e,How are the crisps arranged on the plate,overlap,brown
5dc5bfed7295e6e,What type of food is described as golden-yellow and lacy,cheese,fries
5dc5bfed7295e6e,What texture do the crisps have,lacy,crisp
5dc5bfed7295e6e,Where are the crisps located on the plate,on the upper-left,brown
7207161ee7fdd3a,What color are the sesame seeds on the crisps,white,buns
7207161ee7fdd3a,What color are the edges of some crisps,brown,tan
7207161ee7fdd3a,Where are the Sesame Lemon Crisps placed,on a white plate,tan
7207161ee7fdd3a,Which crisp appears bigger compared to the others,the crisp in the front,larger
f7e98ee1e808dcc,What color is the plate,green,green
f7e98ee1e808dcc,What shape are the croissant ice cream cones,cones,spherical
f7e98ee1e808dcc,What color are the croissant ice cream cones,golden-brown,golden brown
f7e98ee1e808dcc,How is one of the cones positioned on the plate,lies,sitting on
1747472deb3ca10,What color is the front center croquette,brown,golden-brown
1747472deb3ca10,What type of food is shown in the image,croquettes,fajitas
1747472deb3ca10,What color is the back croquette,dark,to the right
1747472deb3ca10,Where are the croquettes placed,on a plate,on a white surface
1747472deb3ca10,How are the croquettes positioned on the plate,arranged,plate
873396a9d5e4f00,How would you describe the croquettes,yummylicious,amazing
873396a9d5e4f00,What type of food is shown in the image,croquettes,fajitas
873396a9d5e4f00,What color are the croquettes,golden,on a white surface
873396a9d5e4f00,Where are the croquettes placed,on a silver metal rack,on a white surface
873396a9d5e4f00,What color are the darker croquettes,brown,on a white surface
72ee70465299f12,What color is the plate,beige,green
72ee70465299f12,What type of food is shown in the image,croquettes,fajitas
72ee70465299f12,What color is the crust of the croquettes,golden brown,covered
72ee70465299f12,Where are the croquettes resting,resting on the plate,on a white surface
72ee70465299f12,Is the bottom croquette fully visible,yes,visible
f72b411f57d390c,What type of dessert is shown in the image,pie,enchiladas
f72b411f57d390c,What color are the mint leaves,green,green
f72b411f57d390c,What color is the ice cream next to the pie,off-white,white
f72b411f57d390c,Where is the slice of berry crumble pie placed,on a white plate,on plate
8dcec925b92152d,What color are the raspberries in the bowl,red,red
8dcec925b92152d,What is the dessert served in,bowl,ramekin
8dcec925b92152d,What color are the peaches in the bowl,orange,orange
8dcec925b92152d,How are the peaches and raspberries arranged in the bowl,mixed,arranged
8dcec925b92152d,Where is the crumble topping located in relation to the fruit,on top of,glass
59b9dea4ab611ae,What color is the berry filling,red,glistening
59b9dea4ab611ae,What is the dessert served in,bowl,ramekin
59b9dea4ab611ae,Is the berry filling covered by the crumble topping,yes,glass
59b9dea4ab611ae,What color is the crumble topping,golden-brown,glass
59b9dea4ab611ae,Where is the berry filling located,at the bottom,on top of
92211a75310aaef,What type of dessert is shown in the image,pie,enchiladas
92211a75310aaef,What color are the raspberries in the pie filling,red,filling
92211a75310aaef,Where is the pie filling located in relation to the crumble topping,beneath,glass
8f3db33916b0bc0,What is the color of the crunches in the top center of the image,brown,slice
39bcc4756e74344,What color is the bowl containing the Berry Nut and Seed Crunch,green,white
39bcc4756e74344,How are the berries distributed in the bowl,scattered,raspberries
39bcc4756e74344,What color are the nuts in the Berry Nut and Seed Crunch,brown,golden-brown
39bcc4756e74344,What type of fruit is scattered throughout the bowl,berries,scattered
39bcc4756e74344,Where is the mixture of Berry Nut and Seed Crunch placed,atop,blackberry
286cb0fa3aefa9b,What color is the pie crust,golden-brown,golden-brown
286cb0fa3aefa9b,What type of food is shown in the image,pie,fajitas
286cb0fa3aefa9b,What pattern is formed by the pie crust across the top,lattice,sandwich
286cb0fa3aefa9b,Where is the lattice pattern placed on the pie,across the entire top,on top
286cb0fa3aefa9b,What decorative elements are placed in the lower-center of the pie,leaves,candy canes
71b37d19149e978,What color is the pie crust,yellow,golden-brown
71b37d19149e978,What type of food is shown in the image,pie,fajitas
71b37d19149e978,What part of the pie is in the dish,crust,pie crust
71b37d19149e978,How is the edge of the pie crust described,crimped,golden
71b37d19149e978,Where is the pie crust located in the image,in the center,in the image
79863139fcf71cc,What color is the pie crust,golden,golden-brown
79863139fcf71cc,What type of food is shown in the image,pie,fajitas
79863139fcf71cc,What color is the filling of the pie,red,purplish-red
79863139fcf71cc,What color are the lattice strips on the pie,tan,golden-brown
54b457d0076dc63,What is the melted cheese doing on the side of the crust,dripping,cheese
54b457d0076dc63,What color is the premium pizza crust,tan,golden-brown
54b457d0076dc63,What word describes the quality of the pizza crust,premium,vibrant
54b457d0076dc63,What is the melted ingredient on the pizza,cheese,topped with
54b457d0076dc63,Where is the crust positioned in the image,in the lower portion,right side
36e9730c7ccff02,What color are the Persian cucumbers on the inside,green,green
36e9730c7ccff02,What type of vegetable is mixed with the yogurt in the image,cucumbers,yogurt
36e9730c7ccff02,What color is the yogurt in the image,white,white
36e9730c7ccff02,What is the texture of the yogurt in the image,creamy,yogurt
36e9730c7ccff02,Where are the cucumber pieces distributed in the image,throughout the image,throughout the image
1750d80b96e62ce,What color is the plate used for the salad,white,white
1750d80b96e62ce,What type of dish is being described in the image,salad,casserole
1750d80b96e62ce,What color are the tomato slices in the salad,red,red
1750d80b96e62ce,Where is the salad placed,on a plate,on a white plate
1750d80b96e62ce,What color are the basil leaves in the salad,green,green
0f170af0c72067e,What color are the cucumber slices,green,green
0f170af0c72067e,What type of dish is shown in the image,salad,enchiladas
0f170af0c72067e,Are the seeds in the cucumber slices visible,visible,green
0f170af0c72067e,What color are the onion slices,white,white
0f170af0c72067e,Where are the salad components placed,inside a transparent bowl,rollups
b268dae475851c9,What color are the cucumbers,green,green
b268dae475851c9,What vegetable is being described,cucumbers,onion
b268dae475851c9,How are the cucumbers cut,sliced,green
b268dae475851c9,Where are the small brown specks located,on their surfaces,on the pot's side
cd9183721a494fa,How would you describe the cucumbers in the bowl,fresh,small
cd9183721a494fa,What type of vegetable is shown in the image,cucumbers,garlic
cd9183721a494fa,What color is the outer skin of the cucumber slices,green,green
cd9183721a494fa,How are the cucumber slices arranged in the bowl,overlapping,overlapping
cfcc90df3d3057d,What color is the margarita liquid,yellow,amber
cfcc90df3d3057d,What type of drink is shown,margaritas,cocktail
cfcc90df3d3057d,What color is the placemat,white,woven
cfcc90df3d3057d,What vegetable is used as a garnish,cucumber,carrots
cfcc90df3d3057d,Where are the cucumber slices placed,on the rim,on top of
3aa798519a72bac,What color is the whole cucumber,green,green
3aa798519a72bac,What vegetable is lying on the left side of the image,cucumber,glasses
3aa798519a72bac,What type of surface are all the items placed on,wooden,in a clear glass bowl
ac0f7b09bbfb88a,What type of vegetable is used in the dish,cucumbers,peppers
ac0f7b09bbfb88a,What do the cucumbers do in the bowl,fill,fill
ac0f7b09bbfb88a,What color are the sesame seeds,white,tan
ac0f7b09bbfb88a,Where are the cucumbers placed,in a shallow bowl,inside
bd4d9d9c7ff359f,What color is the surface the walnut cups are placed on,white,on a light blue tray
bd4d9d9c7ff359f,What color is the crust of the walnut cups,golden-brown,golden-brown
bd4d9d9c7ff359f,Where are the walnut cups placed,on a white surface,on a light blue tray
a2269fe475bbdeb,What color is the plate in the foreground,pink,white
a2269fe475bbdeb,What color is the base of the cupcake,reddish-brown,yellow
a2269fe475bbdeb,What type of dessert is shown in the image,cupcake,enchiladas
a2269fe475bbdeb,Where is the single cupcake placed,on the plate,in a hand
a72579744b544da,What color is the mango-lime curd,yellow,yellow
a72579744b544da,What is the name of the food in the glass dessert dish,curd,almond sherbet
a72579744b544da,What type of dish is the mango-lime curd in,glass,yellow
a72579744b544da,Where is the spoon in relation to the curd,submerged inside,submerged
a72579744b544da,What is the texture of the mango-lime curd,smooth,yellow
21d55487638b1d9,What is the main dish in the image,curry,salad
21d55487638b1d9,What color is the bowl,white,dark brown
21d55487638b1d9,What color is the curry in certain areas,golden-brown,off-white
21d55487638b1d9,Where are the green onions located,on top of,on and around
b0ca546137615ee,What is the buttercream doing to the cake,covering,white
b0ca546137615ee,What is the dessert in the image,cake,cake
b0ca546137615ee,What do the piped patterns resemble,roses,blue
b0ca546137615ee,How are the piped patterns arranged,swirling,blue
b0ca546137615ee,Where are the roses covering the cake,over the entire surface,white
3bde60851fad917,What color is the frozen custard,yellow,yellow
3bde60851fad917,What type of dessert is shown in the image,custard,enchiladas
3bde60851fad917,Where is the spoon inserted,into the custard,into the sorbet
938c91ef3f2cc96,What color is the baked pumpkin custard,orange-brown,yellow
938c91ef3f2cc96,What type of dessert is in the bowl,custard,ice cream
938c91ef3f2cc96,What does the custard do to the bowl,fills,fills
938c91ef3f2cc96,What color is the whipped cream,white,white
938c91ef3f2cc96,Where is the bowl placed,on the plate,on the bowl
d72be19d8c5e314,What color are the chicken breast cutlets,pale,golden-brown
d72be19d8c5e314,What type of meat is being served,chicken,chicken
d72be19d8c5e314,What color are the capers,brown,green
d72be19d8c5e314,Where are the sun-dried tomatoes placed,on top,on top of
d72be19d8c5e314,What color is the plate,red,green
f9b928117774fd5,What is the color of the Daiquiri,white,red
cc2e00dd885336d,What is the dal doing to the Chakolya pieces,immersing,bowl
cc2e00dd885336d,What color are the spices in the dish,dark,reddish-brown
