Image,Question,Answer,Predict
eab27a4e2f33b77,What color is the bowl,white,white
35190d2da66fdbc,What color are the carrots,orange,orange
35190d2da66fdbc,What vegetable is the main focus of the dish,carrots,carrots
35190d2da66fdbc,How do the carrots appear on the plate,glistening,browned
35190d2da66fdbc,Where are the carrots mostly arranged on the plate,in the center,around the edges
35190d2da66fdbc,What color is the garnish next to the carrots,green,green
cddc2590663c874,What color is the rice besides white,yellowish,"orange, yellow"
cddc2590663c874,What is the main ingredient in the dish besides rice,rice,rice
cddc2590663c874,What color are the small pieces distributed throughout the rice,orange,light brown
cddc2590663c874,What color is the sprig located on the left side of the rice,green,green
06aa1cd4906fc6e,What type of nuts are shown in the image,cashews,golden-brown
06aa1cd4906fc6e,What color are the cashews,tan,light brown
06aa1cd4906fc6e,How are the cashews arranged in the bowl,Piled randomly,randomly
06aa1cd4906fc6e,Where is the bowl placed,on a purple surface,on a surface
b07024f19d54163,What shape is the casserole presented in,triangular,triangular
b07024f19d54163,What type of dish is the food served in,casserole,similar baked dish
b07024f19d54163,What color is the spinach in the casserole,green,green
b07024f19d54163,What is the bacon mixed with on top of the casserole,with cheese,shredded cheese
b07024f19d54163,What appears as a yellow or off-white layer in the casserole,egg,yellow
1c9f4259812306b,What color is the catfish fillet,beige,light golden-brown
1c9f4259812306b,What type of fish is featured in the dish,catfish,white fish
1c9f4259812306b,What color is the tomato-based sauce,reddish-orange,deep red
1c9f4259812306b,Where is the catfish fillet situated in the image,in the upper-center,center of the
1c9f4259812306b,How is the dark brown component prepared,fried,dark brown
6d22247b721e6d5,What color is the catfish,golden-brown,golden-brown
6d22247b721e6d5,What type of fish is shown in the image,catfish,difficult to definitively identify
6d22247b721e6d5,Where is the catfish located in the image,center,visible in the image
6d22247b721e6d5,What color are the beans next to the catfish,green,green
6d22247b721e6d5,Where is the catfish positioned in the image,on the foreground,on the
834120a1d388a55,What does the cauliflower purée do to the blue bowl,fills,filling
834120a1d388a55,What vegetable is used to make the purée,cauliflower,cauliflower
834120a1d388a55,What color is the bowl,blue,blue
834120a1d388a55,What color is the cauliflower purée,yellow,yellow
fd20accf5e43db6,What is the texture of the mac-n-cheese,creamy,creamy
fd20accf5e43db6,What dish is being described,mac-n-cheese,cheese
fd20accf5e43db6,What color is the bowl,white,white
fd20accf5e43db6,What color are the thin strips of cheddar cheese on top,orange-yellow,yellow in color
e2f67c2710c00c9,What is the primary color of the cauliflower florets,off-white,white
e2f67c2710c00c9,What vegetable is off-white to light tan in color,cauliflower,cauliflower
e2f67c2710c00c9,What color are the brussels sprouts,green,green
e2f67c2710c00c9,What vegetable is intermixed with the cauliflower,broccoli,vegetables
e2f67c2710c00c9,What vegetable is dark green and scattered throughout the bowl,broccoli,green vegetables
5499c0eb50d5cca,What are the jars made of,glass jars,glass jars
5499c0eb50d5cca,What color is the cauliflower in the jars,white,white
5499c0eb50d5cca,What color are the carrot slices in the jars,orange,orange
5499c0eb50d5cca,Where are the jars placed,on the countertop,on a countertop
706760a64a27a1f,What color is the exterior of the Challah bread,golden-brown,golden brown
706760a64a27a1f,What type of food is shown in the image,bread,bread
706760a64a27a1f,Where is the Challah bread positioned,on the cutting board,on the cutting board
706760a64a27a1f,What color is revealed in the inner sections of the Challah bread,yellow,golden brown
db3b1778b24456b,What color is the Swiss chard,dark green,green
db3b1778b24456b,What type of green vegetable is in the bowl,chard,leafy green
db3b1778b24456b,What ingredient is mixed with the Swiss chard,garlic,garlic
db3b1778b24456b,What color are the garlic pieces,white,white
db3b1778b24456b,Where is the Swiss chard with garlic located,in a bowl,in a bowl
641396b8036abef,What colors are present in the rainbow chard,rainbow,rainbow
641396b8036abef,What type of chard is shown in the image,chard,chard
641396b8036abef,What is the primary color of the chard leaves,green,green
641396b8036abef,Where is the bowl placed in the image,in a bowl,bowl
641396b8036abef,What ingredient is mixed in with the chard,vegetables,"vibrant, green"
c2f3350b60c42de,What type of burger is shown in the image,cheeseburger,cheeseburger
c2f3350b60c42de,What color is the cheese on the burger,yellow,yellow
c2f3350b60c42de,What color is the bottom half of the burger bun,golden-brown,light brown
c2f3350b60c42de,What is the pale green item beside the burger,pickle,pickle
c2f3350b60c42de,Where is the cheeseburger placed,on a white plate,on a white plate
2635e661bc71dc5,What color is the top bun of the burger,tan,light brown
2635e661bc71dc5,What type of food is the main item in the image,burger,main item
2635e661bc71dc5,What color are the sweet potato fries next to the burger,orange,golden brown color
2635e661bc71dc5,Where is the burger located in relation to the sweet potato fries,located to the left,located on the left
ae5fb0be294fa94,What color is the cheesecake,beige,beige
ae5fb0be294fa94,What is the cheesecake doing to the silver baking pan,filling,smooth
ae5fb0be294fa94,Where is the cheesecake located in the image,right side of the image,purple placemat
ae5fb0be294fa94,What color is the baking pan,silver,dark gray
ae5fb0be294fa94,What color is the crust around the edge of the cheesecake,golden-brown,light brown
cbe96f00898ea30,What type of dessert is shown in the image,cheesecake,cheesecake
cbe96f00898ea30,What color is the whipped cream on the cheesecake,white,white
cbe96f00898ea30,What is sprinkled on the whipped cream,sprinkled,sprinkled
9d7d5e0ae2b7c49,What color is the crust of the cheesecake,white,light golden brown
9d7d5e0ae2b7c49,What type of dessert is shown in the image,cheesecake,cheesecake
9d7d5e0ae2b7c49,What color are the blueberries on the cheesecake,blue,blue
9d7d5e0ae2b7c49,Where are the cheesecake slices placed,on the plate,dish is set on
9d7d5e0ae2b7c49,What is drizzled over the berries and cheesecake filling,syrup,caramel sauce
3000aab5c950cd8,What color are the strawberries,red,red
3000aab5c950cd8,What is the dessert served in,jar,glass jars
3000aab5c950cd8,Where are the strawberry halves placed,on top of,on top of
0ac165f57de52dd,What color is the top layer of the cheesecake,dark-brown,chocolate-colored
0ac165f57de52dd,What type of dessert is shown in the image,cheesecake,cake
0ac165f57de52dd,What is the texture of the top layer of the cheesecake,glaze,smooth glossy
0ac165f57de52dd,What fruit is placed on top of the cheesecake,strawberries,strawberry
0ac165f57de52dd,Where are the strawberries located on the cheesecake,on top of,on top of
76a2efddff0ea38,What is the texture of the base mixed with cherries,creamy,creamy
76a2efddff0ea38,What fruit is mixed into the creamy base,cherries,red
76a2efddff0ea38,What does the Cherry Cloud do to the bowl,fills,filling
76a2efddff0ea38,What color are the cherries dispersed throughout the mixture,purple,dark red
76a2efddff0ea38,Where are the cherries dispersed in the mixture,throughout the bowl,throughout the
7651b58f5f3b4b0,What color is the exposed portion of the first cherry,red,bright orange
7651b58f5f3b4b0,What type of fruit is dipped in chocolate,cherries,cherries
7651b58f5f3b4b0,What color is the chocolate coating on the cherries,brown,brown
7651b58f5f3b4b0,Where is the first cherry located,on the left,no indication of
1e3f3ddd8e96695,What color are the diced carrots in the stew,orange,orange
1e3f3ddd8e96695,What is the color of the ground chicken in the stew,browned,brown
1e3f3ddd8e96695,What type of meat is used in the stew,chicken,chicken
1e3f3ddd8e96695,Where is the stew located in the image,on top of the plate,on top of plate
1e3f3ddd8e96695,What herb is placed on top of the stew,parsley,parsley
f0bc5f6eb400aaf,What color is the chicken on top,golden,golden
f0bc5f6eb400aaf,What color is the chicken on the sides,brown,brown
f0bc5f6eb400aaf,What color is the sauce surrounding the chicken,reddish-brown sauce,reddish-brown sauce
f0bc5f6eb400aaf,Where is the reddish-brown sauce located,on and around the chicken,covering the chicken
061f9094142c1e3,What color is the scramble,yellow,yellowish-orange
061f9094142c1e3,What color are the diced tomatoes in the scramble,red,red
061f9094142c1e3,Where are the white shards of cheese located,sprinkled on top,sprinkled on top
061f9094142c1e3,What utensil is placed on the plate,fork,fork
061f9094142c1e3,What texture do the tortilla chips have,crispy,crispy
7bae9e3e598aff1,What is the size of the pot,large,standard-sized
7bae9e3e598aff1,What is the main ingredient in the dish,chili,chili
7bae9e3e598aff1,What color is the broth,red,red
7bae9e3e598aff1,Where is the chili located,in a pot,in a pot
7bae9e3e598aff1,What type of meat is in the chili,sausage,meat
65c82ce184feb05,What color is the chimichurri,green,green
65c82ce184feb05,What is the chimichurri contained in,bowl,bowl
65c82ce184feb05,Where is the chimichurri located,in the bowl,in a bowl
65c82ce184feb05,What color is the bowl,green,pink
65c82ce184feb05,Where is the spoon in relation to the bowl,dip in,green
47be8f81c88ee14,How are the chips arranged in the image,scattered,scattered
47be8f81c88ee14,What type of food is shown in the image,chips,crispy
47be8f81c88ee14,What color are some of the chips,green,green
47be8f81c88ee14,What color do some of the chips display,golden-yellow,yellow
47be8f81c88ee14,Where are most of the chips located in the frame,towards the central region,top and bottom
05c9906b7d13f12,What pattern is seen on the chocolates,swirled,marbled
05c9906b7d13f12,What is the predominant color of the chocolates,tan,"brown, white"
05c9906b7d13f12,How many pieces of chocolate are shown in the image,many,distinct
05c9906b7d13f12,What shape are the chocolates cut into,rectangular,square
05c9906b7d13f12,What material are the chocolates wrapped in,in clear plastic,in clear plastic
0f45ead135cb68e,What type of dish is the dessert served in,dessert,dessert
0f45ead135cb68e,What is the appearance of the glass dish,clear,fresh
0f45ead135cb68e,What type of fruit is on top of the dessert,raspberries,raspberries
0f45ead135cb68e,How are the white chocolate chips arranged around the dish,scattered,scattered
0f45ead135cb68e,Where are the white chocolate chips placed,on a metallic surface,on the surface
19152d394d56652,What color is the chocolate filling,chocolate,chocolate
19152d394d56652,What color are the pastry layers,brown,golden yellow
19152d394d56652,What color is the powdered sugar,golden-brown,white
19152d394d56652,Where are the chocolate clouds positioned,on top of,on top of
701a877404f09ee,What is the texture of the topping on the cake,creamy,dark
701a877404f09ee,What is the base layer of the food item,cake,chocolate cake
701a877404f09ee,What color is the base cake,brown,brown
701a877404f09ee,Where are the chocolate cookie crumbles located,on top,on top
701a877404f09ee,What is the main flavor of the crumbles on top,chocolate,chocolate
a01489b3eac8ec8,What is the sauce doing to the ice cream,drizzled,drizzled
a01489b3eac8ec8,What is the color of the chocolate sauce,brown,brown
a01489b3eac8ec8,What is the main dessert in the bowl,ice cream,ice cream
a01489b3eac8ec8,What color is the ice cream,white,white
a01489b3eac8ec8,Where has some of the chocolate sauce pooled,at the bottom,at the bottom
85057719a8f7290,What color is the vegetable chowder,yellow,creamy white
85057719a8f7290,What is the vegetable chowder served in,bowl,bowl
85057719a8f7290,How are the diced carrots and herbs distributed in the chowder,dispersed,evenly spread
85057719a8f7290,What vegetable is diced and visible in the chowder,carrots,carrots
85057719a8f7290,Where is the sprig of parsley located,on the surface,on top of
7e6905e6903434a,What is the main vegetable ingredient in the chowder,corn,corn
7e6905e6903434a,What color are the bacon pieces,brown,brown
7e6905e6903434a,What color are the corn kernels in the chowder,yellow,yellow
7e6905e6903434a,Where are the thinly sliced scallions distributed,across the surface,on top of
4f1f20526bc57a3,What color is the cranberry chutney,red,red
4f1f20526bc57a3,What is the chutney served in,bowl,bowl
4f1f20526bc57a3,Where is the cranberry chutney located,center of the bowl,white bowl
4f1f20526bc57a3,How much of the bowl does the chutney fill,fills,fills
4f1f20526bc57a3,What is the consistency of the chutney besides whole cranberries,pulpy,chunky
44b56d634060bf5,What is the container for the chutney,jar,glass jar
44b56d634060bf5,What color is the chutney,brownish-yellow,dark green
44b56d634060bf5,What is the jar filled with,with the chutney,with the chutney
44b56d634060bf5,What is on the jar,label,label
ec2780b0cdb57b7,What color are the apple slices concentrated at the top and right,red,red
ec2780b0cdb57b7,What fruit is visible in the image,apple,apples
ec2780b0cdb57b7,What are the apple slices submerged in,slices,slices
ec2780b0cdb57b7,What color are the apple slices at the bottom and left,green,green
ec2780b0cdb57b7,Where are the green apple slices located,in a clear liquid,clear liquid
e283a9a4aac5d7e,What color is the bowl,white,white
e283a9a4aac5d7e,What is the cinnamon rice served in,bowl,bowl
e283a9a4aac5d7e,What color are some of the rice grains,brown,brown
e283a9a4aac5d7e,Where is the rice primarily located in the image,in the center,inside the
7ff22df8804e302,What color is the chowder,off-white,white
7ff22df8804e302,What type of soup is in the bread bowl,chowder,chowder
7ff22df8804e302,Where does the dish sit,sits on,on a plate
7ff22df8804e302,What is the bread bowl like,circle,creamy
7ff22df8804e302,What is on top of the chowder,herbs,parsley
cea8aeba6870289,What color is the bowl,white,white
cea8aeba6870289,What type of seafood is in the bowl,clams,clams
cea8aeba6870289,What color are the bands on the clam shells,brown,brown
cea8aeba6870289,Where are the clams placed,in a bowl,in a
cea8aeba6870289,What color are the herbs scattered amongst the clams,green,green
530fe55b9b9c31b,What color is the pumpkin cobbler's top and base,golden-brown,golden-brown
530fe55b9b9c31b,What is the main ingredient in the cobbler,pumpkin,pumpkin
530fe55b9b9c31b,What color is the plate,white,white
530fe55b9b9c31b,Where is the pumpkin cobbler slice placed,on the plate,on the plate
530fe55b9b9c31b,What is the texture of the cobbler's top and base,crumbly,crumbly
68bd96227109ec0,What is the color of the top crust of the cobbler,golden-brown,golden brown
68bd96227109ec0,What type of dessert is shown in the image,cobbler,cobbler
68bd96227109ec0,What color are the lighter patches on the cobbler's surface,yellow,yellow
68bd96227109ec0,What creates the textured appearance of the cobbler's top crust,with variations,variations
68bd96227109ec0,What process is indicated by the golden-brown hue and crispy edges of the cobbler,baking,baked desserts
440eb56040e7a70,Is the vegetable juice cocktail homemade,homemade,homemade
440eb56040e7a70,What are the containers used for the vegetable juice cocktail,jars,jars
440eb56040e7a70,Are the jars in the foreground overlapping,yes,yes
440eb56040e7a70,What type of juice is in the jars,vegetable,natural
440eb56040e7a70,Are the jars centered in the frame,yes,No
d55b3849c761b7e,What type of drink is in the glass,Cocktail,cocktail
d55b3849c761b7e,What do the cranberries do in the liquid,float,floating
d55b3849c761b7e,What is the clarity of the glass,clear,clear
d55b3849c761b7e,What type of glass is the cocktail served in,glass,glass
d55b3849c761b7e,How are the cranberries arranged in the drink,in a slight curve,in the liquid
eb0547ba26a8d76,What is the color of the glass,clear,clear
eb0547ba26a8d76,What type of glass is the cocktail served in,glass,glass
eb0547ba26a8d76,What color is the salt on the rim of the glass,white,white
eb0547ba26a8d76,What is the slight tint of the cocktail,yellow,yellowish
eb0547ba26a8d76,Where is the lemon slice placed,on top of,on top of
87ccb1358aa1510,What color is the liquid in the lower portion of the jar,turquoise-blue,blue
87ccb1358aa1510,What type of container is the cocktail served in,jar,jar
87ccb1358aa1510,What color is the layer above the turquoise-blue liquid,red,blue
87ccb1358aa1510,Where are the red candies and shark decoration placed,on the rim,on top of
87ccb1358aa1510,What type of decoration is on the rim of the jar,shark,shark
e58c798c8bc3f13,What is the orange peel used for in the image,garnished,decorative
e58c798c8bc3f13,What color are the cocktails in the image,orange,orange
e58c798c8bc3f13,What color is the orange peel in the image,yellow-orange,bright orange
e58c798c8bc3f13,What is the name of the cocktail in the image,Monkey Gland,orange
e58c798c8bc3f13,Where is the orange peel located in the image,on the surface,on top of the
14658cd22c153da,Is the hot cocoa sitting on a plate,yes,yes
14658cd22c153da,Is cocoa one of the main ingredients in the drink,cocoa,cocoa
14658cd22c153da,Is the plate under the mug blue,no,no
14658cd22c153da,Is the color of the cocoa light brown,yes,no words found
14658cd22c153da,Is the cinnamon stick positioned on the upper left side of the mug,on the upper left,on the upper left
f8421d48b298f2d,What is the flavor of the Panforte,spiced,spicy
f8421d48b298f2d,What color is the base of the slices,chocolate-brown,light brown
f8421d48b298f2d,How many slices of Panforte are shown,two,three
f8421d48b298f2d,Where is the top slice located in relation to the bottom slice,on top of,top
815579469c0316a,What color is the cod,golden-brown,golden-brown
815579469c0316a,What type of fish is on the plate,cod,common types of fish
815579469c0316a,What is the cod doing on the rice,resting,simple
815579469c0316a,Where is the cod located in relation to the rice,on top of,on top of
76e207eb30185cc,What material is the drink contained in,glass,glass
76e207eb30185cc,What is the color of the lime wedge,green,green
76e207eb30185cc,What color is the lime wedge,green,green
76e207eb30185cc,Where is the lime wedge placed,on the rim,on the rim
76e207eb30185cc,How would you describe the color of the mocktail,vibrant red,vibrant red
a76ca4ec5d52403,What is the color of the coffee in the mug,light,light
a76ca4ec5d52403,What is the red and white object in the image,mug,mug
a76ca4ec5d52403,What color is the mug in the image,red,red
a76ca4ec5d52403,Where are the coffee beans scattered,across a light brown surface,brown surface
a76ca4ec5d52403,What is scattered across the light brown surface,coffe beans,coffee beans
ee42b0500aad9db,What is the color of the glass mug,clear,clear
ee42b0500aad9db,What type of drink is shown in the image,coffee,coffee
ee42b0500aad9db,What color is the coffee foam,brown,brown
ee42b0500aad9db,What is placed in the mug for drinking,straw,small
f98b1e40f10ea12,What is the color of the whipped cream,white,white
f98b1e40f10ea12,What beverage is in the glass,coffee,coffee
f98b1e40f10ea12,What is the glass made of,glass,glass
f98b1e40f10ea12,What is on top of the coffee,whipped cream,whipped cream
f98b1e40f10ea12,Where is the sugar coating,on the rim,on the rim
c5e136f52b70509,Where is the Colcannon located in the image,at the center,lower part
c5e136f52b70509,What is positioned on top of the Colcannon,sausages,sausage
c5e136f52b70509,What color are the sausages,brown with a slight char,brown
c5e136f52b70509,What color is the Colcannon,white,white
c5e136f52b70509,What is the Colcannon doing in the bowl,filling,traditional
52c7342c98cf6c2,What color is the bowl,white,white
52c7342c98cf6c2,What is the St. Patrick's Colcannon served in,bowl,bowl
52c7342c98cf6c2,What color are the chopped scallions or green onions,green,green
52c7342c98cf6c2,What color are the chunks of ham,pink,pinkish-brown
52c7342c98cf6c2,What is the mixture of colors in the colcannon,multicolored,colors
f0cef0090813252,What is the texture of the coleslaw,creamy,creamy
f0cef0090813252,What is the name of the food item in the bowl,coleslaw,coleslaw
f0cef0090813252,What color are the carrot shreds in the coleslaw,orange,orange
f0cef0090813252,Where is the silver spoon located in the bowl,in the left,in the left
f0cef0090813252,What ingredient adds hints of purple to the coleslaw,onion,purple
8d9999b45e9ce13,What color are the zucchini strands,green,green
8d9999b45e9ce13,What type of utensil is the coleslaw in,bowl,bowl
8d9999b45e9ce13,What color are the carrot strands,orange,orange
8d9999b45e9ce13,What is the texture of the sauce,creamy,creamy
8d9999b45e9ce13,Where is the coleslaw placed,in a glass bowl,glass bowl
06c11acfce21e0f,What color is the blackberry compote,red-purple,rich red color
06c11acfce21e0f,Where is the blackberry compote contained,in the bowl,in the bowl
06c11acfce21e0f,What is the bowl placed on,wooden board,wooden board
06c11acfce21e0f,What is the wooden board used for,Cutting and serving,Cutting and serving
06c11acfce21e0f,Where is the bowl located in the frame,to the right of,right of
72c8bdc4ed44bc3,Is the peanut butter melted,yes,difficult to determine
72c8bdc4ed44bc3,What is the main food item in the image,cookie,savory
72c8bdc4ed44bc3,What color is the cookie,brown,brown
72c8bdc4ed44bc3,Where is the skillet placed,on the pan,on the
9607fe377ae1740,What color is the jar,clear,clear
9607fe377ae1740,What is the container for the cookie mix,jar,jar
9607fe377ae1740,What color are the chocolate chips,brown,brown
9607fe377ae1740,What is tied around the jar's lid,with red ribbon,red ribbon
47a6475103a994d,How would you describe the color of the cooler,bright,"yellow, blue"
47a6475103a994d,Where is the cooler placed,on the colorful surface,colorful surface
47a6475103a994d,What does the cooler fill,orange juice,beverages
47a6475103a994d,Where is the straw inserted,into the cooler,into the
56070b0625b083c,What color is the majority of the corn,yellow,yellow
56070b0625b083c,Is the corn yellow,yes,not possible to determine
56070b0625b083c,Where is the corn located on the plate,across the majority of,the
56070b0625b083c,What is the corn topped with,melted and browned cheese,cheese
56070b0625b083c,What color is the larger piece on top of the corn,brownish-orange,golden-brown
dc8b523f5e54193,What is the color of the caramel corn,light,light
dc8b523f5e54193,What shade is the caramel corn,golden-brown,golden brown
dc8b523f5e54193,What are the bowls made of,glass,"smooth, glossy"
dc8b523f5e54193,Where is the second bowl located,on the top-left,in the background
5cc4c378f4527c4,What color are the corn kernels in the salad,yellow,yellow
5cc4c378f4527c4,What is the main ingredient in the salad,corn,corn
5cc4c378f4527c4,How are the ingredients in the salad prepared,mixed,other
5cc4c378f4527c4,What color are the diced bell peppers in the salad,red,red
7a46895d46f89e7,What color are the black beans,brown,brown
7a46895d46f89e7,What type of food are used in the dish,beans,beans
7a46895d46f89e7,What color are the pieces of bell pepper,red,red
7a46895d46f89e7,Where is the wooden spoon located,on the right,on the right
1e791e94ce68a17,What color is the bowl,white,white
1e791e94ce68a17,How are the corn kernels arranged in the bowl,scattered,scattered
1e791e94ce68a17,What color are the corn kernels,yellow,yellow
1e791e94ce68a17,Where are the red tomato slices,in a bowl,in the bowl
1e791e94ce68a17,Where are the purple onion pieces mostly located,in a bowl,in the bowl
a9321bba4920843,What color is the cornbread,golden-yellow,golden
a9321bba4920843,What type of bread is shown in the image,cornbread,cornbread
a9321bba4920843,What color is the cast iron pan,black,black
a9321bba4920843,How does the texture of the cornbread appear,coarse,moist and dense
cc61c4260366898,What color is the cornbread,golden,golden
cc61c4260366898,What type of bread is shown in the image,cornbread,freshly prepared
cc61c4260366898,What color is the plate used for serving the cornbread,white,white
cc61c4260366898,Where is the parsley placed in relation to the cornbread stack,on a plate,on the plate
a264b1ee256e419,What are the green specks in the cornbread embedded with,cornbread,cornbread
a264b1ee256e419,What type of bread is shown in the image,cornbread,cornbread
a264b1ee256e419,What color are the scattered pieces of broccoli,green,green
a264b1ee256e419,Where is the smaller piece of cornbread positioned in the image,on the top-left,to the left
01c000a5e0c2720,What type of cheese is in the bowl,cottage cheese,cottage cheese
01c000a5e0c2720,What color is the bowl,white,white
01c000a5e0c2720,What color are the bananas,yellow,yellow
01c000a5e0c2720,Where are the bananas placed in relation to the cottage cheese,around the cottage cheese,the cottage cheese
6ff9ae19b3eed61,What is the main protein in the dish,chicken,chicken
6ff9ae19b3eed61,Where is the chicken located in the image,on the pan,in a pan
6ff9ae19b3eed61,What vegetable is mixed with the cottage cheese,spinach,spinach
6ff9ae19b3eed61,What color is the cottage cheese,white,white
6ff9ae19b3eed61,Where is the chicken located in relation to the spinach and cottage cheese mixture,in the foreground,on top of
d980f97dbe2a1e9,What color is the couscous,yellow,yellow
d980f97dbe2a1e9,What type of grain is in the bowl,couscous,couscous
d980f97dbe2a1e9,What color is the bowl,white,white
d980f97dbe2a1e9,What color are the herbs in the couscous,green,green
d980f97dbe2a1e9,Where are the lemon wedges placed,on top of,on top of
191f4793a5b5caa,What color is the Israeli Couscous,tan,light yellow
191f4793a5b5caa,What is the couscous filling in the image,filling,specific
191f4793a5b5caa,What type of grain is shown in the image,couscous,short-grain
191f4793a5b5caa,What color is the bowl containing the couscous,white,white
191f4793a5b5caa,What texture does the sauce coating the couscous appear to have,creamy,creamy
df3bd933b12e81f,What is the color of the couscous in the dish,tan,"yellow, beige"
df3bd933b12e81f,What is the main grain used in the dish,couscous,couscous
df3bd933b12e81f,What color are the chunks of tomatoes mixed within the couscous,red,red
df3bd933b12e81f,What color are the smaller flecks mixed within the couscous,green,green
df3bd933b12e81f,Where is the Jazzed Up Couscous dish located within the image,within the pot,in the
c8be669cf4a7994,What is the couscous served in,bowl,bowl
c8be669cf4a7994,What color is the couscous,white,light brown color
c8be669cf4a7994,What color are the almonds or nuts,beige,light brown
c8be669cf4a7994,What shape is the couscous forming,small and round,"circular, oval"
c8be669cf4a7994,Where is the couscous served,in a white bowl,in a white bowl
22a6a503038da42,"What is the color of the cauliflower ""couscous""",yellowish-orange,yellowish-white
22a6a503038da42,"What color are the sprigs scattered across the top of the ""couscous""",green,green
22a6a503038da42,Where are the sprigs of green cilantro scattered,across the top,on top
22a6a503038da42,"What is resting partially within the ""couscous""",spoon,spoon
4dc12e07d49694b,What type of food is prominently featured in the image,crab cakes,creamy
4dc12e07d49694b,What color are the edges of the crab cakes,golden,golden
4dc12e07d49694b,What color are the green flecks scattered throughout the crab cakes,green,green
b1cc9100561c3f3,What color are the crab pieces,reddish-orange,reddish-brown color
b1cc9100561c3f3,What seafood is present in the dish,crab,crab
b1cc9100561c3f3,How are the crab pieces arranged in the dish,clustered,scattered around
b1cc9100561c3f3,What type of meat is distributed around the crab,sausages,"meat, vegetables"
bddadd64cc7bae0,What color is the cranberry filling in the pie,red,red
bddadd64cc7bae0,What type of dessert is shown in the image,pie,pie
bddadd64cc7bae0,What color is the crumb topping on the pie,tan,tan
bddadd64cc7bae0,What color is the pie crust,golden,golden
bddadd64cc7bae0,In which direction is the pie slightly positioned,towards the left,towards the left
fbf680ba3d3b096,What type of sauce is on the chicken,cranberry,red
fbf680ba3d3b096,What type of meat is shown in the image,chicken,chicken
fbf680ba3d3b096,What color is the plate,light blue,light blue
fbf680ba3d3b096,What color is the chicken,golden brown,golden brown
fbf680ba3d3b096,Where are the chicken pieces placed,on a plate,on a plate
4581574ec92aee2,What does the pomegranate cranberry sauce/relish do to the bowl,fills,filling
4581574ec92aee2,What is the pomegranate cranberry sauce/relish served in,bowl,bowl
4581574ec92aee2,What is the consistency of the pomegranate cranberry sauce/relish,thick,chunky
4581574ec92aee2,What color are the walnuts in the bowl,light brown and red,brown and dark brown
4581574ec92aee2,Where are the walnuts located in the image,in the center,in the
9a3edf97d4725d1,What type of seafood is visible in the bisque,crawfish,seafood
9a3edf97d4725d1,What color are the chopped chives in the bisque,green,green
9a3edf97d4725d1,Where is the Louisiana Crawfish Bisque served,within a white bowl,white bowl
4f5150c34518129,What color is the rice described as,beige,"white, red"
4f5150c34518129,How is the rice arranged on the plate,piled,scattered
4f5150c34518129,What type of seafood is mixed within the rice,crawfish,seafood
4f5150c34518129,What color are the crawfish tails,red,red
4f5150c34518129,Where are the crawfish tails placed in relation to the rice,on top of,on top of
d7976d426b5fc7b,What is the texture of the Honey Walnut Cream Cheese,light,"creamy, smooth, soft"
d7976d426b5fc7b,What type of nuts are mixed into the cream cheese,walnuts,walnuts
d7976d426b5fc7b,What color is the Honey Walnut Cream Cheese,beige,creamy white
d7976d426b5fc7b,Where is the walnut half located in relation to the cream cheese,on top,next to
d7976d426b5fc7b,What is the container used to hold the Honey Walnut Cream Cheese,bowl,bowl
70f1689e82535a7,What is the texture of the chantilly cream,soft,creamy
70f1689e82535a7,What is the main component of the dessert,cream,creamy
70f1689e82535a7,What color is the chantilly cream,off-white,white
70f1689e82535a7,What does the cream do to the glass dessert dish,fills,sweet flavor
70f1689e82535a7,Where are the dollops of cream located,on top,on top
feb8da6d4727a62,What color is the plate,white,white
feb8da6d4727a62,What fruit is mixed within the creamy filling of the crepes,blueberries,blueberries
feb8da6d4727a62,What color is the base of the crepes,brown,brown
feb8da6d4727a62,What is inside the rolled crepes,blueberries,blueberries
feb8da6d4727a62,Where are the blueberries scattered,on the plate,on the
83d9469b7d2e536,What color is the crepe,golden brown,golden-brown
83d9469b7d2e536,What is located in the center of the image,crepe,crepe
83d9469b7d2e536,How would you describe the edges of the crepe,darker,golden-brown
83d9469b7d2e536,Where is the crepe located in the image,in the center,flat
97317ea0a16f6ba,What color is the cloth the rolls are arranged on,purple,purple
97317ea0a16f6ba,What is the shape of the food items in the image,rolls,pastries
97317ea0a16f6ba,What color are the Nutella crescent rolls,golden brown ,golden brown
97317ea0a16f6ba,What is visible in the cut roll,flaky dough,golden brown
97317ea0a16f6ba,Where is one of the whole rolls located in relation to the cut roll,on the lower right,on the right
5dc5bfed7295e6e,What color are the crisps,golden-yellow,yellow
5dc5bfed7295e6e,How are the crisps arranged on the plate,overlap,overlapping
5dc5bfed7295e6e,What type of food is described as golden-yellow and lacy,cheese,golden-yellow
5dc5bfed7295e6e,What texture do the crisps have,lacy,"light, crispy"
5dc5bfed7295e6e,Where are the crisps located on the plate,on the upper-left,on the left
7207161ee7fdd3a,What color are the sesame seeds on the crisps,white,light brown
7207161ee7fdd3a,What color are the edges of some crisps,brown,brown
7207161ee7fdd3a,Where are the Sesame Lemon Crisps placed,on a white plate,on a white plate
7207161ee7fdd3a,Which crisp appears bigger compared to the others,the crisp in the front,the crisp
f7e98ee1e808dcc,What color is the plate,green,green
f7e98ee1e808dcc,What shape are the croissant ice cream cones,cones,cones
f7e98ee1e808dcc,What color are the croissant ice cream cones,golden-brown,golden-brown
f7e98ee1e808dcc,How is one of the cones positioned on the plate,lies,upright
