Image,Question,Answer,Predict
1e791e94ce68a17,How are the corn kernels arranged in the bowl,scattered,distributed
1e791e94ce68a17,What color are the corn kernels,yellow,yellow
1e791e94ce68a17,Where are the red tomato slices,in a bowl,colorful dish
1e791e94ce68a17,Where are the purple onion pieces mostly located,in a bowl,bottom of the bowl
a9321bba4920843,What color is the cornbread,golden-yellow,golden
a9321bba4920843,What type of bread is shown in the image,cornbread,cornbread
a9321bba4920843,What color is the cast iron pan,black,black
a9321bba4920843,How does the texture of the cornbread appear,coarse,"soft, tender"
cc61c4260366898,What color is the cornbread,golden,golden
cc61c4260366898,What type of bread is shown in the image,cornbread,cornbread
cc61c4260366898,What color is the plate used for serving the cornbread,white,white
cc61c4260366898,Where is the parsley placed in relation to the cornbread stack,on a plate,on either side
a264b1ee256e419,What are the green specks in the cornbread embedded with,cornbread,cornbread
a264b1ee256e419,What type of bread is shown in the image,cornbread,cornbread
a264b1ee256e419,What color are the scattered pieces of broccoli,green,green
a264b1ee256e419,Where is the smaller piece of cornbread positioned in the image,on the top-left,on the left
01c000a5e0c2720,What type of cheese is in the bowl,cottage cheese,cottage cheese
01c000a5e0c2720,What color is the bowl,white,white
01c000a5e0c2720,What color are the bananas,yellow,yellow
01c000a5e0c2720,Where are the bananas placed in relation to the cottage cheese,around the cottage cheese,around the cottage cheese
6ff9ae19b3eed61,What is the main protein in the dish,chicken,chicken
6ff9ae19b3eed61,Where is the chicken located in the image,on the pan,in a pan
6ff9ae19b3eed61,What vegetable is mixed with the cottage cheese,spinach,spinach
6ff9ae19b3eed61,What color is the cottage cheese,white,white
6ff9ae19b3eed61,Where is the chicken located in relation to the spinach and cottage cheese mixture,in the foreground,on top of
d980f97dbe2a1e9,What color is the couscous,yellow,light beige
d980f97dbe2a1e9,What type of grain is in the bowl,couscous,couscous
d980f97dbe2a1e9,What color is the bowl,white,white
d980f97dbe2a1e9,What color are the herbs in the couscous,green,green
d980f97dbe2a1e9,Where are the lemon wedges placed,on top of,on top of
191f4793a5b5caa,What color is the Israeli Couscous,tan,light beige
191f4793a5b5caa,What is the couscous filling in the image,filling,filling
191f4793a5b5caa,What type of grain is shown in the image,couscous,creamy
191f4793a5b5caa,What color is the bowl containing the couscous,white,white
191f4793a5b5caa,What texture does the sauce coating the couscous appear to have,creamy,creamy
df3bd933b12e81f,What is the color of the couscous in the dish,tan,golden-brown color
df3bd933b12e81f,What is the main grain used in the dish,couscous,common ingredient
df3bd933b12e81f,What color are the chunks of tomatoes mixed within the couscous,red,red
df3bd933b12e81f,What color are the smaller flecks mixed within the couscous,green,reddish-brown color
df3bd933b12e81f,Where is the Jazzed Up Couscous dish located within the image,within the pot,within the
c8be669cf4a7994,What is the couscous served in,bowl,bowl
c8be669cf4a7994,What color is the couscous,white,light beige
c8be669cf4a7994,What color are the almonds or nuts,beige,brown
c8be669cf4a7994,What shape is the couscous forming,small and round,"small, round"
c8be669cf4a7994,Where is the couscous served,in a white bowl,in a bowl
22a6a503038da42,"What is the color of the cauliflower ""couscous""",yellowish-orange,yellow
22a6a503038da42,"What color are the sprigs scattered across the top of the ""couscous""",green,green
22a6a503038da42,Where are the sprigs of green cilantro scattered,across the top,on top of
22a6a503038da42,"What is resting partially within the ""couscous""",spoon,spoon
4dc12e07d49694b,What type of food is prominently featured in the image,crab cakes,crab cakes
4dc12e07d49694b,What color are the edges of the crab cakes,golden,golden
4dc12e07d49694b,What color are the green flecks scattered throughout the crab cakes,green,green
b1cc9100561c3f3,What color are the crab pieces,reddish-orange,red
b1cc9100561c3f3,What seafood is present in the dish,crab,crabs
b1cc9100561c3f3,How are the crab pieces arranged in the dish,clustered,visually appealing
b1cc9100561c3f3,What type of meat is distributed around the crab,sausages,sausages
bddadd64cc7bae0,What color is the cranberry filling in the pie,red,red
bddadd64cc7bae0,What type of dessert is shown in the image,pie,pie
bddadd64cc7bae0,What color is the crumb topping on the pie,tan,golden brown
bddadd64cc7bae0,What color is the pie crust,golden,golden
bddadd64cc7bae0,In which direction is the pie slightly positioned,towards the left,towards the left
fbf680ba3d3b096,What type of sauce is on the chicken,cranberry,reddish-brown
fbf680ba3d3b096,What type of meat is shown in the image,chicken,chicken
fbf680ba3d3b096,What color is the plate,light blue,blue
fbf680ba3d3b096,What color is the chicken,golden brown,golden brown
fbf680ba3d3b096,Where are the chicken pieces placed,on a plate,on a plate
4581574ec92aee2,What does the pomegranate cranberry sauce/relish do to the bowl,fills,red
4581574ec92aee2,What is the pomegranate cranberry sauce/relish served in,bowl,bowl
4581574ec92aee2,What is the consistency of the pomegranate cranberry sauce/relish,thick,thick
4581574ec92aee2,What color are the walnuts in the bowl,light brown and red,brown
4581574ec92aee2,Where are the walnuts located in the image,in the center,in the
9a3edf97d4725d1,What type of seafood is visible in the bisque,crawfish,shrimp
9a3edf97d4725d1,What color are the chopped chives in the bisque,green,green
9a3edf97d4725d1,Where is the Louisiana Crawfish Bisque served,within a white bowl,white bowl
4f5150c34518129,What color is the rice described as,beige,yellow
4f5150c34518129,How is the rice arranged on the plate,piled,mound
4f5150c34518129,What type of seafood is mixed within the rice,crawfish,seafood
4f5150c34518129,What color are the crawfish tails,red,reddish-orange
4f5150c34518129,Where are the crawfish tails placed in relation to the rice,on top of,colorful
d7976d426b5fc7b,What is the texture of the Honey Walnut Cream Cheese,light,creamy
d7976d426b5fc7b,What type of nuts are mixed into the cream cheese,walnuts,walnuts
d7976d426b5fc7b,What color is the Honey Walnut Cream Cheese,beige,light beige
d7976d426b5fc7b,Where is the walnut half located in relation to the cream cheese,on top,on the
d7976d426b5fc7b,What is the container used to hold the Honey Walnut Cream Cheese,bowl,bowl
70f1689e82535a7,What is the texture of the chantilly cream,soft,creamy
70f1689e82535a7,What is the main component of the dessert,cream,cream
70f1689e82535a7,What color is the chantilly cream,off-white,white
70f1689e82535a7,What does the cream do to the glass dessert dish,fills,multiple purposes
70f1689e82535a7,Where are the dollops of cream located,on top,on top
feb8da6d4727a62,What color is the plate,white,white
feb8da6d4727a62,What fruit is mixed within the creamy filling of the crepes,blueberries,blueberries
feb8da6d4727a62,What color is the base of the crepes,brown,brown
feb8da6d4727a62,What is inside the rolled crepes,blueberries,blueberries
feb8da6d4727a62,Where are the blueberries scattered,on the plate,the plate
83d9469b7d2e536,What color is the crepe,golden brown,golden-brown color
83d9469b7d2e536,What is located in the center of the image,crepe,golden-brown
83d9469b7d2e536,How would you describe the edges of the crepe,darker,more browned
83d9469b7d2e536,Where is the crepe located in the image,in the center,in the center
97317ea0a16f6ba,What color is the cloth the rolls are arranged on,purple,purple
97317ea0a16f6ba,What is the shape of the food items in the image,rolls,rolls
97317ea0a16f6ba,What color are the Nutella crescent rolls,golden brown ,golden brown
97317ea0a16f6ba,What is visible in the cut roll,flaky dough,sweet
97317ea0a16f6ba,Where is one of the whole rolls located in relation to the cut roll,on the lower right,left
5dc5bfed7295e6e,What color are the crisps,golden-yellow,vibrant yellow
5dc5bfed7295e6e,How are the crisps arranged on the plate,overlap,overlap
5dc5bfed7295e6e,What type of food is described as golden-yellow and lacy,cheese,cheese
5dc5bfed7295e6e,What texture do the crisps have,lacy,lacy
5dc5bfed7295e6e,Where are the crisps located on the plate,on the upper-left,on the white
7207161ee7fdd3a,What color are the sesame seeds on the crisps,white,white
7207161ee7fdd3a,What color are the edges of some crisps,brown,brown
7207161ee7fdd3a,Where are the Sesame Lemon Crisps placed,on a white plate,on a white plate
7207161ee7fdd3a,Which crisp appears bigger compared to the others,the crisp in the front,the in the
f7e98ee1e808dcc,What color is the plate,green,green
f7e98ee1e808dcc,What shape are the croissant ice cream cones,cones,cones
f7e98ee1e808dcc,What color are the croissant ice cream cones,golden-brown,golden brown
f7e98ee1e808dcc,How is one of the cones positioned on the plate,lies,circular pattern
1747472deb3ca10,What color is the front center croquette,brown,brown
1747472deb3ca10,What type of food is shown in the image,croquettes,croquettes
1747472deb3ca10,What color is the back croquette,dark,dark
1747472deb3ca10,Where are the croquettes placed,on a plate,on a plate
1747472deb3ca10,How are the croquettes positioned on the plate,arranged,arranged
873396a9d5e4f00,How would you describe the croquettes,yummylicious,appetizing
873396a9d5e4f00,What type of food is shown in the image,croquettes,round shape
873396a9d5e4f00,What color are the croquettes,golden,golden
873396a9d5e4f00,Where are the croquettes placed,on a silver metal rack,on a metal
873396a9d5e4f00,What color are the darker croquettes,brown,darker
72ee70465299f12,What color is the plate,beige,white
72ee70465299f12,What type of food is shown in the image,croquettes,croquettes
72ee70465299f12,What color is the crust of the croquettes,golden brown,golden brown
72ee70465299f12,Where are the croquettes resting,resting on the plate,resting on the plate
72ee70465299f12,Is the bottom croquette fully visible,yes,No
f72b411f57d390c,What type of dessert is shown in the image,pie,dessert
f72b411f57d390c,What color are the mint leaves,green,green
f72b411f57d390c,What color is the ice cream next to the pie,off-white,white
f72b411f57d390c,Where is the slice of berry crumble pie placed,on a white plate,on a white plate
8dcec925b92152d,What color are the raspberries in the bowl,red,red
8dcec925b92152d,What is the dessert served in,bowl,bowl
8dcec925b92152d,What color are the peaches in the bowl,orange,orange
8dcec925b92152d,How are the peaches and raspberries arranged in the bowl,mixed,mixed
8dcec925b92152d,Where is the crumble topping located in relation to the fruit,on top of,on top of
59b9dea4ab611ae,What color is the berry filling,red,red
59b9dea4ab611ae,What is the dessert served in,bowl,bowl
59b9dea4ab611ae,Is the berry filling covered by the crumble topping,yes,yes
59b9dea4ab611ae,What color is the crumble topping,golden-brown,golden-brown
59b9dea4ab611ae,Where is the berry filling located,at the bottom,white
92211a75310aaef,What type of dessert is shown in the image,pie,dessert
92211a75310aaef,What color are the raspberries in the pie filling,red,red
92211a75310aaef,Where is the pie filling located in relation to the crumble topping,beneath,beneath
8f3db33916b0bc0,What is the color of the crunches in the top center of the image,brown,orange
39bcc4756e74344,What color is the bowl containing the Berry Nut and Seed Crunch,green,green
39bcc4756e74344,How are the berries distributed in the bowl,scattered,"distributed, spread"
39bcc4756e74344,What color are the nuts in the Berry Nut and Seed Crunch,brown,brown
39bcc4756e74344,What type of fruit is scattered throughout the bowl,berries,dried cranberries
39bcc4756e74344,Where is the mixture of Berry Nut and Seed Crunch placed,atop,in a green
286cb0fa3aefa9b,What color is the pie crust,golden-brown,golden brown
286cb0fa3aefa9b,What type of food is shown in the image,pie,pie
286cb0fa3aefa9b,What pattern is formed by the pie crust across the top,lattice,lattice
286cb0fa3aefa9b,Where is the lattice pattern placed on the pie,across the entire top,on top of the
286cb0fa3aefa9b,What decorative elements are placed in the lower-center of the pie,leaves,leaves
71b37d19149e978,What color is the pie crust,yellow,yellow
71b37d19149e978,What type of food is shown in the image,pie,pie
71b37d19149e978,What part of the pie is in the dish,crust,crust
71b37d19149e978,How is the edge of the pie crust described,crimped,crimped
71b37d19149e978,Where is the pie crust located in the image,in the center,dark
79863139fcf71cc,What color is the pie crust,golden,golden
79863139fcf71cc,What type of food is shown in the image,pie,pie
79863139fcf71cc,What color is the filling of the pie,red,red
79863139fcf71cc,What color are the lattice strips on the pie,tan,golden brown
54b457d0076dc63,What is the melted cheese doing on the side of the crust,dripping,dripping
54b457d0076dc63,What color is the premium pizza crust,tan,golden brown
54b457d0076dc63,What word describes the quality of the pizza crust,premium,golden-brown
54b457d0076dc63,What is the melted ingredient on the pizza,cheese,cheese
54b457d0076dc63,Where is the crust positioned in the image,in the lower portion,lower portion
36e9730c7ccff02,What color are the Persian cucumbers on the inside,green,green
36e9730c7ccff02,What type of vegetable is mixed with the yogurt in the image,cucumbers,cucumber
36e9730c7ccff02,What color is the yogurt in the image,white,white
36e9730c7ccff02,What is the texture of the yogurt in the image,creamy,creamy
36e9730c7ccff02,Where are the cucumber pieces distributed in the image,throughout the image,throughout the image
1750d80b96e62ce,What color is the plate used for the salad,white,white
1750d80b96e62ce,What type of dish is being described in the image,salad,fresh
1750d80b96e62ce,What color are the tomato slices in the salad,red,red
1750d80b96e62ce,Where is the salad placed,on a plate,on a plate
1750d80b96e62ce,What color are the basil leaves in the salad,green,green
0f170af0c72067e,What color are the cucumber slices,green,green
0f170af0c72067e,What type of dish is shown in the image,salad,salad
0f170af0c72067e,Are the seeds in the cucumber slices visible,visible,visible
0f170af0c72067e,What color are the onion slices,white,white
0f170af0c72067e,Where are the salad components placed,inside a transparent bowl,clear glass bowl
b268dae475851c9,What color are the cucumbers,green,green
b268dae475851c9,What vegetable is being described,cucumbers,cucumbers
b268dae475851c9,How are the cucumbers cut,sliced,sliced
b268dae475851c9,Where are the small brown specks located,on their surfaces,on the
cd9183721a494fa,How would you describe the cucumbers in the bowl,fresh,fresh
cd9183721a494fa,What type of vegetable is shown in the image,cucumbers,cucumbers
cd9183721a494fa,What color is the outer skin of the cucumber slices,green,green
cd9183721a494fa,How are the cucumber slices arranged in the bowl,overlapping,overlapping
cfcc90df3d3057d,What color is the margarita liquid,yellow,yellow
cfcc90df3d3057d,What type of drink is shown,margaritas,margaritas
cfcc90df3d3057d,What color is the placemat,white,white
cfcc90df3d3057d,What vegetable is used as a garnish,cucumber,cucumber
cfcc90df3d3057d,Where are the cucumber slices placed,on the rim,on the rims
3aa798519a72bac,What color is the whole cucumber,green,green
3aa798519a72bac,What vegetable is lying on the left side of the image,cucumber,cucumber
3aa798519a72bac,What type of surface are all the items placed on,wooden,wooden
ac0f7b09bbfb88a,What type of vegetable is used in the dish,cucumbers,None
ac0f7b09bbfb88a,What do the cucumbers do in the bowl,fill,sesame seeds
ac0f7b09bbfb88a,What color are the sesame seeds,white,white
ac0f7b09bbfb88a,Where are the cucumbers placed,in a shallow bowl,in a bowl
bd4d9d9c7ff359f,What color is the surface the walnut cups are placed on,white,white
bd4d9d9c7ff359f,What color is the crust of the walnut cups,golden-brown,golden brown
bd4d9d9c7ff359f,Where are the walnut cups placed,on a white surface,on a plate
a2269fe475bbdeb,What color is the plate in the foreground,pink,pink
a2269fe475bbdeb,What color is the base of the cupcake,reddish-brown,brown
a2269fe475bbdeb,What type of dessert is shown in the image,cupcake,cupcakes
a2269fe475bbdeb,Where is the single cupcake placed,on the plate,on the plate
a72579744b544da,What color is the mango-lime curd,yellow,yellow
a72579744b544da,What is the name of the food in the glass dessert dish,curd,creamy
a72579744b544da,What type of dish is the mango-lime curd in,glass,glass
a72579744b544da,Where is the spoon in relation to the curd,submerged inside,submerged inside
a72579744b544da,What is the texture of the mango-lime curd,smooth,smooth
21d55487638b1d9,What is the main dish in the image,curry,curry
21d55487638b1d9,What color is the bowl,white,white
21d55487638b1d9,What color is the curry in certain areas,golden-brown,rich color
21d55487638b1d9,Where are the green onions located,on top of,fresh
b0ca546137615ee,What is the buttercream doing to the cake,covering,decorative
b0ca546137615ee,What is the dessert in the image,cake,cake
b0ca546137615ee,What do the piped patterns resemble,roses,roses
b0ca546137615ee,How are the piped patterns arranged,swirling,swirl
b0ca546137615ee,Where are the roses covering the cake,over the entire surface,entire
3bde60851fad917,What color is the frozen custard,yellow,yellow
3bde60851fad917,What type of dessert is shown in the image,custard,ice cream
3bde60851fad917,Where is the spoon inserted,into the custard,into the
938c91ef3f2cc96,What color is the baked pumpkin custard,orange-brown,orange-brown
938c91ef3f2cc96,What type of dessert is in the bowl,custard,classic
938c91ef3f2cc96,What does the custard do to the bowl,fills,fills
938c91ef3f2cc96,What color is the whipped cream,white,white
938c91ef3f2cc96,Where is the bowl placed,on the plate,on the plate
d72be19d8c5e314,What color are the chicken breast cutlets,pale,"light, creamy color"
d72be19d8c5e314,What type of meat is being served,chicken,chicken
d72be19d8c5e314,What color are the capers,brown,"greenish, yellowish"
d72be19d8c5e314,Where are the sun-dried tomatoes placed,on top,on top
d72be19d8c5e314,What color is the plate,red,red
f9b928117774fd5,What is the color of the Daiquiri,white,white
cc2e00dd885336d,What is the dal doing to the Chakolya pieces,immersing,absorbs the
cc2e00dd885336d,What color are the spices in the dish,dark,dark
cc2e00dd885336d,What are the small dark items scattered throughout the dish,spices,spices
cc2e00dd885336d,Where are the Chakolya pieces scattered,across the bowl,throughout the bowl
7c96df80891e3e6,What fruit is used in the danish filling,raspberry,raspberry
7c96df80891e3e6,What color is the crust of the pastry,golden-brown,golden brown
7c96df80891e3e6,Where is the raspberry danish placed,plate,plate
7c96df80891e3e6,What color is the raspberry filling,red,vibrant red
7c96df80891e3e6,Where are the pieces of raspberry danish located,on a plate,on a plate
f6fd1014d1b13e4,What type of dessert is shown in the image,Turkish Delight,Turkish delight
f6fd1014d1b13e4,What is covering many of the Turkish Delight pieces,coated,covered
f6fd1014d1b13e4,What color is the powder coating the Turkish Delight pieces,white,white
f6fd1014d1b13e4,How are the Turkish Delight pieces arranged in the frame,scattered,scattered
f6fd1014d1b13e4,Where are the Turkish Delight pieces placed in the image,across the frame,light
00c972776282f93,What type of food is the image showing,dessert,dessert
00c972776282f93,What is the fork doing to the dessert,taking,picking up
00c972776282f93,What color is the plate under the dessert,white,white
00c972776282f93,Where are the strawberries positioned in the dessert,on top,on top
00c972776282f93,What is the texture of the red sauce on the strawberries,glossy,glossy
e493d73bc9d382e,What cooking method was used to prepare the dip,baking,baking
e493d73bc9d382e,What is the predominant color of the dip,yellow,yellow
e493d73bc9d382e,What is the texture of the cheese in the dip,melted,melted
e493d73bc9d382e,What type of dish is the dip served in,in a clear glass,in a glass
543a807478f983f,What is the black bean dip doing in the bowl,filling,black
543a807478f983f,What type of dip is shown in the image,bean,sweet
543a807478f983f,What color is the black bean dip,brown-black,dark brown
543a807478f983f,Where is the bowl of black bean dip located in the image,in the center-left,in the center
adfb72af7a0bd14,What color is the base layer of the Chunky Pizza Dip,white,white
adfb72af7a0bd14,What type of dish is the Chunky Pizza Dip,pizza,pizza
adfb72af7a0bd14,What color are the pepperoni slices on the Chunky Pizza Dip,red,red
adfb72af7a0bd14,Where are the toppings scattered on the Chunky Pizza Dip,across the surface,throughout
adfb72af7a0bd14,What color are the chives used as garnish on the Chunky Pizza Dip,green,green
e4ae0db95c78dcd,What color is the top corn dog,golden-brown,golden brown
e4ae0db95c78dcd,What type of food is shown in the image,corn dogs,food
e4ae0db95c78dcd,What color is the sausage inside the second corn dog,reddish-brown,light brown color
e4ae0db95c78dcd,Where are the corn dogs placed,on a white plate,on a white plate
b22014db168d51d,What is the main flavor of the donuts,chocolate,chocolate
b22014db168d51d,What type of pastry is shown in the image,donuts,donut
b22014db168d51d,What color is the glaze on the donuts,brown,brown
b22014db168d51d,Where is the partially visible donut located in the image,in the bottom left,bottom left
411cfea46839757,What color is the plate,white,white
411cfea46839757,What type of food is shown in the image,pierogi,Italian pasta dish
411cfea46839757,What color are the pierogi dough pieces,beige,light beige
411cfea46839757,Where are the pierogi dough pieces placed,on plate,on plate
411cfea46839757,Are the pierogi dough pieces fried,fried,fried
69e1e4ce9be4696,What color is the doughnut at the bottom of the stack,brown,brown
69e1e4ce9be4696,What type of food is shown in the image,doughnuts,doughnuts
69e1e4ce9be4696,What color is the doughnut to the upper-left of the bottom doughnut,yellow,"white, shiny"
69e1e4ce9be4696,How are the doughnuts arranged on the plate,stacked,stacked
69e1e4ce9be4696,Where is the doughnut at the top positioned,on top of,on top
4a6f40639aa4853,What type of food is shown in the image,doughnuts,doughnuts
4a6f40639aa4853,What color is the powdered sugar on the doughnuts,white,white
4a6f40639aa4853,Where is the vibrant red doughnut located,in the center,the center
83c156078f10e36,What color is the doughnuts' hue,orange-brown,light brown hue
83c156078f10e36,What type of food is shown,doughnuts,donuts
83c156078f10e36,What flavor are the doughnuts,maple,sweet
83c156078f10e36,What color are the mint leaves,green,green
09cff0d234fbcde,What flavor are the doughnuts,vanilla,sweetness
09cff0d234fbcde,What color is the doughnut in the front,tan,white
09cff0d234fbcde,Where is the doughnut in the front located in the frame,in the front,in the front
69bd3096ba5c8f0,What type of food is the dressing used for,salad,salad
69bd3096ba5c8f0,What is the quality of the salad dressing described as,Best,high-quality
69bd3096ba5c8f0,What color is the bottom portion of the dressing,brownish,darker shade
69bd3096ba5c8f0,What color are the small particles in the dressing,black,black
69bd3096ba5c8f0,Where is the glass carafe located in the image,in the lower-left corner,left side
e06318f6d8379da,What color is the salad dressing,orange,orange
e06318f6d8379da,What type of dish is shown in the image,salad,salad
e06318f6d8379da,How is the salad dressing applied to the salad,drizzled,drizzled
e06318f6d8379da,Where is the salad dressing mostly concentrated,top of the salad,top of the
e06318f6d8379da,What is one of the main ingredients in the salad,lettuce,lettuce
fef5d8957367c9c,What color is the bowl,white,white
fef5d8957367c9c,What is the wasabi salad dressing served in,bowl,bowl
fef5d8957367c9c,What color is the wasabi salad dressing,brown,brown
fef5d8957367c9c,What is the main ingredient in the salad dressing,wasabi,common
fef5d8957367c9c,Where is the white bowl positioned in the image,towards the upper-right,right side
6dc09e0f572307d,What color is the Dorothy Lynch Style Salad Dressing,orange-red,vibrant orange color
6dc09e0f572307d,What does the Dorothy Lynch Style Salad Dressing do to the pitcher,fills,fills
6dc09e0f572307d,What is the container for the Dorothy Lynch Style Salad Dressing,pitcher,pitcher
6dc09e0f572307d,What color is the surface under the pitcher,white,white
6dc09e0f572307d,Where are the green leaves located relative to the pitcher,to the bottom left,to the left
2c45c0f2dbad7eb,What color is the bottom layer of the dressing,yellow,creamy white color
2c45c0f2dbad7eb,What type of container is the dressing stored in,jar,jar
2c45c0f2dbad7eb,What is the texture of the bottom layer of the dressing,creamy,creamy
2c45c0f2dbad7eb,What color is the top layer of the dressing,greenish,light yellow
2c45c0f2dbad7eb,Where is the jar of dressing placed,on a red surface,on a red surface
5d5b67e2f56a8dc,What is the texture of the drumsticks' skin,crispy,crispy
5d5b67e2f56a8dc,What part of the chicken is shown in the image,drumsticks,drumsticks
5d5b67e2f56a8dc,What color is the plate,white,white
5d5b67e2f56a8dc,What color is the checkered cloth in the background,blue,blue
5d5b67e2f56a8dc,Where are the drumsticks placed,on a plate,on a white
5d7534e55a162f9,What is the purpose of the plate in the image,decorative,decorative
5d7534e55a162f9,What type of meat is shown in the image,drumsticks,drumsticks
5d7534e55a162f9,What color is the drumstick on the left,pinkish-tan,light brown
5d7534e55a162f9,Where is the first drumstick positioned,on the left,on the left
5d7534e55a162f9,What color are the sage leaves,green,green
64323bbbf31a300,What color is the duck,pink,pinkish
64323bbbf31a300,What type of meat is shown,duck,meat
64323bbbf31a300,How is the duck prepared,sliced,sliced
64323bbbf31a300,What color is the apple dressing,yellow,yellow
64323bbbf31a300,Where is the small ball of dressing located,to the left,left
ab19ecd247fdabc,What is the name of the dish in the center of the plate,Duck Adobo,beef onion stir
ab19ecd247fdabc,What is the glossy sauce doing to the rice,covering,moist
ab19ecd247fdabc,What color is the rice under the Duck Adobo,white,white
ab19ecd247fdabc,How does the sauce on the Duck Adobo appear,glossy,glossy
ab19ecd247fdabc,Where is the Duck Adobo located on the plate,in the center,on the plate
08ca42fdeb64a9b,What color is the skin of the roasted duck,brown,brown
08ca42fdeb64a9b,What type of meat is being served,duck,poultry
08ca42fdeb64a9b,How would you describe the texture of the duck skin,crispy,crispy
08ca42fdeb64a9b,What color are the rosemary leaves,green,green
08ca42fdeb64a9b,Where is the roasted duck presented,on an oval platter,on a plate
e0039d104925b12,What color are the dumplings,golden-brown,brown
e0039d104925b12,What type of food is shown in the image,dumplings,None
e0039d104925b12,What material is the baking pan made of,metal,metal
e0039d104925b12,Where are the dumplings arranged,in a metal baking pan,metal baking
e0039d104925b12,What color is the syrupy liquid,amber,dark amber
703a17269805495,What color is the yolk of the foremost egg slice,yellow,yellow
703a17269805495,What is the main ingredient of the slices,egg,eggs
703a17269805495,Where are the small brown and red flecks located,sprinkled on,scattered across
703a17269805495,What color is the white ring around the yolk,white,white
703a17269805495,What is the appearance of the white ring around the yolk,translucent,white
c8a87f40f3b57c4,What color is the outer layer of the Scotch eggs,golden-brown,brown
c8a87f40f3b57c4,What is inside the sausage meat layer of the Scotch eggs,eggs,eggs
c8a87f40f3b57c4,What color is the outer layer of the hard-boiled egg,white,white
c8a87f40f3b57c4,Where are the Scotch eggs placed,on a plate,on a plate
c8a87f40f3b57c4,What color is the yolk of the hard-boiled egg,yellow,yellow
e7b97785c0393ba,What color is the surface of the French toast,golden-brown,golden brown
e7b97785c0393ba,What type of French toast is shown in the image,eggnog,egg
e7b97785c0393ba,What color is the surface the plate is on,white,white
e7b97785c0393ba,Where is the white powder located,on top,on top
e7b97785c0393ba,What is pooled around the base of the French toast,syrup,syrup
a61dbb321d47ac1,What shape are the eggplant balls,round,round
a61dbb321d47ac1,What type of vegetable are the balls made of,eggplant,common in many
a61dbb321d47ac1,What color is the cheese sprinkled on the eggplant balls,white,white
a61dbb321d47ac1,Where is one of the eggplant balls located in the image,in the top-center,top
ee13d5a702f7c8f,What vegetable is used to make the rollatini,eggplant,zucchini
ee13d5a702f7c8f,What color is the tomato sauce,red,red
ee13d5a702f7c8f,Where is the tomato sauce located,on top of,on top of
21a17e4674852b9,What color is the top empanada,golden-brown,golden brown
21a17e4674852b9,What type of food is shown in the image,empanada,empanadas
21a17e4674852b9,What color is the plate or napkin,white,white
21a17e4674852b9,Where is the empanada on the right edge placed,on a patterned napkin,"decorative, aesthetic"
ad588d1b60cf200,What is the texture of the enchiladas,creamy,rich
ad588d1b60cf200,What color are the enchiladas,yellow,golden-yellow
ad588d1b60cf200,Where are the diced tomatoes located,scattered across,across the surface
ad588d1b60cf200,What color are the diced tomatoes,red,red
ad588d1b60cf200,Where does the reddish sauce appear,peeks,reddish
88b5d3061ab9e04,What color is the majority of the popcorn,white,white
88b5d3061ab9e04,What type of food is shown in the image,popcorn,popcorn
88b5d3061ab9e04,Is the popcorn spilling out of the container,spilling out,spilling out
88b5d3061ab9e04,What color are some of the darker popcorn pieces,brown,brown
88b5d3061ab9e04,Is the popcorn cup tilted to one side,tilted,tilted
6f5bf99a67539bb,What color is some of the popcorn,red,red
6f5bf99a67539bb,What type of food is shown in the image,popcorn,popcorn
6f5bf99a67539bb,What flavor does the popcorn suggest,peppermint,peppermint
6f5bf99a67539bb,What is the bowl made of,glass,glass
6f5bf99a67539bb,Where is the popcorn located,in a bowl,in a bowl
4209d484eabbd49,What color is the bowl,blue,blue
4209d484eabbd49,What is the popcorn served in,bowl,bowl
4209d484eabbd49,What is the primary color of the popcorn,white,white
9fa6ee09dafbefd,What type of diet do these jalapeño poppers cater to,keto,keto-friendly
9fa6ee09dafbefd,What are the jalapeño poppers called,poppers,poppers
9fa6ee09dafbefd,What color are the jalapeños,green,green
9fa6ee09dafbefd,What color is the filling inside the jalapeño poppers,white,white
9fa6ee09dafbefd,Where are the jalapeño poppers placed,on a black metal rack,black metal
f10fc233eb96b8e,What color is the bowl holding the poppers,gray,black
f10fc233eb96b8e,What type of food is shown in the image,poppers,pumpkin bites
f10fc233eb96b8e,How are the poppers presented,wrapped,"brown, small, eerie, spooky, festive"
f10fc233eb96b8e,What color are the stems of some jalapenos,green,green
5870b784e4b8bbc,What color are the jalapeños,green,green
5870b784e4b8bbc,What type of pepper is used in the poppers,jalapeño,jalapeño
5870b784e4b8bbc,What is wrapped around the jalapeños,bacon,bacon
5870b784e4b8bbc,Where are the jalapeño poppers placed,on a white plate,on a white plate
5870b784e4b8bbc,How does the bacon appear,crisp,crispy
964fde4c4f698ab,What color are the jalapeño poppers,green,green
964fde4c4f698ab,What type of food is shown in the image,poppers,spicy
964fde4c4f698ab,What is the filling inside the jalapeño poppers,cream cheese,creamy
964fde4c4f698ab,What color is the shredded cheese on top of the cream cheese,orange,orange
0d41621d7097dac,What color are the butternut squash chunks,white,orange
0d41621d7097dac,What type of meat is mixed with the posole,chicken,chicken
0d41621d7097dac,What color are the butternut squash chunks,orange,orange
0d41621d7097dac,Where are the parsley leaves and shredded cheese placed,on top,on top
0d41621d7097dac,What color is the tortilla,brown,darker brown
168e13ac82b3814,What color are the mashed potatoes,light,light
